start date: 	2016-02-18
start time: 	14.16.58
stop date: 	2016-02-18
stop time: 	14.27.09
com rel. humid (%):	34.7
com temp (°C):	26.12
cn temp (°C):	26.97
nv temp (°C):	30.97
remarks: 	
R1 Info: 	SP036
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-18_CCC\160218_009_1416.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-18_CCC\160218_009_1416_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-48.339843750
delta (I2*R2) (V): 	3.0001

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	3.127200E-7	3.127200E-7	NaN
2	3.096000E-7	3.111600E-7	1.560000E-9
3	3.225600E-7	3.149600E-7	3.905278E-9
4	3.225600E-7	3.168600E-7	3.351955E-9
5	3.108000E-7	3.156480E-7	2.865363E-9
6	2.868000E-7	3.108400E-7	5.346999E-9
7	3.103200E-7	3.107657E-7	4.519650E-9
8	3.064800E-7	3.102300E-7	3.950622E-9
9	2.820000E-7	3.070933E-7	4.688046E-9
10	3.103200E-7	3.074160E-7	4.205513E-9
11	3.141600E-7	3.080291E-7	3.853118E-9
12	3.100800E-7	3.082000E-7	3.521549E-9
13	3.345600E-7	3.102277E-7	3.821643E-9
14	3.283200E-7	3.115200E-7	3.766774E-9
15	3.314400E-7	3.128480E-7	3.749715E-9
16	3.182400E-7	3.131850E-7	3.523689E-9
17	3.021600E-7	3.125365E-7	3.372866E-9
18	3.105600E-7	3.124267E-7	3.181864E-9
19	2.995200E-7	3.117474E-7	3.085448E-9
20	2.901600E-7	3.106680E-7	3.119780E-9
21	3.141600E-7	3.108343E-7	2.972158E-9
22	3.326400E-7	3.118255E-7	3.002178E-9
23	3.117600E-7	3.118226E-7	2.868682E-9
24	3.091200E-7	3.117100E-7	2.748861E-9
25	2.875200E-7	3.107424E-7	2.808557E-9
26	3.525600E-7	3.123508E-7	3.141349E-9
27	2.995200E-7	3.118756E-7	3.059891E-9
28	3.124800E-7	3.118971E-7	2.948664E-9
29	3.180000E-7	3.121076E-7	2.852942E-9
30	3.247200E-7	3.125280E-7	2.788083E-9
31	2.923200E-7	3.118761E-7	2.774316E-9
32	3.110400E-7	3.118500E-7	2.686347E-9
33	3.060000E-7	3.116727E-7	2.609698E-9
34	3.283200E-7	3.121624E-7	2.578690E-9
35	2.944800E-7	3.116571E-7	2.554388E-9
36	3.312000E-7	3.122000E-7	2.541082E-9
37	3.170400E-7	3.123308E-7	2.474909E-9
38	3.060000E-7	3.121642E-7	2.414654E-9
39	2.916000E-7	3.116369E-7	2.410308E-9
40	2.935200E-7	3.111840E-7	2.392539E-9
41	3.247200E-7	3.115141E-7	2.356694E-9
42	3.357600E-7	3.120914E-7	2.371242E-9
43	3.108000E-7	3.120614E-7	2.315635E-9
44	3.290400E-7	3.124473E-7	2.295067E-9
45	3.076800E-7	3.123413E-7	2.245985E-9
46	3.019200E-7	3.121148E-7	2.208269E-9
47	3.225600E-7	3.123370E-7	2.172172E-9
48	3.009600E-7	3.121000E-7	2.139606E-9
49	3.093600E-7	3.120441E-7	2.096232E-9
50	3.326400E-7	3.124560E-7	2.094779E-9
51	2.940000E-7	3.120941E-7	2.084940E-9
52	3.141600E-7	3.121338E-7	2.044838E-9
53	3.074400E-7	3.120453E-7	2.007839E-9
54	3.093600E-7	3.119956E-7	1.970933E-9
55	2.988000E-7	3.117556E-7	1.949585E-9
56	2.920800E-7	3.114043E-7	1.946428E-9
57	3.254400E-7	3.116505E-7	1.927767E-9
58	3.009600E-7	3.114662E-7	1.903184E-9
59	3.316800E-7	3.118088E-7	1.901764E-9
60	3.043200E-7	3.116840E-7	1.873961E-9
