start date: 	2016-02-18
start time: 	10.03.08
stop date: 	2016-02-18
stop time: 	10.13.21
com rel. humid (%):	34.5
com temp (°C):	26.76
cn temp (°C):	28.69
nv temp (°C):	32.91
remarks: 	
R1 Info: 	SP036
R2 Info: 	1218
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-18_CCC\160218_004_1003.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-18_CCC\160218_004_1003_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-25.070190430
delta (I2*R2) (V): 	1.0000

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	-1.032000E-8	-1.032000E-8	NaN
2	-3.840000E-9	-7.080000E-9	3.240000E-9
3	-1.728000E-8	-1.048000E-8	3.880619E-9
4	-1.080000E-8	-1.056000E-8	2.745178E-9
5	-2.856000E-8	-1.416000E-8	4.181100E-9
6	-8.640000E-9	-1.324000E-8	3.535647E-9
7	-9.600000E-10	-1.148571E-8	3.465063E-9
8	-1.200000E-9	-1.020000E-8	3.264668E-9
9	-2.640000E-8	-1.200000E-8	3.395526E-9
10	-8.880000E-9	-1.168800E-8	3.053035E-9
11	-1.656000E-8	-1.213091E-8	2.796866E-9
12	-9.600000E-9	-1.192000E-8	2.561874E-9
13	-6.240000E-9	-1.148308E-8	2.396743E-9
14	-2.160000E-8	-1.220571E-8	2.333658E-9
15	-7.440000E-9	-1.188800E-8	2.195626E-9
16	1.440000E-8	-1.024500E-8	2.630138E-9
17	-1.800000E-8	-1.070118E-8	2.512346E-9
18	-1.176000E-8	-1.076000E-8	2.369393E-9
19	2.832000E-8	-8.703158E-9	3.041985E-9
20	-8.880000E-9	-8.712000E-9	2.885894E-9
21	-3.120000E-9	-8.445714E-9	2.757918E-9
22	-3.600000E-9	-8.225455E-9	2.638780E-9
23	-1.104000E-8	-8.347826E-9	2.524410E-9
24	4.080000E-9	-7.830000E-9	2.471788E-9
25	-2.136000E-8	-8.371200E-9	2.431842E-9
26	4.560000E-9	-7.873846E-9	2.388787E-9
27	1.584000E-8	-6.995556E-9	2.460693E-9
28	-2.400000E-8	-7.602857E-9	2.447718E-9
29	-1.608000E-8	-7.895172E-9	2.379827E-9
30	-2.088000E-8	-8.328000E-9	2.339518E-9
31	-3.024000E-8	-9.034839E-9	2.370621E-9
32	-8.160000E-9	-9.007500E-9	2.295507E-9
33	3.360000E-9	-8.632727E-9	2.256203E-9
34	-1.416000E-8	-8.795294E-9	2.194867E-9
35	-2.400000E-10	-8.550857E-9	2.145206E-9
36	3.840000E-9	-8.206667E-9	2.112987E-9
37	-2.208000E-8	-8.581622E-9	2.089012E-9
38	-1.416000E-8	-8.728421E-9	2.038587E-9
39	-3.168000E-8	-9.316923E-9	2.071003E-9
40	3.600000E-9	-8.994000E-9	2.044231E-9
41	-2.256000E-8	-9.324878E-9	2.021017E-9
42	-2.400000E-9	-9.160000E-9	1.979191E-9
43	1.656000E-8	-8.561860E-9	2.023060E-9
44	1.680000E-8	-7.985455E-9	2.058878E-9
45	-4.632000E-8	-8.837333E-9	2.185470E-9
46	-1.200000E-9	-8.671304E-9	2.143870E-9
47	2.880000E-9	-8.425532E-9	2.112108E-9
48	6.960000E-9	-8.105000E-9	2.092335E-9
49	7.440000E-9	-7.787755E-9	2.073602E-9
50	-2.520000E-8	-8.136000E-9	2.061336E-9
51	-1.800000E-8	-8.329412E-9	2.029749E-9
52	-4.320000E-9	-8.252308E-9	1.991826E-9
53	-6.480000E-9	-8.218868E-9	1.954169E-9
54	4.800000E-10	-8.057778E-9	1.924393E-9
55	-1.464000E-8	-8.177455E-9	1.892867E-9
56	-6.240000E-9	-8.142857E-9	1.859081E-9
57	-1.800000E-8	-8.315789E-9	1.834344E-9
58	4.800000E-9	-8.089655E-9	1.816570E-9
59	-8.880000E-9	-8.103051E-9	1.785565E-9
60	-8.640000E-9	-8.112000E-9	1.755577E-9
