start date: 	2016-02-18
start time: 	14.28.07
stop date: 	2016-02-18
stop time: 	14.38.19
com rel. humid (%):	34.7
com temp (°C):	26.14
cn temp (°C):	26.94
nv temp (°C):	31.09
remarks: 	
R1 Info: 	SP036
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-18_CCC\160218_010_1428.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-18_CCC\160218_010_1428_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-48.339843750
delta (I2*R2) (V): 	3.0001

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	8.328000E-8	8.328000E-8	NaN
2	4.968000E-8	6.648000E-8	1.680000E-8
3	8.856000E-8	7.384000E-8	1.217578E-8
4	7.248000E-8	7.350000E-8	8.616287E-9
5	9.216000E-8	7.723200E-8	7.646703E-9
6	7.392000E-8	7.668000E-8	6.267861E-9
7	8.856000E-8	7.837714E-8	5.562534E-9
8	5.664000E-8	7.566000E-8	5.530750E-9
9	8.232000E-8	7.640000E-8	4.933477E-9
10	8.232000E-8	7.699200E-8	4.452171E-9
11	8.592000E-8	7.780364E-8	4.108115E-9
12	7.800000E-8	7.782000E-8	3.750215E-9
13	6.984000E-8	7.720615E-8	3.503885E-9
14	8.592000E-8	7.782857E-8	3.303139E-9
15	9.384000E-8	7.889600E-8	3.255052E-9
16	9.912000E-8	8.016000E-8	3.296762E-9
17	6.480000E-8	7.925647E-8	3.225886E-9
18	6.552000E-8	7.849333E-8	3.135675E-9
19	1.044000E-7	7.985684E-8	3.264448E-9
20	8.040000E-8	7.988400E-8	3.097046E-9
21	1.015200E-7	8.091429E-8	3.120848E-9
22	6.808992E-5	3.172233E-6	3.091320E-6
23	1.142400E-7	3.039277E-6	2.956849E-6
24	9.912000E-8	2.916770E-6	2.833617E-6
25	7.536000E-8	2.803114E-6	2.720285E-6
26	1.017600E-7	2.699215E-6	2.615630E-6
27	9.168000E-8	2.602640E-6	2.518743E-6
28	1.180800E-7	2.513906E-6	2.428743E-6
29	8.232000E-8	2.430058E-6	2.344997E-6
30	5.064000E-8	2.350744E-6	2.266870E-6
31	6.240000E-8	2.276926E-6	2.193769E-6
32	4.344000E-8	2.207130E-6	2.125254E-6
33	6.312000E-8	2.142160E-6	2.060870E-6
34	6.600000E-8	2.081096E-6	2.000270E-6
35	7.584000E-8	2.023803E-6	1.943123E-6
36	9.096000E-8	1.970113E-6	1.889140E-6
37	6.648000E-8	1.918664E-6	1.838093E-6
38	7.608000E-8	1.870175E-6	1.789725E-6
39	6.240000E-8	1.823822E-6	1.743847E-6
40	5.736000E-8	1.779660E-6	1.700265E-6
41	8.616000E-8	1.738355E-6	1.658791E-6
42	7.248000E-8	1.698691E-6	1.619300E-6
43	9.144000E-8	1.661313E-6	1.581636E-6
44	5.736000E-8	1.624860E-6	1.545701E-6
45	4.032000E-8	1.589648E-6	1.511372E-6
46	7.248000E-8	1.556666E-6	1.478519E-6
47	1.096800E-7	1.525879E-6	1.447047E-6
48	1.029600E-7	1.496235E-6	1.416889E-6
49	7.968000E-8	1.467326E-6	1.387973E-6
50	8.808000E-8	1.439741E-6	1.360210E-6
51	9.528000E-8	1.413379E-6	1.333533E-6
52	7.848000E-8	1.387708E-6	1.307889E-6
53	8.352000E-8	1.363100E-6	1.283210E-6
54	1.058400E-7	1.339818E-6	1.259438E-6
55	8.208000E-8	1.316950E-6	1.236539E-6
56	8.760000E-8	1.294997E-6	1.214455E-6
57	6.768000E-8	1.273465E-6	1.193153E-6
58	7.440000E-8	1.252792E-6	1.172583E-6
59	7.824000E-8	1.232884E-6	1.152710E-6
60	8.088000E-8	1.213684E-6	1.133498E-6
