start date: 	2016-02-18
start time: 	10.52.33
stop date: 	2016-02-18
stop time: 	11.02.45
com rel. humid (%):	34.6
com temp (°C):	26.54
cn temp (°C):	28.06
nv temp (°C):	32.25
remarks: 	
R1 Info: 	SP036
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-18_CCC\160218_007_1052.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-18_CCC\160218_007_1052_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-48.339843750
delta (I2*R2) (V): 	3.0001

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	2.328000E-8	2.328000E-8	NaN
2	-1.176000E-8	5.760000E-9	1.752000E-8
3	-7.920000E-9	1.200000E-9	1.109551E-8
4	-3.744000E-8	-8.460000E-9	1.244471E-8
5	1.728000E-8	-3.312000E-9	1.092815E-8
6	-1.944000E-8	-6.000000E-9	9.318884E-9
7	2.640000E-8	-1.371429E-9	9.135283E-9
8	-4.080000E-9	-1.710000E-9	7.918628E-9
9	-1.128000E-8	-2.773333E-9	7.064062E-9
10	-1.296000E-8	-3.792000E-9	6.399880E-9
11	-8.160000E-9	-4.189091E-9	5.802513E-9
12	1.848000E-8	-2.300000E-9	5.623726E-9
13	-7.200000E-10	-2.178462E-9	5.174503E-9
14	-1.176000E-8	-2.862857E-9	4.839298E-9
15	8.160000E-9	-2.128000E-9	4.564681E-9
16	4.800000E-9	-1.695000E-9	4.291767E-9
17	-3.480000E-8	-3.642353E-9	4.477106E-9
18	-1.776000E-8	-4.426667E-9	4.293304E-9
19	-7.440000E-9	-4.585263E-9	4.064155E-9
20	-2.064000E-8	-5.388000E-9	3.938274E-9
21	0.000000E+0	-5.131429E-9	3.754822E-9
22	-9.600000E-10	-4.941818E-9	3.585100E-9
23	-1.104000E-8	-5.206957E-9	3.435927E-9
24	-9.360000E-9	-5.380000E-9	3.294198E-9
25	1.128000E-8	-4.713600E-9	3.229193E-9
26	-4.464000E-8	-6.249231E-9	3.461751E-9
27	-2.640000E-9	-6.115556E-9	3.333753E-9
28	6.000000E-9	-5.682857E-9	3.241494E-9
29	9.840000E-9	-5.147586E-9	3.173194E-9
30	2.160000E-9	-4.904000E-9	3.075259E-9
31	-2.640000E-8	-5.597419E-9	3.054162E-9
32	-2.376000E-8	-6.165000E-9	3.011155E-9
33	-1.848000E-8	-6.538182E-9	2.942245E-9
34	-1.176000E-8	-6.691765E-9	2.858525E-9
35	3.480000E-8	-5.506286E-9	3.018212E-9
36	3.432000E-8	-4.400000E-9	3.134866E-9
37	-1.248000E-8	-4.618378E-9	3.056773E-9
38	2.160000E-9	-4.440000E-9	2.980587E-9
39	-2.400000E-9	-4.387692E-9	2.903627E-9
40	2.568000E-8	-3.636000E-9	2.928231E-9
41	-2.640000E-8	-4.191220E-9	2.909388E-9
42	-3.408000E-8	-4.902857E-9	2.927096E-9
43	-2.688000E-8	-5.413953E-9	2.903550E-9
44	7.920000E-9	-5.110909E-9	2.852934E-9
45	-2.184000E-8	-5.482667E-9	2.813484E-9
46	-7.200000E-10	-5.379130E-9	2.753589E-9
47	-1.896000E-8	-5.668085E-9	2.709815E-9
48	5.520000E-9	-5.435000E-9	2.662980E-9
49	-1.176000E-8	-5.564082E-9	2.611260E-9
50	-2.400000E-8	-5.932800E-9	2.584934E-9
51	-9.120000E-9	-5.995294E-9	2.534513E-9
52	-3.168000E-8	-6.489231E-9	2.533902E-9
53	-4.800000E-8	-7.272453E-9	2.606110E-9
54	4.560000E-9	-7.053333E-9	2.566763E-9
55	-1.632000E-8	-7.221818E-9	2.525289E-9
56	-7.739544E-5	-1.389154E-6	1.381935E-6
57	-8.400000E-9	-1.364931E-6	1.357690E-6
58	-2.400000E-10	-1.341401E-6	1.334284E-6
59	-1.200000E-9	-1.318686E-6	1.311670E-6
60	9.600000E-10	-1.296692E-6	1.289811E-6
