start date: 	2016-02-18
start time: 	14.39.25
stop date: 	2016-02-18
stop time: 	14.49.38
com rel. humid (%):	34.7
com temp (°C):	26.12
cn temp (°C):	26.97
nv temp (°C):	31.00
remarks: 	
R1 Info: 	SP036
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-18_CCC\160218_011_1439.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-18_CCC\160218_011_1439_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-48.339843750
delta (I2*R2) (V): 	3.0001

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	2.383200E-7	2.383200E-7	NaN
2	2.433600E-7	2.408400E-7	2.520000E-9
3	2.508000E-7	2.441600E-7	3.624803E-9
4	2.116800E-7	2.360400E-7	8.514928E-9
5	2.392800E-7	2.366880E-7	6.627390E-9
6	2.606400E-7	2.406800E-7	6.724403E-9
7	2.308800E-7	2.392800E-7	5.853058E-9
8	2.378400E-7	2.391000E-7	5.072092E-9
9	2.340000E-7	2.385333E-7	4.508915E-9
10	2.623200E-7	2.409120E-7	4.682126E-9
11	2.424000E-7	2.410473E-7	4.237302E-9
12	2.366400E-7	2.406800E-7	3.885507E-9
13	2.323200E-7	2.400369E-7	3.631538E-9
14	2.512800E-7	2.408400E-7	3.456732E-9
15	2.409600E-7	2.408480E-7	3.218052E-9
16	2.498400E-7	2.414100E-7	3.062225E-9
17	2.236800E-7	2.403671E-7	3.059697E-9
18	2.258400E-7	2.395600E-7	2.995479E-9
19	2.419200E-7	2.396842E-7	2.836161E-9
20	2.049600E-7	2.379480E-7	3.202164E-9
21	2.594400E-7	2.389714E-7	3.213207E-9
22	2.095200E-7	2.376327E-7	3.343384E-9
23	2.313600E-7	2.373600E-7	3.206334E-9
24	2.220000E-7	2.367200E-7	3.135835E-9
25	2.172000E-7	2.359392E-7	3.107480E-9
26	2.433600E-7	2.362246E-7	2.999182E-9
27	2.392800E-7	2.363378E-7	2.888182E-9
28	2.227200E-7	2.358514E-7	2.825297E-9
29	1.864800E-7	2.341490E-7	3.214060E-9
30	2.212800E-7	2.337200E-7	3.134567E-9
31	2.443200E-7	2.340619E-7	3.050988E-9
32	2.601600E-7	2.348775E-7	3.064619E-9
33	2.472000E-7	2.352509E-7	2.993680E-9
34	2.268000E-7	2.350024E-7	2.914913E-9
35	2.419200E-7	2.352000E-7	2.837297E-9
36	2.716800E-7	2.362133E-7	2.937663E-9
37	2.275200E-7	2.359784E-7	2.866808E-9
38	2.217600E-7	2.356042E-7	2.815321E-9
39	2.421600E-7	2.357723E-7	2.747330E-9
40	2.287200E-7	2.355960E-7	2.683564E-9
41	2.450400E-7	2.358263E-7	2.627410E-9
42	2.076000E-7	2.351543E-7	2.650700E-9
43	2.347200E-7	2.351442E-7	2.588342E-9
44	2.364000E-7	2.351727E-7	2.528993E-9
45	2.320800E-7	2.351040E-7	2.473109E-9
46	2.313600E-7	2.350226E-7	2.420118E-9
47	2.284800E-7	2.348834E-7	2.372154E-9
48	2.268000E-7	2.347150E-7	2.328307E-9
49	2.306400E-7	2.346318E-7	2.281811E-9
50	2.095200E-7	2.341296E-7	2.291427E-9
51	2.407200E-7	2.342588E-7	2.249762E-9
52	2.037600E-7	2.336723E-7	2.282709E-9
53	2.491200E-7	2.339638E-7	2.258114E-9
54	2.378400E-7	2.340356E-7	2.217065E-9
55	2.244000E-7	2.338604E-7	2.183421E-9
56	2.227200E-7	2.336614E-7	2.153286E-9
57	2.109600E-7	2.332632E-7	2.152341E-9
58	2.196000E-7	2.330276E-7	2.127986E-9
59	2.181600E-7	2.327756E-7	2.106732E-9
60	2.536800E-7	2.331240E-7	2.100420E-9
