start date: 	2016-02-18
start time: 	14.52.43
stop date: 	2016-02-18
stop time: 	15.02.56
com rel. humid (%):	34.7
com temp (°C):	26.09
cn temp (°C):	26.87
nv temp (°C):	31.00
remarks: 	
R1 Info: 	SP036
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-18_CCC\160218_012_1452.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-18_CCC\160218_012_1452_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-48.339843750
delta (I2*R2) (V): 	3.0001

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	3.307200E-7	3.307200E-7	NaN
2	3.043200E-7	3.175200E-7	1.320000E-8
3	3.134400E-7	3.161600E-7	7.741421E-9
4	3.024000E-7	3.127200E-7	6.465168E-9
5	3.016800E-7	3.105120E-7	5.473053E-9
6	3.192000E-7	3.119600E-7	4.697472E-9
7	3.840000E-7	3.222514E-7	1.103064E-8
8	3.086400E-7	3.205500E-7	9.703153E-9
9	3.086400E-7	3.192267E-7	8.659094E-9
10	3.088800E-7	3.181920E-7	7.813736E-9
11	3.482400E-7	3.209236E-7	7.577301E-9
12	2.961600E-7	3.188600E-7	7.218368E-9
13	2.892000E-7	3.165785E-7	7.020978E-9
14	2.844000E-7	3.142800E-7	6.894565E-9
15	3.096000E-7	3.139680E-7	6.426070E-9
16	3.060000E-7	3.134700E-7	6.031632E-9
17	2.923200E-7	3.122259E-7	5.800719E-9
18	2.877600E-7	3.108667E-7	5.635344E-9
19	2.904000E-7	3.097895E-7	5.438253E-9
20	2.892000E-7	3.087600E-7	5.260889E-9
21	3.177600E-7	3.091886E-7	5.022422E-9
22	3.084000E-7	3.091527E-7	4.788826E-9
23	2.654400E-7	3.072522E-7	4.954876E-9
24	3.168000E-7	3.076500E-7	4.760584E-9
25	3.499200E-7	3.093408E-7	4.869180E-9
26	2.793600E-7	3.081877E-7	4.818175E-9
27	2.923200E-7	3.076000E-7	4.673390E-9
28	3.081600E-7	3.076200E-7	4.503436E-9
29	3.103200E-7	3.077131E-7	4.346368E-9
30	3.242400E-7	3.082640E-7	4.234975E-9
31	2.964000E-7	3.078813E-7	4.113925E-9
32	3.288000E-7	3.085350E-7	4.036575E-9
33	3.127200E-7	3.086618E-7	3.914398E-9
34	3.134400E-7	3.088024E-7	3.800123E-9
35	3.441600E-7	3.098126E-7	3.825740E-9
36	3.364800E-7	3.105533E-7	3.791027E-9
37	2.661600E-7	3.093535E-7	3.877447E-9
38	2.916000E-7	3.088863E-7	3.802837E-9
39	3.196800E-7	3.091631E-7	3.714371E-9
40	2.961600E-7	3.088380E-7	3.634886E-9
41	2.640000E-7	3.077444E-7	3.709969E-9
42	2.870400E-7	3.072514E-7	3.653965E-9
43	3.348000E-7	3.078921E-7	3.625040E-9
44	3.314400E-7	3.084273E-7	3.581901E-9
45	3.170400E-7	3.086187E-7	3.506626E-9
46	3.220800E-7	3.089113E-7	3.442010E-9
47	3.091200E-7	3.089157E-7	3.367983E-9
48	3.331200E-7	3.094200E-7	3.335408E-9
49	2.985600E-7	3.091984E-7	3.274139E-9
50	2.899200E-7	3.088128E-7	3.231076E-9
51	3.172800E-7	3.089788E-7	3.171436E-9
52	3.537600E-7	3.098400E-7	3.226885E-9
53	2.925600E-7	3.095140E-7	3.182161E-9
54	3.110400E-7	3.095422E-7	3.122804E-9
55	3.086400E-7	3.095258E-7	3.065544E-9
56	2.887200E-7	3.091543E-7	3.033145E-9
57	3.132000E-7	3.092253E-7	2.980302E-9
58	3.057600E-7	3.091655E-7	2.929076E-9
59	3.151200E-7	3.092664E-7	2.880771E-9
60	3.012000E-7	3.091320E-7	2.835541E-9
