start date: 	2016-02-18
start time: 	09.51.45
stop date: 	2016-02-18
stop time: 	10.01.58
com rel. humid (%):	34.5
com temp (°C):	26.80
cn temp (°C):	28.78
nv temp (°C):	33.12
remarks: 	
R1 Info: 	SP036
R2 Info: 	1218
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-18_CCC\160218_003_0951.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-18_CCC\160218_003_0951_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-25.070190430
delta (I2*R2) (V): 	1.0000

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	-2.208000E-8	-2.208000E-8	NaN
2	-2.640000E-8	-2.424000E-8	2.160000E-9
3	-2.688000E-8	-2.512000E-8	1.526303E-9
4	1.032000E-8	-1.626000E-8	8.925492E-9
5	-2.880000E-9	-1.358400E-8	7.413475E-9
6	-8.880000E-9	-1.280000E-8	6.103638E-9
7	-2.328000E-8	-1.429714E-8	5.371380E-9
8	-2.400000E-10	-1.254000E-8	4.972559E-9
9	1.368000E-8	-9.626667E-9	5.264894E-9
10	-4.200000E-8	-1.286400E-8	5.714509E-9
11	-1.656000E-8	-1.320000E-8	5.179877E-9
12	-1.248000E-8	-1.314000E-8	4.728940E-9
13	2.040000E-8	-1.056000E-8	5.057552E-9
14	-1.440000E-8	-1.083429E-8	4.690410E-9
15	-1.008000E-8	-1.078400E-8	4.366823E-9
16	-1.416000E-8	-1.099500E-8	4.090235E-9
17	2.160000E-9	-1.022118E-8	3.919259E-9
18	-2.400000E-8	-1.098667E-8	3.773570E-9
19	-5.280000E-9	-1.068632E-8	3.582054E-9
20	-1.560000E-8	-1.093200E-8	3.407105E-9
21	5.040000E-9	-1.017143E-8	3.328855E-9
22	-2.400000E-9	-9.818182E-9	3.193535E-9
23	1.992000E-8	-8.525217E-9	3.314149E-9
24	3.600000E-9	-8.020000E-9	3.213025E-9
25	1.800000E-8	-6.979200E-9	3.252831E-9
26	-4.080000E-9	-6.867692E-9	3.127208E-9
27	0.000000E+0	-6.613333E-9	3.019888E-9
28	-1.272000E-8	-6.831429E-9	2.918199E-9
29	-1.728000E-8	-7.191724E-9	2.838731E-9
30	-2.208000E-8	-7.688000E-9	2.787016E-9
31	2.880000E-9	-7.347097E-9	2.717084E-9
32	1.464000E-8	-6.660000E-9	2.719051E-9
33	-4.800000E-9	-6.603636E-9	2.635971E-9
34	5.760000E-9	-6.240000E-9	2.582992E-9
35	7.200000E-10	-6.041143E-9	2.515977E-9
36	1.080000E-8	-5.573333E-9	2.489440E-9
37	-1.176000E-8	-5.740541E-9	2.426990E-9
38	-9.120000E-9	-5.829474E-9	2.363932E-9
39	-2.640000E-9	-5.747692E-9	2.303973E-9
40	-2.328000E-8	-6.186000E-9	2.288010E-9
41	-1.224000E-8	-6.333659E-9	2.236387E-9
42	-3.360000E-8	-6.982857E-9	2.276999E-9
43	-3.264000E-8	-7.579535E-9	2.302085E-9
44	-8.160000E-9	-7.592727E-9	2.249196E-9
45	-1.440000E-8	-7.744000E-9	2.203843E-9
46	-1.416000E-8	-7.883478E-9	2.159909E-9
47	-4.800000E-10	-7.725957E-9	2.119316E-9
48	6.720000E-9	-7.425000E-9	2.096409E-9
49	-7.680000E-9	-7.430204E-9	2.053186E-9
50	-1.680000E-9	-7.315200E-9	2.014988E-9
51	-2.136000E-8	-7.590588E-9	1.994190E-9
52	2.160000E-8	-7.029231E-9	2.034444E-9
53	-1.200000E-8	-7.123019E-9	1.997891E-9
54	-1.080000E-8	-7.191111E-9	1.961726E-9
55	-2.424000E-8	-7.501091E-9	1.950517E-9
56	-1.920000E-9	-7.401429E-9	1.917961E-9
57	3.600000E-9	-7.208421E-9	1.893873E-9
58	-1.152000E-8	-7.282759E-9	1.862417E-9
59	-1.488000E-8	-7.411525E-9	1.835102E-9
60	-2.328000E-8	-7.676000E-9	1.823539E-9
