start date: 	2016-02-18
start time: 	10.41.08
stop date: 	2016-02-18
stop time: 	10.51.20
com rel. humid (%):	34.6
com temp (°C):	26.58
cn temp (°C):	28.16
nv temp (°C):	32.41
remarks: 	
R1 Info: 	SP036
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-18_CCC\160218_006_1041.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-18_CCC\160218_006_1041_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-48.339843750
delta (I2*R2) (V): 	3.0001

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	6.240000E-9	6.240000E-9	NaN
2	2.472000E-8	1.548000E-8	9.240000E-9
3	4.080000E-9	1.168000E-8	6.549748E-9
4	-5.040000E-9	7.500000E-9	6.238750E-9
5	-2.496000E-8	1.008000E-9	8.093162E-9
6	-2.400000E-8	-3.160000E-9	7.812708E-9
7	-4.320000E-9	-3.325714E-9	6.605022E-9
8	-3.840000E-9	-3.390000E-9	5.720478E-9
9	1.896000E-8	-9.066667E-10	5.623064E-9
10	1.080000E-8	2.640000E-10	5.163868E-9
11	-6.480000E-9	-3.490909E-10	4.710959E-9
12	-1.800000E-8	-1.820000E-9	4.545091E-9
13	-1.584000E-8	-2.898462E-9	4.317731E-9
14	-6.720000E-9	-3.171429E-9	4.006751E-9
15	-2.112000E-8	-4.368000E-9	3.917308E-9
16	1.368000E-8	-3.240000E-9	3.833995E-9
17	-4.968000E-8	-5.971765E-9	4.520255E-9
18	-4.320000E-9	-5.880000E-9	4.262725E-9
19	-2.880000E-9	-5.722105E-9	4.035224E-9
20	-4.056000E-8	-7.464000E-9	4.205821E-9
21	2.880000E-9	-6.971429E-9	4.030744E-9
22	-1.080000E-8	-7.145455E-9	3.847102E-9
23	-1.632000E-8	-7.544348E-9	3.697612E-9
24	-2.880000E-9	-7.350000E-9	3.545524E-9
25	1.680000E-9	-6.988800E-9	3.419876E-9
26	-1.680000E-9	-6.784615E-9	3.292048E-9
27	0.000000E+0	-6.533333E-9	3.177726E-9
28	-2.880000E-9	-6.402857E-9	3.064912E-9
29	-3.144000E-8	-7.266207E-9	3.080782E-9
30	2.928000E-8	-6.048000E-9	3.215975E-9
31	-3.288000E-8	-6.913548E-9	3.228686E-9
32	-1.200000E-9	-6.735000E-9	3.131256E-9
33	-2.136000E-8	-7.178182E-9	3.067075E-9
34	9.600000E-9	-6.684706E-9	3.016143E-9
35	4.800000E-9	-6.356571E-9	2.947025E-9
36	-3.072000E-8	-7.033333E-9	2.942867E-9
37	-1.488000E-8	-7.245405E-9	2.870071E-9
38	-2.592000E-8	-7.736842E-9	2.836419E-9
39	-1.536000E-8	-7.932308E-9	2.769639E-9
40	-2.064000E-8	-8.250000E-9	2.718140E-9
41	2.736000E-8	-7.381463E-9	2.789666E-9
42	4.800000E-10	-7.194286E-9	2.728862E-9
43	-1.200000E-8	-7.306047E-9	2.666987E-9
44	-1.368000E-8	-7.450909E-9	2.609693E-9
45	-3.096000E-8	-7.973333E-9	2.603985E-9
46	-9.360000E-9	-8.003478E-9	2.546925E-9
47	-1.704000E-8	-8.195745E-9	2.499552E-9
48	-1.368000E-8	-8.310000E-9	2.449590E-9
49	-2.400000E-9	-8.189388E-9	2.402108E-9
50	-1.656000E-8	-8.356800E-9	2.359522E-9
51	-1.344000E-8	-8.456471E-9	2.314941E-9
52	3.600000E-9	-8.224615E-9	2.281796E-9
53	-1.128000E-8	-8.282264E-9	2.239072E-9
54	1.896000E-8	-7.777778E-9	2.254388E-9
55	2.976000E-8	-7.095273E-9	2.315873E-9
56	1.440000E-9	-6.942857E-9	2.279244E-9
57	-4.416000E-8	-7.595789E-9	2.332165E-9
58	-3.504000E-8	-8.068966E-9	2.339944E-9
59	-2.808000E-8	-8.408136E-9	2.324816E-9
60	9.120000E-9	-8.116000E-9	2.304334E-9
