start date: 	2016-02-18
start time: 	15.16.54
stop date: 	2016-02-18
stop time: 	15.26.51
com rel. humid (%):	34.6
com temp (°C):	26.14
cn temp (°C):	26.81
nv temp (°C):	30.94
remarks: 	
R1 Info: 	SP036
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-18_CCC\160218_014_1516.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-18_CCC\160218_014_1516_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-48.339843750
delta (I2*R2) (V): 	3.0001

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	-3.840000E-9	-3.840000E-9	NaN
2	1.656000E-8	6.360000E-9	1.020000E-8
3	-8.400000E-9	1.440000E-9	7.673747E-9
4	1.944000E-8	5.940000E-9	7.049340E-9
5	7.440000E-9	6.240000E-9	5.468631E-9
6	3.576000E-8	1.116000E-8	6.644071E-9
7	8.640000E-9	1.080000E-8	5.626793E-9
8	1.104000E-8	1.083000E-8	4.873038E-9
9	8.640000E-9	1.058667E-8	4.304499E-9
10	3.384000E-8	1.291200E-8	4.497793E-9
11	-1.296000E-8	1.056000E-8	4.699345E-9
12	1.200000E-8	1.068000E-8	4.291573E-9
13	-2.304000E-8	8.086154E-9	4.723575E-9
14	2.760000E-8	9.480000E-9	4.589936E-9
15	-1.608000E-8	7.776000E-9	4.600232E-9
16	-4.080000E-9	7.035000E-9	4.366457E-9
17	-3.744000E-8	4.418824E-9	4.864902E-9
18	4.800000E-9	4.440000E-9	4.586723E-9
19	-5.280000E-9	3.928421E-9	4.368662E-9
20	-1.200000E-8	3.132000E-9	4.220305E-9
21	-1.920000E-9	2.891429E-9	4.021513E-9
22	9.360000E-9	3.185455E-9	3.845619E-9
23	-7.680000E-9	2.713043E-9	3.704858E-9
24	-2.208000E-8	1.680000E-9	3.694499E-9
25	-7.680000E-9	1.305600E-9	3.563362E-9
26	-3.384000E-8	-4.615385E-11	3.680768E-9
27	-1.056000E-8	-4.355556E-10	3.563163E-9
28	4.560000E-9	-2.571429E-10	3.438182E-9
29	-2.160000E-9	-3.227586E-10	3.318155E-9
30	1.920000E-9	-2.480000E-10	3.206514E-9
31	1.128000E-8	1.238710E-10	3.123569E-9
32	-5.328000E-8	-1.545000E-9	3.454275E-9
33	9.120000E-9	-1.221818E-9	3.363527E-9
34	1.848000E-8	-6.423529E-10	3.314152E-9
35	-5.760000E-9	-7.885714E-10	3.221389E-9
36	6.960000E-9	-5.733333E-10	3.138018E-9
37	-4.560000E-9	-6.810811E-10	3.053930E-9
38	-2.760000E-8	-1.389474E-9	3.055722E-9
39	2.400000E-9	-1.292308E-9	2.977925E-9
40	-1.368000E-8	-1.602000E-9	2.918997E-9
41	-2.592000E-8	-2.195122E-9	2.908041E-9
42	4.320000E-9	-2.040000E-9	2.842194E-9
43	1.164454E-4	2.706039E-6	2.708080E-6
44	-3.360000E-9	2.644462E-6	2.646534E-6
45	-1.440000E-9	2.585664E-6	2.587722E-6
46	2.400000E-9	2.529506E-6	2.531465E-6
47	1.920000E-9	2.475728E-6	2.477602E-6
48	4.800000E-10	2.424160E-6	2.425984E-6
49	9.600000E-10	2.374707E-6	2.376473E-6
50	0.000000E+0	2.327213E-6	2.328943E-6
51	4.800000E-10	2.281591E-6	2.283277E-6
52	-1.200000E-9	2.237691E-6	2.239367E-6
53	0.000000E+0	2.195470E-6	2.197114E-6
54	4.800000E-10	2.154822E-6	2.156426E-6
55	-4.800000E-10	2.115635E-6	2.117218E-6
56	2.160000E-9	2.077894E-6	2.079410E-6
57	-1.440000E-9	2.041415E-6	2.042929E-6
58	7.200000E-10	2.006230E-6	2.007705E-6
