start date: 	2016-02-18
start time: 	09.37.39
stop date: 	2016-02-18
stop time: 	09.47.51
com rel. humid (%):	34.4
com temp (°C):	26.90
cn temp (°C):	28.97
nv temp (°C):	33.53
remarks: 	
R1 Info: 	SP036
R2 Info: 	1218
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-18_CCC\160218_002_0937.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-18_CCC\160218_002_0937_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-25.070190430
delta (I2*R2) (V): 	1.0000

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	-6.720000E-9	-6.720000E-9	NaN
2	-8.880000E-9	-7.800000E-9	1.080000E-9
3	-1.944000E-8	-1.168000E-8	3.929784E-9
4	-2.424000E-8	-1.482000E-8	4.192994E-9
5	-2.184000E-8	-1.622400E-8	3.538352E-9
6	-2.832000E-8	-1.824000E-8	3.522908E-9
7	-1.464000E-8	-1.772571E-8	3.021490E-9
8	-1.224000E-8	-1.704000E-8	2.705043E-9
9	1.680000E-9	-1.496000E-8	3.165059E-9
10	-6.240000E-9	-1.408800E-8	2.962172E-9
11	2.400000E-10	-1.278545E-8	2.979217E-9
12	-3.840000E-9	-1.204000E-8	2.819955E-9
13	7.920000E-9	-1.050462E-8	3.014323E-9
14	-2.208000E-8	-1.133143E-8	2.910626E-9
15	-9.600000E-9	-1.121600E-8	2.712103E-9
16	1.848000E-8	-9.360000E-9	3.143374E-9
17	-2.400000E-10	-8.823529E-9	3.001025E-9
18	-3.024000E-8	-1.001333E-8	3.069382E-9
19	-1.704000E-8	-1.038316E-8	2.926803E-9
20	3.120000E-9	-9.708000E-9	2.857516E-9
21	2.232000E-8	-8.182857E-9	3.116697E-9
22	-8.640000E-9	-8.203636E-9	2.971727E-9
23	5.040000E-9	-7.627826E-9	2.897377E-9
24	-1.032000E-8	-7.740000E-9	2.776294E-9
25	-6.480000E-9	-7.689600E-9	2.663405E-9
26	-9.840000E-9	-7.772308E-9	2.560253E-9
27	1.656000E-8	-6.871111E-9	2.623262E-9
28	1.536000E-8	-6.077143E-9	2.649595E-9
29	-9.360000E-9	-6.190345E-9	2.559102E-9
30	5.520000E-9	-5.800000E-9	2.502953E-9
31	-2.688000E-8	-6.480000E-9	2.514556E-9
32	5.040000E-9	-6.120000E-9	2.461180E-9
33	-2.280000E-8	-6.625455E-9	2.438396E-9
34	-9.360000E-9	-6.705882E-9	2.366958E-9
35	-2.016000E-8	-7.090286E-9	2.330261E-9
36	-1.680000E-9	-6.940000E-9	2.269588E-9
37	-8.880000E-9	-6.992432E-9	2.208018E-9
38	-1.272000E-8	-7.143158E-9	2.154406E-9
39	-2.592000E-8	-7.624615E-9	2.152961E-9
40	-2.640000E-9	-7.500000E-9	2.102144E-9
41	-5.280000E-9	-7.445854E-9	2.050946E-9
42	1.536000E-8	-6.902857E-9	2.073866E-9
43	-1.224000E-8	-7.026977E-9	2.028863E-9
44	-8.880000E-9	-7.069091E-9	1.982663E-9
45	-6.960000E-9	-7.066667E-9	1.938105E-9
46	-1.344000E-8	-7.205217E-9	1.900561E-9
47	5.280000E-9	-6.939574E-9	1.878561E-9
48	1.080000E-8	-6.570000E-9	1.875776E-9
49	-1.560000E-8	-6.754286E-9	1.846316E-9
50	6.240000E-9	-6.494400E-9	1.827585E-9
51	-1.272000E-8	-6.616471E-9	1.795546E-9
52	-2.760000E-8	-7.020000E-9	1.806328E-9
53	-1.656000E-8	-7.200000E-9	1.781038E-9
54	-1.728000E-8	-7.386667E-9	1.757685E-9
55	-2.088000E-8	-7.632000E-9	1.742785E-9
56	-1.152000E-8	-7.701429E-9	1.712789E-9
57	-2.712000E-8	-8.042105E-9	1.716616E-9
58	3.360000E-9	-7.845517E-9	1.698177E-9
59	2.400000E-9	-7.671864E-9	1.678155E-9
60	9.600000E-10	-7.528000E-9	1.656209E-9
