start date: 	2023-08-09
start time: 	19.46.38
stop date: 	2023-08-09
stop time: 	20.07.46
com rel. humid (%):	33.6
com temp (°C):	28.93
cn temp (°C):	31.06
nv temp (°C):	35.19
bvd averages: 	     20
remarks: 	CCC probe connected to GaAs probe, GaAs 8 V+=Yel, V-=Wht, I+=Wht, I-=Blk, B = 11.56 T (84.4 A), Psample = 3.0e-3 mbar, using 4G power supply, turned off magnet ps
R1 Info: 	NIST-QHRGaAs13k-8
R2 Info: 	1216
data filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-09_CCC\230809_007_1946.txt
config filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-09_CCC\230809_007_1946_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	60
number of samples per half cycle: 	30
ignored first samples: 	14
ignored last samples: 	0
amplifier gain: 	1000000
delta N1/NA (mTurns): 	21.323870402
delta (I2*R2) (V): 	1.000030519
N1 (Turns):	2065
N2 (Turns):	16
NA (Turns):	1
R1 (Ohm): 	12906.404000
R2 (Ohm): 	100.000000

data(V)	phase	error
+1.847580E-07	1	0	
+2.101020E-07	1	0	
+2.069580E-07	1	0	
+1.601760E-07	1	0	
+1.632720E-07	1	0	
+1.847880E-07	1	0	
+2.004360E-07	1	0	
+2.078820E-07	1	0	
+2.177040E-07	1	0	
+2.170800E-07	1	0	
+2.042700E-07	1	0	
+2.144820E-07	1	0	
+2.211120E-07	1	0	
+1.994880E-07	1	0	
+1.898220E-07	1	0	
+1.846920E-07	1	0	
+2.040300E-07	1	0	
+1.969260E-07	1	0	
+2.062860E-07	1	0	
+1.989780E-07	1	0	
+2.020080E-07	1	0	
+1.979340E-07	1	0	
+2.153280E-07	1	0	
+2.040720E-07	1	0	
+1.542480E-07	1	0	
+1.597140E-07	1	0	
+1.580640E-07	1	0	
+1.502100E-07	1	0	
-1.190076E-06	4	0	
-1.807218E-06	4	0	
-4.893000E-07	4	0	
+1.745100E-07	2	0	
+1.887120E-07	2	0	
+1.990260E-07	2	0	
+1.718220E-07	2	0	
+1.598340E-07	2	0	
+1.570920E-07	2	0	
+1.636260E-07	2	0	
+1.673460E-07	2	0	
+1.503180E-07	2	0	
+1.501020E-07	2	0	
+1.523640E-07	2	0	
+1.707840E-07	2	0	
+1.676760E-07	2	0	
+1.668060E-07	2	0	
+1.912140E-07	2	0	
+1.855740E-07	2	0	
+1.973160E-07	2	0	
+1.897260E-07	2	0	
+1.933020E-07	2	0	
+1.837800E-07	2	0	
+1.953360E-07	2	0	
+1.996140E-07	2	0	
+2.126940E-07	2	0	
+2.081640E-07	2	0	
+2.026740E-07	2	0	
+2.093700E-07	2	0	
+1.401960E-07	2	0	
+1.478316E-06	3	0	
+2.123874E-06	3	0	
+7.807500E-07	3	0	
+1.040700E-07	1	0	
+1.169340E-07	1	0	
+1.089000E-07	1	0	
+1.117020E-07	1	0	
+1.007580E-07	1	0	
+1.070460E-07	1	0	
+1.116000E-07	1	0	
+1.154940E-07	1	0	
+1.118580E-07	1	0	
+1.144560E-07	1	0	
+1.124280E-07	1	0	
+1.077480E-07	1	0	
+1.050720E-07	1	0	
+1.089180E-07	1	0	
+9.750600E-08	1	0	
