start date: 	2016-02-19
start time: 	14.13.56
stop date: 	2016-02-19
stop time: 	14.19.49
com rel. humid (%):	35.1
com temp (°C):	26.25
cn temp (°C):	27.34
nv temp (°C):	31.87
remarks: 	
R1 Info: 	QHR
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_013_1413.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_013_1413_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-41.137695312
delta (I2*R2) (V): 	3.0000

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	4.992000E-8	4.992000E-8	NaN
2	4.248000E-8	4.620000E-8	3.720000E-9
3	6.000000E-8	5.080000E-8	5.076692E-9
4	5.232000E-8	5.118000E-8	3.609820E-9
5	-3.240000E-8	3.446400E-8	1.694825E-8
6	-1.598400E-7	2.080000E-9	3.521674E-8
7	-5.500800E-7	-7.680000E-8	8.430851E-8
8	-1.701600E-6	-2.799000E-7	2.158253E-7
9	-4.484640E-6	-7.470933E-7	5.044789E-7
10	-1.118376E-5	-1.790760E-6	1.137031E-6
11	-2.508288E-5	-3.908225E-6	2.354026E-6
12	-4.977696E-5	-7.730620E-6	4.385039E-6
13	-9.065904E-5	-1.410973E-5	7.547407E-6
14	-1.465716E-4	-2.357129E-5	1.176210E-5
15	-2.174054E-4	-3.649357E-5	1.693771E-5
16	-2.973528E-4	-5.279727E-5	2.273402E-5
17	-3.868310E-4	-7.244632E-5	2.901925E-5
18	-4.774402E-4	-9.494597E-5	3.542291E-5
19	-5.583823E-4	-1.193374E-4	4.144442E-5
20	-5.836939E-4	-1.425552E-4	4.566118E-5
21	-5.947342E-4	-1.640875E-4	4.847699E-5
22	-6.209386E-4	-1.848535E-4	5.067155E-5
23	-6.402739E-4	-2.046544E-4	5.231071E-5
24	-6.515789E-4	-2.232762E-4	5.343360E-5
25	-6.532800E-4	-2.404764E-4	5.406092E-5
26	-6.399734E-4	-2.558416E-4	5.416513E-5
27	-6.206923E-4	-2.693546E-4	5.384365E-5
28	-5.889761E-4	-2.807697E-4	5.312589E-5
29	-5.465710E-4	-2.899352E-4	5.207420E-5
30	-1.825306E-4	-2.863551E-4	5.043569E-5
31	-6.480000E-9	-2.771180E-4	4.964845E-5
32	1.200000E-9	-2.684581E-4	4.884571E-5
33	-4.800000E-10	-2.603230E-4	4.803626E-5
34	0.000000E+0	-2.526664E-4	4.722680E-5
