start date: 	2016-02-19
start time: 	16.01.50
stop date: 	2016-02-19
stop time: 	16.08.17
com rel. humid (%):	35.0
com temp (°C):	26.11
cn temp (°C):	27.03
nv temp (°C):	31.09
remarks: 	
R1 Info: 	QHR
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_030_1601.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_030_1601_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-41.137695312
delta (I2*R2) (V): 	3.0000

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	6.096000E-8	6.096000E-8	NaN
2	5.304000E-8	5.700000E-8	3.960000E-9
3	6.192000E-8	5.864000E-8	2.813681E-9
4	4.800000E-8	5.598000E-8	3.321747E-9
5	3.096000E-8	5.097600E-8	5.626759E-9
6	7.368000E-8	5.476000E-8	5.951941E-9
7	1.728000E-8	4.940571E-8	7.346589E-9
8	2.784000E-8	4.671000E-8	6.909859E-9
9	1.065600E-7	5.336000E-8	9.019889E-9
10	2.472000E-8	5.049600E-8	8.560912E-9
11	6.888000E-8	5.216727E-8	7.921935E-9
12	2.760000E-8	5.012000E-8	7.515908E-9
13	5.208000E-8	5.027077E-8	6.915274E-9
14	2.424000E-8	4.841143E-8	6.666827E-9
15	6.360000E-8	4.942400E-8	6.288535E-9
16	1.512000E-8	4.728000E-8	6.260926E-9
17	8.688000E-8	4.960941E-8	6.325637E-9
18	-2.064000E-8	4.570667E-8	7.127352E-9
19	5.256000E-8	4.606737E-8	6.751442E-9
20	-1.896000E-8	4.281600E-8	7.182978E-9
21	6.408000E-8	4.382857E-8	6.907000E-9
22	8.160000E-9	4.220727E-8	6.782204E-9
23	3.960000E-8	4.209391E-8	6.481611E-9
24	8.040000E-8	4.369000E-8	6.407639E-9
25	4.032000E-8	4.355520E-8	6.147470E-9
26	6.648000E-8	4.443692E-8	5.971749E-9
27	4.176000E-8	4.433778E-8	5.747174E-9
28	3.456000E-8	4.398857E-8	5.549114E-9
29	8.352000E-8	4.535172E-8	5.525144E-9
30	7.296000E-8	4.627200E-8	5.416547E-9
31	5.976000E-8	4.670710E-8	5.256943E-9
32	2.304000E-8	4.596750E-8	5.143465E-9
33	5.040000E-8	4.610182E-8	4.986976E-9
34	3.624000E-8	4.581176E-8	4.846764E-9
35	6.000000E-8	4.621714E-8	4.723675E-9
36	5.376000E-8	4.642667E-8	4.595366E-9
37	4.344000E-8	4.634595E-8	4.470171E-9
