start date: 	2016-02-19
start time: 	15.28.52
stop date: 	2016-02-19
stop time: 	15.36.30
com rel. humid (%):	35.0
com temp (°C):	26.16
cn temp (°C):	27.00
nv temp (°C):	31.22
remarks: 	
R1 Info: 	QHR
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_026_1528.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_026_1528_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-41.137695312
delta (I2*R2) (V): 	3.0000

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	4.512000E-8	4.512000E-8	NaN
2	4.056000E-8	4.284000E-8	2.280000E-9
3	2.808000E-8	3.792000E-8	5.093054E-9
4	6.288000E-8	4.416000E-8	7.204665E-9
5	3.840000E-8	4.300800E-8	5.698370E-9
6	2.784000E-8	4.048000E-8	5.295130E-9
7	7.536000E-8	4.546286E-8	6.697484E-9
8	4.320000E-8	4.518000E-8	5.807084E-9
9	5.040000E-8	4.576000E-8	5.154105E-9
10	1.540800E-7	5.659200E-8	1.177217E-8
11	2.318400E-7	7.252364E-8	1.916257E-8
12	-9.792000E-8	5.832000E-8	2.253323E-8
13	1.168800E-7	6.282462E-8	2.121140E-8
14	9.480000E-8	6.510857E-8	1.977031E-8
15	5.016000E-8	6.411200E-8	1.843211E-8
16	-5.016000E-8	5.697000E-8	1.866235E-8
17	5.472000E-8	5.683765E-8	1.753072E-8
18	1.536000E-8	5.453333E-8	1.668798E-8
19	4.728000E-8	5.415158E-8	1.578986E-8
20	1.104000E-8	5.199600E-8	1.513388E-8
21	3.792000E-8	5.132571E-8	1.441079E-8
22	4.200000E-8	5.090182E-8	1.374669E-8
23	7.968000E-8	5.215304E-8	1.319487E-8
24	6.504000E-8	5.269000E-8	1.264453E-8
25	2.712000E-8	5.166720E-8	1.217126E-8
26	7.680000E-8	5.263385E-8	1.173366E-8
27	2.352000E-8	5.155556E-8	1.134209E-8
28	1.536000E-8	5.026286E-8	1.100569E-8
29	8.448000E-8	5.144276E-8	1.068475E-8
30	4.128000E-8	5.110400E-8	1.032801E-8
31	2.136000E-8	5.014452E-8	1.003527E-8
32	5.016000E-8	5.014500E-8	9.716606E-9
33	3.264000E-8	4.961455E-8	9.432489E-9
34	1.920000E-8	4.872000E-8	9.194478E-9
35	4.440000E-8	4.859657E-8	8.928767E-9
36	2.208000E-8	4.786000E-8	8.708408E-9
37	2.856000E-8	4.733838E-8	8.485824E-9
38	4.728000E-8	4.733684E-8	8.259494E-9
39	3.168000E-8	4.693538E-8	8.054936E-9
40	3.192000E-8	4.656000E-8	7.859950E-9
41	6.120000E-8	4.691707E-8	7.674158E-9
42	6.552000E-8	4.736000E-8	7.502298E-9
43	6.576000E-8	4.778791E-8	7.338235E-9
44	7.440000E-8	4.839273E-8	7.194984E-9
