start date: 	2016-02-19
start time: 	13.34.00
stop date: 	2016-02-19
stop time: 	13.45.29
com rel. humid (%):	35.0
com temp (°C):	26.40
cn temp (°C):	27.66
nv temp (°C):	31.66
remarks: 	
R1 Info: 	QHR
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_011_1334.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_011_1334_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-41.137695312
delta (I2*R2) (V): 	3.0000

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	-1.776000E-8	-1.776000E-8	NaN
2	6.912000E-8	2.568000E-8	4.344000E-8
3	4.152000E-8	3.096000E-8	2.562986E-8
4	3.144000E-8	3.108000E-8	1.812344E-8
5	4.440000E-8	3.374400E-8	1.428889E-8
6	2.784000E-8	3.276000E-8	1.170825E-8
7	9.360000E-9	2.941714E-8	1.044468E-8
8	5.160000E-8	3.219000E-8	9.460824E-9
9	3.528000E-8	3.253333E-8	8.350723E-9
10	2.184000E-8	3.146400E-8	7.545272E-9
11	3.912000E-8	3.216000E-8	6.860352E-9
12	3.192000E-8	3.214000E-8	6.262648E-9
13	1.632000E-8	3.092308E-8	5.887928E-9
14	2.544000E-8	3.053143E-8	5.465214E-9
15	4.944000E-8	3.179200E-8	5.241672E-9
16	6.696000E-8	3.399000E-8	5.373262E-9
17	2.400000E-8	3.340235E-8	5.081395E-9
18	5.784000E-8	3.476000E-8	4.979440E-9
19	2.640000E-8	3.432000E-8	4.730586E-9
20	6.768000E-8	3.598800E-8	4.787778E-9
21	3.144000E-8	3.577143E-8	4.559232E-9
22	3.696000E-8	3.582545E-8	4.347393E-9
23	5.760000E-8	3.677217E-8	4.260592E-9
24	4.152000E-8	3.697000E-8	4.084000E-9
25	3.264000E-8	3.679680E-8	3.921062E-9
26	4.560000E-8	3.713538E-8	3.782420E-9
27	4.128000E-8	3.728889E-8	3.642871E-9
28	2.184000E-8	3.673714E-8	3.553454E-9
29	2.640000E-8	3.638069E-8	3.447211E-9
30	3.600000E-8	3.636800E-8	3.330347E-9
31	3.960000E-8	3.647226E-8	3.222812E-9
32	3.096000E-8	3.630000E-8	3.125225E-9
33	3.648000E-8	3.630545E-8	3.029046E-9
34	3.360000E-8	3.622588E-8	2.939684E-9
35	9.120000E-8	3.779657E-8	3.258065E-9
36	2.502168E-5	7.317933E-7	6.940040E-7
37	1.329600E-7	7.156086E-7	6.751806E-7
38	2.088000E-8	6.973263E-7	6.574268E-7
39	2.232000E-8	6.800185E-7	6.405817E-7
40	2.232000E-8	6.635760E-7	6.245783E-7
41	2.040000E-8	6.478888E-7	6.093562E-7
42	-3.936000E-8	6.315257E-7	5.948958E-7
43	4.104000E-8	6.177935E-7	5.810586E-7
44	4.752000E-8	6.048327E-7	5.678471E-7
45	7.440000E-8	5.930453E-7	5.552100E-7
46	2.568000E-8	5.807113E-7	5.431461E-7
47	6.360000E-8	5.697089E-7	5.315781E-7
48	6.624000E-8	5.592200E-7	5.204914E-7
49	6.504000E-8	5.491347E-7	5.098582E-7
50	3.480000E-8	5.388480E-7	4.996629E-7
51	2.760000E-8	5.288235E-7	4.898702E-7
52	2.040000E-8	5.190462E-7	4.804567E-7
53	3.576000E-8	5.099275E-7	4.713925E-7
54	5.040000E-8	5.014178E-7	4.626589E-7
55	4.104000E-8	4.930473E-7	4.542462E-7
56	3.072000E-8	4.847914E-7	4.461373E-7
57	2.688000E-8	4.767579E-7	4.383141E-7
58	4.488000E-8	4.693117E-7	4.307550E-7
59	6.144000E-8	4.623986E-7	4.234476E-7
60	5.952000E-8	4.556840E-7	4.163844E-7
61	4.992000E-8	4.490321E-7	4.095556E-7
62	4.152000E-8	4.424594E-7	4.029493E-7
63	2.016000E-8	4.357562E-7	3.965584E-7
64	6.480000E-9	4.290488E-7	3.903706E-7
65	2.736000E-8	4.228689E-7	3.843676E-7
66	4.680000E-8	4.171709E-7	3.785420E-7
67	8.712000E-8	4.122448E-7	3.728818E-7
