start date: 	2016-02-19
start time: 	15.38.28
stop date: 	2016-02-19
stop time: 	15.46.20
com rel. humid (%):	35.0
com temp (°C):	26.17
cn temp (°C):	27.03
nv temp (°C):	31.56
remarks: 	
R1 Info: 	QHR
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_027_1538.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_027_1538_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-41.137695312
delta (I2*R2) (V): 	3.0000

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	4.728000E-8	4.728000E-8	NaN
2	-6.480000E-9	2.040000E-8	2.688000E-8
3	-1.392000E-8	8.960000E-9	1.928000E-8
4	1.776000E-8	1.116000E-8	1.380939E-8
5	2.232000E-8	1.339200E-8	1.092709E-8
6	2.376000E-8	1.512000E-8	9.087732E-9
7	4.488000E-8	1.937143E-8	8.778683E-9
8	5.112000E-8	2.334000E-8	8.576043E-9
9	3.192000E-8	2.429333E-8	7.623204E-9
10	5.688000E-8	2.755200E-8	7.557083E-9
11	3.432000E-8	2.816727E-8	6.863273E-9
12	5.592000E-8	3.048000E-8	6.678508E-9
13	4.224000E-8	3.138462E-8	6.209580E-9
14	5.976000E-8	3.341143E-8	6.095773E-9
15	6.528000E-8	3.553600E-8	6.059520E-9
16	4.992000E-8	3.643500E-8	5.739013E-9
17	8.160000E-9	3.477176E-8	5.641610E-9
18	1.250400E-7	3.978667E-8	7.310307E-9
19	5.736000E-8	4.071158E-8	6.976441E-9
20	2.520000E-8	3.993600E-8	6.663721E-9
21	1.680000E-8	3.883429E-8	6.433497E-9
22	7.920000E-8	4.066909E-8	6.402631E-9
23	6.432000E-8	4.169739E-8	6.203742E-9
24	4.176000E-8	4.170000E-8	5.939631E-9
25	1.896000E-8	4.079040E-8	5.769251E-9
26	7.776000E-8	4.221231E-8	5.722390E-9
27	8.640000E-8	4.384889E-8	5.744435E-9
28	1.896000E-8	4.296000E-8	5.606391E-9
29	1.219200E-7	4.568276E-8	6.056182E-9
30	2.376000E-8	4.495200E-8	5.896286E-9
31	6.576000E-8	4.562323E-8	5.742278E-9
32	7.656000E-8	4.659000E-8	5.643363E-9
33	-2.880000E-9	4.509091E-8	5.671390E-9
34	1.130400E-7	4.708941E-8	5.853771E-9
35	2.664000E-8	4.650514E-8	5.714010E-9
36	1.416000E-8	4.560667E-8	5.625237E-9
37	1.704000E-8	4.483459E-8	5.525300E-9
38	2.760000E-8	4.438105E-8	5.397022E-9
39	5.352000E-8	4.461538E-8	5.262036E-9
40	3.404160E-5	8.945400E-7	8.499401E-7
41	-1.515000E-5	5.032098E-7	9.166780E-7
42	-1.344000E-8	4.909086E-7	8.946707E-7
43	9.600000E-10	4.795144E-7	8.736910E-7
44	-9.600000E-10	4.685945E-7	8.536733E-7
45	-1.440000E-9	4.581493E-7	8.345525E-7
46	1.200000E-9	4.482157E-7	8.162689E-7
