start date: 	2016-02-19
start time: 	13.22.09
stop date: 	2016-02-19
stop time: 	13.30.31
com rel. humid (%):	35.0
com temp (°C):	26.42
cn temp (°C):	27.75
nv temp (°C):	31.81
remarks: 	
R1 Info: 	QHR
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_010_1322.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_010_1322_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-41.137695312
delta (I2*R2) (V): 	3.0000

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	3.000000E-8	3.000000E-8	NaN
2	1.728000E-8	2.364000E-8	6.360000E-9
3	1.680000E-8	2.136000E-8	4.322222E-9
4	5.064000E-8	2.868000E-8	7.932415E-9
5	2.736000E-8	2.841600E-8	6.150091E-9
6	3.432000E-8	2.940000E-8	5.117030E-9
7	2.736000E-8	2.910857E-8	4.334488E-9
8	4.728000E-8	3.138000E-8	4.387508E-9
9	4.992000E-8	3.344000E-8	4.383606E-9
10	6.552000E-8	3.664800E-8	5.065971E-9
11	6.768000E-8	3.946909E-8	5.381117E-9
12	2.040000E-8	3.788000E-8	5.162903E-9
13	5.544000E-8	3.923077E-8	4.937538E-9
14	5.424000E-8	4.030286E-8	4.695306E-9
15	5.544000E-8	4.131200E-8	4.486069E-9
16	3.168000E-8	4.071000E-8	4.239295E-9
17	3.816000E-8	4.056000E-8	3.984948E-9
18	3.000000E-8	3.997333E-8	3.802574E-9
19	2.664000E-8	3.927158E-8	3.664692E-9
20	4.680000E-8	3.964800E-8	3.496950E-9
21	2.136000E-8	3.877714E-8	3.438375E-9
22	5.064000E-8	3.931636E-8	3.322411E-9
23	5.280000E-8	3.990261E-8	3.228349E-9
24	6.984000E-8	4.115000E-8	3.333122E-9
25	8.400000E-9	3.984000E-8	3.455000E-9
26	3.936000E-8	3.982154E-8	3.319508E-9
27	3.768000E-8	3.974222E-8	3.195183E-9
28	1.992000E-8	3.903429E-8	3.159294E-9
29	2.400000E-8	3.851586E-8	3.092175E-9
30	4.320000E-9	3.737600E-8	3.197404E-9
31	3.216000E-8	3.720774E-8	3.097117E-9
32	2.424000E-8	3.680250E-8	3.026028E-9
33	5.136000E-8	3.724364E-8	2.965887E-9
34	4.824000E-8	3.756706E-8	2.895453E-9
35	1.320000E-8	3.687086E-8	2.896425E-9
36	3.792000E-8	3.690000E-8	2.814970E-9
37	3.912000E-8	3.696000E-8	2.738490E-9
38	3.840000E-8	3.699789E-8	2.665720E-9
39	1.848000E-8	3.652308E-8	2.639527E-9
40	6.072000E-8	3.712800E-8	2.642854E-9
41	5.856000E-8	3.765073E-8	2.630059E-9
42	3.096000E-8	3.749143E-8	2.571614E-9
43	2.184000E-8	3.712744E-8	2.537340E-9
44	1.128000E-8	3.654000E-8	2.547654E-9
45	3.528000E-8	3.651200E-8	2.490553E-9
46	3.456000E-8	3.646957E-8	2.436179E-9
47	1.800000E-8	3.607660E-8	2.415956E-9
48	3.288000E-8	3.601000E-8	2.366025E-9
49	4.584000E-8	3.621061E-8	2.325903E-9
