start date: 	2016-02-19
start time: 	14.42.42
stop date: 	2016-02-19
stop time: 	14.48.14
com rel. humid (%):	35.1
com temp (°C):	26.18
cn temp (°C):	27.19
nv temp (°C):	31.50
remarks: 	
R1 Info: 	QHR
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_020_1442.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_020_1442_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-41.137695312
delta (I2*R2) (V): 	3.0000

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	-1.968000E-8	-1.968000E-8	NaN
2	4.320000E-9	-7.680000E-9	1.200000E-8
3	2.160000E-8	2.080000E-9	1.196903E-8
4	2.928000E-8	8.880000E-9	1.085674E-8
5	3.216000E-8	1.353600E-8	9.612472E-9
6	1.440000E-8	1.368000E-8	7.849871E-9
7	6.048000E-8	2.036571E-8	9.418779E-9
8	5.520000E-8	2.472000E-8	9.246343E-9
9	6.048000E-8	2.869333E-8	9.071019E-9
10	2.112000E-8	2.793600E-8	8.148635E-9
11	1.104000E-8	2.640000E-8	7.529062E-9
12	4.872000E-8	2.826000E-8	7.120294E-9
13	3.696000E-8	2.892923E-8	6.583819E-9
14	7.560000E-8	3.226286E-8	6.947471E-9
15	1.680000E-8	3.123200E-8	6.549380E-9
16	2.088000E-8	3.058500E-8	6.160453E-9
17	4.008000E-8	3.114353E-8	5.813630E-9
18	2.088000E-8	3.057333E-8	5.510722E-9
19	4.968000E-8	3.157895E-8	5.308736E-9
20	5.592000E-8	3.279600E-8	5.181276E-9
21	3.000000E-8	3.266286E-8	4.930175E-9
22	1.200000E-9	3.123273E-8	4.913472E-9
23	3.888000E-8	3.156522E-8	4.706743E-9
24	2.904000E-8	3.146000E-8	4.507592E-9
25	6.912000E-8	3.296640E-8	4.578444E-9
26	6.504000E-8	3.420000E-8	4.568528E-9
27	3.768000E-8	3.432889E-8	4.397957E-9
28	4.848000E-8	3.483429E-8	4.268007E-9
29	5.496000E-8	3.552828E-8	4.176270E-9
30	6.192000E-8	3.640800E-8	4.129455E-9
31	4.128000E-8	3.656516E-8	3.997117E-9
32	4.752000E-8	3.690750E-8	3.885303E-9
