start date: 	2016-02-19
start time: 	16.10.12
stop date: 	2016-02-19
stop time: 	16.16.39
com rel. humid (%):	35.0
com temp (°C):	26.13
cn temp (°C):	26.94
nv temp (°C):	31.06
remarks: 	
R1 Info: 	QHR
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_031_1610.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_031_1610_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-41.137695312
delta (I2*R2) (V): 	3.0000

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	7.800000E-8	7.800000E-8	NaN
2	3.336000E-8	5.568000E-8	2.232000E-8
3	6.768000E-8	5.968000E-8	1.349299E-8
4	7.128000E-8	6.258000E-8	9.971981E-9
5	6.360000E-8	6.278400E-8	7.726956E-9
6	1.084800E-7	7.040000E-8	9.889760E-9
7	-8.232000E-8	4.858286E-8	2.336344E-8
8	2.220000E-7	7.026000E-8	2.965276E-8
9	-7.680000E-8	5.392000E-8	3.083642E-8
10	-2.544000E-8	4.598400E-8	2.869996E-8
11	6.864000E-8	4.804364E-8	2.604167E-8
12	1.512000E-8	4.530000E-8	2.393048E-8
13	1.080000E-7	5.012308E-8	2.253502E-8
14	-1.368000E-8	4.556571E-8	2.135533E-8
15	7.704000E-8	4.766400E-8	1.999115E-8
16	1.435200E-7	5.365500E-8	1.963626E-8
17	2.424000E-8	5.192471E-8	1.852603E-8
18	2.472000E-8	5.041333E-8	1.753178E-8
19	-7.920000E-9	4.734316E-8	1.686521E-8
20	4.344000E-8	4.714800E-8	1.600093E-8
21	5.256000E-8	4.740571E-8	1.522210E-8
22	8.856000E-8	4.927636E-8	1.463376E-8
23	3.264000E-8	4.855304E-8	1.400174E-8
24	5.880000E-8	4.898000E-8	1.341244E-8
25	-2.616000E-8	4.597440E-8	1.321120E-8
26	1.464000E-7	4.983692E-8	1.326759E-8
27	4.344000E-8	4.960000E-8	1.276894E-8
28	5.448000E-8	4.977429E-8	1.230570E-8
29	3.096000E-8	4.912552E-8	1.189149E-8
30	1.154400E-7	5.133600E-8	1.169900E-8
31	5.328000E-8	5.139871E-8	1.131550E-8
32	-1.008000E-8	4.947750E-8	1.112335E-8
33	8.376000E-8	5.051636E-8	1.083095E-8
34	4.656000E-8	5.040000E-8	1.050821E-8
35	1.440000E-8	4.937143E-8	1.025527E-8
36	7.896000E-8	5.019333E-8	1.000017E-8
37	1.272000E-7	5.227459E-8	9.946324E-9
