9	5.040000E-8	4.576000E-8	1.546232E-8	3.179870E+1	3.180024E+1	5.154269E-3	1.000031800E+4
10	1.540800E-7	5.659200E-8	1.177217E-8	DELETED			
11	2.318400E-7	7.252364E-8	1.916257E-8	DELETED			
12	-9.792000E-8	5.832000E-8	2.253323E-8	DELETED			
13	1.168800E-7	6.282462E-8	2.121140E-8	DELETED			
14	9.480000E-8	6.510857E-8	1.977031E-8	DELETED			
15	5.016000E-8	4.620000E-8	1.464426E-8	3.179878E+1	3.180010E+1	4.881576E-3	1.000031800E+4
16	-5.016000E-8	5.697000E-8	1.866235E-8	DELETED			
17	5.472000E-8	4.697455E-8	1.412827E-8	3.179726E+1	3.179984E+1	4.709574E-3	1.000031800E+4
18	1.536000E-8	4.434000E-8	1.627120E-8	3.181038E+1	3.180072E+1	5.423905E-3	1.000031801E+4
19	4.728000E-8	4.456615E-8	1.559981E-8	3.179974E+1	3.180064E+1	5.200102E-3	1.000031801E+4
20	1.104000E-8	4.217143E-8	1.746197E-8	3.181182E+1	3.180144E+1	5.820842E-3	1.000031801E+4
21	3.792000E-8	4.188800E-8	1.686254E-8	3.180286E+1	3.180154E+1	5.621027E-3	1.000031802E+4
22	4.200000E-8	4.189500E-8	1.629079E-8	3.180150E+1	3.180153E+1	5.430436E-3	1.000031802E+4
23	7.968000E-8	4.411765E-8	1.824241E-8	3.178894E+1	3.180079E+1	6.080998E-3	1.000031801E+4
24	6.504000E-8	4.528000E-8	1.837197E-8	3.179382E+1	3.180040E+1	6.124184E-3	1.000031800E+4
25	2.712000E-8	4.432421E-8	1.833398E-8	3.180646E+1	3.180072E+1	6.111520E-3	1.000031801E+4
26	7.680000E-8	4.594800E-8	1.926596E-8	3.178990E+1	3.180018E+1	6.422191E-3	1.000031800E+4
27	2.352000E-8	4.488000E-8	1.940545E-8	3.180766E+1	3.180054E+1	6.468689E-3	1.000031801E+4
28	1.536000E-8	4.353818E-8	1.995620E-8	3.181038E+1	3.180099E+1	6.652279E-3	1.000031801E+4
29	8.448000E-8	4.531826E-8	2.128444E-8	3.178734E+1	3.180039E+1	7.095039E-3	1.000031800E+4
30	4.128000E-8	4.515000E-8	2.083291E-8	3.180174E+1	3.180045E+1	6.944523E-3	1.000031800E+4
31	2.136000E-8	4.419840E-8	2.094194E-8	3.180838E+1	3.180077E+1	6.980869E-3	1.000031801E+4
32	5.016000E-8	4.442769E-8	2.055211E-8	3.179878E+1	3.180069E+1	6.850921E-3	1.000031801E+4
33	3.264000E-8	4.399111E-8	2.028028E-8	3.180462E+1	3.180083E+1	6.760308E-3	1.000031801E+4
34	1.920000E-8	4.310571E-8	2.044521E-8	3.180910E+1	3.180113E+1	6.815288E-3	1.000031801E+4
35	4.440000E-8	4.315034E-8	2.007824E-8	3.180070E+1	3.180111E+1	6.692959E-3	1.000031801E+4
36	2.208000E-8	4.244800E-8	2.010058E-8	3.180814E+1	3.180135E+1	6.700405E-3	1.000031801E+4
37	2.856000E-8	4.200000E-8	1.991952E-8	3.180598E+1	3.180150E+1	6.640050E-3	1.000031801E+4
38	4.728000E-8	4.216500E-8	1.961782E-8	3.179974E+1	3.180144E+1	6.539481E-3	1.000031801E+4
