start date: 	2016-02-19
start time: 	15.46.31
stop date: 	2016-02-19
stop time: 	15.52.51
com rel. humid (%):	35.0
com temp (°C):	26.18
cn temp (°C):	27.03
nv temp (°C):	31.16
remarks: 	
R1 Info: 	QHR
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_028_1546.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_028_1546_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-41.137695312
delta (I2*R2) (V): 	3.0000

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	-7.200000E-10	-7.200000E-10	NaN
2	5.040000E-9	2.160000E-9	2.880000E-9
3	4.944000E-8	1.792000E-8	1.584747E-8
4	1.992000E-8	1.842000E-8	1.121700E-8
5	6.480000E-8	2.769600E-8	1.270972E-8
6	4.248000E-8	3.016000E-8	1.066595E-8
7	-2.784000E-8	2.187429E-8	1.224386E-8
8	3.672000E-8	2.373000E-8	1.076465E-8
9	2.472000E-8	2.384000E-8	9.494167E-9
10	5.304000E-8	2.676000E-8	8.979853E-9
11	3.888000E-8	2.786182E-8	8.196972E-9
12	8.352000E-8	3.250000E-8	8.803675E-9
13	9.168000E-8	3.705231E-8	9.290016E-9
14	7.200000E-10	3.445714E-8	8.983879E-9
15	2.640000E-8	3.392000E-8	8.380767E-9
16	0.000000E+0	3.180000E-8	8.121084E-9
17	-6.096000E-8	2.634353E-8	9.379020E-9
18	-1.046400E-7	1.906667E-8	1.145184E-8
19	-1.082400E-7	1.236632E-8	1.273714E-8
20	-1.483200E-7	4.332000E-9	1.451074E-8
21	-2.503200E-7	-7.794286E-9	1.837267E-8
22	3.716328E-5	1.681800E-6	1.689685E-6
23	-1.080000E-8	1.608209E-6	1.616226E-6
24	-2.400000E-10	1.541190E-6	1.548869E-6
25	4.800000E-10	1.479562E-6	1.486901E-6
26	-4.800000E-10	1.422637E-6	1.429702E-6
27	-2.400000E-9	1.369858E-6	1.376744E-6
28	-7.200000E-10	1.320909E-6	1.327566E-6
29	7.200000E-10	1.275385E-6	1.281779E-6
30	4.800000E-10	1.232888E-6	1.239045E-6
31	0.000000E+0	1.193117E-6	1.199069E-6
32	-1.920000E-9	1.155772E-6	1.161594E-6
33	0.000000E+0	1.120749E-6	1.126389E-6
34	-2.400000E-10	1.087779E-6	1.093255E-6
35	0.000000E+0	1.056699E-6	1.062015E-6
36	1.200000E-9	1.027380E-6	1.032509E-6
37	-1.920000E-9	9.995611E-7	1.004601E-6
