start date: 	2016-02-19
start time: 	15.07.03
stop date: 	2016-02-19
stop time: 	15.11.45
com rel. humid (%):	35.0
com temp (°C):	26.14
cn temp (°C):	27.16
nv temp (°C):	31.31
remarks: 	
R1 Info: 	QHR
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_023_1507.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_023_1507_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-41.137695312
delta (I2*R2) (V): 	3.0000

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	1.920000E-9	1.920000E-9	NaN
2	-7.776000E-8	-3.792000E-8	3.984000E-8
3	-6.720000E-9	-2.752000E-8	2.524352E-8
4	-7.920000E-9	-2.262000E-8	1.851020E-8
5	-3.288000E-8	-2.467200E-8	1.448403E-8
6	-1.920000E-8	-2.376000E-8	1.186128E-8
7	-6.072000E-8	-2.904000E-8	1.133010E-8
8	-2.064000E-8	-2.799000E-8	9.868176E-9
9	-9.360000E-9	-2.592000E-8	8.945703E-9
10	-7.296000E-8	-3.062400E-8	9.281600E-9
11	-9.480000E-8	-3.645818E-8	1.022362E-8
12	-7.440000E-9	-3.404000E-8	9.641041E-9
13	-1.632000E-8	-3.267692E-8	8.972608E-9
14	-6.864000E-8	-3.524571E-8	8.695130E-9
15	-5.232000E-8	-3.638400E-8	8.174367E-9
16	-5.256000E-8	-3.739500E-8	7.712967E-9
17	-5.160000E-8	-3.823059E-8	7.293097E-9
18	-1.058400E-7	-4.198667E-8	7.835016E-9
19	8.400000E-9	-3.933474E-8	7.871364E-9
20	-4.320000E-9	-3.758400E-8	7.669916E-9
21	-3.360000E-8	-3.739429E-8	7.298011E-9
22	-1.416000E-8	-3.633818E-8	7.038069E-9
23	3.384000E-8	-3.328696E-8	7.384921E-9
24	-2.544000E-8	-3.296000E-8	7.078079E-9
25	-8.112000E-8	-3.488640E-8	7.057073E-9
26	-9.600000E-10	-3.358154E-8	6.904636E-9
27	-1.452000E-7	-3.771556E-8	7.825132E-9
