start date: 	2016-02-19
start time: 	11.32.39
stop date: 	2016-02-19
stop time: 	12.07.52
com rel. humid (%):	34.7
com temp (°C):	26.77
cn temp (°C):	28.50
nv temp (°C):	32.50
remarks: 	
R1 Info: 	QHR
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_001_1132.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_001_1132_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-41.137695312
delta (I2*R2) (V): 	3.0000

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	2.568000E-8	2.568000E-8	NaN
2	1.440000E-9	1.356000E-8	1.212000E-8
3	1.166400E-7	4.792000E-8	3.506529E-8
4	2.352000E-8	4.182000E-8	2.553424E-8
5	4.488000E-8	4.243200E-8	1.978820E-8
6	8.568000E-8	4.964000E-8	1.769191E-8
7	6.144000E-8	5.132571E-8	1.504712E-8
8	3.168000E-8	4.887000E-8	1.326056E-8
9	5.088000E-8	4.909333E-8	1.169684E-8
10	5.136000E-8	4.932000E-8	1.046443E-8
11	2.568000E-8	4.717091E-8	9.706340E-9
12	4.704000E-8	4.716000E-8	8.860642E-9
13	3.024000E-8	4.585846E-8	8.253870E-9
14	2.664000E-8	4.448571E-8	7.763921E-9
15	2.976000E-8	4.350400E-8	7.294183E-9
16	4.488000E-8	4.359000E-8	6.823625E-9
17	4.080000E-8	4.342588E-8	6.411780E-9
18	4.128000E-8	4.330667E-8	6.046260E-9
19	3.936000E-8	4.309895E-8	5.722960E-9
20	5.064000E-8	4.347600E-8	5.442354E-9
21	4.896000E-8	4.373714E-8	5.183294E-9
22	2.760000E-8	4.300364E-8	4.996214E-9
23	4.728000E-8	4.318957E-8	4.777667E-9
24	4.104000E-8	4.310000E-8	4.575145E-9
25	1.392000E-8	4.193280E-8	4.540897E-9
26	6.048000E-8	4.264615E-8	4.420689E-9
27	5.664000E-8	4.316444E-8	4.285268E-9
28	3.048000E-8	4.271143E-8	4.154162E-9
29	5.808000E-8	4.324138E-8	4.043237E-9
30	2.784000E-8	4.272800E-8	3.939731E-9
31	4.032000E-8	4.265032E-8	3.811315E-9
32	4.776000E-8	4.281000E-8	3.693743E-9
33	4.080000E-8	4.274909E-8	3.580580E-9
34	6.168000E-8	4.330588E-8	3.518014E-9
35	4.320000E-9	4.219200E-8	3.593039E-9
36	-2.880000E-9	4.094000E-8	3.709477E-9
37	2.352000E-8	4.046919E-8	3.638418E-9
38	3.288000E-8	4.026947E-8	3.547003E-9
39	4.416000E-8	4.036923E-8	3.456297E-9
40	4.560000E-8	4.050000E-8	3.371319E-9
41	3.720000E-8	4.041951E-8	3.289049E-9
42	3.936000E-8	4.039429E-8	3.209882E-9
43	3.168000E-8	4.019163E-8	3.140889E-9
44	7.920000E-9	3.945818E-8	3.155109E-9
45	6.744000E-8	4.008000E-8	3.146258E-9
46	3.720000E-8	4.001739E-8	3.077738E-9
47	5.352000E-8	4.030468E-8	3.025214E-9
48	2.256000E-8	3.993500E-8	2.984502E-9
49	5.544000E-8	4.025143E-8	2.940037E-9
50	2.688000E-8	3.998400E-8	2.893024E-9
51	7.464000E-8	4.066353E-8	2.916012E-9
52	4.920000E-8	4.082769E-8	2.864094E-9
53	5.160000E-8	4.103094E-8	2.816877E-9
