start date: 	2016-02-19
start time: 	12.19.54
stop date: 	2016-02-19
stop time: 	12.28.13
com rel. humid (%):	34.8
com temp (°C):	26.64
cn temp (°C):	28.28
nv temp (°C):	32.34
remarks: 	
R1 Info: 	QHR
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_003_1219.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_003_1219_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-41.137695312
delta (I2*R2) (V): 	3.0000

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	2.073600E-7	2.073600E-7	NaN
2	2.325600E-7	2.199600E-7	1.260000E-8
3	2.020800E-7	2.140000E-7	9.404339E-9
4	2.268000E-7	2.172000E-7	7.379756E-9
5	2.196000E-7	2.176800E-7	5.736452E-9
6	2.436000E-7	2.220000E-7	6.371838E-9
7	2.272800E-7	2.227543E-7	5.437755E-9
8	2.880000E-7	2.309100E-7	9.417673E-9
9	2.656800E-7	2.347733E-7	9.160155E-9
10	2.340000E-7	2.346960E-7	8.193457E-9
11	2.868000E-7	2.394327E-7	8.795645E-9
12	3.304800E-7	2.470200E-7	1.104700E-8
13	3.645600E-7	2.560615E-7	1.360187E-8
14	3.633600E-7	2.637257E-7	1.474179E-8
15	3.578400E-7	2.700000E-7	1.509009E-8
16	4.140000E-7	2.790000E-7	1.674058E-8
17	4.399200E-7	2.884659E-7	1.835428E-8
18	4.920000E-7	2.997733E-7	2.067141E-8
19	4.708800E-7	3.087789E-7	2.152739E-8
20	5.097600E-7	3.188280E-7	2.276113E-8
21	5.392800E-7	3.293257E-7	2.406099E-8
22	6.045600E-7	3.418364E-7	2.613078E-8
23	7.060800E-7	3.576730E-7	2.956759E-8
24	7.034400E-7	3.720800E-7	3.176396E-8
25	8.160000E-7	3.898368E-7	3.526382E-8
26	9.100800E-7	4.098462E-7	3.934787E-8
27	9.763200E-7	4.308267E-7	4.328685E-8
28	1.069680E-6	4.536429E-7	4.754461E-8
29	1.138080E-6	4.772441E-7	5.159084E-8
30	1.297440E-6	5.045840E-7	5.684753E-8
31	1.469760E-6	5.357187E-7	6.318638E-8
32	1.649760E-6	5.705325E-7	7.039167E-8
33	1.854480E-6	6.094400E-7	7.853966E-8
34	2.147040E-6	6.546635E-7	8.860471E-8
35	2.403840E-6	7.046400E-7	9.949786E-8
36	2.766720E-6	7.619200E-7	1.123870E-7
37	3.186720E-6	8.274551E-7	1.274478E-7
38	3.670560E-6	9.022737E-7	1.448650E-7
39	4.265280E-6	9.885046E-7	1.653646E-7
40	4.926960E-6	1.086966E-6	1.888725E-7
41	5.667600E-6	1.198689E-6	2.154406E-7
42	6.491040E-6	1.324697E-6	2.451174E-7
43	7.539360E-6	1.469224E-6	2.795998E-7
44	8.808720E-6	1.636031E-6	3.200736E-7
45	1.011240E-5	1.824395E-6	3.652051E-7
46	1.174464E-5	2.040052E-6	4.172338E-7
47	1.356408E-5	2.285244E-6	4.762304E-7
48	1.576512E-5	2.566075E-6	5.442531E-7
