start date: 	2016-02-19
start time: 	13.53.55
stop date: 	2016-02-19
stop time: 	14.03.12
com rel. humid (%):	35.0
com temp (°C):	26.34
cn temp (°C):	27.53
nv temp (°C):	31.62
remarks: 	
R1 Info: 	QHR
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_012_1353.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_012_1353_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-41.137695312
delta (I2*R2) (V): 	3.0000

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	5.256000E-8	5.256000E-8	NaN
2	6.216000E-8	5.736000E-8	4.800000E-9
3	2.280000E-8	4.584000E-8	1.184865E-8
4	-1.056000E-8	3.174000E-8	1.640138E-8
5	5.112000E-8	3.561600E-8	1.328256E-8
6	3.336000E-8	3.524000E-8	1.085168E-8
7	2.616000E-8	3.394286E-8	9.262623E-9
8	4.056000E-8	3.477000E-8	8.064199E-9
9	4.872000E-8	3.632000E-8	7.278901E-9
10	5.568000E-8	3.825600E-8	6.792203E-9
11	4.272000E-8	3.866182E-8	6.157167E-9
12	2.808000E-8	3.778000E-8	5.689451E-9
13	5.184000E-8	3.886154E-8	5.344118E-9
14	4.080000E-9	3.637714E-8	5.536414E-9
15	3.648000E-8	3.638400E-8	5.154126E-9
16	7.920000E-8	3.906000E-8	5.514106E-9
17	4.608000E-8	3.947294E-8	5.196035E-9
18	6.456000E-8	4.086667E-8	5.093269E-9
19	1.872000E-8	3.970105E-8	4.956750E-9
20	1.896000E-8	3.866400E-8	4.815383E-9
21	7.440000E-8	4.036571E-8	4.886243E-9
22	1.248000E-8	3.909818E-8	4.828201E-9
23	5.856000E-8	3.994435E-8	4.690461E-9
24	5.928000E-8	4.075000E-8	4.562470E-9
25	3.768000E-8	4.062720E-8	4.377890E-9
26	1.944000E-8	3.981231E-8	4.284352E-9
27	2.064000E-8	3.910222E-8	4.183326E-9
28	4.560000E-8	3.933429E-8	4.037828E-9
29	6.072000E-8	4.007172E-8	3.965281E-9
30	4.368000E-8	4.019200E-8	3.832713E-9
31	3.432000E-8	4.000258E-8	3.711852E-9
32	3.936000E-8	3.998250E-8	3.594041E-9
33	4.728000E-8	4.020364E-8	3.490441E-9
34	6.000000E-8	4.078588E-8	3.435918E-9
35	3.312000E-8	4.056686E-8	3.343486E-9
36	5.064000E-8	4.084667E-8	3.261310E-9
37	4.800000E-9	3.987243E-8	3.318185E-9
38	4.704000E-8	4.006105E-8	3.235187E-9
39	5.448000E-8	4.043077E-8	3.172757E-9
40	3.864000E-8	4.038600E-8	3.092745E-9
41	3.912000E-8	4.035512E-8	3.016527E-9
42	4.176000E-8	4.038857E-8	2.944019E-9
43	4.056000E-8	4.039256E-8	2.874741E-9
44	5.664000E-8	4.076182E-8	2.832816E-9
45	7.968000E-8	4.162667E-8	2.901060E-9
46	3.552000E-8	4.149391E-8	2.840397E-9
47	3.960000E-8	4.145362E-8	2.779598E-9
48	2.760000E-8	4.116500E-8	2.736337E-9
49	5.328000E-8	4.141224E-8	2.691293E-9
50	6.456000E-8	4.187520E-8	2.677249E-9
51	2.856000E-8	4.161412E-8	2.637184E-9
52	5.400000E-8	4.185231E-8	2.596918E-9
53	5.472000E-8	4.209509E-8	2.558992E-9
54	1.776000E-8	4.164444E-8	2.551272E-9
