start date: 	2016-02-19
start time: 	12.12.47
stop date: 	2016-02-19
stop time: 	12.19.35
com rel. humid (%):	34.8
com temp (°C):	26.64
cn temp (°C):	28.34
nv temp (°C):	32.41
remarks: 	
R1 Info: 	QHR
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_002_1212.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-19_CCC\160219_002_1212_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-41.137695312
delta (I2*R2) (V): 	3.0000

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	1.500000E-7	1.500000E-7	NaN
2	1.346400E-7	1.423200E-7	7.680000E-9
3	1.020000E-7	1.288800E-7	1.415254E-8
4	1.224000E-7	1.272600E-7	1.013763E-8
5	1.521600E-7	1.322400E-7	9.298568E-9
6	1.272000E-7	1.314000E-7	7.638576E-9
7	1.591200E-7	1.353600E-7	7.573548E-9
8	1.240800E-7	1.339500E-7	6.708731E-9
9	1.420800E-7	1.348533E-7	5.985107E-9
10	8.496000E-8	1.298640E-7	7.317831E-9
11	1.389600E-7	1.306909E-7	6.670679E-9
12	1.478400E-7	1.321200E-7	6.254912E-9
13	1.497600E-7	1.334769E-7	5.911523E-9
14	1.600800E-7	1.353771E-7	5.793500E-9
15	1.360800E-7	1.354240E-7	5.393658E-9
16	1.332000E-7	1.352850E-7	5.047220E-9
17	1.236000E-7	1.345976E-7	4.790604E-9
18	1.128000E-7	1.333867E-7	4.676149E-9
19	1.447200E-7	1.339832E-7	4.463233E-9
20	1.812000E-7	1.363440E-7	4.847884E-9
21	1.521600E-7	1.370971E-7	4.672357E-9
22	1.636800E-7	1.383055E-7	4.615876E-9
23	1.375200E-7	1.382713E-7	4.410754E-9
24	1.920000E-7	1.405100E-7	4.779674E-9
25	1.519200E-7	1.409664E-7	4.607164E-9
26	1.315200E-7	1.406031E-7	4.441306E-9
27	1.744800E-7	1.418578E-7	4.454026E-9
28	1.675200E-7	1.427743E-7	4.388771E-9
29	1.759200E-7	1.439172E-7	4.386262E-9
30	2.025600E-7	1.458720E-7	4.666664E-9
31	1.521600E-7	1.460748E-7	4.518172E-9
32	1.701600E-7	1.468275E-7	4.438976E-9
33	-1.044710E-4	-3.023411E-6	3.170241E-6
34	-2.928000E-8	-2.935348E-6	3.076846E-6
35	-3.312000E-8	-2.852427E-6	2.988794E-6
36	-3.504000E-8	-2.774167E-6	2.905640E-6
37	-3.144000E-8	-2.700039E-6	2.826990E-6
38	-3.552000E-8	-2.629920E-6	2.752483E-6
39	-3.192000E-8	-2.563305E-6	2.681805E-6
