tau (s)	adev [BVD]	adev err [BVD]
114.8	1.7382674924412295e-08	1.0035892046845197e-08
116.2	1.7503193595564684e-08	1.0105473534077405e-08
116.89999999999999	1.7548139926490548e-08	1.0131423310336537e-08
117.6	1.761716255186812e-08	1.0171273541678455e-08
118.3	1.7591805345538257e-08	1.0156633551778011e-08
119.7	1.7458142603558378e-08	1.0079463331715303e-08
120.39999999999999	1.7402726838272766e-08	1.0047469024710306e-08
121.1	1.7313422840023005e-08	9.995909337281098e-09
121.8	1.7203227995247505e-08	9.932288313986653e-09
123.2	1.6987553570845172e-08	9.807768627000649e-09
123.89999999999999	1.68071782638075e-08	9.703628894927288e-09
124.6	1.658605186065174e-08	9.575961506540377e-09
125.3	1.6404542544079408e-08	9.471167053756914e-09
126.7	1.599307564447309e-08	9.233606528506588e-09
127.39999999999999	1.580288276216236e-08	9.123798616706537e-09
128.1	1.5643035606934098e-08	9.031510818606302e-09
129.5	1.5322773124916116e-08	8.846607188401883e-09
130.2	1.5164314751590304e-08	8.755121203906875e-09
130.9	1.50707645946995e-08	8.701109995643238e-09
131.6	1.4998902878903306e-08	8.659620614683876e-09
133.0	1.4823001166834878e-08	8.558063713870254e-09
133.7	1.4735036420328237e-08	8.507277243795448e-09
135.1	1.4549639775491928e-08	8.40023844099235e-09
136.5	1.429399063507843e-08	8.252639340956522e-09
137.2	1.412768372281012e-08	8.156622000390317e-09
138.6	1.3731948490331672e-08	7.928144157391066e-09
140.0	1.334205681044235e-08	7.703040091052171e-09
140.7	1.2786067791430724e-08	9.041115240031568e-09
142.1	1.2371396906065525e-08	8.747898645029205e-09
143.5	1.1952696974472472e-08	8.451833084117414e-09
144.2	1.1804161656499493e-08	8.34680275353302e-09
145.6	1.1500202683301965e-08	8.131871302382548e-09
147.0	1.1188132147004981e-08	7.911204109958428e-09
147.7	1.1081452756041449e-08	7.835770389195264e-09
149.1	1.0725226334786276e-08	7.583880271087915e-09
150.5	1.0397555426291346e-08	7.352181949693594e-09
151.2	1.0283372768256368e-08	7.271442617903157e-09
152.6	9.969090690946036e-09	7.049211629831626e-09
154.0	9.640391211445827e-09	6.8167859989045394e-09
154.7	9.472671442876865e-09	6.698190213210388e-09
156.1	9.120764623986523e-09	6.449354515227241e-09
157.5	8.835602867301444e-09	6.247714703340154e-09
158.2	8.690653666902688e-09	6.145220140810625e-09
159.6	8.386705965394962e-09	5.930296659948448e-09
161.0	8.099969953262778e-09	5.7275436813593925e-09
161.7	7.905063988118786e-09	5.589724351712366e-09
163.1	7.537169904131222e-09	5.329583950166347e-09
164.5	7.163977141767191e-09	5.065696817209001e-09
165.2	6.9789349192617856e-09	4.9348522068695986e-09
166.6	6.754190958752797e-09	4.775934228362972e-09
168.0	6.565917471674352e-09	4.642804768932165e-09
168.7	6.565384239021342e-09	4.642427716507271e-09
170.1	6.503384743796467e-09	4.59858745300362e-09
171.5	6.53116847682838e-09	4.618233519037162e-09
172.2	6.5431023224913285e-09	4.626672022231067e-09
173.6	6.6264146469023475e-09	4.685582731778511e-09
175.0	6.823887807078687e-09	4.825217342441539e-09
175.7	6.958031163186893e-09	4.920071019196772e-09
177.1	7.2474815172290265e-09	5.124743327356812e-09
178.5	7.722790533401459e-09	5.4608375558514454e-09
179.2	7.962207460781419e-09	5.630130888732663e-09
179.9	8.299546991998304e-09	5.868665958818413e-09
180.6	8.655938980300641e-09	6.120673150507552e-09
181.29999999999998	8.966611283770679e-09	6.340351643018061e-09
182.0	9.258761329735969e-09	6.546932921644079e-09
182.7	9.594723320669345e-09	6.784493923654002e-09
183.4	9.862688124545103e-09	6.973973653593874e-09
184.1	1.0146062075771534e-08	7.1743492961177104e-09
184.79999999999998	1.0481973504897969e-08	7.411874545531076e-09
185.5	1.075812364922091e-08	7.607142185207472e-09
186.2	1.1012724351847491e-08	7.787172068529587e-09

