4	-2.065714E-8	-1.268303E-8	2.809886E-9	2.126576E+1	1.000021258E+2	2.125779E+1	5.619891E-3	2.809945E-3
5	-1.557857E-8	-1.326214E-8	2.252252E-9	2.126069E+1	1.000021258E+2	2.125837E+1	5.036296E-3	2.252300E-3
6	-8.142857E-10	-1.118750E-8	2.772346E-9	2.124592E+1	1.000021256E+2	2.125629E+1	6.790977E-3	2.772405E-3
7	-1.999286E-8	-1.244541E-8	2.659373E-9	2.126510E+1	1.000021258E+2	2.125755E+1	7.036189E-3	2.659429E-3
8	-2.056071E-8	-1.345982E-8	2.516591E-9	2.126567E+1	1.000021259E+2	2.125857E+1	7.118146E-3	2.516645E-3
9	-1.270714E-8	-1.337619E-8	2.221000E-9	2.125781E+1	1.000021258E+2	2.125848E+1	6.663142E-3	2.221047E-3
10	-1.638214E-8	-1.367678E-8	2.009137E-9	2.126149E+1	1.000021259E+2	2.125878E+1	6.353583E-3	2.009179E-3
11	-6.889286E-9	-1.305974E-8	1.919230E-9	2.125200E+1	1.000021258E+2	2.125817E+1	6.365500E-3	1.919270E-3
12	-1.768929E-8	-1.344553E-8	1.793983E-9	2.126280E+1	1.000021259E+2	2.125855E+1	6.214670E-3	1.794021E-3
13	-1.217143E-8	-1.334753E-8	1.653132E-9	2.125728E+1	1.000021258E+2	2.125845E+1	5.960578E-3	1.653167E-3
14	-1.158214E-8	-1.322143E-8	1.535689E-9	2.125669E+1	1.000021258E+2	2.125833E+1	5.746143E-3	1.535721E-3
15	-6.514286E-9	-1.277428E-8	1.497942E-9	2.125162E+1	1.000021258E+2	2.125788E+1	5.801629E-3	1.497974E-3
16	-6.921429E-9	-1.240848E-8	1.448159E-9	2.125203E+1	1.000021258E+2	2.125752E+1	5.792759E-3	1.448190E-3
17	-1.804286E-8	-1.273992E-8	1.400103E-9	2.126315E+1	1.000021258E+2	2.125785E+1	5.772894E-3	1.400132E-3
18	-2.349643E-8	-1.333750E-8	1.448994E-9	2.126860E+1	1.000021258E+2	2.125844E+1	6.147693E-3	1.449025E-3
19	-4.285714E-11	-1.263778E-8	1.538890E-9	2.124515E+1	1.000021258E+2	2.125775E+1	6.708007E-3	1.538922E-3
20	-1.266429E-8	-1.263911E-8	1.459919E-9	2.125777E+1	1.000021258E+2	2.125775E+1	6.529097E-3	1.459950E-3
21	-2.379643E-8	-1.317041E-8	1.486828E-9	2.126890E+1	1.000021258E+2	2.125828E+1	6.813648E-3	1.486860E-3
22	4.071429E-10	-1.255325E-8	1.546149E-9	2.124470E+1	1.000021258E+2	2.125766E+1	7.252237E-3	1.546182E-3
23	-2.291786E-8	-1.300388E-8	1.544595E-9	2.126803E+1	1.000021258E+2	2.125811E+1	7.407775E-3	1.544628E-3
24	-8.700000E-9	-1.282455E-8	1.489670E-9	2.125381E+1	1.000021258E+2	2.125793E+1	7.298020E-3	1.489702E-3
25	-1.164643E-8	-1.277743E-8	1.429619E-9	2.125675E+1	1.000021258E+2	2.125788E+1	7.148245E-3	1.429649E-3
26	-7.928571E-9	-1.259093E-8	1.386136E-9	2.125304E+1	1.000021258E+2	2.125770E+1	7.068085E-3	1.386166E-3
27	-7.853571E-9	-1.241548E-8	1.345301E-9	2.125296E+1	1.000021258E+2	2.125752E+1	6.990538E-3	1.345330E-3
28	-2.485714E-9	-1.206084E-8	1.343996E-9	2.124759E+1	1.000021257E+2	2.125717E+1	7.111912E-3	1.344025E-3
29	-2.355000E-8	-1.245702E-8	1.355990E-9	2.126866E+1	1.000021258E+2	2.125756E+1	7.302385E-3	1.356019E-3
30	-1.127143E-8	-1.241750E-8	1.310607E-9	2.125638E+1	1.000021258E+2	2.125752E+1	7.178642E-3	1.310635E-3
31	-3.610714E-9	-1.213341E-8	1.299068E-9	2.124872E+1	1.000021257E+2	2.125724E+1	7.233060E-3	1.299096E-3
32	-1.410000E-8	-1.219487E-8	1.259318E-9	2.125921E+1	1.000021257E+2	2.125730E+1	7.123930E-3	1.259345E-3
33	-5.314286E-9	-1.198636E-8	1.238241E-9	2.125042E+1	1.000021257E+2	2.125709E+1	7.113305E-3	1.238267E-3
34	-2.482500E-8	-1.236397E-8	1.259221E-9	2.126993E+1	1.000021257E+2	2.125747E+1	7.342613E-3	1.259248E-3
35	-4.328571E-9	-1.213439E-8	1.244081E-9	2.124944E+1	1.000021257E+2	2.125724E+1	7.360240E-3	1.244108E-3
36	-2.967857E-9	-1.187976E-8	1.235551E-9	2.124808E+1	1.000021257E+2	2.125699E+1	7.413465E-3	1.235577E-3
37	-1.039286E-8	-1.183958E-8	1.202366E-9	2.125550E+1	1.000021257E+2	2.125695E+1	7.313861E-3	1.202391E-3
38	-1.398214E-8	-1.189596E-8	1.171654E-9	2.125909E+1	1.000021257E+2	2.125700E+1	7.222716E-3	1.171679E-3
39	-1.246071E-8	-1.191044E-8	1.141308E-9	2.125757E+1	1.000021257E+2	2.125702E+1	7.127620E-3	1.141333E-3
40	-1.301786E-8	-1.193813E-8	1.112754E-9	2.125813E+1	1.000021257E+2	2.125705E+1	7.037826E-3	1.112778E-3
41	-1.650000E-9	-1.168720E-8	1.113906E-9	2.124676E+1	1.000021257E+2	2.125679E+1	7.132631E-3	1.113930E-3
42	-1.348929E-8	-1.173010E-8	1.087908E-9	2.125860E+1	1.000021257E+2	2.125684E+1	7.050597E-3	1.087931E-3
43	-1.516071E-8	-1.180988E-8	1.065298E-9	2.126027E+1	1.000021257E+2	2.125692E+1	6.985773E-3	1.065320E-3
44	-7.339286E-9	-1.170828E-8	1.045753E-9	2.125245E+1	1.000021257E+2	2.125682E+1	6.936885E-3	1.045775E-3
45	-1.389643E-8	-1.175690E-8	1.023405E-9	2.125900E+1	1.000021257E+2	2.125686E+1	6.865358E-3	1.023427E-3
46	-4.157143E-9	-1.159169E-8	1.014454E-9	2.124926E+1	1.000021257E+2	2.125670E+1	6.880506E-3	1.014475E-3
47	-1.131429E-8	-1.158579E-8	9.926524E-10	2.125642E+1	1.000021257E+2	2.125669E+1	6.805427E-3	9.926735E-4
48	-1.301786E-8	-1.161563E-8	9.722100E-10	2.125813E+1	1.000021257E+2	2.125672E+1	6.735812E-3	9.722307E-4
49	-1.434643E-8	-1.167136E-8	9.537919E-10	2.125945E+1	1.000021257E+2	2.125678E+1	6.676685E-3	9.538122E-4
50	-3.525000E-9	-1.150843E-8	9.486177E-10	2.124863E+1	1.000021257E+2	2.125662E+1	6.707882E-3	9.486378E-4
51	-1.775357E-8	-1.163088E-8	9.378599E-10	2.126286E+1	1.000021257E+2	2.125674E+1	6.697802E-3	9.378798E-4
52	-8.475000E-9	-1.157019E-8	9.216477E-10	2.125358E+1	1.000021257E+2	2.125668E+1	6.646237E-3	9.216673E-4
53	3.750000E-10	-1.134481E-8	9.317601E-10	2.124473E+1	1.000021256E+2	2.125645E+1	6.783460E-3	9.317799E-4
54	-4.821429E-9	-1.122401E-8	9.222882E-10	2.124993E+1	1.000021256E+2	2.125633E+1	6.777551E-3	9.223079E-4
55	-5.089286E-9	-1.111247E-8	9.122091E-10	2.125020E+1	1.000021256E+2	2.125622E+1	6.765267E-3	9.122285E-4
56	-1.275000E-8	-1.114171E-8	8.962487E-10	2.125786E+1	1.000021256E+2	2.125625E+1	6.707054E-3	8.962678E-4
57	-8.357143E-9	-1.109286E-8	8.817390E-10	2.125346E+1	1.000021256E+2	2.125620E+1	6.657125E-3	8.817577E-4
58	-1.852500E-8	-1.122100E-8	8.758279E-10	2.126363E+1	1.000021256E+2	2.125633E+1	6.670248E-3	8.758465E-4
59	-2.571429E-9	-1.107439E-8	8.732493E-10	2.124768E+1	1.000021256E+2	2.125618E+1	6.707698E-3	8.732679E-4
60	-9.321429E-9	-1.104518E-8	8.590688E-10	2.125443E+1	1.000021256E+2	2.125615E+1	6.654459E-3	8.590870E-4
61	-2.464286E-10	-1.086815E-8	8.632158E-10	2.124535E+1	1.000021256E+2	2.125598E+1	6.742075E-3	8.632342E-4
62	-9.878571E-9	-1.085219E-8	8.493289E-10	2.125499E+1	1.000021256E+2	2.125596E+1	6.687764E-3	8.493469E-4
63	-1.243929E-8	-1.087738E-8	8.361183E-10	2.125755E+1	1.000021256E+2	2.125598E+1	6.636625E-3	8.361361E-4
64	-1.628571E-8	-1.096189E-8	8.272776E-10	2.126139E+1	1.000021256E+2	2.125607E+1	6.618362E-3	8.272952E-4
65	-4.060714E-9	-1.085571E-8	8.213420E-10	2.124917E+1	1.000021256E+2	2.125596E+1	6.622012E-3	8.213595E-4
66	-7.500000E-9	-1.080487E-8	8.103982E-10	2.125261E+1	1.000021256E+2	2.125591E+1	6.583846E-3	8.104155E-4
67	-6.600000E-9	-1.074211E-8	8.006745E-10	2.125171E+1	1.000021256E+2	2.125585E+1	6.553943E-3	8.006915E-4
68	-8.367857E-9	-1.070720E-8	7.895844E-10	2.125348E+1	1.000021256E+2	2.125581E+1	6.511218E-3	7.896012E-4
69	-1.208571E-8	-1.072717E-8	7.783134E-10	2.125719E+1	1.000021256E+2	2.125583E+1	6.465294E-3	7.783300E-4
70	-7.403571E-9	-1.067969E-8	7.685821E-10	2.125251E+1	1.000021256E+2	2.125579E+1	6.430556E-3	7.685984E-4
71	-6.535714E-9	-1.062133E-8	7.599243E-10	2.125164E+1	1.000021256E+2	2.125573E+1	6.403373E-3	7.599405E-4
72	-1.512857E-8	-1.068393E-8	7.519060E-10	2.126024E+1	1.000021256E+2	2.125579E+1	6.380269E-3	7.519220E-4
73	-7.564286E-9	-1.064119E-8	7.427647E-10	2.125267E+1	1.000021256E+2	2.125575E+1	6.346320E-3	7.427805E-4
74	-1.400357E-8	-1.068663E-8	7.340662E-10	2.125911E+1	1.000021256E+2	2.125579E+1	6.314811E-3	7.340818E-4
75	-1.503214E-8	-1.074457E-8	7.265266E-10	2.126014E+1	1.000021256E+2	2.125585E+1	6.292039E-3	7.265420E-4
76	-1.532143E-8	-1.080479E-8	7.194282E-10	2.126043E+1	1.000021256E+2	2.125591E+1	6.271963E-3	7.194435E-4
77	-1.125000E-9	-1.067908E-8	7.210665E-10	2.124623E+1	1.000021256E+2	2.125579E+1	6.327467E-3	7.210818E-4
78	-6.525000E-9	-1.062582E-8	7.137517E-10	2.125163E+1	1.000021256E+2	2.125573E+1	6.303818E-3	7.137669E-4
79	-9.675000E-9	-1.061379E-8	7.047617E-10	2.125478E+1	1.000021256E+2	2.125572E+1	6.264192E-3	7.047767E-4
80	-1.789286E-8	-1.070478E-8	7.018196E-10	2.126300E+1	1.000021256E+2	2.125581E+1	6.277399E-3	7.018345E-4
81	-1.372500E-8	-1.074206E-8	6.941032E-10	2.125883E+1	1.000021256E+2	2.125585E+1	6.247062E-3	6.941180E-4
82	-1.414286E-8	-1.078354E-8	6.868396E-10	2.125925E+1	1.000021256E+2	2.125589E+1	6.219729E-3	6.868542E-4
83	-8.185714E-9	-1.075224E-8	6.792355E-10	2.125329E+1	1.000021256E+2	2.125586E+1	6.188261E-3	6.792499E-4
84	-1.863214E-8	-1.084605E-8	6.776253E-10	2.126374E+1	1.000021256E+2	2.125595E+1	6.210670E-3	6.776397E-4
85	-1.130357E-8	-1.085143E-8	6.696274E-10	2.125641E+1	1.000021256E+2	2.125596E+1	6.173791E-3	6.696416E-4
86	-1.176429E-8	-1.086204E-8	6.618804E-10	2.125687E+1	1.000021256E+2	2.125597E+1	6.138156E-3	6.618944E-4
87	9.321429E-10	-1.072648E-8	6.681262E-10	2.124417E+1	1.000021256E+2	2.125583E+1	6.231999E-3	6.681404E-4
88	-1.363929E-8	-1.075958E-8	6.613191E-10	2.125875E+1	1.000021256E+2	2.125587E+1	6.203855E-3	6.613332E-4
89	-1.796786E-8	-1.084057E-8	6.588435E-10	2.126308E+1	1.000021256E+2	2.125595E+1	6.215649E-3	6.588575E-4
90	-1.099286E-8	-1.084226E-8	6.514841E-10	2.125610E+1	1.000021256E+2	2.125595E+1	6.180652E-3	6.514979E-4
91	-1.335000E-8	-1.086982E-8	6.448742E-10	2.125846E+1	1.000021256E+2	2.125598E+1	6.151839E-3	6.448879E-4
92	-1.151786E-8	-1.087686E-8	6.378651E-10	2.125663E+1	1.000021256E+2	2.125598E+1	6.118317E-3	6.378787E-4
93	-1.027500E-8	-1.087039E-8	6.310022E-10	2.125538E+1	1.000021256E+2	2.125598E+1	6.085295E-3	6.310157E-4
94	-7.778571E-9	-1.083750E-8	6.251193E-10	2.125289E+1	1.000021256E+2	2.125594E+1	6.060885E-3	6.251326E-4
95	-1.018929E-8	-1.083068E-8	6.185417E-10	2.125530E+1	1.000021256E+2	2.125594E+1	6.028927E-3	6.185549E-4
96	1.148571E-8	-1.059821E-8	6.547228E-10	DELETED				
97	-1.625357E-8	-1.088717E-8	6.146658E-10	2.126136E+1	1.000021256E+2	2.125599E+1	6.022599E-3	6.146789E-4
98	1.596429E-9	-1.075847E-8	6.217612E-10	2.124351E+1	1.000021256E+2	2.125587E+1	6.123768E-3	6.217744E-4
99	-2.132143E-8	-1.086625E-8	6.247521E-10	2.126643E+1	1.000021256E+2	2.125597E+1	6.184861E-3	6.247653E-4
100	-1.055357E-8	-1.086310E-8	6.184173E-10	2.125566E+1	1.000021256E+2	2.125597E+1	6.153305E-3	6.184304E-4
