start date: 	2018-03-09
start time: 	16.48.06
stop date: 	2018-03-09
stop time: 	17.23.34
com rel. humid (%):	33.6
com temp (°C):	28.63
cn temp (°C):	31.50
nv temp (°C):	35.34
remarks: 	QHR Red, Squid Feedin on I1, low resistor on I1, Ramp time = 2.02s
R1 Info: 	1216
R2 Info: 	GaAs 8
data filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2018-03-09_CCC\180309_005_1648.txt
config filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2018-03-09_CCC\180309_005_1648_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	42
number of samples per half cycle: 	15
ignored first samples: 	7
ignored last samples: 	0
amplifier gain: 	100000
delta N1/NA (mTurns): 	0.157356262
delta (I2*R2) (V): 	1.0000

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	1.046786E-8	1.046786E-8	Inf
2	5.389286E-9	7.928571E-9	2.539286E-9
3	5.303571E-9	7.053571E-9	1.707322E-9
4	8.014286E-9	7.293750E-9	1.230918E-9
5	5.710714E-9	6.977143E-9	1.004657E-9
6	5.421429E-9	6.717857E-9	8.603022E-10
7	6.996429E-9	6.757653E-9	7.281763E-10
8	4.692857E-9	6.499554E-9	6.813926E-10
9	7.853571E-9	6.650000E-9	6.194782E-10
10	8.582143E-9	6.843214E-9	5.868001E-10
11	9.471429E-9	7.082143E-9	5.820781E-10
12	9.417857E-9	7.276786E-9	5.658901E-10
13	5.089286E-9	7.108516E-9	5.470647E-10
14	7.842857E-9	7.160969E-9	5.091923E-10
15	9.546429E-9	7.320000E-9	4.999973E-10
16	1.050000E-8	7.518750E-9	5.081823E-10
17	5.732143E-9	7.413655E-9	4.887861E-10
18	1.029643E-8	7.573810E-9	4.878682E-10
19	5.935714E-9	7.487594E-9	4.694617E-10
20	5.153571E-9	7.370893E-9	4.604063E-10
21	9.096429E-9	7.453061E-9	4.455756E-10
22	7.746429E-9	7.466396E-9	4.250489E-10
23	1.069286E-8	7.606677E-9	4.296919E-10
24	6.653571E-9	7.566964E-9	4.133110E-10
25	1.102500E-8	7.705286E-9	4.198723E-10
26	5.175000E-9	7.607967E-9	4.149731E-10
27	5.967857E-9	7.547222E-9	4.039020E-10
28	7.232143E-9	7.535969E-9	3.893724E-10
29	6.289286E-9	7.492980E-9	3.781574E-10
30	4.457143E-9	7.391786E-9	3.790908E-10
31	7.446429E-9	7.393548E-9	3.666624E-10
32	1.021071E-8	7.481585E-9	3.657720E-10
33	1.055357E-8	7.574675E-9	3.665332E-10
34	5.592857E-9	7.516387E-9	3.603351E-10
35	5.710714E-9	7.464796E-9	3.536714E-10
36	9.642857E-9	7.525298E-9	3.489912E-10
37	1.148571E-8	7.632336E-9	3.559052E-10
38	5.657143E-9	7.580357E-9	3.502907E-10
39	7.317857E-9	7.573626E-9	3.412571E-10
40	8.892857E-9	7.606607E-9	3.342474E-10
41	6.171429E-9	7.571603E-9	3.278670E-10
42	5.764286E-9	7.528571E-9	3.228461E-10
43	8.014286E-9	7.539867E-9	3.154509E-10
44	5.078571E-9	7.483929E-9	3.132336E-10
45	5.250000E-9	7.434286E-9	3.101919E-10
46	6.621429E-9	7.416615E-9	3.038878E-10
47	9.803571E-9	7.467401E-9	3.016577E-10
48	7.167857E-9	7.461161E-9	2.953722E-10
49	9.900000E-9	7.510933E-9	2.935320E-10
50	7.575000E-9	7.512214E-9	2.876043E-10
51	6.257143E-9	7.487605E-9	2.829807E-10
52	6.032143E-9	7.459615E-9	2.788935E-10
53	4.403571E-9	7.401954E-9	2.795912E-10
54	8.689286E-9	7.425794E-9	2.753985E-10
55	6.664286E-9	7.411948E-9	2.706992E-10
56	7.060714E-9	7.405676E-9	2.658953E-10
57	8.635714E-9	7.427256E-9	2.620787E-10
58	9.300000E-9	7.459544E-9	2.595368E-10
59	7.757143E-9	7.464588E-9	2.551499E-10
60	8.046429E-9	7.474286E-9	2.510487E-10
61	1.408929E-8	7.582728E-9	2.696643E-10
62	8.882143E-9	7.603687E-9	2.661058E-10
63	6.310714E-9	7.583163E-9	2.626509E-10
64	1.077857E-8	7.633092E-9	2.632917E-10
65	7.778571E-9	7.635330E-9	2.592191E-10
66	1.058571E-8	7.680032E-9	2.591461E-10
67	5.132143E-9	7.642004E-9	2.580662E-10
68	8.432143E-9	7.653624E-9	2.545082E-10
69	5.335714E-9	7.620031E-9	2.530324E-10
70	8.282143E-9	7.629490E-9	2.495707E-10
71	8.550000E-9	7.642455E-9	2.463719E-10
72	3.985714E-9	7.591667E-9	2.481783E-10
73	8.753571E-9	7.607583E-9	2.452719E-10
74	8.625000E-9	7.621332E-9	2.423251E-10
75	4.853571E-9	7.584429E-9	2.419037E-10
76	8.860714E-9	7.601222E-9	2.392896E-10
77	1.074643E-8	7.642069E-9	2.396679E-10
78	5.110714E-9	7.609615E-9	2.387909E-10
79	6.375000E-9	7.593987E-9	2.362662E-10
80	1.060714E-8	7.631652E-9	2.363151E-10
81	6.342857E-9	7.615741E-9	2.339211E-10
82	8.314286E-9	7.624260E-9	2.312078E-10
83	6.814286E-9	7.614501E-9	2.286135E-10
84	7.039286E-9	7.607653E-9	2.259793E-10
85	9.246429E-9	7.626933E-9	2.241357E-10
86	4.360714E-9	7.588953E-9	2.247464E-10
87	6.300000E-9	7.574138E-9	2.226415E-10
88	8.185714E-9	7.581088E-9	2.202067E-10
89	1.323214E-8	7.644583E-9	2.267883E-10
90	6.610714E-9	7.633095E-9	2.245483E-10
91	5.850000E-9	7.613501E-9	2.229298E-10
92	6.117857E-9	7.597244E-9	2.210918E-10
93	3.289286E-9	7.550922E-9	2.235534E-10
94	1.024286E-8	7.579559E-9	2.230088E-10
95	8.667857E-9	7.591015E-9	2.209460E-10
96	7.403571E-9	7.589063E-9	2.186411E-10
97	1.207500E-8	7.635309E-9	2.212624E-10
98	7.425000E-9	7.633163E-9	2.190035E-10
99	9.042857E-9	7.647403E-9	2.172472E-10
100	5.775000E-9	7.628679E-9	2.158773E-10
