tau (s)	adev [BVD]	adev err [BVD]
116.2	6.55173134574014e-09	3.782643856121179e-09
116.89999999999999	6.469010354732524e-09	3.7348848696953e-09
117.6	6.376307624817264e-09	3.6813629236241107e-09
118.3	6.337710890515373e-09	3.6590790886850736e-09
119.7	6.2538041818721075e-09	3.6106355278630686e-09
120.39999999999999	6.291425002947097e-09	3.632355919037849e-09
121.1	6.3399407576138064e-09	3.6603665030546113e-09
121.8	6.438463686796428e-09	3.7172487427395485e-09
123.2	6.803504437691011e-09	3.928005118533719e-09
123.89999999999999	7.082610889358692e-09	4.089147303536616e-09
124.6	7.384790517340146e-09	4.263610793095329e-09
125.3	7.675728668534423e-09	4.4315840130048775e-09
126.7	8.434763832875633e-09	4.869813169461666e-09
127.39999999999999	8.822735380270537e-09	5.09380864678803e-09
128.1	9.28547773273776e-09	5.360973068550422e-09
129.5	1.0129226121553248e-08	5.848111427961357e-09
130.2	1.0709513124349912e-08	6.183140285233253e-09
130.9	1.1160315086576968e-08	6.443410919476254e-09
131.6	1.165209052328869e-08	6.727337600242613e-09
133.0	1.2733053444411242e-08	7.351431833736723e-09
133.7	1.3216578102050746e-08	7.630594924984711e-09
135.1	1.389930713092777e-08	8.024768713590433e-09
136.5	1.4618731773276195e-08	8.440128724511947e-09
137.2	1.4916356237760415e-08	8.61196228919933e-09
138.6	1.563945530878724e-08	9.029443732507434e-09
140.0	1.6353189116655007e-08	9.441518138609628e-09
140.7	1.1177065466551197e-08	7.903378785164333e-09
142.1	1.0858708838113892e-08	7.678266654360629e-09
143.5	1.0495475898441172e-08	7.4214221795677245e-09
144.2	1.0376975230314844e-08	7.337629553560461e-09
145.6	1.0163070165888912e-08	7.18637583197474e-09
147.0	1.0047868347460883e-08	7.104915844959259e-09
147.7	1.0018126022935577e-08	7.083884845599165e-09
149.1	9.820064231837265e-09	6.943834010019595e-09
150.5	9.743824694591327e-09	6.889924516238468e-09
151.2	9.684884552984186e-09	6.848247542423962e-09
152.6	9.429758042116066e-09	6.667845856528651e-09
154.0	9.189428162634537e-09	6.497906969025517e-09
154.7	9.023108630024491e-09	6.380301299673176e-09
156.1	8.820029146166806e-09	6.2367024195175426e-09
157.5	8.662747797305276e-09	6.125487711183388e-09
158.2	8.623513562230424e-09	6.097744917507293e-09
159.6	8.599623143887773e-09	6.080851840691821e-09
161.0	8.651061709262895e-09	6.1172243990830776e-09
161.7	8.697292312067353e-09	6.149914371824451e-09
163.1	8.740902536538934e-09	6.180751457277374e-09
164.5	8.752567655843345e-09	6.188999942240873e-09
165.2	8.715198875071922e-09	6.162576223952727e-09
166.6	8.62603628262697e-09	6.099528750206728e-09
168.0	8.543138564641427e-09	6.040911211674261e-09
168.7	8.461011913161708e-09	5.9828388994968075e-09
170.1	8.345891120018332e-09	5.901436206009553e-09
171.5	8.206047709757324e-09	5.802551982309741e-09
172.2	8.148659496660205e-09	5.76197238766859e-09
173.6	8.028568762656281e-09	5.6770554152967454e-09
175.0	7.879000704302055e-09	5.571294826985567e-09
175.7	7.826889944159339e-09	5.534446955115867e-09
177.1	7.764682172327985e-09	5.49045941781141e-09
178.5	7.714475762753117e-09	5.454958125141992e-09
179.2	7.731945319739626e-09	5.467310967351478e-09
179.9	7.822833936296758e-09	5.53157892445169e-09
180.6	7.975463365719982e-09	5.639504229005485e-09
181.29999999999998	8.132937505654632e-09	5.7508552612147955e-09
182.0	8.310709119779825e-09	5.876558775065197e-09
182.7	8.617857769352555e-09	6.0937456680103654e-09
183.4	8.981286963965159e-09	6.350728916002103e-09
184.1	9.350324223453744e-09	6.611677664696981e-09
184.79999999999998	9.78092157666057e-09	6.916155973110506e-09
185.5	1.0242576530999335e-08	7.242595321891813e-09
186.2	1.0779902951430932e-08	7.62254247748969e-09

