start date: 	2018-03-09
start time: 	16.48.06
stop date: 	2018-03-09
stop time: 	17.23.34
com rel. humid (%):	33.6
com temp (°C):	28.63
cn temp (°C):	31.50
nv temp (°C):	35.34
remarks: 	QHR Red, Squid Feedin on I1, low resistor on I1, Ramp time = 2.02s
R1 Info: 	1216
R2 Info: 	GaAs 8
data filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2018-03-09_CCC\180309_005_1648.txt
config filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2018-03-09_CCC\180309_005_1648_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	42
number of samples per half cycle: 	15
ignored first samples: 	7
ignored last samples: 	0
amplifier gain: 	100000
delta N1/NA (mTurns): 	0.157356262
delta (I2*R2) (V): 	1.0000

data(V)	phase	error
5.794286E-7	1	0	
5.747143E-7	1	0	
5.685429E-7	1	0	
5.652000E-7	1	0	
5.686286E-7	1	0	
5.735143E-7	1	0	
5.658000E-7	1	0	
5.738571E-7	1	0	
5.678571E-7	1	0	
5.626286E-7	1	0	
5.661429E-7	1	0	
5.666571E-7	1	0	
5.672571E-7	1	0	
-1.253803E-5	4	0	
-1.496083E-5	4	0	
-1.485951E-5	4	0	
-1.809429E-7	2	0	
5.508857E-7	2	0	
5.585143E-7	2	0	
5.598857E-7	2	0	
5.522571E-7	2	0	
5.580857E-7	2	0	
5.553429E-7	2	0	
5.613429E-7	2	0	
5.569714E-7	2	0	
5.553429E-7	2	0	
5.499429E-7	2	0	
5.544000E-7	2	0	
1.369680E-5	3	0	
1.612414E-5	3	0	
1.600971E-5	3	0	
1.296343E-6	1	0	
5.620286E-7	1	0	
5.638286E-7	1	0	
5.556000E-7	1	0	
5.571429E-7	1	0	
5.648571E-7	1	0	
5.658000E-7	1	0	
5.590286E-7	1	0	
5.589429E-7	1	0	
5.538000E-7	1	0	
5.505429E-7	1	0	
5.520857E-7	1	0	
-1.256169E-5	4	0	
-1.497694E-5	4	0	
-1.487469E-5	4	0	
-1.875429E-7	2	0	
5.440286E-7	2	0	
5.416286E-7	2	0	
5.416286E-7	2	0	
5.370857E-7	2	0	
5.390571E-7	2	0	
5.421429E-7	2	0	
5.435143E-7	2	0	
5.414571E-7	2	0	
5.411143E-7	2	0	
5.382000E-7	2	0	
5.364000E-7	2	0	
1.367734E-5	3	0	
1.610769E-5	3	0	
1.599480E-5	3	0	
1.282114E-6	1	0	
5.525143E-7	1	0	
5.442857E-7	1	0	
5.444571E-7	1	0	
5.399143E-7	1	0	
5.374286E-7	1	0	
5.439429E-7	1	0	
5.335714E-7	1	0	
5.349429E-7	1	0	
5.341714E-7	1	0	
5.330571E-7	1	0	
5.334857E-7	1	0	
-1.257540E-5	4	0	
-1.499829E-5	4	0	
-1.489329E-5	4	0	
-2.153143E-7	2	0	
5.160857E-7	2	0	
5.238000E-7	2	0	
5.254286E-7	2	0	
5.227714E-7	2	0	
5.205429E-7	2	0	
5.248286E-7	2	0	
5.220857E-7	2	0	
5.208857E-7	2	0	
5.254286E-7	2	0	
5.295429E-7	2	0	
5.218286E-7	2	0	
1.366440E-5	3	0	
1.608840E-5	3	0	
1.597980E-5	3	0	
1.266257E-6	1	0	
5.318571E-7	1	0	
5.352000E-7	1	0	
5.295429E-7	1	0	
5.273143E-7	1	0	
5.268857E-7	1	0	
5.235429E-7	1	0	
5.232857E-7	1	0	
5.296286E-7	1	0	
5.224286E-7	1	0	
5.244857E-7	1	0	
5.273143E-7	1	0	
-1.257977E-5	4	0	
-1.500626E-5	4	0	
-1.490486E-5	4	0	
