tau (s)	adev [BVD]	adev err [BVD]
12.857142857142858	1.1948631637492436e-08	2.6074051871406303e-09
14.285714285714286	1.3077464432659818e-08	3.0001760999848215e-09
15.714285714285715	1.3168013414030052e-08	3.1937123638585956e-09
18.571428571428573	1.3942870935446424e-08	3.726389002032057e-09
20.0	1.377794643463726e-08	3.821314795436992e-09
21.42857142857143	1.5447079987776542e-08	4.459187894568234e-09
22.857142857142858	1.598123940712979e-08	4.818524981662845e-09
25.714285714285715	1.846968327054562e-08	5.840626679683206e-09
27.142857142857146	1.6114624360423165e-08	5.371541453474388e-09
28.571428571428573	1.673657803383522e-08	5.57885934461174e-09
30.000000000000004	1.9132228351669464e-08	6.764264203337499e-09
31.42857142857143	1.779910744496097e-08	6.292934786699932e-09
32.85714285714286	1.9619219793846315e-08	7.415368070233321e-09
35.714285714285715	1.847388693941772e-08	6.982472941489064e-09
37.142857142857146	1.9750422155949006e-08	8.063076081105786e-09
40.0	2.1782608090565184e-08	8.89271251481755e-09
41.42857142857143	2.3361464197708517e-08	1.0447564400000765e-08
42.85714285714286	2.2157120033231094e-08	9.908965315985424e-09
45.714285714285715	2.079263594765475e-08	9.298749482072355e-09
47.142857142857146	2.074308154076892e-08	9.276588077596076e-09
50.0	2.5350237438212877e-08	1.2675118719106439e-08
51.42857142857143	2.6872948684913768e-08	1.3436474342456884e-08
52.85714285714286	2.7473742173278922e-08	1.3736871086639461e-08
54.28571428571429	2.7058814002860852e-08	1.3529407001430426e-08
55.714285714285715	2.5930100836149428e-08	1.2965050418074714e-08
57.142857142857146	2.4524294989363834e-08	1.2262147494681917e-08
60.00000000000001	2.7936775686944625e-08	1.6129304963147674e-08
61.42857142857143	2.6913905107696204e-08	1.553875035887245e-08
62.85714285714286	2.703636052486711e-08	1.56094500269398e-08
64.28571428571429	2.5797099687749786e-08	1.489396244903395e-08
65.71428571428572	2.4989101633185737e-08	1.4427464554726703e-08
67.14285714285715	2.4950012510674303e-08	1.440489643932234e-08
70.0	2.5855090076145272e-08	1.4927443215384495e-08
71.42857142857143	2.6455758506593043e-08	1.5274239295397226e-08
72.85714285714286	3.1070538536959476e-08	2.1970188494601994e-08
74.28571428571429	3.195688320740529e-08	2.2596928821542785e-08
75.71428571428572	3.3048720185804006e-08	2.336897415291875e-08
77.14285714285715	3.395540119478998e-08	2.401009444274579e-08
80.0	3.5162667281485504e-08	2.4863760479344743e-08
81.42857142857143	3.5422957877772e-08	2.5047813725058013e-08
82.85714285714286	3.564111491190358e-08	2.5202074043255997e-08
84.28571428571429	3.5869702273017017e-08	2.5363709716392847e-08
85.71428571428572	3.5787685554099194e-08	2.5305715138275386e-08
87.14285714285715	3.6048989478628627e-08	2.5490484915260803e-08
88.57142857142858	3.614894610797808e-08	2.5561164925698352e-08
91.42857142857143	3.507539112612215e-08	2.4802046918051426e-08
92.85714285714286	3.420799151755419e-08	2.4188702772834463e-08
94.28571428571429	3.268251215012481e-08	2.3110025967564982e-08
95.71428571428572	3.084276428540363e-08	2.1809127776747164e-08

tau (s)	adev [BV <I+>]	adev err [BV <I+>]
1.4285714285714286	6.490850372174585e-09	4.601241833355925e-10
2.857142857142857	6.954551515361663e-09	6.989587261106728e-10
5.714285714285714	8.065744842075184e-09	1.1522492631535978e-09
7.142857142857143	9.17817144934395e-09	1.4696836494900075e-09
10.0	1.0087064469957184e-08	1.9412564623542966e-09
11.428571428571429	1.1821023998625542e-08	2.412956419485588e-09
12.857142857142858	1.1762607879891567e-08	2.566811475223197e-09
14.285714285714286	1.2730012563290419e-08	2.920465174388742e-09
15.714285714285715	1.3418598295504864e-08	3.2544881247117443e-09
18.571428571428573	1.4583719795603198e-08	3.8976630642757184e-09
20.0	1.3948077798919631e-08	3.868500746012741e-09
21.42857142857143	1.5099030734218728e-08	4.358714729451808e-09
22.857142857142858	1.6074701690672595e-08	4.846704920441144e-09
25.714285714285715	1.832326588751423e-08	5.794325437741158e-09
27.142857142857146	1.5415116105444547e-08	5.138372035148183e-09
28.571428571428573	1.7053412826697357e-08	5.6844709422324525e-09
30.000000000000004	1.9198792325844458e-08	6.787798122098432e-09
31.42857142857143	1.729225181416888e-08	6.1137342598920965e-09
32.85714285714286	1.9394997901474076e-08	7.330620160845717e-09
35.714285714285715	1.834298392940893e-08	6.932996254295769e-09
37.142857142857146	1.994055997836843e-08	8.140699522061038e-09
40.0	2.181007126526574e-08	8.90392430893976e-09
41.42857142857143	2.3291803970909638e-08	1.0416411399510695e-08
42.85714285714286	2.1333879842020476e-08	9.540801110114052e-09
45.714285714285715	2.0548386867550676e-08	9.189517972761455e-09
47.142857142857146	2.0867772001243956e-08	9.332351346749662e-09
50.0	2.562662963032995e-08	1.2813314815164975e-08
51.42857142857143	2.6827233372265704e-08	1.3413616686132852e-08
52.85714285714286	2.6789216547272386e-08	1.3394608273636193e-08
54.28571428571429	2.613893197495007e-08	1.3069465987475035e-08
55.714285714285715	2.5121012638855914e-08	1.2560506319427957e-08
57.142857142857146	2.3650196379184953e-08	1.1825098189592476e-08
60.00000000000001	2.6269614728605915e-08	1.5166769135068385e-08
61.42857142857143	2.5644730427858658e-08	1.4805992015819584e-08
62.85714285714286	2.553696521037009e-08	1.474377373849328e-08
64.28571428571429	2.425089650240503e-08	1.4001261623753298e-08
65.71428571428572	2.3701403784567193e-08	1.3684011855191885e-08
67.14285714285715	2.4006320492018297e-08	1.3860055598319195e-08
70.0	2.5920675628231393e-08	1.4965309051536368e-08
71.42857142857143	2.6269341367500002e-08	1.51666113099603e-08
72.85714285714286	3.151639523835469e-08	2.2285456791596014e-08
74.28571428571429	3.256312540133203e-08	2.3025606787909793e-08
75.71428571428572	3.320622553723646e-08	2.3480347254989806e-08
77.14285714285715	3.368630320229185e-08	2.3819813427446678e-08
80.0	3.460215704052818e-08	2.446741988703931e-08
81.42857142857143	3.4610204674661844e-08	2.4473110423707736e-08
82.85714285714286	3.526025595711342e-08	2.4932766093648258e-08
84.28571428571429	3.4935688671128056e-08	2.470326236477669e-08
85.71428571428572	3.472283866831643e-08	2.4552754684413013e-08
87.14285714285715	3.4795010397059245e-08	2.4603787803217016e-08
88.57142857142858	3.514485545964108e-08	2.485116561933326e-08
91.42857142857143	3.380908108768164e-08	2.390663050278554e-08
92.85714285714286	3.281216869527737e-08	2.3201706989867578e-08
94.28571428571429	3.102338455523338e-08	2.193684559436353e-08

tau (s)	adev [BV I-]	adev err [BV I-]
0.7	1.0146877455095148e-08	3.5718700319641935e-10
1.4	7.71267621298811e-09	3.8419576781367205e-10
2.8	6.3231886437166115e-09	4.460033388092388e-10
3.5	6.267358146255307e-09	4.954781663544365e-10
4.2	6.353456019607111e-09	5.509145055534359e-10
5.6	6.858920611845251e-09	6.858920611845251e-10
6.3	6.772725930285094e-09	7.219750100085e-10
7.0	6.120848737166302e-09	6.886492857584139e-10
7.7	7.243530024114729e-09	8.536581999633136e-10
9.1	7.068812222161581e-09	9.050686617570899e-10
10.5	7.455236559485594e-09	1.0338552956130403e-09
11.2	8.02306623983726e-09	1.1461523199767513e-09
11.9	7.712492020046249e-09	1.137144910264653e-09
12.6	8.194183750458684e-09	1.24960130698761e-09
13.299999999999999	8.400448100600606e-09	1.3119295814207921e-09
14.0	8.742447775818937e-09	1.3999120220792765e-09
14.7	9.131202366676805e-09	1.5011604219619486e-09
15.4	9.130475665562222e-09	1.5433320712890191e-09
16.099999999999998	9.563579010867402e-09	1.6401402692623535e-09
17.5	9.369319107460913e-09	1.6827793880807503e-09
18.2	9.799549713909746e-09	1.7891448105672215e-09
18.9	9.394756994520747e-09	1.7754421882418926e-09
19.599999999999998	1.045114943494083e-08	2.011324646534698e-09
21.0	1.048685967151986e-08	2.097371934303972e-09
21.7	1.0598968701788481e-08	2.1197937403576964e-09
22.4	1.1156219202440981e-08	2.277253708718326e-09
23.099999999999998	1.1194247288602384e-08	2.334161914192924e-09
23.8	1.0744910739402397e-08	2.2908226668176826e-09
24.5	1.1372850649110483e-08	2.424699905395724e-09
25.2	1.194863163749243e-08	2.607405187140629e-09
25.9	1.1972460265113194e-08	2.6771235010708252e-09
26.599999999999998	1.1306944706943235e-08	2.5283096982556513e-09
27.3	1.2009769844762987e-08	2.7552301625528433e-09
28.0	1.3077464432659801e-08	3.000176099984818e-09
28.7	1.2341911104907478e-08	2.909016345027211e-09
29.4	1.2604748628695559e-08	2.9709677435008223e-09
30.099999999999998	1.1994708191044343e-08	2.9091440482433626e-09
30.8	1.3168013414030032e-08	3.1937123638585907e-09
31.5	1.3439729330399908e-08	3.359932332599977e-09
32.9	1.3118517338701301e-08	3.2796293346753252e-09
34.3	1.3850956353624751e-08	3.576301552442298e-09
35.0	1.3977208618295738e-08	3.6088997470084113e-09
36.4	1.3942870935446406e-08	3.726389002032053e-09
37.8	1.4485576807211836e-08	4.017576148698017e-09
38.5	1.3951903326045762e-08	3.8695617563365056e-09
39.9	1.456287213790476e-08	4.039014016249346e-09
41.3	1.592505222395791e-08	4.597166594180474e-09
42.0	1.5447079987776525e-08	4.459187894568229e-09
43.4	1.543895306306593e-08	4.456841853483556e-09
44.8	1.59812394071298e-08	4.818524981662848e-09
45.5	1.6301128322989673e-08	4.914975118799282e-09
46.199999999999996	1.6030700618816705e-08	4.833438098103012e-09
46.9	1.553173267518545e-08	4.682993602517551e-09
47.6	1.4973738441786728e-08	4.735111856366664e-09
48.3	1.4899960020165679e-08	4.7117810709171916e-09
49.0	1.592257300343706e-08	5.035159690116915e-09
49.699999999999996	1.7293210186716812e-08	5.4685932246050815e-09
50.4	1.8469683270545626e-08	5.840626679683208e-09
51.1	1.88760564594841e-08	5.96913316539036e-09
51.8	1.840080053382206e-08	6.133600177940687e-09
52.5	1.7026187427709776e-08	5.675395809236592e-09
53.199999999999996	1.6114624360423168e-08	5.37154145347439e-09
53.9	1.524847323440314e-08	5.082824411467714e-09
54.6	1.527993740570218e-08	5.093312468567394e-09
55.3	1.597606309001643e-08	5.3253543633388095e-09
56.0	1.6736578033835248e-08	5.578859344611749e-09
56.699999999999996	1.8044070686046936e-08	6.379542371156593e-09
57.4	1.874684670772626e-08	6.62801121644897e-09
58.1	1.9057301172237545e-08	6.737773445001755e-09
58.8	1.9132228351669467e-08	6.764264203337501e-09
60.199999999999996	1.815264345404389e-08	6.417928641408013e-09
60.9	1.7712995016152134e-08	6.262489445522346e-09
61.6	1.7799107444960963e-08	6.29293478669993e-09
62.3	1.7895401540574354e-08	6.326979890698157e-09
63.699999999999996	1.9643235743722755e-08	7.424445246072186e-09
65.1	1.9570670516240328e-08	7.397018168107996e-09
65.8	1.9359322440409707e-08	7.317136104005161e-09
66.5	1.9375969352844496e-08	7.323428045490807e-09
67.2	1.922707666093411e-08	7.267151897657972e-09
68.6	1.9085193839477904e-08	7.213525231817215e-09
69.3	1.8541669665481184e-08	7.00809240382477e-09
70.0	1.847388693941771e-08	6.98247294148906e-09
70.7	1.8553342076440257e-08	7.012504160481663e-09
72.1	1.9679234151698795e-08	8.034013700069103e-09
72.8	1.9750422155948997e-08	8.063076081105782e-09
73.5	2.0017373840851502e-08	8.172058650103679e-09
74.2	2.037153668659294e-08	8.316645026423436e-09
75.6	2.10746773690602e-08	8.60370100799629e-09
76.3	2.1487570418543423e-08	8.772263889592227e-09
77.0	2.176813179842837e-08	8.886802593300438e-09
77.7	2.1807158761683282e-08	8.902735284331252e-09
79.1	2.1659060207027622e-08	8.842274302572911e-09
79.8	2.1745060136711994e-08	8.877383626846568e-09
80.5	2.1610071757167075e-08	8.822274851664867e-09
81.2	2.3361464197708527e-08	1.044756440000077e-08
82.6	2.2940412896233496e-08	1.0259264533578185e-08
83.3	2.2621938785717485e-08	1.011683858154067e-08
84.0	2.215712003323109e-08	9.908965315985423e-09
84.7	2.1871433620548672e-08	9.781202468184233e-09
86.1	2.1522048129322007e-08	9.624952526437238e-09
86.8	2.1355099619800332e-08	9.550290883230691e-09
87.5	2.1280755319177144e-08	9.517043101244065e-09
88.2	2.1322850804467087e-08	9.535868774574896e-09
89.6	2.079263594765474e-08	9.298749482072351e-09
90.3	2.0714894736530806e-08	9.263982555527095e-09
91.0	2.0824340008315962e-08	9.312927969032605e-09
91.7	2.07716651459319e-08	9.289371054433363e-09
92.39999999999999	2.0743081540768907e-08	9.27658807759607e-09
93.1	2.083840477749108e-08	9.319217925025286e-09
93.8	2.0998797693493353e-08	9.390947817683385e-09
94.5	2.3502138266247587e-08	1.1751069133123793e-08
95.2	2.3761529995360798e-08	1.1880764997680399e-08
95.89999999999999	2.4167916096922147e-08	1.2083958048461073e-08
96.6	2.4479356900417567e-08	1.2239678450208784e-08
97.3	2.490736467773791e-08	1.2453682338868955e-08
98.0	2.5350237438212867e-08	1.2675118719106434e-08
98.7	2.577062898364585e-08	1.2885314491822924e-08
99.39999999999999	2.612084802572451e-08	1.3060424012862255e-08
100.1	2.6576423174889505e-08	1.3288211587444752e-08
100.8	2.687294868491376e-08	1.343647434245688e-08
101.5	2.7130013530343848e-08	1.3565006765171924e-08
102.2	2.74419548208753e-08	1.372097741043765e-08
102.89999999999999	2.753150894025601e-08	1.3765754470128005e-08
103.6	2.7473742173278915e-08	1.3736871086639458e-08
104.3	2.7309629004235316e-08	1.3654814502117658e-08
105.0	2.724374794675354e-08	1.362187397337677e-08
105.7	2.705432903348421e-08	1.3527164516742105e-08
106.39999999999999	2.7058814002860858e-08	1.3529407001430429e-08
107.1	2.6897211531790932e-08	1.3448605765895466e-08
107.8	2.652124503006906e-08	1.326062251503453e-08
108.5	2.6217882001720277e-08	1.3108941000860138e-08
109.2	2.593010083614942e-08	1.296505041807471e-08
109.89999999999999	2.560231151892832e-08	1.280115575946416e-08
110.6	2.5230355329101677e-08	1.2615177664550839e-08
111.3	2.4987753694196108e-08	1.2493876847098054e-08
112.0	2.4524294989363834e-08	1.2262147494681917e-08
112.7	2.4266149908208395e-08	1.2133074954104197e-08
113.39999999999999	2.726333509290495e-08	1.5740493854895645e-08
114.1	2.7259998632005315e-08	1.57385675482971e-08
114.8	2.714834357089006e-08	1.5674103468705825e-08
116.2	2.7527822880678343e-08	1.589319595036398e-08
116.89999999999999	2.768400513345017e-08	1.5983367816044438e-08
117.6	2.793677568694462e-08	1.6129304963147667e-08
118.3	2.749938121513524e-08	1.587677514710647e-08
119.7	2.699644346528117e-08	1.5586403901842597e-08
120.39999999999999	2.691390510769618e-08	1.5538750358872435e-08
121.1	2.7055000879389288e-08	1.5620212040640967e-08
121.8	2.7188518571718303e-08	1.56972985162487e-08
123.2	2.7036360524867073e-08	1.5609450026939776e-08
123.89999999999999	2.675955887525297e-08	1.544963852002294e-08
124.6	2.6421068989852252e-08	1.525421129356887e-08
125.3	2.6244319670084554e-08	1.515216502622191e-08
126.7	2.5538802626616394e-08	1.4744834571257696e-08
127.39999999999999	2.5278375010094204e-08	1.4594476616754199e-08
128.1	2.5148650417256612e-08	1.45195800881589e-08
129.5	2.4893143583080963e-08	1.43720631486678e-08
130.2	2.4914785892974336e-08	1.4384558342110624e-08
130.9	2.4965511751959186e-08	1.4413844930450402e-08
131.6	2.495001251067429e-08	1.4404896439322332e-08
133.0	2.5112144581997145e-08	1.4498503434344855e-08
133.7	2.5198848030898485e-08	1.4548561693907713e-08
135.1	2.538063345431145e-08	1.4653515557049938e-08
136.5	2.573737379813113e-08	1.4859479690585029e-08
137.2	2.5855090076145262e-08	1.4927443215384488e-08
138.6	2.6081937218076115e-08	1.5058413473843165e-08
140.0	2.6455758506593033e-08	1.527423929539722e-08
140.7	2.6633238797238333e-08	1.5376707588977135e-08
142.1	3.0698657292289764e-08	2.170722874469995e-08
143.5	3.13554379991199e-08	2.217164283625203e-08
144.2	3.1597208726984875e-08	2.2342600557417763e-08
145.6	3.1956883207405254e-08	2.259692882154276e-08
147.0	3.2539723009354996e-08	2.3009058797846846e-08
147.7	3.278698958064331e-08	2.318390266716556e-08
149.1	3.322545410439062e-08	2.349394390521701e-08
150.5	3.3822460639893334e-08	2.391609127488367e-08
151.2	3.395540119478996e-08	2.4010094442745774e-08
152.6	3.433800605464502e-08	2.428063693366422e-08
154.0	3.474907019590406e-08	2.4571303175451112e-08
154.7	3.469775761897229e-08	2.45350197043425e-08
156.1	3.498116288356791e-08	2.4735417488762032e-08
157.5	3.5189836314554725e-08	2.488297188686627e-08
158.2	3.512657788538359e-08	2.4838241422632153e-08
159.6	3.542295787777199e-08	2.504781372505801e-08
161.0	3.567111669364025e-08	2.5223288506569678e-08
161.7	3.563670537127129e-08	2.5198956027172988e-08
163.1	3.584481626220675e-08	2.5346112649392225e-08
164.5	3.5827648101432594e-08	2.5333972926488322e-08
165.2	3.586970227301701e-08	2.5363709716392843e-08
166.6	3.6018138353999947e-08	2.5468669875828635e-08
168.0	3.578768555409919e-08	2.530571513827538e-08
168.7	3.5867539819658294e-08	2.5362180630958896e-08
170.1	3.5855976865198726e-08	2.5354004387449984e-08
171.5	3.6071279514411525e-08	2.5506246350715784e-08
172.2	3.6051345196659084e-08	2.5492150659454704e-08
173.6	3.614894610797806e-08	2.5561164925698335e-08
175.0	3.6282617939796556e-08	2.5655685184430827e-08
175.7	3.6417118357746144e-08	2.5750791342035404e-08
177.1	3.619426444043084e-08	2.5593209825887766e-08
178.5	3.540476071412262e-08	2.5034946387243176e-08
179.2	3.5075391126122124e-08	2.4802046918051406e-08
179.9	3.469583699665568e-08	2.453366161927833e-08
180.6	3.437167437462157e-08	2.4304444031030797e-08
181.29999999999998	3.4244338935585445e-08	2.4214404278602984e-08
182.0	3.420799151755415e-08	2.4188702772834433e-08
182.7	3.384219828911665e-08	2.3930047900494158e-08
183.4	3.340828225868475e-08	2.3623222932910214e-08
184.1	3.302839794296207e-08	2.3354604157196294e-08
184.79999999999998	3.2682512150124777e-08	2.311002596756496e-08
185.5	3.2234333857325396e-08	2.2793116057545908e-08
186.2	3.176891753654986e-08	2.2464017021050632e-08
186.9	3.127083447760937e-08	2.2111819112479674e-08
187.6	3.084276428540359e-08	2.1809127776747137e-08
188.29999999999998	3.034068827930902e-08	2.145410642816661e-08

tau (s)	adev [BV I+]	adev err [BV I+]
0.7	1.1377432912724584e-08	4.0250464231893793e-10
1.4	7.89736813282008e-09	3.9536291955442887e-10
2.8	6.4908503721745734e-09	4.601241833355917e-10
3.5	5.827881333268587e-09	4.6218105327258244e-10
4.2	6.1279338092822105e-09	5.333681766857588e-10
5.6	6.9545515153616715e-09	6.989587261106738e-10
6.3	6.160856610553293e-09	6.605131597512476e-10
7.0	6.6088856830604526e-09	7.435577320614536e-10
7.7	6.63416262637905e-09	7.873302522461817e-10
9.1	7.567941549357468e-09	9.770170528577542e-10
10.5	7.4721933282986e-09	1.0362067763600203e-09
11.2	8.065744842075196e-09	1.1522492631535994e-09
11.9	8.056046421214295e-09	1.1877992432184941e-09
12.6	8.248061234197418e-09	1.2578175462308851e-09
13.299999999999999	8.317425867824743e-09	1.2989636870077942e-09
14.0	9.178171449343939e-09	1.4696836494900057e-09
14.7	9.003448193254443e-09	1.4801577652272793e-09
15.4	8.954610796038165e-09	1.5136054827419129e-09
16.099999999999998	9.113725818561058e-09	1.5864960275180325e-09
17.5	9.94514515175198e-09	1.7862007986805306e-09
18.2	9.695763155902808e-09	1.8004580181199718e-09
18.9	9.60004488786446e-09	1.8142379534533083e-09
19.599999999999998	1.0087064469957168e-08	1.9412564623542933e-09
21.0	1.0187681664861938e-08	2.0375363329723875e-09
21.7	9.984811740040353e-09	2.038141161737492e-09
22.4	1.1821023998625538e-08	2.4129564194855872e-09
23.099999999999998	1.0939900970512742e-08	2.281127040708888e-09
23.8	1.0708349838450963e-08	2.2830278565442306e-09
24.5	1.103903798459213e-08	2.408915579232676e-09
25.2	1.1762607879891565e-08	2.5668114752231967e-09
25.9	1.1479360847959438e-08	2.566863119428693e-09
26.599999999999998	1.1447734115599474e-08	2.559791167082386e-09
27.3	1.2272049575915245e-08	2.815401259554512e-09
28.0	1.2730012563290417e-08	2.9204651743887417e-09
28.7	1.2313724895310828e-08	2.902372791713299e-09
29.4	1.2468180157410395e-08	2.938778246120149e-09
30.099999999999998	1.2044151344970962e-08	2.9211357744847227e-09
30.8	1.3418598295504864e-08	3.2544881247117443e-09
31.5	1.3569418611174714e-08	3.3923546527936785e-09
32.9	1.3586855643474103e-08	3.3967139108685258e-09
34.3	1.3328904950787306e-08	3.4415084598387215e-09
35.0	1.4034413012118293e-08	3.6236698579820544e-09
36.4	1.4583719795603198e-08	3.8976630642757184e-09
37.8	1.420692703258864e-08	3.940292606367216e-09
38.5	1.3515937900153273e-08	3.748646702691516e-09
39.9	1.504343531396349e-08	4.172298260278545e-09
41.3	1.590207009903722e-08	4.5905322261757195e-09
42.0	1.509903073421873e-08	4.358714729451809e-09
43.4	1.4955272920313488e-08	4.509184446731137e-09
44.8	1.6074701690672598e-08	4.8467049204411456e-09
45.5	1.6375878630122306e-08	4.937513184410443e-09
46.199999999999996	1.5802375389881423e-08	4.764595451325709e-09
46.9	1.5309672169914072e-08	4.841343428742082e-09
47.6	1.531294081296814e-08	4.842377064432977e-09
48.3	1.5575141507017197e-08	4.925292204160175e-09
49.0	1.6499965630254933e-08	5.2177472706101244e-09
49.699999999999996	1.776642811946868e-08	5.618237874318311e-09
50.4	1.8323265887514246e-08	5.794325437741163e-09
51.1	1.86027449743323e-08	6.2009149914441e-09
51.8	1.746660540842102e-08	5.8222018028070066e-09
52.5	1.6338858564784545e-08	5.446286188261515e-09
53.199999999999996	1.5415116105444554e-08	5.1383720351481844e-09
53.9	1.5356077015135506e-08	5.118692338378502e-09
54.6	1.5530840459843785e-08	5.176946819947928e-09
55.3	1.6144332024332466e-08	5.381444008110822e-09
56.0	1.7053412826697376e-08	5.684470942232459e-09
56.699999999999996	1.855197657199064e-08	6.5591142192342705e-09
57.4	1.9175287101926664e-08	6.779487770485642e-09
58.1	1.9437247681290738e-08	6.872104821521588e-09
58.8	1.9198792325844458e-08	6.787798122098432e-09
60.199999999999996	1.7777865843536526e-08	6.285424746494689e-09
60.9	1.723299323258448e-08	6.0927831874511845e-09
61.6	1.72922518141689e-08	6.113734259892104e-09
62.3	1.8663552061076714e-08	7.054159619245136e-09
63.699999999999996	1.9076835057594938e-08	7.2103659092278215e-09
65.1	1.94928124011365e-08	7.367590566663287e-09
65.8	1.9660614299722045e-08	7.4310137228321196e-09
66.5	1.936945582448855e-08	7.320966163178321e-09
67.2	1.961009660186407e-08	7.411919827783591e-09
68.6	1.891391067992504e-08	7.148786282681462e-09
69.3	1.849413691297085e-08	6.990126712071523e-09
70.0	1.8342983929408935e-08	6.932996254295772e-09
70.7	1.97038112673914e-08	8.044047265535142e-09
72.1	1.9825718763746128e-08	8.09381579251669e-09
72.8	1.9940559978368454e-08	8.140699522061048e-09
73.5	2.0028784713978015e-08	8.176717119550277e-09
74.2	2.0317946273936004e-08	8.29476683207099e-09
75.6	2.123769825649286e-08	8.670254006600575e-09
76.3	2.1495123264771125e-08	8.775347326152823e-09
77.0	2.167768352502621e-08	8.8498772403086e-09
77.7	2.174589026089407e-08	8.877722523624772e-09
79.1	2.1785642968283453e-08	8.893951498457799e-09
79.8	2.145363059145011e-08	8.758408013202741e-09
80.5	2.3293437551899486e-08	1.0417141959138708e-08
81.2	2.329180397090966e-08	1.0416411399510707e-08
82.6	2.226132209174568e-08	9.955565893232229e-09
83.3	2.1649319769030636e-08	9.681870134036509e-09
84.0	2.133387984202049e-08	9.540801110114057e-09
84.7	2.0973959873425243e-08	9.379840006866346e-09
86.1	2.071566050466347e-08	9.264325017447023e-09
86.8	2.0731221031594282e-08	9.271283896643626e-09
87.5	2.0638843999467835e-08	9.229971631964742e-09
88.2	2.0543473242357328e-08	9.187320532771798e-09
89.6	2.054838686755068e-08	9.189517972761457e-09
90.3	2.060595158921348e-08	9.215261698910232e-09
91.0	2.0820137775541432e-08	9.31104867340438e-09
91.7	2.0785949904545355e-08	9.295759392693736e-09
92.39999999999999	2.0867772001243963e-08	9.332351346749664e-09
93.1	2.0933103300980157e-08	9.361568392203374e-09
93.8	2.317590552709893e-08	1.1587952763549465e-08
94.5	2.3630333522093964e-08	1.1815166761046982e-08
95.2	2.394287813014395e-08	1.1971439065071976e-08
95.89999999999999	2.4324341389147066e-08	1.2162170694573533e-08
96.6	2.4778945720205207e-08	1.2389472860102604e-08
97.3	2.5208088009619884e-08	1.2604044004809942e-08
98.0	2.5626629630329976e-08	1.2813314815164988e-08
98.7	2.6008600017537605e-08	1.3004300008768803e-08
99.39999999999999	2.6334458525186913e-08	1.3167229262593457e-08
100.1	2.6543514049225214e-08	1.3271757024612607e-08
100.8	2.682723337226573e-08	1.3413616686132865e-08
101.5	2.674495141087872e-08	1.337247570543936e-08
102.2	2.6861666513083685e-08	1.3430833256541842e-08
102.89999999999999	2.6876572220632236e-08	1.3438286110316118e-08
103.6	2.6789216547272406e-08	1.3394608273636203e-08
104.3	2.6712161883348307e-08	1.3356080941674153e-08
105.0	2.660758147762612e-08	1.330379073881306e-08
105.7	2.6336278751436826e-08	1.3168139375718413e-08
106.39999999999999	2.6138931974950077e-08	1.3069465987475039e-08
107.1	2.6047507900517216e-08	1.3023753950258608e-08
107.8	2.5931449830443807e-08	1.2965724915221903e-08
108.5	2.5443889658255502e-08	1.2721944829127751e-08
109.2	2.5121012638855937e-08	1.2560506319427968e-08
109.89999999999999	2.4716684214357752e-08	1.2358342107178876e-08
110.6	2.4291477071232975e-08	1.2145738535616487e-08
111.3	2.3977559626670305e-08	1.1988779813335152e-08
