tau (s)	adev [BVD]	adev err [BVD]
28.571428571428573	1.2348973204530612e-08	4.116324401510204e-09
30.000000000000004	1.3327263570808103e-08	4.711899222789425e-09
31.42857142857143	1.3926265492090544e-08	4.923678383030717e-09
32.85714285714286	1.5295737279520412e-08	5.781245280141523e-09
35.714285714285715	1.4857588187096724e-08	5.615640489324133e-09
37.142857142857146	1.4173217828702528e-08	5.786191948939752e-09
40.0	1.3360589729198393e-08	5.454437916534291e-09
41.42857142857143	1.3389043500286359e-08	5.9877622840684045e-09
42.85714285714286	1.2143951785944511e-08	5.43094034177038e-09
45.714285714285715	9.642509722352445e-09	4.312261442576538e-09
47.142857142857146	9.683306557166174e-09	4.330506341758603e-09
50.0	1.1815179363359523e-08	5.9075896816797616e-09
51.42857142857143	1.248103491595787e-08	6.240517457978935e-09
52.85714285714286	1.2490753791563592e-08	6.245376895781796e-09
54.28571428571429	1.2594563006091445e-08	6.2972815030457225e-09
55.714285714285715	1.283601806759921e-08	6.418009033799605e-09
57.142857142857146	1.3361219228594631e-08	6.680609614297316e-09
60.00000000000001	1.620988004178934e-08	9.358778605658617e-09
61.42857142857143	1.64456499754001e-08	9.49490044029561e-09
62.85714285714286	1.693899608411104e-08	9.779733948963525e-09
64.28571428571429	1.7500874666455424e-08	1.0104134699731941e-08
65.71428571428572	1.7924282950239008e-08	1.0348589586351512e-08
67.14285714285715	1.8044600999813764e-08	1.0418055244661867e-08
70.0	1.830052241501303e-08	1.0565811542618553e-08
71.42857142857143	1.829534195230569e-08	1.0562820601079945e-08
72.85714285714286	2.2437418218944364e-08	1.5865650574934147e-08
74.28571428571429	2.2618614017368234e-08	1.5993775352722176e-08
75.71428571428572	2.26326630670681e-08	1.6003709531034176e-08
77.14285714285715	2.2570705036016045e-08	1.59598985871283e-08
80.0	2.214273824858916e-08	1.565728036961613e-08
81.42857142857143	2.1823599834669696e-08	1.5431615432996558e-08
82.85714285714286	2.1502925633591275e-08	1.5204864530862427e-08
84.28571428571429	2.1095361571664912e-08	1.4916673218906363e-08
85.71428571428572	2.0758622419422975e-08	1.467856268086508e-08
87.14285714285715	2.0312180832292398e-08	1.4362880807201364e-08
88.57142857142858	1.9800502784561888e-08	1.4001069789866827e-08
91.42857142857143	1.8587486769061376e-08	1.314333793961853e-08
92.85714285714286	1.8093979405831014e-08	1.2794375536512847e-08
94.28571428571429	1.7638078955136074e-08	1.2472005236280452e-08
95.71428571428572	1.7386673489155453e-08	1.229423472645819e-08

tau (s)	adev [BV <I+>]	adev err [BV <I+>]
1.4285714285714286	3.2550148711525594e-09	2.3074188641826795e-10
2.857142857142857	4.304376634507885e-09	4.326061288798605e-10
5.714285714285714	6.624852911960742e-09	9.464075588515345e-10
7.142857142857143	7.542516681437617e-09	1.207769271242678e-09
10.0	8.932950079404728e-09	1.7191470443339362e-09
11.428571428571429	9.398691043088322e-09	1.9184997754694145e-09
12.857142857142858	1.0233122320454288e-08	2.2330503632963774e-09
14.285714285714286	1.0537574638320869e-08	2.4174854188662013e-09
15.714285714285715	1.1272388026958903e-08	2.7339556757705537e-09
18.571428571428573	1.2432390340005128e-08	3.3226960822097986e-09
20.0	1.2705812097214768e-08	3.523958231762961e-09
21.42857142857143	1.1798255158782084e-08	3.405862895945364e-09
22.857142857142858	1.3654464132462582e-08	4.11697584006764e-09
25.714285714285715	1.2805473224764894e-08	4.049446190655836e-09
27.142857142857146	1.1120576703842064e-08	3.706858901280688e-09
28.571428571428573	1.2342652263558934e-08	4.114217421186311e-09
30.000000000000004	1.315644987197027e-08	4.651507460405531e-09
31.42857142857143	1.3999652149219066e-08	4.949624484482813e-09
32.85714285714286	1.5218404944225237e-08	5.752016404785109e-09
35.714285714285715	1.4389095594489357e-08	5.438566933450563e-09
37.142857142857146	1.4022468156540688e-08	5.7246486529916935e-09
40.0	1.3060842104074301e-08	5.332066461006778e-09
41.42857142857143	1.2811847281340986e-08	5.729632287684863e-09
42.85714285714286	1.1663951338108282e-08	5.216277615651951e-09
45.714285714285715	9.488437975893058e-09	4.243358462877477e-09
47.142857142857146	9.711375196879612e-09	4.343059019045643e-09
50.0	1.2029894392616141e-08	6.0149471963080706e-09
51.42857142857143	1.2616332496581743e-08	6.308166248290871e-09
52.85714285714286	1.2608554880448722e-08	6.304277440224361e-09
54.28571428571429	1.2768364179380769e-08	6.384182089690384e-09
55.714285714285715	1.3079533011600244e-08	6.539766505800122e-09
57.142857142857146	1.3652023970747987e-08	6.826011985373993e-09
60.00000000000001	1.642922845127195e-08	9.485419468919719e-09
61.42857142857143	1.6654196922060754e-08	9.615305076088814e-09
62.85714285714286	1.7173892898599685e-08	9.915351688040331e-09
64.28571428571429	1.7640452565483073e-08	1.0184720037308478e-08
65.71428571428572	1.7943031684146345e-08	1.0359414172919877e-08
67.14285714285715	1.810198112678074e-08	1.0451183676412387e-08
70.0	1.8246447565506317e-08	1.0534591413699464e-08
71.42857142857143	1.8249330136314037e-08	1.053625566673126e-08
72.85714285714286	2.2516220271875224e-08	1.592137204093298e-08
74.28571428571429	2.2729282916899747e-08	1.607203008204736e-08
75.71428571428572	2.2633769813746804e-08	1.6004492119115746e-08
77.14285714285715	2.2516482085884783e-08	1.5921557171394546e-08
80.0	2.1881035495218945e-08	1.547222857805286e-08
81.42857142857143	2.1507722576451615e-08	1.520825648168794e-08
82.85714285714286	2.1150591444782054e-08	1.4955726636711567e-08
84.28571428571429	2.0757324553187198e-08	1.467764495084869e-08
85.71428571428572	2.035079209164127e-08	1.4390183090517104e-08
87.14285714285715	1.986484405963288e-08	1.4046565941779714e-08
88.57142857142858	1.9265201693811005e-08	1.3622554758620322e-08
91.42857142857143	1.809726793960348e-08	1.2796700881043518e-08
92.85714285714286	1.7653627822391982e-08	1.2482999945756874e-08
94.28571428571429	1.7257975439777557e-08	1.22032314630176e-08

tau (s)	adev [BV I-]	adev err [BV I-]
0.7	3.867955527717332e-09	1.3615848319412105e-10
1.4	3.149512980546474e-09	1.5688841646982344e-10
2.8	3.1595936410682685e-09	2.2286055226222088e-10
3.5	3.1237424895936173e-09	2.469535272740163e-10
4.2	3.3594898923963994e-09	2.913047178212431e-10
5.6	4.212695635884834e-09	4.2126956358848335e-10
6.3	4.395552707825332e-09	4.68567493043602e-10
7.0	4.6312371551234746e-09	5.21054888954848e-10
7.7	5.114032499500636e-09	6.026945099342149e-10
9.1	5.696245505414186e-09	7.293295018450145e-10
10.5	6.3084717808261536e-09	8.748276336763971e-10
11.2	6.816131849994594e-09	9.73733121427799e-10
11.9	6.922451293820413e-09	1.0206597601478803e-09
12.6	7.128708718379069e-09	1.0871178878703825e-09
13.299999999999999	7.473103003171445e-09	1.1671026089863242e-09
14.0	7.579611928813225e-09	1.2137092647198772e-09
14.7	7.821046985621996e-09	1.2857722041038735e-09
15.4	7.974425504374243e-09	1.3479239288074975e-09
16.099999999999998	8.05143032871396e-09	1.380808909747929e-09
17.5	8.460167087417692e-09	1.5194908649326354e-09
18.2	8.825068473295301e-09	1.6112296914505047e-09
18.9	8.298919807496666e-09	1.5683484257931574e-09
19.599999999999998	9.189963804143354e-09	1.7686093587216943e-09
21.0	9.431281482038487e-09	1.8862562964076974e-09
21.7	9.565514668139523e-09	1.9131029336279045e-09
22.4	9.781918925393317e-09	1.996725839373965e-09
23.099999999999998	1.0315881098481711e-08	2.151009902732367e-09
23.8	9.902683834915738e-09	2.111259287447159e-09
24.5	9.470079110850661e-09	2.0190276503776632e-09
25.2	1.0283390693088357e-08	2.2440198215181807e-09
25.9	1.0083926716783769e-08	2.2548345618854774e-09
26.599999999999998	1.056607411786064e-08	2.3626459982837515e-09
27.3	1.048414048016338e-08	2.4052267822587454e-09
28.0	1.0486015856512295e-08	2.405657023100115e-09
28.7	1.0612900416450301e-08	2.501484617509848e-09
29.4	1.1433689330967665e-08	2.694946419969172e-09
30.099999999999998	1.1251325180211777e-08	2.7288471850696953e-09
30.8	1.0990422923699253e-08	2.66556909321304e-09
31.5	1.2133703202891307e-08	3.0334258007228267e-09
32.9	1.0846195165694717e-08	2.711548791423679e-09
34.3	1.1542682246075754e-08	2.9803077406410276e-09
35.0	1.13963540977983e-08	2.9425259752170312e-09
36.4	1.2225862120870998e-08	3.2674990938740495e-09
37.8	1.257416307680091e-08	3.4874453630347482e-09
38.5	1.2822620204322128e-08	3.556354971729536e-09
39.9	1.24642638565937e-08	3.4569648035277784e-09
41.3	1.185447140892189e-08	3.422091129520888e-09
42.0	1.17652690451601e-08	3.396340625155778e-09
43.4	1.2781955529778734e-08	3.6898327329437892e-09
44.8	1.4013249281635324e-08	4.225153632809247e-09
45.5	1.390600049555369e-08	4.19281690711344e-09
46.199999999999996	1.3776020840663814e-08	4.15362656659984e-09
46.9	1.360645395023911e-08	4.102500225472017e-09
47.6	1.3991389500509324e-08	4.424465845217506e-09
48.3	1.4025648307821765e-08	4.4352994313203196e-09
49.0	1.4252105477659749e-08	4.506911476236681e-09
49.699999999999996	1.4145561616774694e-08	4.473219349126191e-09
50.4	1.3727574546175871e-08	4.341040231566803e-09
51.1	1.2840300244369263e-08	4.06045946126235e-09
51.8	1.2392793434306291e-08	4.130931144768764e-09
52.5	1.198308717006778e-08	3.9943623900225936e-09
53.199999999999996	1.1779889943142068e-08	3.926629981047356e-09
53.9	1.1587419171251203e-08	3.862473057083734e-09
54.6	1.1685936585818831e-08	3.895312195272944e-09
55.3	1.1942302976066971e-08	3.98076765868899e-09
56.0	1.2348973204530602e-08	4.1163244015102005e-09
56.699999999999996	1.2999994772591429e-08	4.596192229544534e-09
57.4	1.3240984035206507e-08	4.681394800438668e-09
58.1	1.333521448493086e-08	4.714710295435841e-09
58.8	1.33272635708081e-08	4.711899222789424e-09
60.199999999999996	1.3521165144866151e-08	4.780453781739021e-09
60.9	1.367674088154793e-08	4.8354581109369105e-09
61.6	1.3926265492090542e-08	4.923678383030717e-09
62.3	1.4176572939405832e-08	5.012175429719785e-09
63.699999999999996	1.519633801205369e-08	5.7436758883959606e-09
65.1	1.5356597590691363e-08	5.804248315580429e-09
65.8	1.523241939554027e-08	5.757313369490909e-09
66.5	1.531200814057967e-08	5.787395087567192e-09
67.2	1.532947271413369e-08	5.7939960759068675e-09
68.6	1.5194197621576447e-08	5.742866896837196e-09
69.3	1.501025936103882e-08	5.673344769126857e-09
70.0	1.485758818709673e-08	5.615640489324135e-09
70.7	1.4672483801330193e-08	5.5456776077061894e-09
72.1	1.4355199281154322e-08	5.860485565799328e-09
72.8	1.4173217828702536e-08	5.786191948939755e-09
73.5	1.4036400751237949e-08	5.730336610958576e-09
74.2	1.4023257856018893e-08	5.724971046453651e-09
75.6	1.3984487062076993e-08	5.709142936106943e-09
76.3	1.3816292060441262e-08	5.6404776142245895e-09
77.0	1.3595011901386595e-08	5.5501403675769496e-09
77.7	1.3454007466723459e-08	5.492575548177901e-09
79.1	1.3282038605238014e-08	5.422369554463451e-09
79.8	1.3182587652567557e-08	5.381768873050734e-09
80.5	1.3017328197414168e-08	5.314301983001374e-09
81.2	1.338904350028636e-08	5.987762284068405e-09
82.6	1.2696868015298332e-08	5.678211996709982e-09
83.3	1.2415496545266157e-08	5.552378849925784e-09
84.0	1.2143951785944508e-08	5.430940341770378e-09
84.7	1.1803567785614514e-08	5.278715989132143e-09
86.1	1.0919585809031973e-08	4.883387231027506e-09
86.8	1.0526542710214961e-08	4.707613013619104e-09
87.5	1.0157933046278562e-08	4.542765760474076e-09
88.2	9.925237937712005e-09	4.438701344316774e-09
89.6	9.642509722352435e-09	4.3122614425765336e-09
90.3	9.600507860100048e-09	4.293477638740949e-09
91.0	9.581678413685395e-09	4.2850568543085786e-09
91.7	9.61643296093202e-09	4.300599560342715e-09
92.39999999999999	9.683306557166166e-09	4.3305063417586e-09
93.1	9.82151301038266e-09	4.3923141466228455e-09
93.8	1.0043966094642567e-08	4.491798190264773e-09
94.5	1.1000885504993686e-08	5.500442752496843e-09
95.2	1.1139686015495065e-08	5.5698430077475324e-09
95.89999999999999	1.1305275486364053e-08	5.652637743182026e-09
96.6	1.1441840828270262e-08	5.720920414135131e-09
97.3	1.1621274402550203e-08	5.8106372012751014e-09
98.0	1.1815179363359518e-08	5.907589681679759e-09
98.7	1.2003956575175111e-08	6.0019782875875555e-09
99.39999999999999	1.2209511069241427e-08	6.104755534620714e-09
100.1	1.2351402283044427e-08	6.1757011415222135e-09
100.8	1.2481034915957865e-08	6.240517457978932e-09
101.5	1.2554965854193978e-08	6.277482927096989e-09
102.2	1.2548259869169062e-08	6.274129934584531e-09
102.89999999999999	1.2518873316889733e-08	6.259436658444867e-09
103.6	1.2490753791563585e-08	6.2453768957817925e-09
104.3	1.2504574102926004e-08	6.252287051463002e-09
105.0	1.2524049839312977e-08	6.262024919656489e-09
105.7	1.2546037106199698e-08	6.273018553099849e-09
106.39999999999999	1.2594563006091433e-08	6.297281503045717e-09
107.1	1.2626166811767774e-08	6.313083405883887e-09
107.8	1.2659202988325234e-08	6.329601494162617e-09
108.5	1.2742314038408712e-08	6.371157019204356e-09
109.2	1.2836018067599197e-08	6.418009033799599e-09
109.89999999999999	1.2948436396462702e-08	6.474218198231351e-09
110.6	1.3102145455153917e-08	6.551072727576959e-09
111.3	1.323297668788506e-08	6.61648834394253e-09
112.0	1.3361219228594618e-08	6.680609614297309e-09
112.7	1.348672208970983e-08	6.743361044854915e-09
113.39999999999999	1.5620823335897928e-08	9.018686557944257e-09
114.1	1.5734742983100137e-08	9.084458096922439e-09
114.8	1.5863192455954963e-08	9.158618434652439e-09
116.2	1.607560549234507e-08	9.281255158391655e-09
116.89999999999999	1.6148379310380028e-08	9.323271141824094e-09
117.6	1.6209880041789322e-08	9.358778605658609e-09
118.3	1.6267904498027126e-08	9.392279041087085e-09
119.7	1.638821764004406e-08	9.461741866017612e-09
120.39999999999999	1.6445649975400087e-08	9.494900440295604e-09
121.1	1.65485143630438e-08	9.554289222191726e-09
121.8	1.664919859476889e-08	9.612419290481358e-09
123.2	1.6938996084111032e-08	9.779733948963522e-09
123.89999999999999	1.7105029294909757e-08	9.875593267912583e-09
124.6	1.7227879014306765e-08	9.946520586476316e-09
125.3	1.735258768962332e-08	1.001852117374061e-08
126.7	1.764341836090728e-08	1.0186432340095006e-08
127.39999999999999	1.770884116277906e-08	1.0224204212366815e-08
128.1	1.7799617230417563e-08	1.0276613799453881e-08
129.5	1.795640284059639e-08	1.0367134013695688e-08
130.2	1.7983147027900415e-08	1.0382574777434924e-08
130.9	1.8016826484149166e-08	1.04020196205663e-08
131.6	1.804460099981376e-08	1.0418055244661866e-08
133.0	1.8173400472157035e-08	1.0492417654690737e-08
133.7	1.822528195272049e-08	1.0522371441460004e-08
135.1	1.82607214759427e-08	1.0542832459732299e-08
136.5	1.8299288394358794e-08	1.0565099080461644e-08
137.2	1.830052241501303e-08	1.0565811542618553e-08
138.6	1.8286226078715488e-08	1.0557557549008743e-08
140.0	1.829534195230569e-08	1.0562820601079945e-08
140.7	1.8302302960674703e-08	1.0566839541135625e-08
142.1	2.2388968727216715e-08	1.5831391610788484e-08
143.5	2.2473602496313554e-08	1.5891236722834236e-08
144.2	2.250055661521372e-08	1.591029616308945e-08
145.6	2.2618614017368217e-08	1.5993775352722163e-08
147.0	2.2648219630720935e-08	1.6014709682685058e-08
147.7	2.262932035365602e-08	1.6001345875712933e-08
149.1	2.26312887645025e-08	1.600273775237064e-08
150.5	2.2577571601349788e-08	1.5964753982039254e-08
151.2	2.2570705036016032e-08	1.5959898587128295e-08
152.6	2.2499919829325443e-08	1.5909845887469686e-08
154.0	2.2384184135007142e-08	1.5828008393191884e-08
154.7	2.2319762351827517e-08	1.578245531344944e-08
156.1	2.220862163971559e-08	1.5703866962249194e-08
157.5	2.205717359798565e-08	1.559677702494453e-08
158.2	2.1985683624206545e-08	1.5546225979698478e-08
159.6	2.1823599834669683e-08	1.5431615432996548e-08
161.0	2.1628929948785664e-08	1.5293963036595148e-08
161.7	2.155841647060663e-08	1.5244102478009703e-08
163.1	2.1399275246915812e-08	1.51315726395716e-08
164.5	2.117322772105741e-08	1.4971732901166685e-08
165.2	2.1095361571664896e-08	1.4916673218906353e-08
166.6	2.0947270859308177e-08	1.481195727196817e-08
168.0	2.0758622419422965e-08	1.4678562680865072e-08
168.7	2.0653368266675282e-08	1.4604136755709142e-08
170.1	2.043288198608e-08	1.4448229411541618e-08
171.5	2.01976051911245e-08	1.4281863594372748e-08
172.2	2.0040242875518424e-08	1.4170591633904473e-08
173.6	1.9800502784561872e-08	1.4001069789866816e-08
175.0	1.9512452439336635e-08	1.3797387437434924e-08
175.7	1.9372850763388896e-08	1.3698674145707272e-08
177.1	1.90688265605859e-08	1.348369657026044e-08
178.5	1.8743579731808366e-08	1.3253712332072424e-08
179.2	1.8587486769061357e-08	1.3143337939618514e-08
179.9	1.846784590259632e-08	1.3058739071634054e-08
180.6	1.832576586422612e-08	1.295827331303124e-08
181.29999999999998	1.819228007049871e-08	1.2863884603094519e-08
182.0	1.8093979405830994e-08	1.2794375536512833e-08
182.7	1.796950824365398e-08	1.2706361133675296e-08
183.4	1.7840528985974232e-08	1.2615159025937539e-08
184.1	1.774567046469154e-08	1.2548083922285218e-08
184.79999999999998	1.7638078955136057e-08	1.247200523628044e-08
185.5	1.7574924214999924e-08	1.2427348091266105e-08
186.2	1.751629176863543e-08	1.2385888690844214e-08
186.9	1.7453900258257765e-08	1.2341771230767698e-08
187.6	1.7386673489155433e-08	1.2294234726458177e-08
188.29999999999998	1.732631348145166e-08	1.2251553755698366e-08

tau (s)	adev [BV I+]	adev err [BV I+]
0.7	4.171564701981257e-09	1.475793503825794e-10
1.4	3.3166266351334366e-09	1.6603901040005004e-10
2.8	3.255014871152564e-09	2.3074188641826828e-10
3.5	3.0334779934901013e-09	2.405704532978419e-10
4.2	3.3750823461467274e-09	2.9376321173733975e-10
5.6	4.304376634507889e-09	4.326061288798609e-10
6.3	4.419071251161451e-09	4.737741680711528e-10
7.0	4.643170424075982e-09	5.223974866065443e-10
7.7	4.97245273710237e-09	5.901215704628915e-10
9.1	5.8251418217127604e-09	7.520225754929951e-10
10.5	6.254524238518092e-09	8.673464556003595e-10
11.2	6.624852911960754e-09	9.464075588515362e-10
11.9	6.871652866553032e-09	1.0131699406619853e-09
12.6	7.054329060367105e-09	1.07577509636173e-09
13.299999999999999	7.4429496279771505e-09	1.1623934429485926e-09
14.0	7.542516681437629e-09	1.20776927124268e-09
14.7	7.788719162407483e-09	1.2804575427056209e-09
15.4	7.726189911019133e-09	1.3059644552276717e-09
16.099999999999998	8.096129476669277e-09	1.4093552416124183e-09
17.5	8.536363236188956e-09	1.5331760972459752e-09
18.2	8.961696340502226e-09	1.664145232589609e-09
18.9	8.644598031616401e-09	1.633675469698248e-09
19.599999999999998	8.932950079404747e-09	1.7191470443339397e-09
21.0	9.478977631715472e-09	1.8957955263430946e-09
21.7	9.838541602160535e-09	2.0082838948698176e-09
22.4	9.398691043088342e-09	1.9184997754694187e-09
23.099999999999998	1.0265859893743936e-08	2.140579760536041e-09
23.8	9.15644535241372e-09	1.952160708405605e-09
24.5	1.014186220921859e-08	2.2131357743598217e-09
25.2	1.02331223204543e-08	2.23305036329638e-09
25.9	1.0418928924155743e-08	2.329743332715099e-09
26.599999999999998	1.063133518472812e-08	2.377238816463736e-09
27.3	1.0652757979095536e-08	2.4439102895196847e-09
28.0	1.0537574638320874e-08	2.4174854188662025e-09
28.7	1.0930031866297947e-08	2.5762332170814448e-09
29.4	1.1451323527105537e-08	2.6991028398591263e-09
30.099999999999998	1.1186631671879277e-08	2.713156704590479e-09
30.8	1.127238802695892e-08	2.733955675770558e-09
31.5	1.2146410444492269e-08	3.036602611123067e-09
32.9	1.0785038884055842e-08	2.6962597210139604e-09
34.3	1.13880299218038e-08	2.9403766822171913e-09
35.0	1.1273834471371528e-08	2.9108915437014015e-09
36.4	1.2432390340005146e-08	3.3226960822098035e-09
37.8	1.273239732836335e-08	3.5313316482303668e-09
38.5	1.272778311993355e-08	3.5300518970696494e-09
39.9	1.2290146666697125e-08	3.4086733838268706e-09
41.3	1.1558681996543483e-08	3.3367040810908306e-09
42.0	1.1798255158782096e-08	3.405862895945367e-09
43.4	1.336946651769836e-08	4.031045826038624e-09
44.8	1.3654464132462599e-08	4.116975840067645e-09
45.5	1.340961663623387e-08	4.043151542263222e-09
46.199999999999996	1.3284868481525343e-08	4.005538558403459e-09
46.9	1.3544035733819789e-08	4.283000162958056e-09
47.6	1.3608703115628555e-08	4.3034497846415994e-09
48.3	1.393971009495285e-08	4.408123382249303e-09
49.0	1.3938769050626062e-08	4.40782579790412e-09
49.699999999999996	1.3482597507334018e-08	4.2635716898484236e-09
50.4	1.2805473224764899e-08	4.049446190655837e-09
51.1	1.2109179928925228e-08	4.036393309641742e-09
51.8	1.1525310041293604e-08	3.8417700137645344e-09
52.5	1.1312871922348826e-08	3.770957307449608e-09
53.199999999999996	1.112057670384207e-08	3.70685890128069e-09
53.9	1.1088127240208133e-08	3.696042413402711e-09
54.6	1.1295990600790701e-08	3.765330200263567e-09
55.3	1.1832742591605783e-08	3.9442475305352606e-09
56.0	1.234265226355893e-08	4.11421742118631e-09
56.699999999999996	1.2912287392404903e-08	4.565182987899535e-09
57.4	1.3025202762131047e-08	4.605104599716306e-09
58.1	1.3013582184648012e-08	4.600996105146527e-09
58.8	1.315644987197029e-08	4.651507460405539e-09
60.199999999999996	1.3414976319286416e-08	4.742910362412188e-09
60.9	1.3691070600842206e-08	4.840524431779651e-09
61.6	1.399965214921909e-08	4.949624484482821e-09
62.3	1.4836166071417685e-08	5.607543690660762e-09
63.699999999999996	1.5080370884776324e-08	5.699844434248176e-09
65.1	1.5202056808717284e-08	5.745837390363162e-09
65.8	1.5197240830368617e-08	5.744017121644585e-09
66.5	1.517365225489324e-08	5.7351014781459956e-09
67.2	1.5086519178804606e-08	5.702168270960482e-09
68.6	1.469937180124929e-08	5.555840316425883e-09
69.3	1.4517101669867056e-08	5.486948682272674e-09
70.0	1.438909559448937e-08	5.438566933450568e-09
70.7	1.4613053676628664e-08	5.965754181940321e-09
72.1	1.4129697861007317e-08	5.76842499652714e-09
72.8	1.4022468156540697e-08	5.724648652991697e-09
73.5	1.394901510428499e-08	5.6946615699789516e-09
74.2	1.3921798244423502e-08	5.683550333468705e-09
75.6	1.3747142004595643e-08	5.6122472221401346e-09
76.3	1.3498881963048472e-08	5.510895484588014e-09
77.0	1.3315770694878089e-08	5.436140622392786e-09
77.7	1.3135208559265332e-08	5.362426439206373e-09
79.1	1.293751545011161e-08	5.2817185653578805e-09
79.8	1.2717220877599266e-08	5.191783682731248e-09
80.5	1.3157193937408486e-08	5.884076007438697e-09
81.2	1.2811847281340984e-08	5.729632287684862e-09
82.6	1.2210521215295783e-08	5.460711095620943e-09
83.3	1.1980516449555247e-08	5.357849837351992e-09
84.0	1.1663951338108282e-08	5.216277615651951e-09
84.7	1.1273167942794677e-08	5.041513968372071e-09
86.1	1.0380083729002168e-08	4.64211456603767e-09
86.8	1.0024219650714987e-08	4.482967312077582e-09
87.5	9.77399779595153e-09	4.371064696736148e-09
88.2	9.60652191682921e-09	4.296167206674339e-09
89.6	9.488437975893058e-09	4.243358462877477e-09
90.3	9.487881565450498e-09	4.243109628562886e-09
91.0	9.522158329769072e-09	4.258438663575901e-09
91.7	9.585767909893751e-09	4.286885732611701e-09
92.39999999999999	9.711375196879616e-09	4.343059019045644e-09
93.1	9.832391074548728e-09	4.397178964810631e-09
93.8	1.0916504355312992e-08	5.458252177656496e-09
94.5	1.1091510147230695e-08	5.545755073615347e-09
95.2	1.1265349974232152e-08	5.632674987116076e-09
95.89999999999999	1.1437683265434949e-08	5.7188416327174745e-09
96.6	1.162470913996628e-08	5.81235456998314e-09
97.3	1.181506790675262e-08	5.90753395337631e-09
98.0	1.2029894392616144e-08	6.014947196308072e-09
98.7	1.2194708531239616e-08	6.097354265619808e-09
99.39999999999999	1.2372240594904482e-08	6.186120297452241e-09
100.1	1.2488686089072826e-08	6.244343044536413e-09
100.8	1.2616332496581744e-08	6.308166248290872e-09
101.5	1.2625603148144538e-08	6.312801574072269e-09
102.2	1.2609151161614221e-08	6.304575580807111e-09
102.89999999999999	1.2596075345511583e-08	6.2980376727557916e-09
103.6	1.2608554880448725e-08	6.304277440224363e-09
104.3	1.2631746198086227e-08	6.3158730990431135e-09
105.0	1.2677822012084676e-08	6.338911006042338e-09
105.7	1.2728955931984894e-08	6.364477965992447e-09
106.39999999999999	1.2768364179380772e-08	6.384182089690386e-09
107.1	1.280518741719295e-08	6.402593708596475e-09
107.8	1.2867125356300802e-08	6.433562678150401e-09
108.5	1.2956394591959993e-08	6.478197295979997e-09
109.2	1.307953301160025e-08	6.539766505800125e-09
109.89999999999999	1.3201444854503691e-08	6.600722427251846e-09
110.6	1.3361668652396498e-08	6.680834326198249e-09
111.3	1.3517620365181732e-08	6.758810182590866e-09
112.0	1.3652023970747995e-08	6.8260119853739974e-09
