f (Hz)	psd [BVD]
0.0	1.7616123428796965e-18
0.0004761904761904762	2.6558830079111917e-16
0.0009523809523809524	2.9118244856964345e-16
0.0014285714285714286	1.375854556349005e-17
0.0019047619047619048	8.080416779461428e-18
0.002380952380952381	1.6201415958037156e-16
0.002857142857142857	7.203234967066214e-17
0.003333333333333333	2.6346129350894305e-16
0.0038095238095238095	2.0688378411097186e-16
0.004285714285714286	4.3622674796827314e-17
0.004761904761904762	2.8132687043989764e-18
0.005238095238095238	9.838762651571097e-17
0.005714285714285714	2.198130045980148e-16
0.006190476190476191	6.249338627738431e-17
0.006666666666666666	1.1632431029876418e-17
0.007142857142857143	1.2041903235632688e-17
0.007619047619047619	1.2373103128559538e-16
0.008095238095238095	2.417571509300821e-16
0.008571428571428572	1.8008203826646024e-19
0.009047619047619047	2.6906282017346382e-17
0.009523809523809525	8.910415437070892e-17
0.01	1.4295187773336472e-16
0.010476190476190476	1.7997336508003694e-17
0.010952380952380953	5.722080817330635e-17
0.011428571428571429	8.102127190173096e-17
0.011904761904761904	1.070009824968535e-16
0.012380952380952381	1.6670493816107908e-17
0.012857142857142857	2.4246478203894705e-17
0.013333333333333332	1.7156392989560957e-16
0.01380952380952381	9.476243374029019e-17
0.014285714285714285	2.62043215526848e-16
0.014761904761904763	3.4367808219126493e-17
0.015238095238095238	2.323391438129572e-17
0.015714285714285715	1.995294384752693e-16
0.01619047619047619	2.6344528857267036e-16
0.016666666666666666	5.09655511167848e-16
0.017142857142857144	5.66537009509352e-17
0.017619047619047618	3.970949747949039e-16
0.018095238095238095	2.518646473527046e-16
0.018571428571428572	1.0660990601517884e-17
0.01904761904761905	6.023320771141573e-17
0.019523809523809523	1.4191554523161655e-16
0.02	1.5761415596841625e-16
0.020476190476190478	1.6256786831392695e-16
0.02095238095238095	4.900042464677243e-17
0.02142857142857143	7.025568475493921e-17
0.021904761904761906	9.866761252618085e-17
0.02238095238095238	4.0989052407509746e-16
0.022857142857142857	1.1528047464618305e-16
0.023333333333333334	1.0560995542605841e-16
0.023809523809523808	4.470935240453269e-17

f (Hz)	psd [BV I-]
0.0	4.61411769161401e-15
