f (Hz)	psd [BVD]
0.0	2.0358158149673817e-17
0.0004761904761904762	4.65773056534917e-17
0.0009523809523809524	4.0711513046806405e-17
0.0014285714285714286	1.9822628774695813e-16
0.0019047619047619048	2.5387575418131495e-16
0.002380952380952381	7.898375011427355e-17
0.002857142857142857	1.5617195343237837e-17
0.003333333333333333	1.857568631086191e-17
0.0038095238095238095	3.4612395569765885e-17
0.004285714285714286	8.55696252269474e-19
0.004761904761904762	8.762499701456234e-18
0.005238095238095238	5.5338651948032397e-17
0.005714285714285714	9.480537228632726e-17
0.006190476190476191	1.1961268864138275e-16
0.006666666666666666	6.978710075714791e-17
0.007142857142857143	1.21760577860482e-16
0.007619047619047619	2.35176882226632e-16
0.008095238095238095	9.156622550201455e-16
0.008571428571428572	5.368245553867235e-16
0.009047619047619047	1.4892907932948537e-16
0.009523809523809525	5.502900680177458e-17
0.01	6.01609333833498e-17
0.010476190476190476	3.8576049404112403e-16
0.010952380952380953	6.572112934668634e-16
0.011428571428571429	2.6376182926343494e-16
0.011904761904761904	8.407663857065722e-17
0.012380952380952381	8.957827081164579e-17
0.012857142857142857	5.3020481646127326e-17
0.013333333333333332	8.882925475970632e-16
0.01380952380952381	6.234349563817038e-16
0.014285714285714285	1.7471713423254972e-17
0.014761904761904763	3.1489675825769315e-16
0.015238095238095238	3.167272030107027e-16
0.015714285714285715	3.4738256877814298e-16
0.01619047619047619	3.1197902703787376e-16
0.016666666666666666	2.8116976893641447e-16
0.017142857142857144	3.0142472672791004e-16
0.017619047619047618	1.64530242078254e-16
0.018095238095238095	3.9814867813097785e-16
0.018571428571428572	3.3994274938037047e-16
0.01904761904761905	3.897148075588287e-17
0.019523809523809523	5.045024704771585e-17
0.02	5.712731303438596e-16
0.020476190476190478	6.320115482108877e-16
0.02095238095238095	3.722503334297526e-17
0.02142857142857143	2.2995751872512253e-16
0.021904761904761906	9.268562092066648e-17
0.02238095238095238	1.4721902596221746e-16
0.022857142857142857	4.543519483104879e-16
0.023333333333333334	1.2648426960282846e-16
0.023809523809523808	2.1430877124024353e-17

f (Hz)	psd [BV I-]
0.0	5.739103419709575e-15
0.0070721357850070735	1.767941777572571e-14
0.014144271570014147	5.006118975807064e-15
0.02121640735502122	3.3741045199151e-15
0.028288543140028294	1.559372609340813e-15
0.03536067892503537	9.54173475286167e-16
0.04243281471004244	5.210620913696774e-16
0.049504950495049514	1.1581881457889902e-15
0.05657708628005659	2.0438559348904473e-15
0.06364922206506365	1.7028342339907372e-15
0.07072135785007073	5.842943841195572e-17
0.07779349363507782	1.853293086650418e-16
0.08486562942008488	1.2079013251943454e-16
0.09193776520509195	1.0351629288365763e-16
0.09900990099009903	9.410864649620874e-17
0.10608203677510611	1.1806791374121026e-16
0.11315417256011318	9.693672214732436e-17
0.12022630834512024	2.2788126885406957e-16
0.1272984441301273	3.9914224006833946e-17
0.1343705799151344	9.703073072755966e-18
0.14144271570014147	1.5068239837387539e-16
0.14851485148514854	4.999848400984224e-16
0.15558698727015563	4.283919789965115e-16
0.1626591230551627	1.1243680524087877e-16
0.16973125884016976	5.67415276292062e-17
0.17680339462517683	4.66488662423647e-18
0.1838755304101839	3.333144607249805e-17
0.190947666195191	3.708453925951652e-17
0.19801980198019806	3.8048833757910645e-17
0.20509193776520512	5.175970621626474e-17
0.21216407355021222	3.374854699126518e-17
0.21923620933521928	3.2305523872546004e-17
0.22630834512022635	9.746804697254286e-19
0.23338048090523342	3.975585239644795e-17
0.24045261669024048	4.667162243853419e-17
0.24752475247524758	1.0538041495745429e-17
0.2545968882602546	3.0437692703441676e-18
0.2616690240452617	5.039164756742555e-17
0.2687411598302688	5.626778959645599e-17
0.27581329561527584	4.670142218141187e-18
0.28288543140028294	1.4150051913545386e-17
0.28995756718529003	8.87109334975305e-18
0.29702970297029707	1.8567715837603466e-18
0.30410183875530417	4.071406361182886e-18
0.31117397454031126	1.3663268324757025e-18
0.3182461103253183	1.6309357435342448e-17
0.3253182461103254	7.932107655885235e-18
0.33239038189533243	3.9830542993612715e-20
0.3394625176803395	1.6410889840842213e-18
0.3465346534653466	3.715220155119453e-18
0.35360678925035366	1.0757179733415656e-17
0.36067892503536075	1.0715359299850866e-19
0.3677510608203678	5.4626511502892956e-18
0.3748231966053749	4.568675386547529e-18
0.381895332390382	1.0964055806358462e-18
0.388967468175389	7.2100612547319e-19
0.3960396039603961	5.257468026121829e-19
0.4031117397454032	2.1579325673838366e-18
0.41018387553041025	1.1137950972370299e-17
0.41725601131541734	7.172816937590083e-18
0.42432814710042444	1.0073130381045883e-17
0.4314002828854315	7.793928719340862e-18
0.43847241867043857	8.958067988478346e-18
0.4455445544554456	1.69019078657512e-17
0.4526166902404527	1.5412928988432435e-17
0.4596888260254598	2.047821187613092e-18
0.46676096181046683	3.721280140402538e-18
0.47383309759547393	1.93710301952679e-17
0.48090523338048097	2.174256940145295e-17
0.48797736916548806	1.0405325129251471e-17
0.49504950495049516	7.751375509944776e-18
0.5021216407355023	8.36142486922022e-18
0.5091937765205092	2.856936581710297e-17
0.5162659123055163	4.132099597040197e-17
0.5233380480905234	6.1340350398483754e-18
0.5304101838755305	3.0927156871327865e-18
0.5374823196605376	1.1970153441975892e-18
0.5445544554455447	4.390159905802104e-19
0.5516265912305517	4.2108883466794096e-19
0.5586987270155588	1.7922722608038664e-17
0.5657708628005659	3.672579929583148e-17
0.572842998585573	2.4965268299874304e-17
0.5799151343705801	5.965868889547716e-18
0.586987270155587	1.8988171481731047e-18
0.5940594059405941	1.899583006470817e-17
0.6011315417256012	8.740766773599504e-18
0.6082036775106083	5.418178963697395e-18
0.6152758132956154	7.146603691215382e-18
0.6223479490806225	8.035592327644353e-18
0.6294200848656295	2.1739844609811786e-18
0.6364922206506366	1.0983988244533298e-18
0.6435643564356437	8.255440570824178e-18
0.6506364922206508	3.136486966892842e-17
0.6577086280056579	1.8513656852226977e-17
0.6647807637906649	2.4661768722376413e-17
0.671852899575672	1.3459730648623583e-17
0.678925035360679	1.5473138147632845e-17
0.6859971711456861	1.876757298706579e-18
0.6930693069306932	4.235491058627693e-18
0.7001414427157002	3.627697334723253e-18
0.7072135785007073	5.609105800316252e-18
0.7142857142857144	2.0821583114678754e-17

f (Hz)	psd [BV I+]
0.0	5.00781721635525e-15
0.007142857142857143	1.686078690254528e-14
0.014285714285714285	4.6326889860058325e-15
0.02142857142857143	2.990963441374172e-15
0.02857142857142857	1.1724442707356635e-15
0.03571428571428571	8.932661263481541e-16
0.04285714285714286	4.892549225648473e-16
0.049999999999999996	1.0726263083913112e-15
0.05714285714285714	1.8922649876592087e-15
0.06428571428571428	1.3991008800208431e-15
0.07142857142857142	1.2443992592372359e-17
0.07857142857142857	2.407235726833692e-16
0.08571428571428572	1.5525135346947612e-16
0.09285714285714286	1.3888000328940017e-16
0.09999999999999999	7.249466422149615e-17
0.10714285714285714	4.6988053197527384e-17
0.11428571428571428	1.6554331114089604e-16
0.12142857142857143	3.9726463581755136e-16
0.12857142857142856	9.896307195868368e-17
0.1357142857142857	2.7662352351550165e-17
0.14285714285714285	1.9343757056157525e-16
0.15	4.754878998037018e-16
0.15714285714285714	4.34609165191044e-16
0.16428571428571428	1.8270010728332367e-16
0.17142857142857143	6.024440847323697e-17
0.17857142857142858	1.5531851456697643e-18
0.18571428571428572	4.3325156380838796e-17
0.19285714285714284	3.283975524917579e-17
0.19999999999999998	1.0907087328038306e-16
0.20714285714285713	6.387912144842211e-17
0.21428571428571427	5.182573278128703e-18
0.22142857142857142	2.7474666713016463e-18
0.22857142857142856	2.6068595958349037e-17
0.2357142857142857	6.128349995863544e-17
0.24285714285714285	1.8824437007663903e-17
0.25	2.5571697749189526e-18
0.2571428571428571	3.811848186556771e-17
0.2642857142857143	2.6328265526091802e-17
0.2714285714285714	4.639647268448417e-18
0.2785714285714286	5.747090010439631e-18
0.2857142857142857	5.014145149366683e-18
0.29285714285714287	1.5097596868010675e-18
0.3	1.980779641101197e-17
0.3071428571428571	1.720484905006046e-17
0.3142857142857143	1.1670595440710974e-18
0.3214285714285714	1.7919053584860093e-19
0.32857142857142857	5.833468984953954e-19
0.3357142857142857	1.3275539508468201e-18
0.34285714285714286	8.08574279236007e-18
0.35	1.3361327815032875e-20
0.35714285714285715	7.007185135035557e-18
0.36428571428571427	2.4318179458493867e-18
0.37142857142857144	1.4307004341526147e-17
0.37857142857142856	1.7434569797155836e-17
0.3857142857142857	1.2058455393886004e-17
0.39285714285714285	1.0358463196403159e-17
0.39999999999999997	4.951288387123146e-19
0.40714285714285714	1.082459644236989e-17
0.41428571428571426	3.923639107063974e-18
0.42142857142857143	4.443885409858712e-19
0.42857142857142855	9.82310353571904e-18
0.4357142857142857	3.3665835050174985e-17
