start date: 	2018-03-09
start time: 	15.20.43
stop date: 	2018-03-09
stop time: 	15.56.12
com rel. humid (%):	33.6
com temp (°C):	28.56
cn temp (°C):	31.53
nv temp (°C):	35.22
remarks: 	QHR Red, Squid Feedin on I1, low resistor on I1, Ramp time = 2.02s
R1 Info: 	1218
R2 Info: 	GaAs 8
data filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2018-03-09_CCC\180309_003_1520.txt
config filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2018-03-09_CCC\180309_003_1520_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	42
number of samples per half cycle: 	15
ignored first samples: 	7
ignored last samples: 	0
amplifier gain: 	100000
delta N1/NA (mTurns): 	0.777244568
delta (I2*R2) (V): 	2.0001

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
24	7.982143E-9	9.736161E-9	5.673854E-10
25	5.550000E-9	9.568714E-9	5.693948E-10
26	6.578571E-9	9.453709E-9	5.590147E-10
27	1.060714E-8	9.496429E-9	5.396058E-10
28	9.010714E-9	9.479082E-9	5.202665E-10
29	1.148571E-8	9.548276E-9	5.067521E-10
30	5.367857E-9	9.408929E-9	5.090142E-10
31	8.153571E-9	9.368433E-9	4.939833E-10
32	6.096429E-9	9.266183E-9	4.891047E-10
33	9.771429E-9	9.281494E-9	4.742989E-10
34	9.321429E-9	9.282668E-9	4.601390E-10
35	4.596429E-9	9.148776E-9	4.664294E-10
36	8.389286E-9	9.127679E-9	4.537786E-10
37	7.596429E-9	9.086293E-9	4.432800E-10
38	5.142857E-9	8.982519E-9	4.437616E-10
39	8.228571E-9	8.963187E-9	4.326655E-10
40	1.103571E-8	9.015000E-9	4.248812E-10
41	5.528571E-9	8.929965E-9	4.230236E-10
42	7.778571E-9	8.902551E-9	4.137379E-10
43	8.325000E-9	8.889120E-9	4.042248E-10
44	6.278571E-9	8.829789E-9	3.993628E-10
45	7.028571E-9	8.789762E-9	3.924338E-10
46	6.589286E-9	8.741925E-9	3.867775E-10
47	4.521429E-9	8.652128E-9	3.889661E-10
48	8.625000E-9	8.651563E-9	3.807768E-10
49	1.024286E-8	8.684038E-9	3.743363E-10
50	5.667857E-9	8.623714E-9	3.717008E-10
51	4.296429E-9	8.538866E-9	3.740892E-10
52	7.960714E-9	8.527747E-9	3.669931E-10
53	5.175000E-9	8.464488E-9	3.655178E-10
54	6.889286E-9	8.435317E-9	3.598693E-10
55	7.992857E-9	8.427273E-9	3.533572E-10
56	5.550000E-9	8.375893E-9	3.507732E-10
57	9.117857E-9	8.388910E-9	3.448102E-10
58	3.728571E-9	8.308559E-9	3.482104E-10
59	3.032143E-9	8.219128E-9	3.537487E-10
60	6.342857E-9	8.187857E-9	3.492059E-10
61	1.166786E-8	8.244906E-9	3.481396E-10
62	6.814286E-9	8.221832E-9	3.432549E-10
63	4.992857E-9	8.170578E-9	3.416290E-10
64	8.925000E-9	8.182366E-9	3.364553E-10
65	7.382143E-9	8.170055E-9	3.314673E-10
66	5.410714E-9	8.128247E-9	3.290731E-10
67	8.496429E-9	8.133742E-9	3.241709E-10
68	6.460714E-9	8.109139E-9	3.203144E-10
69	8.496429E-9	8.114752E-9	3.156879E-10
70	8.110714E-9	8.114694E-9	3.111454E-10
71	6.010714E-9	8.085060E-9	3.081599E-10
72	4.585714E-9	8.036458E-9	3.077123E-10
73	4.746429E-9	7.991389E-9	3.067962E-10
74	6.942857E-9	7.977220E-9	3.029534E-10
75	2.925000E-9	7.909857E-9	3.063838E-10
76	4.285714E-9	7.862171E-9	3.060633E-10
77	6.107143E-9	7.839378E-9	3.029210E-10
78	4.682143E-9	7.798901E-9	3.017394E-10
79	6.578571E-9	7.783454E-9	2.982957E-10
80	3.385714E-9	7.728482E-9	2.996293E-10
81	9.750000E-9	7.753439E-9	2.969576E-10
82	4.542857E-9	7.714286E-9	2.959155E-10
83	2.378571E-9	7.650000E-9	2.993136E-10
84	4.875000E-9	7.616964E-9	2.975683E-10
85	7.125000E-9	7.611176E-9	2.941036E-10
86	5.775000E-9	7.589826E-9	2.914468E-10
87	4.221429E-9	7.551108E-9	2.906675E-10
88	6.021429E-9	7.533726E-9	2.878708E-10
89	4.992857E-9	7.505177E-9	2.860462E-10
90	7.596429E-9	7.506190E-9	2.828518E-10
91	3.621429E-9	7.463501E-9	2.829650E-10
92	4.650000E-9	7.432919E-9	2.815383E-10
93	6.289286E-9	7.420622E-9	2.787659E-10
94	3.975000E-9	7.383967E-9	2.782097E-10
95	6.932143E-9	7.379211E-9	2.753067E-10
96	1.082143E-9	7.313616E-9	2.802095E-10
97	2.946429E-9	7.268594E-9	2.809368E-10
98	2.989286E-9	7.224927E-9	2.814632E-10
99	1.971429E-9	7.171861E-9	2.836143E-10
100	2.475000E-9	7.124893E-9	2.846653E-10
