start date: 	2018-03-09
start time: 	17.37.40
stop date: 	2018-03-09
stop time: 	18.13.08
com rel. humid (%):	33.5
com temp (°C):	28.61
cn temp (°C):	31.59
nv temp (°C):	35.28
remarks: 	QHR Red, Squid Feedin on I1, low resistor on I1, Ramp time = 2.02s
R1 Info: 	1214
R2 Info: 	GaAs 8
data filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2018-03-09_CCC\180309_006_1737.txt
config filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2018-03-09_CCC\180309_006_1737_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	42
number of samples per half cycle: 	15
ignored first samples: 	7
ignored last samples: 	0
amplifier gain: 	100000
delta N1/NA (mTurns): 	0.176429749
delta (I2*R2) (V): 	1.0000

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	7.264286E-9	7.264286E-9	NaN
2	1.193571E-8	9.600000E-9	2.335714E-9
3	8.400000E-9	9.200000E-9	1.406599E-9
4	1.142143E-8	9.755357E-9	1.139158E-9
5	8.957143E-9	9.595714E-9	8.967134E-10
6	1.105714E-8	9.839286E-9	7.716154E-10
7	9.707143E-9	9.820408E-9	6.524072E-10
8	9.053571E-9	9.724554E-9	5.730746E-10
9	1.405714E-8	1.020595E-8	6.979816E-10
10	7.960714E-9	9.981429E-9	6.634407E-10
11	1.022143E-8	1.000325E-8	6.005012E-10
12	1.145357E-8	1.012411E-8	5.613454E-10
13	7.746429E-9	9.941209E-9	5.477976E-10
14	1.236429E-8	1.011429E-8	5.358814E-10
15	1.071429E-8	1.015429E-8	5.004795E-10
16	1.029643E-8	1.016317E-8	4.682400E-10
17	9.214286E-9	1.010735E-8	4.433624E-10
18	6.375000E-9	9.900000E-9	4.666094E-10
19	1.177500E-8	9.998684E-9	4.522660E-10
20	4.350000E-9	9.716250E-9	5.136723E-10
21	1.396071E-8	9.918367E-9	5.287544E-10
22	8.464286E-9	9.852273E-9	5.084616E-10
23	8.550000E-9	9.795652E-9	4.891400E-10
24	9.750000E-9	9.793750E-9	4.683198E-10
25	1.129286E-8	9.853714E-9	4.531812E-10
26	9.021429E-9	9.821703E-9	4.365776E-10
27	1.027500E-8	9.838492E-9	4.204323E-10
28	1.241786E-8	9.930612E-9	4.154799E-10
29	7.564286E-9	9.849015E-9	4.091168E-10
30	9.021429E-9	9.821429E-9	3.962059E-10
31	1.149643E-8	9.875461E-9	3.870025E-10
32	1.021071E-8	9.885938E-9	3.748600E-10
33	9.814286E-9	9.883766E-9	3.633296E-10
34	9.096429E-9	9.860609E-9	3.532413E-10
35	1.156071E-8	9.909184E-9	3.464226E-10
36	7.917857E-9	9.853869E-9	3.411762E-10
37	6.021429E-9	9.750290E-9	3.476175E-10
38	1.104643E-8	9.784398E-9	3.400610E-10
39	1.122857E-8	9.821429E-9	3.332902E-10
40	9.203571E-9	9.805982E-9	3.252182E-10
41	7.896429E-9	9.759408E-9	3.205880E-10
42	1.160357E-8	9.803316E-9	3.159280E-10
43	8.571429E-9	9.774668E-9	3.098208E-10
44	1.157143E-8	9.815503E-9	3.054395E-10
45	7.082143E-9	9.754762E-9	3.046907E-10
46	1.003929E-8	9.760947E-9	2.980576E-10
47	1.126071E-8	9.792857E-9	2.933875E-10
48	9.996429E-9	9.797098E-9	2.872415E-10
49	1.220357E-8	9.846210E-9	2.855731E-10
50	1.084286E-8	9.866143E-9	2.805125E-10
51	9.932143E-9	9.867437E-9	2.749603E-10
52	1.292143E-8	9.926168E-9	2.759431E-10
53	6.310714E-9	9.857951E-9	2.791499E-10
54	9.835714E-9	9.857540E-9	2.739320E-10
55	9.567857E-9	9.852273E-9	2.689569E-10
56	1.298571E-8	9.908227E-9	2.699726E-10
57	1.392857E-8	9.978759E-9	2.744133E-10
58	4.821429E-9	9.889840E-9	2.839237E-10
59	7.392857E-9	9.847518E-9	2.822608E-10
60	1.070357E-8	9.861786E-9	2.778831E-10
61	1.224643E-8	9.900878E-9	2.760715E-10
62	6.846429E-9	9.851613E-9	2.760145E-10
63	1.276071E-8	9.897789E-9	2.754953E-10
64	6.867857E-9	9.850446E-9	2.752584E-10
65	6.032143E-9	9.791703E-9	2.772845E-10
66	1.072500E-8	9.805844E-9	2.734168E-10
67	1.126071E-8	9.827559E-9	2.701790E-10
68	8.196429E-9	9.803571E-9	2.672548E-10
69	8.753571E-9	9.788354E-9	2.637924E-10
70	1.088571E-8	9.804031E-9	2.604688E-10
71	5.903571E-9	9.749095E-9	2.625849E-10
72	9.246429E-9	9.742113E-9	2.590064E-10
73	1.402500E-8	9.800783E-9	2.620849E-10
74	1.062857E-8	9.811969E-9	2.587609E-10
75	1.376786E-8	9.864714E-9	2.606793E-10
76	5.303571E-9	9.804699E-9	2.641349E-10
77	1.067143E-8	9.815955E-9	2.609249E-10
78	1.554643E-8	9.889423E-9	2.678313E-10
79	1.121786E-8	9.906239E-9	2.649535E-10
80	9.439286E-9	9.900402E-9	2.616857E-10
81	1.291071E-8	9.937566E-9	2.610934E-10
82	6.353571E-9	9.893859E-9	2.615672E-10
83	1.030714E-8	9.898838E-9	2.584445E-10
84	9.921429E-9	9.899107E-9	2.553494E-10
85	1.197857E-8	9.923571E-9	2.535106E-10
86	1.063929E-8	9.931894E-9	2.506837E-10
87	1.172143E-8	9.952463E-9	2.486378E-10
88	1.245000E-8	9.980844E-9	2.474292E-10
89	9.985714E-9	9.980899E-9	2.446333E-10
90	1.001786E-8	9.981310E-9	2.419003E-10
91	1.264286E-8	1.001056E-8	2.410085E-10
92	1.271786E-8	1.003998E-8	2.401840E-10
93	6.964286E-9	1.000691E-8	2.398781E-10
94	9.064286E-9	9.996884E-9	2.375242E-10
95	6.975000E-9	9.965075E-9	2.371537E-10
96	1.271786E-8	9.993750E-9	2.364157E-10
97	9.953571E-9	9.993336E-9	2.339661E-10
98	1.092857E-8	1.000288E-8	2.317630E-10
99	8.785714E-9	9.990584E-9	2.297392E-10
100	1.248214E-8	1.001550E-8	2.287909E-10
