15	9.546429E-9	7.320000E-9	4.999974E-10	1.357718E+0	1.000001355E+2	1.355491E+0	1.936484E-3	4.999981E-4
16	1.050000E-8	7.518750E-9	5.081823E-10	1.358671E+0	1.000001356E+2	1.355690E+0	2.032732E-3	5.081830E-4
17	5.732143E-9	7.413656E-9	4.887861E-10	1.353904E+0	1.000001356E+2	1.355585E+0	2.015320E-3	4.887868E-4
18	1.029643E-8	7.573810E-9	4.878683E-10	1.358468E+0	1.000001356E+2	1.355745E+0	2.069853E-3	4.878689E-4
19	5.935714E-9	7.487594E-9	4.694617E-10	1.354107E+0	1.000001356E+2	1.355659E+0	2.046339E-3	4.694624E-4
20	5.153571E-9	7.370893E-9	4.604064E-10	1.353325E+0	1.000001356E+2	1.355542E+0	2.059003E-3	4.604070E-4
21	9.096429E-9	7.453061E-9	4.455757E-10	1.357268E+0	1.000001356E+2	1.355625E+0	2.041887E-3	4.455763E-4
22	7.746429E-9	7.466396E-9	4.250490E-10	1.355918E+0	1.000001356E+2	1.355638E+0	1.993659E-3	4.250495E-4
23	1.069286E-8	7.606677E-9	4.296920E-10	1.358864E+0	1.000001356E+2	1.355778E+0	2.060733E-3	4.296926E-4
24	6.653571E-9	7.566965E-9	4.133111E-10	1.354825E+0	1.000001356E+2	1.355738E+0	2.024805E-3	4.133117E-4
25	1.102500E-8	7.705286E-9	4.198724E-10	1.359196E+0	1.000001356E+2	1.355877E+0	2.099365E-3	4.198729E-4
26	5.175000E-9	7.607967E-9	4.149732E-10	1.353346E+0	1.000001356E+2	1.355779E+0	2.115959E-3	4.149738E-4
27	5.967857E-9	7.547223E-9	4.039021E-10	1.354139E+0	1.000001356E+2	1.355719E+0	2.098740E-3	4.039027E-4
28	7.232143E-9	7.535970E-9	3.893725E-10	1.355404E+0	1.000001356E+2	1.355707E+0	2.060368E-3	3.893730E-4
29	6.289286E-9	7.492981E-9	3.781574E-10	1.354461E+0	1.000001356E+2	1.355664E+0	2.036443E-3	3.781580E-4
30	4.457143E-9	7.391786E-9	3.790908E-10	1.352629E+0	1.000001356E+2	1.355563E+0	2.076369E-3	3.790913E-4
31	7.446429E-9	7.393549E-9	3.666625E-10	1.355618E+0	1.000001356E+2	1.355565E+0	2.041493E-3	3.666630E-4
32	1.021071E-8	7.481585E-9	3.657720E-10	1.358382E+0	1.000001356E+2	1.355653E+0	2.069122E-3	3.657725E-4
33	1.055357E-8	7.574675E-9	3.665332E-10	1.358725E+0	1.000001356E+2	1.355746E+0	2.105576E-3	3.665337E-4
34	5.592857E-9	7.516387E-9	3.603351E-10	1.353764E+0	1.000001356E+2	1.355688E+0	2.101100E-3	3.603356E-4
35	5.710714E-9	7.464796E-9	3.536715E-10	1.353882E+0	1.000001356E+2	1.355636E+0	2.092351E-3	3.536719E-4
36	9.642857E-9	7.525298E-9	3.489912E-10	1.357814E+0	1.000001356E+2	1.355697E+0	2.093950E-3	3.489917E-4
37	1.148571E-8	7.632336E-9	3.559052E-10	1.359657E+0	1.000001356E+2	1.355804E+0	2.164890E-3	3.559057E-4
38	5.657143E-9	7.580357E-9	3.502907E-10	1.353829E+0	1.000001356E+2	1.355752E+0	2.159340E-3	3.502911E-4
39	7.317857E-9	7.573626E-9	3.412570E-10	1.355489E+0	1.000001356E+2	1.355745E+0	2.131152E-3	3.412575E-4
40	8.892857E-9	7.606607E-9	3.342473E-10	1.357064E+0	1.000001356E+2	1.355778E+0	2.113969E-3	3.342478E-4
41	6.171429E-9	7.571603E-9	3.278670E-10	1.354343E+0	1.000001356E+2	1.355743E+0	2.099376E-3	3.278674E-4
42	5.764286E-9	7.528571E-9	3.228460E-10	1.353936E+0	1.000001356E+2	1.355700E+0	2.092284E-3	3.228465E-4
43	8.014286E-9	7.539867E-9	3.154509E-10	1.356186E+0	1.000001356E+2	1.355711E+0	2.068553E-3	3.154513E-4
44	5.078571E-9	7.483929E-9	3.132335E-10	1.353250E+0	1.000001356E+2	1.355655E+0	2.077759E-3	3.132340E-4
45	5.250000E-9	7.434286E-9	3.101919E-10	1.353421E+0	1.000001356E+2	1.355606E+0	2.080833E-3	3.101923E-4
46	6.621429E-9	7.416615E-9	3.038878E-10	1.354793E+0	1.000001356E+2	1.355588E+0	2.061070E-3	3.038882E-4
47	9.803571E-9	7.467401E-9	3.016577E-10	1.357975E+0	1.000001356E+2	1.355639E+0	2.068064E-3	3.016581E-4
48	7.167857E-9	7.461161E-9	2.953722E-10	1.355339E+0	1.000001356E+2	1.355633E+0	2.046402E-3	2.953726E-4
49	9.900000E-9	7.510933E-9	2.935320E-10	1.358071E+0	1.000001356E+2	1.355682E+0	2.054727E-3	2.935324E-4
50	7.575000E-9	7.512214E-9	2.876043E-10	1.355746E+0	1.000001356E+2	1.355684E+0	2.033672E-3	2.876047E-4
51	6.257143E-9	7.487605E-9	2.829807E-10	1.354429E+0	1.000001356E+2	1.355659E+0	2.020889E-3	2.829810E-4
52	6.032143E-9	7.459615E-9	2.788934E-10	1.354204E+0	1.000001356E+2	1.355631E+0	2.011132E-3	2.788938E-4
53	4.403571E-9	7.401954E-9	2.795912E-10	1.352575E+0	1.000001356E+2	1.355573E+0	2.035457E-3	2.795915E-4
54	8.689286E-9	7.425794E-9	2.753984E-10	1.356861E+0	1.000001356E+2	1.355597E+0	2.023760E-3	2.753988E-4
55	6.664286E-9	7.411948E-9	2.706992E-10	1.354836E+0	1.000001356E+2	1.355583E+0	2.007561E-3	2.706995E-4
56	7.060714E-9	7.405676E-9	2.658953E-10	1.355232E+0	1.000001356E+2	1.355577E+0	1.989781E-3	2.658956E-4
57	8.635714E-9	7.427256E-9	2.620787E-10	1.356807E+0	1.000001356E+2	1.355599E+0	1.978654E-3	2.620791E-4
58	9.300000E-9	7.459544E-9	2.595368E-10	1.357471E+0	1.000001356E+2	1.355631E+0	1.976576E-3	2.595372E-4
59	7.757143E-9	7.464588E-9	2.551498E-10	1.355929E+0	1.000001356E+2	1.355636E+0	1.959846E-3	2.551502E-4
60	8.046429E-9	7.474286E-9	2.510487E-10	1.356218E+0	1.000001356E+2	1.355646E+0	1.944617E-3	2.510490E-4
61	1.408929E-8	7.582728E-9	2.696643E-10	1.362261E+0	1.000001356E+2	1.355754E+0	2.106148E-3	2.696647E-4
62	8.882143E-9	7.603687E-9	2.661058E-10	1.357054E+0	1.000001356E+2	1.355775E+0	2.095322E-3	2.661062E-4
63	6.310714E-9	7.583163E-9	2.626510E-10	1.354482E+0	1.000001356E+2	1.355755E+0	2.084730E-3	2.626513E-4
64	1.077857E-8	7.633092E-9	2.632918E-10	1.358950E+0	1.000001356E+2	1.355805E+0	2.106337E-3	2.632921E-4
65	7.778571E-9	7.635330E-9	2.592191E-10	1.355950E+0	1.000001356E+2	1.355807E+0	2.089894E-3	2.592195E-4
66	1.058571E-8	7.680032E-9	2.591461E-10	1.358757E+0	1.000001356E+2	1.355852E+0	2.105316E-3	2.591464E-4
67	5.132143E-9	7.642004E-9	2.580662E-10	1.353304E+0	1.000001356E+2	1.355813E+0	2.112366E-3	2.580665E-4
68	8.432143E-9	7.653624E-9	2.545082E-10	1.356604E+0	1.000001356E+2	1.355825E+0	2.098731E-3	2.545085E-4
69	5.335714E-9	7.620031E-9	2.530324E-10	1.353507E+0	1.000001356E+2	1.355792E+0	2.101847E-3	2.530327E-4
70	8.282143E-9	7.629490E-9	2.495707E-10	1.356454E+0	1.000001356E+2	1.355801E+0	2.088061E-3	2.495711E-4
71	8.550000E-9	7.642455E-9	2.463719E-10	1.356721E+0	1.000001356E+2	1.355814E+0	2.075969E-3	2.463722E-4
72	3.985714E-9	7.591667E-9	2.481783E-10	1.352157E+0	1.000001356E+2	1.355763E+0	2.105865E-3	2.481786E-4
73	8.753571E-9	7.607583E-9	2.452719E-10	1.356925E+0	1.000001356E+2	1.355779E+0	2.095607E-3	2.452723E-4
74	8.625000E-9	7.621332E-9	2.423251E-10	1.356796E+0	1.000001356E+2	1.355793E+0	2.084562E-3	2.423254E-4
75	4.853571E-9	7.584429E-9	2.419037E-10	1.353025E+0	1.000001356E+2	1.355756E+0	2.094951E-3	2.419041E-4
76	8.860714E-9	7.601222E-9	2.392896E-10	1.357032E+0	1.000001356E+2	1.355773E+0	2.086081E-3	2.392899E-4
77	1.074643E-8	7.642069E-9	2.396679E-10	1.358918E+0	1.000001356E+2	1.355814E+0	2.103080E-3	2.396682E-4
78	5.110714E-9	7.609615E-9	2.387909E-10	1.353282E+0	1.000001356E+2	1.355781E+0	2.108947E-3	2.387912E-4
79	6.375000E-9	7.593987E-9	2.362663E-10	1.354546E+0	1.000001356E+2	1.355765E+0	2.099983E-3	2.362666E-4
80	1.060714E-8	7.631652E-9	2.363151E-10	1.358779E+0	1.000001356E+2	1.355803E+0	2.113669E-3	2.363154E-4
81	6.342857E-9	7.615741E-9	2.339211E-10	1.354514E+0	1.000001356E+2	1.355787E+0	2.105293E-3	2.339214E-4
82	8.314286E-9	7.624260E-9	2.312078E-10	1.356486E+0	1.000001356E+2	1.355796E+0	2.093678E-3	2.312081E-4
83	6.814286E-9	7.614501E-9	2.286135E-10	1.354986E+0	1.000001356E+2	1.355786E+0	2.082771E-3	2.286139E-4
84	7.039286E-9	7.607653E-9	2.259793E-10	1.355211E+0	1.000001356E+2	1.355779E+0	2.071138E-3	2.259796E-4
85	9.246429E-9	7.626933E-9	2.241357E-10	1.357418E+0	1.000001356E+2	1.355798E+0	2.066432E-3	2.241360E-4
86	4.360714E-9	7.588953E-9	2.247464E-10	1.352532E+0	1.000001356E+2	1.355760E+0	2.084215E-3	2.247467E-4
87	6.300000E-9	7.574138E-9	2.226415E-10	1.354471E+0	1.000001356E+2	1.355746E+0	2.076665E-3	2.226418E-4
88	8.185714E-9	7.581088E-9	2.202067E-10	1.356357E+0	1.000001356E+2	1.355753E+0	2.065725E-3	2.202070E-4
89	1.323214E-8	7.644583E-9	2.267882E-10	1.361404E+0	1.000001356E+2	1.355816E+0	2.139519E-3	2.267886E-4
90	6.610714E-9	7.633095E-9	2.245483E-10	1.354782E+0	1.000001356E+2	1.355805E+0	2.130255E-3	2.245486E-4
91	5.850000E-9	7.613501E-9	2.229298E-10	1.354021E+0	1.000001356E+2	1.355785E+0	2.126617E-3	2.229301E-4
92	6.117857E-9	7.597244E-9	2.210918E-10	1.354289E+0	1.000001356E+2	1.355769E+0	2.120641E-3	2.210921E-4
93	3.289286E-9	7.550922E-9	2.235534E-10	1.351461E+0	1.000001356E+2	1.355722E+0	2.155874E-3	2.235537E-4
94	1.024286E-8	7.579559E-9	2.230088E-10	1.358414E+0	1.000001356E+2	1.355751E+0	2.162153E-3	2.230091E-4
95	8.667857E-9	7.591015E-9	2.209460E-10	1.356839E+0	1.000001356E+2	1.355763E+0	2.153518E-3	2.209463E-4
96	7.403571E-9	7.589062E-9	2.186411E-10	1.355575E+0	1.000001356E+2	1.355761E+0	2.142239E-3	2.186414E-4
97	1.207500E-8	7.635309E-9	2.212624E-10	1.360247E+0	1.000001356E+2	1.355807E+0	2.179185E-3	2.212627E-4
98	7.425000E-9	7.633163E-9	2.190035E-10	1.355596E+0	1.000001356E+2	1.355805E+0	2.168027E-3	2.190038E-4
99	9.042857E-9	7.647403E-9	2.172472E-10	1.357214E+0	1.000001356E+2	1.355819E+0	2.161585E-3	2.172475E-4
100	5.775000E-9	7.628679E-9	2.158773E-10	1.353946E+0	1.000001356E+2	1.355800E+0	2.158776E-3	2.158776E-4
