f (Hz)	psd [BVD]
0.0	5.605523919887434e-16
0.0004761904761904762	2.049971633429044e-15
0.0009523809523809524	1.0999180703190685e-15
0.0014285714285714286	5.536631512980203e-16
0.0019047619047619048	1.609518581273603e-16
0.002380952380952381	1.2930374264498185e-16
0.002857142857142857	9.545658770129514e-17
0.003333333333333333	3.8150077782835615e-16
0.0038095238095238095	4.262731296049774e-16
0.004285714285714286	9.264021130087694e-17
0.004761904761904762	1.4976630606306155e-16
0.005238095238095238	7.879093344803019e-16
0.005714285714285714	2.2572874797340463e-15
0.006190476190476191	1.1641912805710916e-15
0.006666666666666666	7.705250717621481e-16
0.007142857142857143	1.7288515274279636e-15
0.007619047619047619	1.884521207796089e-15
0.008095238095238095	2.6663026135201844e-15
0.008571428571428572	1.3225175236302228e-15
0.009047619047619047	7.930241828728462e-16
0.009523809523809525	2.3049487955976015e-15
0.01	1.6869058594800777e-15
0.010476190476190476	2.192223043351415e-15
0.010952380952380953	1.9008715173971418e-15
0.011428571428571429	3.466940583785598e-15
0.011904761904761904	1.0757133604852025e-16
0.012380952380952381	5.514031879366049e-16
0.012857142857142857	2.361381849778711e-16
0.013333333333333332	2.0011583291067593e-16
0.01380952380952381	9.053432579406865e-16
0.014285714285714285	3.3162151543420125e-16
0.014761904761904763	1.5077467213277219e-16
0.015238095238095238	1.435046948723503e-15
0.015714285714285715	1.8899805967639836e-15
0.01619047619047619	1.1047496273751881e-15
0.016666666666666666	3.6969847435289104e-15
0.017142857142857144	2.479919563369591e-15
0.017619047619047618	3.865782274218674e-15
0.018095238095238095	1.6268291745256613e-15
0.018571428571428572	1.0539372664474158e-16
0.01904761904761905	2.41667852985406e-16
0.019523809523809523	4.062179358520573e-16
0.02	4.946537189864846e-16
0.020476190476190478	8.463174024705345e-16
0.02095238095238095	2.4383058669924214e-16
0.02142857142857143	4.875778250520667e-15
0.021904761904761906	7.52720803834018e-15
0.02238095238095238	1.717919061340326e-15
0.022857142857142857	3.8804061325266804e-16
0.023333333333333334	1.9291734542968223e-15
