f (Hz)	psd [BVD]
0.0	2.7951534078662205e-17
0.0004761904761904762	7.150335743391783e-16
0.0009523809523809524	7.13429789267058e-18
0.0014285714285714286	1.1574238884038028e-16
0.0019047619047619048	1.2981573044843344e-16
0.002380952380952381	9.893786642565001e-17
0.002857142857142857	6.91502135085078e-17
0.003333333333333333	2.5855708999454657e-17
0.0038095238095238095	7.286321942746084e-17
0.004285714285714286	2.1607612315622348e-17
0.004761904761904762	9.371028277083631e-17
0.005238095238095238	3.5865840522978035e-20
0.005714285714285714	5.985288554796677e-17
0.006190476190476191	9.752315626550235e-17
0.006666666666666666	3.9571934517124747e-16
0.007142857142857143	4.291814381492535e-16
0.007619047619047619	8.752314833968772e-17
0.008095238095238095	1.3655155049896223e-16
0.008571428571428572	2.0451702419839143e-16
0.009047619047619047	1.945138060059891e-16
0.009523809523809525	1.9978743019329618e-17
0.01	4.966346431230293e-17
0.010476190476190476	6.752433463362598e-17
0.010952380952380953	2.0611227852430733e-16
0.011428571428571429	6.41546619750557e-16
0.011904761904761904	7.056413379736528e-16
0.012380952380952381	7.738266107247985e-17
0.012857142857142857	3.2906659763941557e-18
0.013333333333333332	1.0444987443683837e-16
0.01380952380952381	2.1621797933039232e-16
0.014285714285714285	5.351582480288657e-17
0.014761904761904763	1.2538339811735913e-16
0.015238095238095238	7.614150858641267e-16
0.015714285714285715	1.0860526047944054e-15
0.01619047619047619	4.4239101870190674e-16
0.016666666666666666	6.988498635023511e-17
0.017142857142857144	8.711149988118684e-17
0.017619047619047618	1.4595889626784966e-17
0.018095238095238095	3.321757937746952e-17
0.018571428571428572	8.725706856287969e-17
0.01904761904761905	1.9335994416225756e-16
0.019523809523809523	1.0988231144934136e-16
0.02	2.1696431275355904e-16
0.020476190476190478	1.2177858632049275e-16
0.02095238095238095	1.8933231597600503e-16
0.02142857142857143	6.508044060603923e-18
0.021904761904761906	2.1770792010179974e-16
0.02238095238095238	1.1068232445018665e-16
0.022857142857142857	3.9082194578346387e-17
0.023333333333333334	3.610834473224695e-17
0.023809523809523808	1.457716352777349e-17

f (Hz)	psd [BV I-]
0.0	4.533901058848589e-15
0.0070721357850070735	1.9209569452959416e-14
0.014144271570014147	4.6001288207048664e-15
0.02121640735502122	6.203988490430154e-16
0.028288543140028294	1.8798282273660593e-14
0.03536067892503537	1.9046563639085324e-14
0.04243281471004244	1.4358987360356475e-15
0.049504950495049514	1.1817351083330465e-16
0.05657708628005659	1.053524486780587e-15
0.06364922206506365	1.3765273976487622e-15
0.07072135785007073	2.0452591926221105e-16
0.07779349363507782	1.3713135533743777e-15
0.08486562942008488	6.262103709123577e-16
0.09193776520509195	2.6201542932796826e-16
0.09900990099009903	1.974347916908489e-16
0.10608203677510611	2.926275185806442e-16
0.11315417256011318	2.0605512321426778e-16
0.12022630834512024	1.0848294928287806e-17
0.1272984441301273	8.010457572397508e-18
0.1343705799151344	4.7928255114940926e-17
0.14144271570014147	1.8592751490812516e-17
0.14851485148514854	2.2409391576124758e-17
0.15558698727015563	6.19551653517451e-18
0.1626591230551627	1.1071242218633542e-17
0.16973125884016976	2.0731615519530908e-19
0.17680339462517683	9.346231826780237e-18
0.1838755304101839	1.3592909632560766e-17
0.190947666195191	1.8393779394115806e-17
0.19801980198019806	1.3731275998495691e-17
0.20509193776520512	4.1434443222741885e-17
0.21216407355021222	2.3188931533219987e-17
0.21923620933521928	9.328102535079054e-17
0.22630834512022635	3.0460103306529614e-17
0.23338048090523342	3.1728016833031595e-17
0.24045261669024048	3.611224384973224e-17
0.24752475247524758	1.441060530053317e-17
0.2545968882602546	2.0821853391576845e-17
0.2616690240452617	4.984757800958723e-18
0.2687411598302688	5.0626422144861585e-18
0.27581329561527584	5.870140888313621e-19
0.28288543140028294	1.6765163506830302e-18
0.28995756718529003	1.2779475301374759e-18
0.29702970297029707	1.1046708589828959e-17
0.30410183875530417	5.2600317050391116e-18
