14	1.236429E-8	1.011429E-8	5.358813E-10	1.975807E+0	1.000001974E+2	1.973557E+0	2.005088E-3	5.358824E-4
15	1.071429E-8	1.015429E-8	5.004794E-10	1.974157E+0	1.000001974E+2	1.973597E+0	1.938352E-3	5.004804E-4
16	1.029643E-8	1.016317E-8	4.682399E-10	1.973739E+0	1.000001974E+2	1.973606E+0	1.872963E-3	4.682408E-4
17	9.214286E-9	1.010735E-8	4.433623E-10	1.972657E+0	1.000001974E+2	1.973550E+0	1.828033E-3	4.433632E-4
18	6.375000E-9	9.900000E-9	4.666093E-10	1.969818E+0	1.000001973E+2	1.973343E+0	1.979660E-3	4.666102E-4
19	1.177500E-8	9.998684E-9	4.522660E-10	1.975218E+0	1.000001973E+2	1.973442E+0	1.971385E-3	4.522668E-4
20	4.350000E-9	9.716250E-9	5.136722E-10	1.967793E+0	1.000001973E+2	1.973159E+0	2.297216E-3	5.136732E-4
21	1.396071E-8	9.918367E-9	5.287542E-10	1.977404E+0	1.000001973E+2	1.973361E+0	2.423061E-3	5.287553E-4
22	8.464286E-9	9.852273E-9	5.084615E-10	1.971907E+0	1.000001973E+2	1.973295E+0	2.384900E-3	5.084625E-4
23	8.550000E-9	9.795652E-9	4.891399E-10	1.971993E+0	1.000001973E+2	1.973239E+0	2.345837E-3	4.891408E-4
24	9.750000E-9	9.793750E-9	4.683196E-10	1.973193E+0	1.000001973E+2	1.973237E+0	2.294293E-3	4.683206E-4
25	1.129286E-8	9.853714E-9	4.531812E-10	1.974736E+0	1.000001973E+2	1.973297E+0	2.265910E-3	4.531820E-4
26	9.021429E-9	9.821703E-9	4.365775E-10	1.972464E+0	1.000001973E+2	1.973265E+0	2.226122E-3	4.365784E-4
27	1.027500E-8	9.838492E-9	4.204322E-10	1.973718E+0	1.000001973E+2	1.973281E+0	2.184634E-3	4.204331E-4
28	1.241786E-8	9.930612E-9	4.154798E-10	1.975861E+0	1.000001973E+2	1.973374E+0	2.198517E-3	4.154806E-4
29	7.564286E-9	9.849015E-9	4.091168E-10	1.971007E+0	1.000001973E+2	1.973292E+0	2.203166E-3	4.091176E-4
30	9.021429E-9	9.821429E-9	3.962059E-10	1.972464E+0	1.000001973E+2	1.973264E+0	2.170113E-3	3.962067E-4
31	1.149643E-8	9.875461E-9	3.870025E-10	1.974939E+0	1.000001973E+2	1.973318E+0	2.154743E-3	3.870032E-4
32	1.021071E-8	9.885938E-9	3.748600E-10	1.973654E+0	1.000001973E+2	1.973329E+0	2.120532E-3	3.748607E-4
33	9.814286E-9	9.883766E-9	3.633295E-10	1.973257E+0	1.000001973E+2	1.973327E+0	2.087173E-3	3.633302E-4
34	9.096429E-9	9.860609E-9	3.532413E-10	1.972539E+0	1.000001973E+2	1.973304E+0	2.059737E-3	3.532420E-4
35	1.156071E-8	9.909184E-9	3.464226E-10	1.975004E+0	1.000001973E+2	1.973352E+0	2.049468E-3	3.464233E-4
36	7.917857E-9	9.853869E-9	3.411762E-10	1.971361E+0	1.000001973E+2	1.973297E+0	2.047061E-3	3.411768E-4
37	6.021429E-9	9.750290E-9	3.476175E-10	1.969464E+0	1.000001973E+2	1.973193E+0	2.114479E-3	3.476182E-4
38	1.104643E-8	9.784398E-9	3.400609E-10	1.974489E+0	1.000001973E+2	1.973227E+0	2.096281E-3	3.400616E-4
39	1.122857E-8	9.821429E-9	3.332902E-10	1.974672E+0	1.000001973E+2	1.973264E+0	2.081401E-3	3.332908E-4
40	9.203571E-9	9.805982E-9	3.252181E-10	1.972647E+0	1.000001973E+2	1.973249E+0	2.056864E-3	3.252187E-4
41	7.896429E-9	9.759408E-9	3.205880E-10	1.971339E+0	1.000001973E+2	1.973202E+0	2.052769E-3	3.205886E-4
42	1.160357E-8	9.803316E-9	3.159280E-10	1.975047E+0	1.000001973E+2	1.973246E+0	2.047451E-3	3.159286E-4
43	8.571429E-9	9.774668E-9	3.098207E-10	1.972014E+0	1.000001973E+2	1.973218E+0	2.031634E-3	3.098213E-4
44	1.157143E-8	9.815503E-9	3.054395E-10	1.975014E+0	1.000001973E+2	1.973258E+0	2.026060E-3	3.054401E-4
45	7.082143E-9	9.754762E-9	3.046907E-10	1.970525E+0	1.000001973E+2	1.973198E+0	2.043931E-3	3.046913E-4
46	1.003929E-8	9.760947E-9	2.980576E-10	1.973482E+0	1.000001973E+2	1.973204E+0	2.021529E-3	2.980582E-4
47	1.126071E-8	9.792857E-9	2.933875E-10	1.974704E+0	1.000001973E+2	1.973236E+0	2.011367E-3	2.933880E-4
48	9.996429E-9	9.797098E-9	2.872415E-10	1.973439E+0	1.000001973E+2	1.973240E+0	1.990071E-3	2.872421E-4
49	1.220357E-8	9.846210E-9	2.855731E-10	1.975647E+0	1.000001973E+2	1.973289E+0	1.999015E-3	2.855736E-4
50	1.084286E-8	9.866143E-9	2.805124E-10	1.974286E+0	1.000001973E+2	1.973309E+0	1.983526E-3	2.805130E-4
51	9.932143E-9	9.867437E-9	2.749602E-10	1.973375E+0	1.000001973E+2	1.973310E+0	1.963613E-3	2.749608E-4
52	1.292143E-8	9.926168E-9	2.759431E-10	1.976364E+0	1.000001973E+2	1.973369E+0	1.989858E-3	2.759436E-4
53	6.310714E-9	9.857952E-9	2.791499E-10	1.969754E+0	1.000001973E+2	1.973301E+0	2.032246E-3	2.791504E-4
54	9.835714E-9	9.857540E-9	2.739320E-10	1.973279E+0	1.000001973E+2	1.973301E+0	2.012985E-3	2.739325E-4
55	9.567857E-9	9.852273E-9	2.689568E-10	1.973011E+0	1.000001973E+2	1.973295E+0	1.994641E-3	2.689574E-4
56	1.298571E-8	9.908227E-9	2.699725E-10	1.976429E+0	1.000001973E+2	1.973351E+0	2.020293E-3	2.699731E-4
57	1.392857E-8	9.978759E-9	2.744132E-10	1.977372E+0	1.000001973E+2	1.973422E+0	2.071778E-3	2.744137E-4
58	4.821429E-9	9.889840E-9	2.839236E-10	1.968264E+0	1.000001973E+2	1.973333E+0	2.162302E-3	2.839242E-4
59	7.392857E-9	9.847518E-9	2.822608E-10	1.970836E+0	1.000001973E+2	1.973291E+0	2.168090E-3	2.822613E-4
60	1.070357E-8	9.861786E-9	2.778831E-10	1.974147E+0	1.000001973E+2	1.973305E+0	2.152477E-3	2.778836E-4
61	1.224643E-8	9.900878E-9	2.760715E-10	1.975689E+0	1.000001973E+2	1.973344E+0	2.156191E-3	2.760720E-4
62	6.846429E-9	9.851613E-9	2.760144E-10	1.970289E+0	1.000001973E+2	1.973295E+0	2.173344E-3	2.760150E-4
63	1.276071E-8	9.897789E-9	2.754953E-10	1.976204E+0	1.000001973E+2	1.973341E+0	2.186680E-3	2.754958E-4
64	6.867857E-9	9.850446E-9	2.752584E-10	1.970311E+0	1.000001973E+2	1.973293E+0	2.202071E-3	2.752589E-4
65	6.032143E-9	9.791703E-9	2.772844E-10	1.969475E+0	1.000001973E+2	1.973235E+0	2.235543E-3	2.772849E-4
66	1.072500E-8	9.805844E-9	2.734167E-10	1.974168E+0	1.000001973E+2	1.973249E+0	2.221252E-3	2.734173E-4
67	1.126071E-8	9.827558E-9	2.701790E-10	1.974704E+0	1.000001973E+2	1.973271E+0	2.211515E-3	2.701795E-4
68	8.196429E-9	9.803571E-9	2.672548E-10	1.971639E+0	1.000001973E+2	1.973247E+0	2.203843E-3	2.672553E-4
69	8.753571E-9	9.788354E-9	2.637923E-10	1.972197E+0	1.000001973E+2	1.973231E+0	2.191228E-3	2.637928E-4
70	1.088571E-8	9.804030E-9	2.604687E-10	1.974329E+0	1.000001973E+2	1.973247E+0	2.179242E-3	2.604692E-4
71	5.903571E-9	9.749094E-9	2.625849E-10	1.969347E+0	1.000001973E+2	1.973192E+0	2.212584E-3	2.625854E-4
72	9.246429E-9	9.742113E-9	2.590063E-10	1.972689E+0	1.000001973E+2	1.973185E+0	2.197746E-3	2.590068E-4
73	1.402500E-8	9.800783E-9	2.620849E-10	1.977468E+0	1.000001973E+2	1.973244E+0	2.239258E-3	2.620854E-4
74	1.062857E-8	9.811969E-9	2.587608E-10	1.974072E+0	1.000001973E+2	1.973255E+0	2.225949E-3	2.587613E-4
75	1.376786E-8	9.864714E-9	2.606793E-10	1.977211E+0	1.000001973E+2	1.973308E+0	2.257553E-3	2.606798E-4
76	5.303571E-9	9.804699E-9	2.641349E-10	1.968747E+0	1.000001973E+2	1.973248E+0	2.302679E-3	2.641354E-4
77	1.067143E-8	9.815955E-9	2.609249E-10	1.974114E+0	1.000001973E+2	1.973259E+0	2.289611E-3	2.609254E-4
78	1.554643E-8	9.889423E-9	2.678313E-10	1.978989E+0	1.000001973E+2	1.973332E+0	2.365427E-3	2.678318E-4
79	1.121786E-8	9.906239E-9	2.649535E-10	1.974661E+0	1.000001973E+2	1.973349E+0	2.354963E-3	2.649540E-4
80	9.439286E-9	9.900402E-9	2.616857E-10	1.972882E+0	1.000001973E+2	1.973343E+0	2.340593E-3	2.616862E-4
81	1.291071E-8	9.937566E-9	2.610933E-10	1.976354E+0	1.000001973E+2	1.973381E+0	2.349845E-3	2.610939E-4
82	6.353571E-9	9.893859E-9	2.615672E-10	1.969797E+0	1.000001973E+2	1.973337E+0	2.368596E-3	2.615677E-4
83	1.030714E-8	9.898838E-9	2.584445E-10	1.973750E+0	1.000001973E+2	1.973342E+0	2.354546E-3	2.584450E-4
84	9.921429E-9	9.899107E-9	2.553494E-10	1.973364E+0	1.000001973E+2	1.973342E+0	2.340320E-3	2.553499E-4
85	1.197857E-8	9.923571E-9	2.535106E-10	1.975422E+0	1.000001973E+2	1.973367E+0	2.337257E-3	2.535111E-4
86	1.063929E-8	9.931894E-9	2.506836E-10	1.974082E+0	1.000001973E+2	1.973375E+0	2.324749E-3	2.506841E-4
87	1.172143E-8	9.952463E-9	2.486378E-10	1.975164E+0	1.000001973E+2	1.973395E+0	2.319143E-3	2.486382E-4
88	1.245000E-8	9.980844E-9	2.474292E-10	1.975893E+0	1.000001973E+2	1.973424E+0	2.321096E-3	2.474297E-4
89	9.985714E-9	9.980899E-9	2.446333E-10	1.973429E+0	1.000001973E+2	1.973424E+0	2.307870E-3	2.446338E-4
90	1.001786E-8	9.981309E-9	2.419002E-10	1.973461E+0	1.000001973E+2	1.973424E+0	2.294872E-3	2.419007E-4
91	1.264286E-8	1.001056E-8	2.410085E-10	1.976086E+0	1.000001973E+2	1.973454E+0	2.299079E-3	2.410090E-4
92	1.271786E-8	1.003998E-8	2.401840E-10	1.976161E+0	1.000001973E+2	1.973483E+0	2.303768E-3	2.401844E-4
93	6.964286E-9	1.000691E-8	2.398781E-10	1.970407E+0	1.000001973E+2	1.973450E+0	2.313305E-3	2.398785E-4
94	9.064286E-9	9.996884E-9	2.375242E-10	1.972507E+0	1.000001973E+2	1.973440E+0	2.302887E-3	2.375247E-4
95	6.975000E-9	9.965075E-9	2.371536E-10	1.970418E+0	1.000001973E+2	1.973408E+0	2.311492E-3	2.371541E-4
96	1.271786E-8	9.993750E-9	2.364157E-10	1.976161E+0	1.000001973E+2	1.973437E+0	2.316396E-3	2.364162E-4
97	9.953571E-9	9.993336E-9	2.339661E-10	1.973397E+0	1.000001973E+2	1.973436E+0	2.304303E-3	2.339666E-4
98	1.092857E-8	1.000288E-8	2.317630E-10	1.974372E+0	1.000001973E+2	1.973446E+0	2.294341E-3	2.317634E-4
99	8.785714E-9	9.990584E-9	2.297392E-10	1.972229E+0	1.000001973E+2	1.973434E+0	2.285880E-3	2.297396E-4
100	1.248214E-8	1.001550E-8	2.287909E-10	1.975925E+0	1.000001973E+2	1.973458E+0	2.287913E-3	2.287913E-4
