f (Hz)	psd [BVD]
0.0	1.5648125146567554e-18
0.0004761904761904762	4.211051589345458e-17
0.0009523809523809524	1.8478484075610026e-16
0.0014285714285714286	2.248836685605264e-16
0.0019047619047619048	3.1523413407020065e-16
0.002380952380952381	1.9368350596881816e-16
0.002857142857142857	6.028985501395548e-17
0.003333333333333333	3.9257705905933815e-16
0.0038095238095238095	4.691381769682103e-16
0.004285714285714286	1.7065029575691778e-16
0.004761904761904762	4.1028906772062493e-17
0.005238095238095238	7.921673775940838e-17
0.005714285714285714	2.149436936734244e-16
0.006190476190476191	1.3032868518106848e-16
0.006666666666666666	5.130857707079281e-17
0.007142857142857143	4.269409745049706e-17
0.007619047619047619	5.2404181966336754e-17
0.008095238095238095	1.434110068081504e-16
0.008571428571428572	2.292114862328262e-16
0.009047619047619047	5.284460985901407e-17
0.009523809523809525	7.295446373484e-17
0.01	2.868304159971228e-16
0.010476190476190476	4.6953618137658536e-17
0.010952380952380953	7.095897539144886e-17
0.011428571428571429	2.7336938032500606e-16
0.011904761904761904	2.8485160092877307e-16
0.012380952380952381	4.538183000780314e-17
0.012857142857142857	5.997831826055622e-16
0.013333333333333332	5.0997168895250895e-16
0.01380952380952381	4.011593757737496e-16
0.014285714285714285	1.303268754751976e-16
0.014761904761904763	7.509675763823113e-17
0.015238095238095238	3.649023298382708e-16
0.015714285714285715	6.472455819715877e-16
0.01619047619047619	3.73753344821316e-17
0.016666666666666666	5.156914989721997e-17
0.017142857142857144	3.4047998913396275e-17
0.017619047619047618	6.852692440157684e-17
0.018095238095238095	3.2296010033587213e-17
0.018571428571428572	7.133674924289492e-17
0.01904761904761905	5.864736107899657e-17
0.019523809523809523	2.113265593440485e-16
0.02	6.91178423884923e-16
0.020476190476190478	2.254000888172139e-16
0.02095238095238095	2.015105302760814e-16
0.02142857142857143	2.3337578600557718e-17
0.021904761904761906	4.1548703167445743e-17
0.02238095238095238	1.9961395580008717e-17
0.022857142857142857	1.7905922324007978e-16
0.023333333333333334	1.7376882597035628e-16
0.023809523809523808	9.331784293330172e-18

f (Hz)	psd [BV I-]
0.0	4.976704034806809e-15
0.0070721357850070735	6.7377800114107456e-15
0.014144271570014147	1.1540026915584199e-15
0.02121640735502122	1.1049571968497872e-14
0.028288543140028294	1.494156536618604e-14
0.03536067892503537	6.884204086371244e-15
0.04243281471004244	1.6596280161917439e-15
0.049504950495049514	4.268627241873793e-15
0.05657708628005659	5.566750877742702e-15
0.06364922206506365	2.2499269858147884e-15
0.07072135785007073	1.5918790837476659e-16
0.07779349363507782	8.951785648804445e-17
0.08486562942008488	5.1383800421094995e-17
0.09193776520509195	4.8968334094757036e-17
0.09900990099009903	3.965695445652862e-16
0.10608203677510611	7.07351734851313e-16
0.11315417256011318	1.7544377372281594e-16
0.12022630834512024	3.5316813172235336e-16
0.1272984441301273	3.94296947098446e-16
0.1343705799151344	9.642730695757165e-18
0.14144271570014147	1.2620896878903978e-17
0.14851485148514854	1.817874147181965e-17
0.15558698727015563	5.5233176253990885e-17
0.1626591230551627	3.130653126678022e-17
0.16973125884016976	4.419892880701967e-17
0.17680339462517683	6.185321890456105e-17
0.1838755304101839	1.530956576405742e-16
0.190947666195191	3.208073530903296e-17
0.19801980198019806	4.830324479574488e-18
0.20509193776520512	8.721231770087924e-18
0.21216407355021222	2.8720589501831722e-18
0.21923620933521928	1.4614894560009297e-17
0.22630834512022635	2.953785749667803e-17
0.23338048090523342	2.5045319872212622e-17
0.24045261669024048	4.4043160039227484e-18
0.24752475247524758	6.54260846863244e-18
0.2545968882602546	1.25834971418517e-17
0.2616690240452617	1.804360514534624e-17
0.2687411598302688	1.697745773485985e-17
0.27581329561527584	3.559378612543989e-18
0.28288543140028294	7.064017793036346e-18
0.28995756718529003	4.872841968188834e-18
0.29702970297029707	8.040946769782707e-19
0.30410183875530417	4.8753419972180336e-18
0.31117397454031126	4.62187664561732e-18
0.3182461103253183	1.4489718676297373e-17
0.3253182461103254	7.008263530330169e-18
0.33239038189533243	2.8084413004190524e-18
0.3394625176803395	5.582095021183175e-18
0.3465346534653466	1.0942260812156156e-17
0.35360678925035366	2.6969520551143483e-18
0.36067892503536075	3.368190670643065e-19
0.3677510608203678	5.565525351156118e-19
0.3748231966053749	1.2305364142006929e-18
0.381895332390382	1.2846201804083546e-18
0.388967468175389	6.572867886889957e-19
0.3960396039603961	1.4401203187682899e-18
0.4031117397454032	1.329992210117825e-17
0.41018387553041025	2.142039745987374e-17
0.41725601131541734	7.973722761266541e-18
0.42432814710042444	3.605608031099392e-18
0.4314002828854315	9.377316459924552e-18
0.43847241867043857	8.464183872421603e-19
0.4455445544554456	1.3999936824370366e-17
0.4526166902404527	1.6626474590264918e-18
0.4596888260254598	5.396827073965776e-19
0.46676096181046683	5.051601686872929e-18
0.47383309759547393	1.3680022292997963e-18
0.48090523338048097	1.433348409382256e-17
0.48797736916548806	9.667452020643056e-18
0.49504950495049516	1.0062757197863716e-18
0.5021216407355023	5.425619797145499e-18
0.5091937765205092	3.3489588523652263e-18
0.5162659123055163	4.723860794466029e-18
0.5233380480905234	1.1615169909854578e-18
0.5304101838755305	1.47366910298588e-17
0.5374823196605376	2.4562012081115094e-17
0.5445544554455447	1.1608529598016377e-17
0.5516265912305517	6.95020322885629e-18
0.5586987270155588	9.426840841827315e-18
0.5657708628005659	6.436649647381262e-18
0.572842998585573	6.8515823827638255e-18
0.5799151343705801	6.1486376069009895e-18
0.586987270155587	2.3398448503708983e-17
0.5940594059405941	2.3578299113323754e-17
0.6011315417256012	1.5006666464608014e-18
0.6082036775106083	5.538828453369252e-18
0.6152758132956154	1.23804804393175e-17
0.6223479490806225	4.173692448214145e-18
0.6294200848656295	1.5288497678119037e-18
0.6364922206506366	5.2045746165165855e-18
0.6435643564356437	2.486725177206868e-18
0.6506364922206508	4.438285059805626e-17
0.6577086280056579	5.987487401543556e-17
0.6647807637906649	2.6960130124824268e-17
0.671852899575672	3.260091651088463e-17
0.678925035360679	2.6832300772541372e-17
0.6859971711456861	5.244786703713381e-17
0.6930693069306932	2.5346488924448142e-17
0.7001414427157002	2.325553537376388e-18
0.7072135785007073	4.317649409306413e-17
0.7142857142857144	4.489373312776639e-17

f (Hz)	psd [BV I+]
0.0	5.03904393717149e-15
0.007142857142857143	6.416586320052604e-15
0.014285714285714285	1.2459083994285478e-15
0.02142857142857143	1.1265729283136876e-14
0.02857142857142857	1.4756883155893936e-14
0.03571428571428571	5.888254098309493e-15
0.04285714285714286	1.7226029080158765e-15
0.049999999999999996	3.78204363289436e-15
0.05714285714285714	5.156546304845993e-15
0.06428571428571428	1.635574596041068e-15
0.07142857142857142	8.451399555396401e-17
0.07857142857142857	5.106044442137133e-17
0.08571428571428572	4.0518092010160545e-17
0.09285714285714286	3.8767043174695194e-17
0.09999999999999999	3.5761434672616336e-16
0.10714285714285714	6.07170201287936e-16
0.11428571428571428	5.228434699084829e-17
0.12142857142857143	4.1756078896990866e-16
0.12857142857142856	3.228600843086992e-16
0.1357142857142857	6.209982769252773e-18
0.14285714285714285	2.5248285550723456e-17
0.15	4.1131877390431476e-17
0.15714285714285714	2.84940607845979e-17
0.16428571428571428	5.55879727534107e-18
0.17142857142857143	2.7601348317853342e-17
0.17857142857142858	1.321540702281865e-16
0.18571428571428572	9.685552155664482e-17
0.19285714285714284	1.388816307911123e-17
0.19999999999999998	1.387822321215008e-17
0.20714285714285713	8.253236198686028e-18
0.21428571428571427	5.189799703587774e-19
0.22142857142857142	1.963543921589017e-17
0.22857142857142856	8.203325408655559e-17
0.2357142857142857	6.164611313185556e-17
0.24285714285714285	8.094399011983534e-19
0.25	1.4741458715095246e-17
0.2571428571428571	9.053415355612608e-18
0.2642857142857143	1.7771863078576276e-17
0.2714285714285714	5.296734734212507e-19
0.2785714285714286	1.849022801185664e-17
0.2857142857142857	5.157886335312345e-18
0.29285714285714287	1.398280815751749e-17
0.3	1.4535180007020163e-17
0.3071428571428571	9.876929509826872e-18
0.3142857142857143	5.88383770513447e-18
0.3214285714285714	8.768149199020919e-18
0.32857142857142857	1.3138814780996924e-17
0.3357142857142857	2.0746649059167722e-18
0.34285714285714286	3.2822859277407934e-18
0.35	2.040849936468628e-18
0.35714285714285715	4.193422512509585e-18
0.36428571428571427	1.0762226355616243e-17
0.37142857142857144	5.542008587525417e-18
0.37857142857142856	9.373220009614467e-18
0.3857142857142857	8.851324782017403e-19
0.39285714285714285	3.792683676523896e-18
0.39999999999999997	2.3248798939528396e-18
0.40714285714285714	8.313612966626354e-19
0.41428571428571426	4.3077163506567494e-18
0.42142857142857143	3.947778617654227e-18
0.42857142857142855	6.905128423372865e-19
0.4357142857142857	2.0069986003744133e-18
0.44285714285714284	9.272959067587163e-18
0.45	3.4495324520606157e-18
0.45714285714285713	8.802292948771826e-18
0.46428571428571425	4.180226544197911e-18
0.4714285714285714	1.5752703676313702e-17
0.47857142857142854	1.5503853486693152e-17
0.4857142857142857	5.686816347053795e-19
0.4928571428571428	1.4293410219811215e-18
0.5	1.1677450262691779e-18
0.5071428571428571	3.773889851753755e-18
0.5142857142857142	1.6401379635010863e-19
0.5214285714285715	7.192678073057842e-18
0.5285714285714286	8.957694010327486e-18
0.5357142857142857	1.9804488832188923e-18
0.5428571428571428	5.498663835127217e-18
0.5499999999999999	2.0934583472189846e-18
0.5571428571428572	1.7385132504916602e-17
0.5642857142857143	3.086789271629333e-17
0.5714285714285714	1.8995933051052153e-17
0.5785714285714285	2.6900956771820133e-19
0.5857142857142857	2.422532696092839e-17
0.5928571428571429	3.133616160071381e-17
0.6	8.872813223826376e-18
0.6071428571428571	1.2730092707661418e-17
0.6142857142857142	4.863095879806556e-18
0.6214285714285714	2.3432532163874097e-18
0.6285714285714286	2.9211618003610844e-18
0.6357142857142857	9.741729605229547e-18
0.6428571428571428	9.639888914476122e-18
0.65	1.0078276682446439e-17
0.6571428571428571	1.201623935582737e-17
0.6642857142857143	1.2384852795912144e-17
0.6714285714285714	5.654594890804247e-18
0.6785714285714286	4.052353385437668e-17
0.6857142857142857	5.640808005515686e-17
0.6928571428571428	9.635796668850693e-18
0.7	9.497563604977956e-18
0.7071428571428571	1.9382506697412e-19
0.7142857142857143	1.5044284981626954e-17

