start date: 	2023-08-08
start time: 	20.24.59
stop date: 	2023-08-08
stop time: 	20.46.09
com rel. humid (%):	33.2
com temp (°C):	29.26
cn temp (°C):	31.34
nv temp (°C):	35.37
bvd averages: 	     20
remarks: 	CCC probe connected to GaAs probe, GaAs 8 V+=Yel, V-=Wht, I+=Wht, I-=Blk, B = 11.56 T (84.4 A), Psample = 3.0e-3 mbar
R1 Info: 	NIST-QHRGaAs13k-8
R2 Info: 	334041
data filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-08_CCC\230808_012_2024.txt
config filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-08_CCC\230808_012_2024_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	60
number of samples per half cycle: 	30
ignored first samples: 	14
ignored last samples: 	0
amplifier gain: 	1000000
delta N1/NA (mTurns): 	-2.714121190
delta (I2*R2) (V): 	1.000030519
N1 (Turns):	2065
N2 (Turns):	16
NA (Turns):	1
R1 (Ohm): 	12906.404000
R2 (Ohm): 	100.000000

data(V)	phase	error
+2.574540E-07	1	0	
+2.642100E-07	1	0	
+2.563440E-07	1	0	
+2.604540E-07	1	0	
+2.523840E-07	1	0	
+2.608740E-07	1	0	
+2.633640E-07	1	0	
+2.515980E-07	1	0	
+2.830260E-07	1	0	
+2.792640E-07	1	0	
+2.780760E-07	1	0	
+2.469240E-07	1	0	
+2.563080E-07	1	0	
+2.636460E-07	1	0	
+2.694360E-07	1	0	
+2.735640E-07	1	0	
+2.678700E-07	1	0	
+2.719800E-07	1	0	
+2.748600E-07	1	0	
+2.755740E-07	1	0	
+2.658240E-07	1	0	
+2.625960E-07	1	0	
+2.739720E-07	1	0	
+2.659080E-07	1	0	
+2.472360E-07	1	0	
+2.601000E-07	1	0	
+2.531760E-07	1	0	
+2.569500E-07	1	0	
-1.104510E-06	4	0	
-1.720410E-06	4	0	
-3.959520E-07	4	0	
+2.621040E-07	2	0	
+2.634300E-07	2	0	
+2.502840E-07	2	0	
+2.555940E-07	2	0	
+2.699340E-07	2	0	
+2.742240E-07	2	0	
+2.619120E-07	2	0	
+2.657280E-07	2	0	
+2.605200E-07	2	0	
+2.725200E-07	2	0	
+2.656020E-07	2	0	
+2.593260E-07	2	0	
+2.817840E-07	2	0	
+2.727360E-07	2	0	
+2.731980E-07	2	0	
+2.627640E-07	2	0	
+2.733300E-07	2	0	
+2.731020E-07	2	0	
+2.634720E-07	2	0	
+2.589480E-07	2	0	
+2.698620E-07	2	0	
+2.426460E-07	2	0	
+2.535300E-07	2	0	
+2.727300E-07	2	0	
+2.607840E-07	2	0	
+2.689980E-07	2	0	
+2.713920E-07	2	0	
+1.611870E-06	3	0	
+2.262768E-06	3	0	
+9.321600E-07	3	0	
+2.564400E-07	1	0	
+2.679780E-07	1	0	
+2.646000E-07	1	0	
+2.585460E-07	1	0	
+2.520360E-07	1	0	
+2.824800E-07	1	0	
+2.753880E-07	1	0	
+2.775360E-07	1	0	
+2.850840E-07	1	0	
+2.751660E-07	1	0	
+2.800920E-07	1	0	
+2.860560E-07	1	0	
+2.760900E-07	1	0	
+2.664120E-07	1	0	
+2.643180E-07	1	0	
+2.708160E-07	1	0	
+2.779980E-07	1	0	
+2.700660E-07	1	0	
+2.721120E-07	1	0	
+2.704440E-07	1	0	
+2.782440E-07	1	0	
+2.646000E-07	1	0	
+2.636400E-07	1	0	
+2.797500E-07	1	0	
+2.715960E-07	1	0	
+2.658000E-07	1	0	
+2.535900E-07	1	0	
-1.091676E-06	4	0	
-1.713810E-06	4	0	
-4.020540E-07	4	0	
+2.658420E-07	2	0	
+2.744640E-07	2	0	
+2.592780E-07	2	0	
+2.737260E-07	2	0	
+2.746020E-07	2	0	
+2.604840E-07	2	0	
+2.494140E-07	2	0	
