start date: 	2023-08-08
start time: 	21.27.31
stop date: 	2023-08-08
stop time: 	21.48.40
com rel. humid (%):	33.3
com temp (°C):	29.27
cn temp (°C):	31.34
nv temp (°C):	35.44
bvd averages: 	     20
remarks: 	CCC probe connected to GaAs probe, GaAs 8 V+=Yel, V-=Wht, I+=Wht, I-=Blk, B = 11.56 T (84.4 A), Psample = 3.0e-3 mbar
R1 Info: 	NIST-QHRGaAs13k-8
R2 Info: 	1214
data filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-08_CCC\230808_015_2127.txt
config filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-08_CCC\230808_015_2127_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	60
number of samples per half cycle: 	30
ignored first samples: 	14
ignored last samples: 	0
amplifier gain: 	1000000
delta N1/NA (mTurns): 	19.675921183
delta (I2*R2) (V): 	2.000061037
N1 (Turns):	2065
N2 (Turns):	16
NA (Turns):	1
R1 (Ohm): 	12906.404000
R2 (Ohm): 	100.000000

data(V)	phase	error
+1.346640E-07	0	0	
+1.339620E-07	0	0	
+2.654238E-06	3	0	
+1.346640E-06	3	0	
+1.194840E-07	1	0	
+1.153080E-07	1	0	
+1.111380E-07	1	0	
+1.059420E-07	1	0	
+1.151460E-07	1	0	
+1.179180E-07	1	0	
+1.127340E-07	1	0	
+1.149900E-07	1	0	
+1.207620E-07	1	0	
+1.221960E-07	1	0	
+1.166580E-07	1	0	
+1.116180E-07	1	0	
+1.087920E-07	1	0	
+1.090500E-07	1	0	
+1.029540E-07	1	0	
+1.123680E-07	1	0	
+1.073040E-07	1	0	
+1.202820E-07	1	0	
+1.043580E-07	1	0	
+1.083420E-07	1	0	
+1.085220E-07	1	0	
+1.160580E-07	1	0	
+1.155780E-07	1	0	
+1.107360E-07	1	0	
+1.056300E-07	1	0	
+1.079520E-07	1	0	
+1.063680E-07	1	0	
+1.058100E-07	1	0	
-2.507274E-06	4	0	
-3.616218E-06	4	8	
-1.186902E-06	4	0	
+1.241280E-07	2	0	
+1.130040E-07	2	0	
+1.097520E-07	2	0	
+1.224780E-07	2	0	
+1.142640E-07	2	0	
+1.124940E-07	2	0	
+1.256400E-07	2	0	
+1.282800E-07	2	0	
+1.164540E-07	2	0	
+1.176180E-07	2	0	
+1.196400E-07	2	0	
+1.301280E-07	2	0	
+1.213320E-07	2	0	
+1.290480E-07	2	0	
+1.239120E-07	2	0	
+1.163880E-07	2	0	
+1.200840E-07	2	0	
+1.285080E-07	2	0	
+1.197840E-07	2	0	
+1.276200E-07	2	0	
+1.151220E-07	2	0	
+1.191540E-07	2	0	
+1.204320E-07	2	0	
+1.236480E-07	2	0	
+1.226100E-07	2	0	
+1.264800E-07	2	0	
+1.148820E-07	2	0	
+2.651268E-06	3	0	
+3.665832E-06	3	8	
+1.390200E-06	3	0	
+1.241400E-07	1	0	
+1.168080E-07	1	0	
+1.185060E-07	1	0	
+1.248900E-07	1	0	
+1.274820E-07	1	0	
+1.147740E-07	1	0	
+1.187880E-07	1	0	
+1.110300E-07	1	0	
+1.216200E-07	1	0	
+1.272900E-07	1	0	
+1.243200E-07	1	0	
+1.337640E-07	1	0	
+1.228980E-07	1	0	
+1.148820E-07	1	0	
+1.332360E-07	1	0	
+1.323180E-07	1	0	
+1.206660E-07	1	0	
+1.248540E-07	1	0	
+1.228560E-07	1	0	
+1.334460E-07	1	0	
+1.300980E-07	1	0	
+1.333860E-07	1	0	
+1.194180E-07	1	0	
+1.240080E-07	1	0	
+1.318260E-07	1	0	
+1.285560E-07	1	0	
+1.272060E-07	1	0	
-2.490852E-06	4	0	
-3.616158E-06	4	8	
-1.160820E-06	4	0	
+1.086540E-07	2	0	
+1.258800E-07	2	0	
+1.303740E-07	2	0	
+1.354260E-07	2	0	
+1.392480E-07	2	0	
+1.372800E-07	2	0	
+1.312500E-07	2	0	
+1.291980E-07	2	0	
+1.337160E-07	2	0	
+1.361580E-07	2	0	
+1.276560E-07	2	0	
+1.420140E-07	2	0	
+1.394760E-07	2	0	
+1.271880E-07	2	0	
+1.387320E-07	2	0	
+1.315320E-07	2	0	
+1.362180E-07	2	0	
+1.305900E-07	2	0	
+1.398180E-07	2	0	
+1.466700E-07	2	0	
+1.343340E-07	2	0	
+1.281480E-07	2	0	
+1.418640E-07	2	0	
+1.229280E-07	2	0	
+1.288320E-07	2	0	
+1.510260E-07	2	0	
+1.265040E-07	2	0	
+2.658426E-06	3	0	
+3.665838E-06	3	8	
+1.403670E-06	3	0	
+1.409820E-07	1	0	
+1.357800E-07	1	0	
+1.404240E-07	1	0	
+1.381920E-07	1	0	
+1.373640E-07	1	0	
+1.393440E-07	1	0	
+1.218600E-07	1	0	
+1.372260E-07	1	0	
+1.307100E-07	1	0	
+1.350840E-07	1	0	
+1.484220E-07	1	0	
+1.481220E-07	1	0	
+1.346580E-07	1	0	
+1.316160E-07	1	0	
+1.331700E-07	1	0	
+1.435020E-07	1	0	
+1.340460E-07	1	0	
+1.308720E-07	1	0	
+1.286640E-07	1	0	
+1.370100E-07	1	0	
+1.253760E-07	1	0	
+1.231020E-07	1	0	
+1.454340E-07	1	0	
+1.441440E-07	1	0	
+1.358460E-07	1	0	
+1.272060E-07	1	0	
+1.449240E-07	1	0	
-2.488092E-06	4	0	
-3.616122E-06	4	8	
-1.168098E-06	4	0	
+1.325640E-07	2	0	
+1.238280E-07	2	0	
+1.319640E-07	2	0	
+1.290120E-07	2	0	
+1.373940E-07	2	0	
+1.398780E-07	2	0	
+1.317300E-07	2	0	
+1.277040E-07	2	0	
+1.279380E-07	2	0	
