start date: 	2024-05-09
start time: 	15.40.48
stop date: 	xxxx-xx-xx
stop time: 	xx.xx.xx
com rel. humid (%):	xx.x
com temp (°C):	xx.xx
cn temp (°C):	xx.xx
nv temp (°C):	xx.xx
bvd averages: 	xxxxxxx
remarks: 	I1 range= 5uA, I1 = 50.0504nA
R1 Info: 	F058A
R2 Info: 	short
data filepath: 	W:\68internal\Calibrations\MDSS Data\resist\MagniconData\CCCViewerData\CCC2019-01_Data\2024-05-09_CCC\240509_002_1540.txt
config filepath: 	W:\68internal\Calibrations\MDSS Data\resist\MagniconData\CCCViewerData\CCC2019-01_Data\2024-05-09_CCC\240509_002_1540_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	60
number of samples per half cycle: 	10922
ignored first samples: 	240
ignored last samples: 	0
amplifier gain: 	300000
delta N1/NA (mTurns): 	-0.000000000
delta (I2*R2) (V): 	0.000000000
N1 (Turns):	0
N2 (Turns):	0
NA (Turns):	0
R1 (Ohm): 	100.000000
R2 (Ohm): 	0.000000

data(V)	phase	error
-2.764400E-07	0	0	
-2.787800E-07	0	0	
+9.571400E-07	3	0	
+4.439640E-06	3	0	
+4.725140E-06	1	0	
+4.728040E-06	1	0	
+4.726860E-06	1	0	
+4.727920E-06	1	0	
+4.727520E-06	1	0	
+4.727940E-06	1	0	
+4.725720E-06	1	0	
+4.728200E-06	1	0	
+4.726140E-06	1	0	
+4.725880E-06	1	0	
+4.726580E-06	1	0	
+4.727000E-06	1	0	
+4.728720E-06	1	0	
+4.729960E-06	1	0	
+4.728820E-06	1	0	
+4.726860E-06	1	0	
+4.728740E-06	1	0	
+4.728380E-06	1	0	
+4.730460E-06	1	0	
+4.729240E-06	1	0	
+4.730060E-06	1	0	
+4.730140E-06	1	0	
+4.730260E-06	1	0	
+4.728020E-06	1	0	
+4.727600E-06	1	0	
+4.727620E-06	1	0	
+4.728640E-06	1	0	
+4.728120E-06	1	0	
+4.729540E-06	1	0	
+4.729780E-06	1	0	
+4.729040E-06	1	0	
+4.730680E-06	1	0	
+4.729420E-06	1	0	
+4.730420E-06	1	0	
+4.731040E-06	1	0	
+4.728560E-06	1	0	
+4.728580E-06	1	0	
+4.728440E-06	1	0	
+4.726720E-06	1	0	
+4.727440E-06	1	0	
+4.728320E-06	1	0	
+4.727860E-06	1	0	
+4.728080E-06	1	0	
+4.727920E-06	1	0	
+4.729160E-06	1	0	
+4.726720E-06	1	0	
+4.727140E-06	1	0	
+4.729340E-06	1	0	
+4.728300E-06	1	0	
+4.729240E-06	1	0	
+4.729740E-06	1	0	
+4.726660E-06	1	0	
+4.728460E-06	1	0	
+4.726800E-06	1	0	
+4.726600E-06	1	0	
+4.728260E-06	1	0	
+4.728320E-06	1	0	
+4.728180E-06	1	0	
+4.727040E-06	1	0	
+4.728580E-06	1	0	
+4.727620E-06	1	0	
+4.727920E-06	1	0	
+4.726380E-06	1	0	
+4.728600E-06	1	0	
+4.728500E-06	1	0	
+4.728520E-06	1	0	
+4.727540E-06	1	0	
+4.728320E-06	1	0	
+4.727860E-06	1	0	
+4.731120E-06	1	0	
+4.726420E-06	1	0	
+4.727460E-06	1	0	
+4.729220E-06	1	0	
+4.729380E-06	1	0	
+4.728460E-06	1	0	
+4.727420E-06	1	0	
+4.728200E-06	1	0	
+4.727560E-06	1	0	
+4.728080E-06	1	0	
+4.729720E-06	1	0	
+4.727940E-06	1	0	
+4.729980E-06	1	0	
+4.728820E-06	1	0	
+4.728640E-06	1	0	
+4.729580E-06	1	0	
+4.729800E-06	1	0	
+4.729300E-06	1	0	
+4.728660E-06	1	0	
+4.728880E-06	1	0	
+4.728640E-06	1	0	
+4.727520E-06	1	0	
+4.727360E-06	1	0	
+4.727180E-06	1	0	
+4.727360E-06	1	0	
+4.729660E-06	1	0	
+4.728960E-06	1	0	
+4.727540E-06	1	0	
+4.726580E-06	1	0	
+4.726900E-06	1	0	
+4.729360E-06	1	0	
+4.728240E-06	1	0	
+4.728480E-06	1	0	
+4.727420E-06	1	0	
+4.728040E-06	1	0	
+4.728840E-06	1	0	
+4.730240E-06	1	0	
+4.729640E-06	1	0	
+4.729920E-06	1	0	
+4.729900E-06	1	0	
+4.729000E-06	1	0	
+4.726700E-06	1	0	
+4.728500E-06	1	0	
+4.730840E-06	1	0	
+4.731020E-06	1	0	
+4.728680E-06	1	0	
+4.727480E-06	1	0	
+4.727900E-06	1	0	
+4.729280E-06	1	0	
+4.728480E-06	1	0	
+4.730340E-06	1	0	
+4.729960E-06	1	0	
+4.730540E-06	1	0	
+4.730940E-06	1	0	
+4.729840E-06	1	0	
+4.730200E-06	1	0	
+4.728080E-06	1	0	
+4.730460E-06	1	0	
+4.728740E-06	1	0	
+4.727800E-06	1	0	
+4.730020E-06	1	0	
+4.728680E-06	1	0	
+4.730080E-06	1	0	
+4.730480E-06	1	0	
+4.728220E-06	1	0	
+4.730400E-06	1	0	
+4.732600E-06	1	0	
+4.731380E-06	1	0	
+4.729980E-06	1	0	
+4.730900E-06	1	0	
+4.733880E-06	1	0	
+4.732640E-06	1	0	
+4.733420E-06	1	0	
+4.731260E-06	1	0	
+4.732880E-06	1	0	
+4.729420E-06	1	0	
+4.732820E-06	1	0	
+4.732680E-06	1	0	
+4.732880E-06	1	0	
+4.733940E-06	1	0	
+4.731160E-06	1	0	
+4.730700E-06	1	0	
+4.731500E-06	1	0	
+4.731060E-06	1	0	
+4.733260E-06	1	0	
+4.732560E-06	1	0	
+4.733040E-06	1	0	
+4.731820E-06	1	0	
+4.731520E-06	1	0	
+4.730980E-06	1	0	
+4.732680E-06	1	0	
+4.732260E-06	1	0	
+4.732660E-06	1	0	
+4.733700E-06	1	0	
+4.732860E-06	1	0	
+4.733900E-06	1	0	
+4.731220E-06	1	0	
+4.731380E-06	1	0	
+4.732340E-06	1	0	
+4.732240E-06	1	0	
+4.733820E-06	1	0	
+4.731440E-06	1	0	
+4.731500E-06	1	0	
+4.733180E-06	1	0	
+4.733240E-06	1	0	
+4.732820E-06	1	0	
+4.730340E-06	1	0	
+4.732000E-06	1	0	
+4.731620E-06	1	0	
+4.730140E-06	1	0	
+4.732820E-06	1	0	
+4.734120E-06	1	0	
+4.732500E-06	1	0	
+4.732800E-06	1	0	
+4.731380E-06	1	0	
+4.733260E-06	1	0	
+4.732220E-06	1	0	
+4.732500E-06	1	0	
+4.731880E-06	1	0	
+4.731660E-06	1	0	
+4.731920E-06	1	0	
+4.732600E-06	1	0	
+4.733260E-06	1	0	
+4.734600E-06	1	0	
+4.731160E-06	1	0	
+4.732260E-06	1	0	
+4.731300E-06	1	0	
+4.731980E-06	1	0	
+4.729580E-06	1	0	
+4.731820E-06	1	0	
+4.733780E-06	1	0	
+4.733220E-06	1	0	
+4.731820E-06	1	0	
+4.731520E-06	1	0	
+4.731460E-06	1	0	
+4.730960E-06	1	0	
+4.731140E-06	1	0	
+4.730200E-06	1	0	
+4.730820E-06	1	0	
+4.731820E-06	1	0	
+4.730660E-06	1	0	
+4.730900E-06	1	0	
+4.731080E-06	1	0	
+4.728740E-06	1	0	
+4.730240E-06	1	0	
+4.729240E-06	1	0	
+4.728460E-06	1	0	
+4.729780E-06	1	0	
