start date: 	2023-08-10
start time: 	15.44.35
stop date: 	2023-08-10
stop time: 	16.05.44
com rel. humid (%):	34.1
com temp (°C):	28.97
cn temp (°C):	31.03
nv temp (°C):	35.19
bvd averages: 	     20
remarks: 	CCC probe connected to GaAs probe, GaAs 8 V+=Yel, V-=Wht, I+=Wht, I-=Blk, B = 11.56 T (84.4 A), Psample = 3.0 - 4.0e-3 mbar, using 4G power supply, turned off magnet ps
R1 Info: 	NIST-QHRGaAs13k-8
R2 Info: 	1218
data filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-10_CCC\230810_004_1544.txt
config filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-10_CCC\230810_004_1544_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	60
number of samples per half cycle: 	30
ignored first samples: 	14
ignored last samples: 	0
amplifier gain: 	1000000
delta N1/NA (mTurns): 	-23.254107218
delta (I2*R2) (V): 	1.000030519
N1 (Turns):	2065
N2 (Turns):	16
NA (Turns):	1
R1 (Ohm): 	12906.404000
R2 (Ohm): 	100.000000

data(V)	phase	error
+1.438560E-07	1	0	
+1.288020E-07	1	0	
+1.277640E-07	1	0	
+1.260300E-07	1	0	
+1.292940E-07	1	0	
+1.373700E-07	1	0	
+1.230660E-07	1	0	
+1.215060E-07	1	0	
+1.284300E-07	1	0	
+1.317060E-07	1	0	
+1.270440E-07	1	0	
+1.207320E-07	1	0	
+1.290840E-07	1	0	
+1.295640E-07	1	0	
+1.260660E-07	1	0	
+1.280940E-07	1	0	
+1.159800E-07	1	0	
+1.225320E-07	1	0	
+1.228500E-07	1	0	
+1.244880E-07	1	0	
+1.298160E-07	1	0	
+1.384980E-07	1	0	
+1.368960E-07	1	0	
+1.215540E-07	1	0	
+1.301940E-07	1	0	
+1.296060E-07	1	0	
+1.276380E-07	1	0	
+1.159020E-07	1	0	
-1.236336E-06	4	0	
-1.839594E-06	4	0	
-5.388300E-07	4	0	
+1.186560E-07	2	0	
+1.254060E-07	2	0	
+1.250940E-07	2	0	
+1.352700E-07	2	0	
+1.271940E-07	2	0	
+1.267080E-07	2	0	
+1.470300E-07	2	0	
+1.311960E-07	2	0	
+1.268640E-07	2	0	
+1.325460E-07	2	0	
+1.255860E-07	2	0	
+1.314480E-07	2	0	
+1.284600E-07	2	0	
+1.292760E-07	2	0	
+1.394520E-07	2	0	
+1.282260E-07	2	0	
+1.208160E-07	2	0	
+1.393680E-07	2	0	
+1.299180E-07	2	0	
+1.398600E-07	2	0	
+1.430700E-07	2	0	
+1.276380E-07	2	0	
+1.447380E-07	2	0	
+1.231380E-07	2	0	
+1.333920E-07	2	0	
+1.286280E-07	2	0	
+1.297020E-07	2	0	
+1.495518E-06	3	0	
+2.138370E-06	3	0	
+7.937640E-07	3	0	
+1.408560E-07	1	0	
+1.408800E-07	1	0	
+1.367280E-07	1	0	
+1.234080E-07	1	0	
+1.226520E-07	1	0	
+1.320060E-07	1	0	
+1.382940E-07	1	0	
+1.378500E-07	1	0	
+1.368360E-07	1	0	
+1.337040E-07	1	0	
+1.385160E-07	1	0	
+1.336080E-07	1	0	
+1.376160E-07	1	0	
+1.368360E-07	1	0	
+1.264740E-07	1	0	
+1.275720E-07	1	0	
+1.330320E-07	1	0	
+1.323960E-07	1	0	
+1.375320E-07	1	0	
+1.370880E-07	1	0	
+1.423320E-07	1	0	
+1.387140E-07	1	0	
+1.352820E-07	1	0	
+1.413600E-07	1	0	
+1.396740E-07	1	0	
+1.447200E-07	1	0	
+1.300020E-07	1	0	
-1.222890E-06	4	0	
-1.839168E-06	4	0	
-5.247240E-07	4	0	
+1.366500E-07	2	0	
+1.336260E-07	2	0	
+1.374420E-07	2	0	
+1.369140E-07	2	0	
+1.403160E-07	2	0	
+1.393680E-07	2	0	
+1.357380E-07	2	0	
+1.424760E-07	2	0	
+1.444320E-07	2	0	
+1.335720E-07	2	0	
+1.391820E-07	2	0	
+1.372680E-07	2	0	
+1.370820E-07	2	0	
+1.378260E-07	2	0	
+1.512420E-07	2	0	
+1.557660E-07	2	0	
