start date: 	2023-08-10
start time: 	19.36.10
stop date: 	2023-08-10
stop time: 	19.57.19
com rel. humid (%):	34.0
com temp (°C):	29.15
cn temp (°C):	31.09
nv temp (°C):	35.22
bvd averages: 	     20
remarks: 	CCC probe connected to GaAs probe, GaAs 8 V+=Red, V-=Wht, I+=Wht, I-=Blk, B = 11.56 T (84.4 A), Psample = 3.0 - 4.0e-3 mbar, using 4G power supply, turned off magnet ps
R1 Info: 	NIST-QHRGaAs13k-8
R2 Info: 	1214
data filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-10_CCC\230810_011_1936.txt
config filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-10_CCC\230810_011_1936_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	60
number of samples per half cycle: 	30
ignored first samples: 	14
ignored last samples: 	0
amplifier gain: 	1000000
delta N1/NA (mTurns): 	19.675921183
delta (I2*R2) (V): 	2.000061037
N1 (Turns):	2065
N2 (Turns):	16
NA (Turns):	1
R1 (Ohm): 	12906.404000
R2 (Ohm): 	100.000000

data(V)	phase	error
+1.837260E-07	1	0	
+1.762020E-07	1	0	
+1.717560E-07	1	0	
+1.786920E-07	1	0	
+1.716840E-07	1	0	
+1.642800E-07	1	0	
+1.653900E-07	1	0	
+1.690680E-07	1	0	
+1.706460E-07	1	0	
+1.670640E-07	1	0	
+1.749540E-07	1	0	
+1.703640E-07	1	0	
+1.710000E-07	1	0	
+1.683720E-07	1	0	
+1.638360E-07	1	0	
+1.715640E-07	1	0	
+1.716420E-07	1	0	
+1.690200E-07	1	0	
+1.854900E-07	1	0	
+1.834200E-07	1	0	
+1.700640E-07	1	0	
+1.784460E-07	1	0	
+1.747260E-07	1	0	
+1.807380E-07	1	0	
+1.705860E-07	1	0	
+1.788120E-07	1	0	
+1.827060E-07	1	0	
+1.773240E-07	1	0	
+1.894362E-06	4	0	
+2.639868E-06	4	0	
+9.711360E-07	4	0	
+1.683480E-07	2	0	
+1.763280E-07	2	0	
+1.806660E-07	2	0	
+1.709820E-07	2	0	
+1.635780E-07	2	0	
+1.838700E-07	2	0	
+1.763640E-07	2	0	
+1.707240E-07	2	0	
+1.766760E-07	2	0	
+1.758060E-07	2	0	
+1.829400E-07	2	0	
+1.701900E-07	2	0	
+1.819980E-07	2	0	
+1.653900E-07	2	0	
+1.773480E-07	2	0	
+1.705920E-07	2	0	
+1.660080E-07	2	0	
+1.664520E-07	2	0	
+1.670880E-07	2	0	
+1.676940E-07	2	0	
+1.748760E-07	2	0	
+1.695240E-07	2	0	
+1.758240E-07	2	0	
+1.679220E-07	2	0	
+1.745640E-07	2	0	
+1.750620E-07	2	0	
+1.758480E-07	2	0	
-1.535868E-06	3	0	
-2.312292E-06	3	0	
-6.351900E-07	3	0	
+1.803360E-07	1	0	
+1.692720E-07	1	0	
+1.659960E-07	1	0	
+1.689420E-07	1	0	
+1.628700E-07	1	0	
+1.599420E-07	1	0	
+1.833240E-07	1	0	
+1.738140E-07	1	0	
+1.764300E-07	1	0	
+1.718940E-07	1	0	
+1.695660E-07	1	0	
+1.709640E-07	1	0	
+1.622100E-07	1	0	
+1.616640E-07	1	0	
+1.699140E-07	1	0	
+1.739580E-07	1	0	
+1.785180E-07	1	0	
+1.654680E-07	1	0	
+1.660260E-07	1	0	
+1.674600E-07	1	0	
+1.698000E-07	1	0	
+1.748640E-07	1	0	
+1.730760E-07	1	0	
+1.586700E-07	1	0	
+1.694220E-07	1	0	
+1.745400E-07	1	0	
+1.755660E-07	1	0	
+1.885182E-06	4	0	
+2.638242E-06	4	0	
+9.662460E-07	4	0	
+1.619040E-07	2	0	
+1.623120E-07	2	0	
+1.686540E-07	2	0	
+1.756080E-07	2	0	
+1.673340E-07	2	0	
+1.724580E-07	2	0	
+1.694760E-07	2	0	
+1.872300E-07	2	0	
+1.633200E-07	2	0	
+1.658640E-07	2	0	
+1.796760E-07	2	0	
+1.701000E-07	2	0	
+1.728540E-07	2	0	
+1.762260E-07	2	0	
+1.615200E-07	2	0	
+1.687260E-07	2	0	
+1.776840E-07	2	0	
+1.597080E-07	2	0	
+1.605240E-07	2	0	
+1.633020E-07	2	0	
+1.665420E-07	2	0	
+1.745760E-07	2	0	
+1.801380E-07	2	0	
+1.765200E-07	2	0	
+1.612020E-07	2	0	
+1.580700E-07	2	0	
+1.684920E-07	2	0	
-1.527720E-06	3	0	
-2.304456E-06	3	0	
-6.379740E-07	3	0	
+1.685760E-07	1	0	
+1.661460E-07	1	0	
+1.661340E-07	1	0	
+1.607400E-07	1	0	
+1.721220E-07	1	0	
+1.746540E-07	1	0	
+1.670520E-07	1	0	
+1.756740E-07	1	0	
+1.621680E-07	1	0	
+1.672140E-07	1	0	
+1.674900E-07	1	0	
+1.727160E-07	1	0	
+1.763340E-07	1	0	
+1.706280E-07	1	0	
+1.700220E-07	1	0	
+1.626420E-07	1	0	
+1.661820E-07	1	0	
