start date: 	2023-08-10
start time: 	17.24.46
stop date: 	2023-08-10
stop time: 	17.45.54
com rel. humid (%):	34.1
com temp (°C):	29.08
cn temp (°C):	31.06
nv temp (°C):	35.31
bvd averages: 	     20
remarks: 	CCC probe connected to GaAs probe, GaAs 8 V+=Red, V-=Wht, I+=Wht, I-=Blk, B = 11.56 T (84.4 A), Psample = 3.0 - 4.0e-3 mbar, using 4G power supply, turned off magnet ps
R1 Info: 	NIST-QHRGaAs13k-8
R2 Info: 	334041
data filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-10_CCC\230810_007_1724.txt
config filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-10_CCC\230810_007_1724_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	60
number of samples per half cycle: 	30
ignored first samples: 	14
ignored last samples: 	0
amplifier gain: 	1000000
delta N1/NA (mTurns): 	-2.712213842
delta (I2*R2) (V): 	2.000061037
N1 (Turns):	2065
N2 (Turns):	16
NA (Turns):	1
R1 (Ohm): 	12906.404000
R2 (Ohm): 	100.000000

data(V)	phase	error
+2.483100E-07	1	0	
+2.478120E-07	1	0	
+2.321160E-07	1	0	
+2.408460E-07	1	0	
+2.410380E-07	1	0	
+2.373420E-07	1	0	
+2.576280E-07	1	0	
+2.382420E-07	1	0	
+2.425860E-07	1	0	
+2.399820E-07	1	0	
+2.442180E-07	1	0	
+2.330880E-07	1	0	
+2.558640E-07	1	0	
+2.341080E-07	1	0	
+2.390160E-07	1	0	
+2.447460E-07	1	0	
+2.323260E-07	1	0	
+2.445600E-07	1	0	
+2.446560E-07	1	0	
+2.416080E-07	1	0	
+2.418480E-07	1	0	
+2.388540E-07	1	0	
+2.344020E-07	1	0	
+2.327220E-07	1	0	
+2.426760E-07	1	0	
+2.446440E-07	1	0	
+2.328780E-07	1	0	
+2.382900E-07	1	0	
+1.952484E-06	4	0	
+2.710884E-06	4	0	
+1.036284E-06	4	0	
+2.243760E-07	2	0	
+2.469600E-07	2	0	
+2.393760E-07	2	0	
+2.373240E-07	2	0	
+2.416980E-07	2	0	
+2.335560E-07	2	0	
+2.441940E-07	2	0	
+2.479080E-07	2	0	
+2.397900E-07	2	0	
+2.361840E-07	2	0	
+2.586960E-07	2	0	
+2.447880E-07	2	0	
+2.388900E-07	2	0	
+2.480400E-07	2	0	
+2.399700E-07	2	0	
+2.533860E-07	2	0	
+2.378100E-07	2	0	
+2.323140E-07	2	0	
+2.444760E-07	2	0	
+2.490720E-07	2	0	
+2.563200E-07	2	0	
+2.385240E-07	2	0	
+2.419140E-07	2	0	
+2.508120E-07	2	0	
+2.365080E-07	2	0	
+2.516220E-07	2	0	
+2.576640E-07	2	0	
-1.475736E-06	3	0	
-2.243190E-06	3	0	
-5.645280E-07	3	0	
+2.419500E-07	1	0	
+2.522520E-07	1	0	
+2.320260E-07	1	0	
+2.372340E-07	1	0	
+2.467560E-07	1	0	
+2.390880E-07	1	0	
+2.493780E-07	1	0	
+2.445960E-07	1	0	
+2.394120E-07	1	0	
+2.311380E-07	1	0	
+2.610840E-07	1	0	
+2.648760E-07	1	0	
+2.286360E-07	1	0	
+2.303040E-07	1	0	
+2.374920E-07	1	0	
+2.301120E-07	1	0	
+2.240520E-07	1	0	
+2.383380E-07	1	0	
+2.470680E-07	1	0	
+2.514480E-07	1	0	
+2.541360E-07	1	0	
+2.463300E-07	1	0	
+2.441580E-07	1	0	
+2.469360E-07	1	0	
+2.328840E-07	1	0	
+2.355840E-07	1	0	
+2.342040E-07	1	0	
+1.963092E-06	4	0	
+2.700690E-06	4	0	
+1.026882E-06	4	0	
+2.249700E-07	2	0	
+2.463720E-07	2	0	
+2.342460E-07	2	0	
+2.337840E-07	2	0	
+2.268960E-07	2	0	
+2.196960E-07	2	0	
+2.239620E-07	2	0	
+2.311380E-07	2	0	
+2.243100E-07	2	0	
+2.212440E-07	2	0	
+2.235120E-07	2	0	
+2.289960E-07	2	0	
+2.307840E-07	2	0	
+2.243940E-07	2	0	
+2.298480E-07	2	0	
+2.133600E-07	2	0	
+2.233260E-07	2	0	
+2.238960E-07	2	0	
+2.217660E-07	2	0	
+2.201820E-07	2	0	
+2.362740E-07	2	0	
+2.347500E-07	2	0	
+2.520960E-07	2	0	
+2.315520E-07	2	0	
+2.283660E-07	2	0	
+2.218680E-07	2	0	
+2.350680E-07	2	0	
-1.498032E-06	3	0	
-2.250036E-06	3	0	
-5.797860E-07	3	0	
+2.252880E-07	1	0	
+2.178480E-07	1	0	
+2.412120E-07	1	0	
+2.233140E-07	1	0	
+2.286720E-07	1	0	
+2.370120E-07	1	0	
+2.274360E-07	1	0	
+2.236680E-07	1	0	
+2.092920E-07	1	0	
+2.323020E-07	1	0	
+2.338080E-07	1	0	
+2.268360E-07	1	0	
+2.096820E-07	1	0	
+2.287800E-07	1	0	
