start date: 	2023-08-11
start time: 	21.15.02
stop date: 	2023-08-11
stop time: 	21.36.11
com rel. humid (%):	33.4
com temp (°C):	29.07
cn temp (°C):	31.19
nv temp (°C):	35.28
bvd averages: 	     20
remarks: 	CCC probe connected to GaAs probe, GaAs 8 V+=Red, V-=Wht, I+=Wht, I-=Blk, B = 11.56 T (84.4 A), Psample = 3.0 - 4.0e-3 mbar, using 4G power supply
R1 Info: 	NIST-QHRGaAs13k-8
R2 Info: 	334041
data filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-11_CCC\230811_014_2115.txt
config filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-11_CCC\230811_014_2115_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	60
number of samples per half cycle: 	30
ignored first samples: 	14
ignored last samples: 	0
amplifier gain: 	1000000
delta N1/NA (mTurns): 	-2.70363077
delta (I2*R2) (V): 	2.000061037
N1 (Turns):	2065
N2 (Turns):	16
NA (Turns):	1
R1 (Ohm): 	12906.404000
R2 (Ohm): 	100.000000

data(V)	phase	error
+1.948680E-07	1	0	
+1.848600E-07	1	0	
+1.817460E-07	1	0	
+1.836300E-07	1	0	
+1.827120E-07	1	0	
+1.825200E-07	1	0	
+1.814100E-07	1	0	
+1.806360E-07	1	0	
+1.701120E-07	1	0	
+1.783200E-07	1	0	
+1.883520E-07	1	0	
+1.926720E-07	1	0	
+1.911000E-07	1	0	
+1.970040E-07	1	0	
+1.938420E-07	1	0	
+1.889100E-07	1	0	
+1.809480E-07	1	0	
+1.869360E-07	1	0	
+1.879680E-07	1	0	
+1.828680E-07	1	0	
+1.921080E-07	1	0	
+1.937520E-07	1	0	
+1.802340E-07	1	0	
+1.942920E-07	1	0	
+1.832460E-07	1	0	
+1.925040E-07	1	0	
+1.820520E-07	1	0	
+1.821960E-07	1	0	
+1.925088E-06	4	0	
+2.680758E-06	4	0	
+9.909420E-07	4	0	
+1.845420E-07	2	0	
+1.935960E-07	2	0	
+1.942440E-07	2	0	
+1.836900E-07	2	0	
+1.803840E-07	2	0	
+1.940340E-07	2	0	
+1.940160E-07	2	0	
+1.932120E-07	2	0	
+1.848240E-07	2	0	
+1.970940E-07	2	0	
+1.870440E-07	2	0	
+1.793400E-07	2	0	
+1.943760E-07	2	0	
+1.863780E-07	2	0	
+1.959480E-07	2	0	
+1.941480E-07	2	0	
+2.010960E-07	2	0	
+1.920300E-07	2	0	
+1.909980E-07	2	0	
+1.986960E-07	2	0	
+2.063220E-07	2	0	
+1.862160E-07	2	0	
+1.922460E-07	2	0	
+1.847520E-07	2	0	
+1.889700E-07	2	0	
+1.849380E-07	2	0	
+1.862520E-07	2	0	
-1.530822E-06	3	0	
-2.301726E-06	3	0	
-6.175380E-07	3	0	
+1.901700E-07	1	0	
+2.000880E-07	1	0	
+1.956240E-07	1	0	
+1.844460E-07	1	0	
+1.945860E-07	1	0	
+1.877880E-07	1	0	
+1.972200E-07	1	0	
+1.903500E-07	1	0	
+1.986300E-07	1	0	
+2.002740E-07	1	0	
+1.947720E-07	1	0	
+1.958700E-07	1	0	
+1.847340E-07	1	0	
+1.948080E-07	1	0	
+1.975080E-07	1	0	
+1.873800E-07	1	0	
+1.909500E-07	1	0	
+1.929240E-07	1	0	
+1.838940E-07	1	0	
+1.937880E-07	1	0	
+1.923180E-07	1	0	
+1.981980E-07	1	0	
+1.952100E-07	1	0	
+1.889280E-07	1	0	
+1.851840E-07	1	0	
+1.935600E-07	1	0	
+1.942140E-07	1	0	
+1.912368E-06	4	0	
+2.672082E-06	4	0	
+1.001124E-06	4	0	
+1.939140E-07	2	0	
+1.988040E-07	2	0	
+1.813200E-07	2	0	
+1.834140E-07	2	0	
+2.057280E-07	2	0	
+2.002380E-07	2	0	
+1.916640E-07	2	0	
+1.952700E-07	2	0	
+1.864320E-07	2	0	
+1.992720E-07	2	0	
+2.036820E-07	2	0	
+1.938540E-07	2	0	
+2.007060E-07	2	0	
+2.135460E-07	2	0	
+2.023020E-07	2	0	
+2.006460E-07	2	0	
+1.952580E-07	2	0	
+1.978800E-07	2	0	
+1.938900E-07	2	0	
+1.975320E-07	2	0	
+1.984860E-07	2	0	
+1.990620E-07	2	0	
+2.000220E-07	2	0	
+1.929660E-07	2	0	
+1.867680E-07	2	0	
+1.907760E-07	2	0	
+2.002020E-07	2	0	
-1.527432E-06	3	0	
-2.288580E-06	3	0	
-6.083340E-07	3	0	
+2.030580E-07	1	0	
+1.985640E-07	1	0	
+1.850340E-07	1	0	
+1.912140E-07	1	0	
+2.036580E-07	1	0	
+2.047500E-07	1	0	
+2.037960E-07	1	0	
+2.038800E-07	1	0	
+1.953600E-07	1	0	
+1.902000E-07	1	0	
+2.012340E-07	1	0	
+2.039340E-07	1	0	
+2.087280E-07	1	0	
+2.003520E-07	1	0	
+1.951860E-07	1	0	
+1.797240E-07	1	0	
+2.080560E-07	1	0	
+1.893120E-07	1	0	
+1.979160E-07	1	0	
+1.958340E-07	1	0	
+1.909560E-07	1	0	
+1.911840E-07	1	0	
+2.042220E-07	1	0	
+2.180760E-07	1	0	
+2.003880E-07	1	0	
+1.867440E-07	1	0	
+2.002020E-07	1	0	
+1.905810E-06	4	0	
+2.673186E-06	4	0	
+9.925080E-07	4	0	
+1.829640E-07	2	0	
+1.786440E-07	2	0	
+1.972260E-07	2	0	
+1.992240E-07	2	0	
+1.822440E-07	2	0	
+1.907640E-07	2	0	
+1.853700E-07	2	0	
+1.986480E-07	2	0	
+1.784520E-07	2	0	
+1.771320E-07	2	0	
+1.782060E-07	2	0	
+1.763280E-07	2	0	
+1.811640E-07	2	0	
+1.819680E-07	2	0	
+1.798560E-07	2	0	
+1.806120E-07	2	0	
+1.836420E-07	2	0	
+1.852920E-07	2	0	
+1.804020E-07	2	0	
+1.753500E-07	2	0	
+1.849440E-07	2	0	
+1.709940E-07	2	0	
+1.679100E-07	2	0	
+1.847940E-07	2	0	
+1.841640E-07	2	0	
+1.853460E-07	2	0	
+1.731600E-07	2	0	
-1.544406E-06	3	0	
-2.309874E-06	3	0	
-6.299700E-07	3	0	
+1.805760E-07	1	0	
+1.834860E-07	1	0	
+1.709880E-07	1	0	
+1.693080E-07	1	0	
+1.767840E-07	1	0	
+1.794480E-07	1	0	
+1.743300E-07	1	0	
+1.829340E-07	1	0	
+1.696380E-07	1	0	
+1.865700E-07	1	0	
+1.822320E-07	1	0	
+1.823460E-07	1	0	
+1.754340E-07	1	0	
