start date: 	2023-08-11
start time: 	20.36.42
stop date: 	2023-08-11
stop time: 	20.57.50
com rel. humid (%):	33.5
com temp (°C):	29.04
cn temp (°C):	31.03
nv temp (°C):	35.22
bvd averages: 	     20
remarks: 	CCC probe connected to GaAs probe, GaAs 8 V+=Yel, V-=Wht, I+=Wht, I-=Blk, B = 11.56 T (84.4 A), Psample = 3.0 - 4.0e-3 mbar, using 4G power supply
R1 Info: 	NIST-QHRGaAs13k-8
R2 Info: 	334041
data filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-11_CCC\230811_013_2036.txt
config filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-11_CCC\230811_013_2036_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	60
number of samples per half cycle: 	30
ignored first samples: 	14
ignored last samples: 	0
amplifier gain: 	1000000
delta N1/NA (mTurns): 	-2.707445470
delta (I2*R2) (V): 	2.000061037
N1 (Turns):	2065
N2 (Turns):	16
NA (Turns):	1
R1 (Ohm): 	12906.404000
R2 (Ohm): 	100.000000

data(V)	phase	error
+2.135220E-07	1	0	
+2.075460E-07	1	0	
+2.144280E-07	1	0	
+2.076180E-07	1	0	
+2.106120E-07	1	0	
+2.040240E-07	1	0	
+2.061060E-07	1	0	
+2.112900E-07	1	0	
+1.986180E-07	1	0	
+1.966680E-07	1	0	
+2.050560E-07	1	0	
+2.110320E-07	1	0	
+2.038980E-07	1	0	
+2.137200E-07	1	0	
+2.078760E-07	1	0	
+1.989600E-07	1	0	
+2.020020E-07	1	0	
+2.139840E-07	1	0	
+2.062500E-07	1	0	
+2.113560E-07	1	0	
+2.061720E-07	1	0	
+2.038500E-07	1	0	
+2.057160E-07	1	0	
+2.014500E-07	1	0	
+2.016480E-07	1	0	
+2.017140E-07	1	0	
+1.987440E-07	1	0	
+1.985460E-07	1	0	
-2.451930E-06	4	0	
-3.615762E-06	4	8	
-1.114680E-06	4	0	
+1.871160E-07	2	0	
+1.985760E-07	2	0	
+1.990800E-07	2	0	
+1.869420E-07	2	0	
+1.852740E-07	2	0	
+1.923540E-07	2	0	
+1.979400E-07	2	0	
+1.888800E-07	2	0	
+1.845900E-07	2	0	
+2.017800E-07	2	0	
+1.928820E-07	2	0	
+1.998300E-07	2	0	
+1.996260E-07	2	0	
+2.073060E-07	2	0	
+1.810500E-07	2	0	
+1.975560E-07	2	0	
+1.856460E-07	2	0	
+2.016360E-07	2	0	
+1.892940E-07	2	0	
+1.896840E-07	2	0	
+1.964220E-07	2	0	
+1.937520E-07	2	0	
+2.002440E-07	2	0	
+1.957740E-07	2	0	
+1.980360E-07	2	0	
+2.011500E-07	2	0	
+1.954980E-07	2	0	
+2.691660E-06	3	0	
+3.665904E-06	3	8	
+1.458192E-06	3	0	
+2.033340E-07	1	0	
+1.983780E-07	1	0	
+2.007780E-07	1	0	
+2.041200E-07	1	0	
+2.005080E-07	1	0	
+2.015520E-07	1	0	
+2.041740E-07	1	0	
+2.000160E-07	1	0	
+1.970940E-07	1	0	
+1.957680E-07	1	0	
+2.114700E-07	1	0	
+1.907280E-07	1	0	
+1.964640E-07	1	0	
+2.050680E-07	1	0	
+1.951560E-07	1	0	
+2.019840E-07	1	0	
+1.945920E-07	1	0	
+1.982640E-07	1	0	
+1.915200E-07	1	0	
+1.999800E-07	1	0	
+1.887660E-07	1	0	
+1.960800E-07	1	0	
+1.997940E-07	1	0	
+2.042400E-07	1	0	
+1.929060E-07	1	0	
+1.957560E-07	1	0	
+1.990800E-07	1	0	
-2.455308E-06	4	0	
-3.615804E-06	4	8	
-1.112844E-06	4	0	
+1.907460E-07	2	0	
+1.852800E-07	2	0	
+1.928100E-07	2	0	
+1.786200E-07	2	0	
+1.978560E-07	2	0	
+1.920600E-07	2	0	
+1.935180E-07	2	0	
+1.916700E-07	2	0	
+1.930980E-07	2	0	
+1.924140E-07	2	0	
+1.872300E-07	2	0	
+1.852320E-07	2	0	
+1.978260E-07	2	0	
+1.814400E-07	2	0	
+1.941600E-07	2	0	
+1.858260E-07	2	0	
+1.860900E-07	2	0	
+1.908600E-07	2	0	
+1.828200E-07	2	0	
+1.849260E-07	2	0	
+1.914000E-07	2	0	
+1.876440E-07	2	0	
+1.889700E-07	2	0	
+1.795920E-07	2	0	
+1.803840E-07	2	0	
+1.810740E-07	2	0	
+1.774620E-07	2	0	
+2.685066E-06	3	0	
+3.665880E-06	3	8	
+1.445022E-06	3	0	
+2.088120E-07	1	0	
+1.898220E-07	1	0	
+1.990140E-07	1	0	
+1.839000E-07	1	0	
+2.064720E-07	1	0	
+1.920240E-07	1	0	
+1.992180E-07	1	0	
+1.943220E-07	1	0	
+1.905420E-07	1	0	
+1.869120E-07	1	0	
+1.891800E-07	1	0	
+1.886580E-07	1	0	
+1.799220E-07	1	0	
+1.744980E-07	1	0	
+1.937460E-07	1	0	
+1.854660E-07	1	0	
+1.951740E-07	1	0	
+1.956540E-07	1	0	
+1.908240E-07	1	0	
+1.874520E-07	1	0	
+1.908240E-07	1	0	
+1.832820E-07	1	0	
+1.747260E-07	1	0	
+1.768140E-07	1	0	
+1.791300E-07	1	0	
+1.874100E-07	1	0	
+1.763640E-07	1	0	
-2.471106E-06	4	0	
-3.615954E-06	4	8	
-1.131120E-06	4	0	
+1.651620E-07	2	0	
+1.734900E-07	2	0	
+1.758000E-07	2	0	
+1.782480E-07	2	0	
+1.718700E-07	2	0	
+1.709760E-07	2	0	
+1.807920E-07	2	0	
+1.745700E-07	2	0	
+1.787460E-07	2	0	
+1.728960E-07	2	0	
+1.762320E-07	2	0	
+1.847280E-07	2	0	
+1.691280E-07	2	0	
+1.713060E-07	2	0	
+1.740360E-07	2	0	
+1.766100E-07	2	0	
+1.752180E-07	2	0	
+1.817160E-07	2	0	
+1.857120E-07	2	0	
+1.780980E-07	2	0	
+1.768980E-07	2	0	
+1.821900E-07	2	0	
+1.758780E-07	2	0	
+1.784100E-07	2	0	
+1.831980E-07	2	0	
+1.746180E-07	2	0	
+1.794900E-07	2	0	
+2.691834E-06	3	0	
+3.665874E-06	3	8	
+1.442730E-06	3	0	
+1.832880E-07	1	0	
+1.938300E-07	1	0	
+1.916340E-07	1	0	
+2.015640E-07	1	0	
+1.913760E-07	1	0	
+1.909500E-07	1	0	
+1.971360E-07	1	0	
+1.927260E-07	1	0	
+1.965780E-07	1	0	
+1.916760E-07	1	0	
+1.937640E-07	1	0	
+1.903320E-07	1	0	
+1.909800E-07	1	0	
+2.012520E-07	1	0	
+1.821840E-07	1	0	
+1.795860E-07	1	0	
+1.905420E-07	1	0	
+1.914900E-07	1	0	
+1.970640E-07	1	0	
+2.014140E-07	1	0	
+2.001000E-07	1	0	
+1.896660E-07	1	0	
+1.831260E-07	1	0	
+1.876800E-07	1	0	
+1.844640E-07	1	0	
+1.931400E-07	1	0	
+1.965360E-07	1	0	
-2.452782E-06	4	0	
-3.615876E-06	4	8	
-1.123896E-06	4	0	
+1.798860E-07	2	0	
+1.676760E-07	2	0	
+1.930500E-07	2	0	
+1.900800E-07	2	0	
+1.817100E-07	2	0	
+1.806780E-07	2	0	
+1.837440E-07	2	0	
+1.953060E-07	2	0	
+1.885320E-07	2	0	
+1.837380E-07	2	0	
+1.973160E-07	2	0	
+1.834320E-07	2	0	
+1.842960E-07	2	0	
+1.939620E-07	2	0	
+1.818840E-07	2	0	
+1.869480E-07	2	0	
+1.917960E-07	2	0	
+1.950660E-07	2	0	
+1.935720E-07	2	0	
+1.896780E-07	2	0	
+1.884300E-07	2	0	
+1.850640E-07	2	0	
+1.804200E-07	2	0	
+1.811100E-07	2	0	
+1.916040E-07	2	0	
+1.858620E-07	2	0	
