start date: 	2024-05-07
start time: 	18.34.13
stop date: 	2024-05-08
stop time: 	07.55.19
com rel. humid (%):	37.9
com temp (°C):	27.42
cn temp (°C):	31.41
nv temp (°C):	33.59
bvd averages: 	    800
remarks: 	I1 Source Stability: 0.3 uA Range, I1 = 50.0076 nA
R1 Info: 	F058A
R2 Info: 	short
data filepath: 	W:\68internal\Calibrations\MDSS Data\resist\MagniconData\CCCViewerData\CCC2019-01_Data\2024-05-07_CCC\240507_001_1834.txt
config filepath: 	W:\68internal\Calibrations\MDSS Data\resist\MagniconData\CCCViewerData\CCC2019-01_Data\2024-05-07_CCC\240507_001_1834_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	60
number of samples per half cycle: 	30
ignored first samples: 	14
ignored last samples: 	0
amplifier gain: 	300000
delta N1/NA (mTurns): 	-0.000000000
delta (I2*R2) (V): 	0.000000000
N1 (Turns):	0
N2 (Turns):	0
NA (Turns):	0
R1 (Ohm): 	100.000000
R2 (Ohm): 	0.000000

data(V)	phase	error
-2.515000E-07	0	0	
-2.500800E-07	0	0	
+9.802800E-07	3	0	
+4.461900E-06	3	0	
+4.748740E-06	1	0	
+4.748520E-06	1	0	
+4.748260E-06	1	0	
+4.746520E-06	1	0	
+4.748760E-06	1	0	
+4.747840E-06	1	0	
+4.749820E-06	1	0	
+4.748380E-06	1	0	
+4.749720E-06	1	0	
+4.750980E-06	1	0	
+4.749180E-06	1	0	
+4.749940E-06	1	0	
+4.749640E-06	1	0	
+4.749940E-06	1	0	
+4.750100E-06	1	0	
+4.751440E-06	1	0	
+4.748860E-06	1	0	
+4.750200E-06	1	0	
+4.748960E-06	1	0	
+4.751340E-06	1	0	
+4.749100E-06	1	0	
+4.750520E-06	1	0	
+4.751220E-06	1	0	
+4.749300E-06	1	0	
+4.751120E-06	1	0	
+4.751800E-06	1	0	
+4.751220E-06	1	0	
+4.750740E-06	1	0	
+3.518740E-06	4	0	
-1.162360E-06	4	0	
-4.946120E-06	4	0	
-5.247600E-06	2	0	
-5.249620E-06	2	0	
-5.250580E-06	2	0	
-5.250160E-06	2	0	
-5.250360E-06	2	0	
-5.249480E-06	2	0	
-5.249620E-06	2	0	
-5.250460E-06	2	0	
-5.248680E-06	2	0	
-5.250160E-06	2	0	
-5.249460E-06	2	0	
-5.248420E-06	2	0	
-5.247400E-06	2	0	
-5.248580E-06	2	0	
-5.248460E-06	2	0	
-5.248360E-06	2	0	
-5.249920E-06	2	0	
-5.249580E-06	2	0	
-5.249780E-06	2	0	
-5.248480E-06	2	0	
-5.248260E-06	2	0	
-5.249720E-06	2	0	
-5.248500E-06	2	0	
-5.248860E-06	2	0	
-5.249700E-06	2	0	
-5.247840E-06	2	0	
-5.248360E-06	2	0	
-4.014500E-06	3	0	
+6.685200E-07	3	0	
+4.451260E-06	3	0	
+4.751420E-06	1	0	
+4.752300E-06	1	0	
+4.753420E-06	1	0	
+4.753940E-06	1	0	
+4.754860E-06	1	0	
+4.753100E-06	1	0	
+4.753940E-06	1	0	
+4.755020E-06	1	0	
+4.753660E-06	1	0	
+4.756200E-06	1	0	
+4.753060E-06	1	0	
+4.754860E-06	1	0	
+4.754920E-06	1	0	
+4.756200E-06	1	0	
+4.754340E-06	1	0	
+4.754260E-06	1	0	
+4.754820E-06	1	0	
+4.754280E-06	1	0	
+4.754860E-06	1	0	
+4.754900E-06	1	0	
+4.753980E-06	1	0	
+4.753020E-06	1	0	
+4.754860E-06	1	0	
+4.753560E-06	1	0	
+4.753600E-06	1	0	
+4.753480E-06	1	0	
+4.753980E-06	1	0	
+3.521800E-06	4	0	
-1.159500E-06	4	0	
-4.942860E-06	4	0	
-5.245480E-06	2	0	
