start date: 	2024-05-07
start time: 	18.34.13
stop date: 	2024-05-08
stop time: 	07.55.19
com rel. humid (%):	37.9
com temp (°C):	27.42
cn temp (°C):	31.41
nv temp (°C):	33.59
bvd averages: 	    800
remarks: 	I1 Source Stability: 0.3 uA Range, I1 = 50.0076 nA
R1 Info: 	F058A
R2 Info: 	short
data filepath: 	W:\68internal\Calibrations\MDSS Data\resist\MagniconData\CCCViewerData\CCC2019-01_Data\2024-05-07_CCC\240507_001_1834.txt
config filepath: 	W:\68internal\Calibrations\MDSS Data\resist\MagniconData\CCCViewerData\CCC2019-01_Data\2024-05-07_CCC\240507_001_1834_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	60
number of samples per half cycle: 	30
ignored first samples: 	14
ignored last samples: 	0
amplifier gain: 	300000
delta N1/NA (mTurns): 	-0.000000000
delta (I2*R2) (V): 	0.000000000
N1 (Turns):	0
N2 (Turns):	0
NA (Turns):	0
R1 (Ohm): 	100.000000
R2 (Ohm): 	0.000000

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
215	+1.000212E-05	+1.000069E-05	+5.878928E-11
216	+1.000037E-05	+1.000069E-05	+5.853507E-11
217	+1.000207E-05	+1.000070E-05	+5.861338E-11
218	+1.000035E-05	+1.000069E-05	+5.836549E-11
219	+9.999795E-06	+1.000069E-05	+5.824337E-11
220	+9.999787E-06	+1.000069E-05	+5.812310E-11
221	+1.000039E-05	+1.000068E-05	+5.787451E-11
222	+1.000106E-05	+1.000069E-05	+5.763733E-11
223	+1.000144E-05	+1.000069E-05	+5.747865E-11
224	+1.000022E-05	+1.000069E-05	+5.726014E-11
225	+1.000258E-05	+1.000070E-05	+5.762199E-11
226	+1.000170E-05	+1.000070E-05	+5.753895E-11
227	+1.000157E-05	+1.000070E-05	+5.741128E-11
228	+1.000041E-05	+1.000070E-05	+5.717352E-11
229	+1.000087E-05	+1.000070E-05	+5.692825E-11
230	+1.000062E-05	+1.000070E-05	+5.668130E-11
231	+1.000142E-05	+1.000071E-05	+5.651963E-11
232	+1.000018E-05	+1.000070E-05	+5.632106E-11
233	+1.000075E-05	+1.000070E-05	+5.607923E-11
234	+1.000077E-05	+1.000071E-05	+5.583966E-11
235	+1.000015E-05	+1.000070E-05	+5.565167E-11
236	+9.999973E-06	+1.000070E-05	+5.550165E-11
237	+1.000051E-05	+1.000070E-05	+5.527299E-11
238	+1.000073E-05	+1.000070E-05	+5.504038E-11
239	+9.999939E-06	+1.000070E-05	+5.490179E-11
240	+1.000039E-05	+1.000069E-05	+5.468703E-11
241	+9.999796E-06	+1.000069E-05	+5.458700E-11
242	+1.000038E-05	+1.000069E-05	+5.437601E-11
243	+1.000118E-05	+1.000069E-05	+5.418997E-11
244	+1.000130E-05	+1.000069E-05	+5.402456E-11
245	+1.000023E-05	+1.000069E-05	+5.383673E-11
246	+1.000272E-05	+1.000070E-05	+5.424980E-11
247	+9.999910E-06	+1.000070E-05	+5.412437E-11
248	+9.999886E-06	+1.000069E-05	+5.400475E-11
249	+1.000178E-05	+1.000070E-05	+5.396442E-11
250	+9.999794E-06	+1.000069E-05	+5.386975E-11
251	+1.000089E-05	+1.000070E-05	+5.366013E-11
252	+1.000197E-05	+1.000070E-05	+5.368653E-11
253	+1.000018E-05	+1.000070E-05	+5.351327E-11
254	+1.000047E-05	+1.000070E-05	+5.330991E-11
255	+9.999650E-06	+1.000069E-05	+5.325908E-11
256	+1.000138E-05	+1.000070E-05	+5.311889E-11
257	+1.000143E-05	+1.000070E-05	+5.298961E-11
258	+1.000175E-05	+1.000070E-05	+5.294118E-11
259	+1.000040E-05	+1.000070E-05	+5.274957E-11
260	+9.999879E-06	+1.000070E-05	+5.264156E-11
261	+1.000189E-05	+1.000070E-05	+5.263736E-11
262	+1.000071E-05	+1.000070E-05	+5.243607E-11
263	+1.000044E-05	+1.000070E-05	+5.224599E-11
264	+9.999276E-06	+1.000070E-05	+5.232723E-11
265	+1.000123E-05	+1.000070E-05	+5.216857E-11
266	+1.000094E-05	+1.000070E-05	+5.197991E-11
267	+9.999930E-06	+1.000070E-05	+5.186504E-11
268	+1.000157E-05	+1.000070E-05	+5.177406E-11
269	+9.999897E-06	+1.000070E-05	+5.166745E-11
270	+9.999794E-06	+1.000069E-05	+5.158436E-11
271	+1.000130E-05	+1.000070E-05	+5.144192E-11
272	+9.999794E-06	+1.000069E-05	+5.135968E-11
273	+1.000106E-05	+1.000069E-05	+5.118913E-11
274	+9.999885E-06	+1.000069E-05	+5.108736E-11
275	+9.999868E-06	+1.000069E-05	+5.098928E-11
276	+1.000272E-05	+1.000070E-05	+5.133419E-11
277	+1.000096E-05	+1.000070E-05	+5.115753E-11
278	+1.000178E-05	+1.000070E-05	+5.112199E-11
279	+1.000034E-05	+1.000070E-05	+5.095502E-11
280	+1.000266E-05	+1.000071E-05	+5.125104E-11
281	+1.000233E-05	+1.000071E-05	+5.139431E-11
282	+9.999355E-06	+1.000071E-05	+5.143724E-11
283	+1.000125E-05	+1.000071E-05	+5.129057E-11
284	+1.000085E-05	+1.000071E-05	+5.111203E-11
285	+1.000237E-05	+1.000072E-05	+5.126509E-11
286	+9.999538E-06	+1.000071E-05	+5.125122E-11
287	+1.000104E-05	+1.000071E-05	+5.108529E-11
288	+1.000073E-05	+1.000071E-05	+5.090762E-11
289	+1.000070E-05	+1.000071E-05	+5.073118E-11
290	+1.000139E-05	+1.000071E-05	+5.060914E-11
291	+9.998887E-06	+1.000071E-05	+5.082422E-11
292	+1.000071E-05	+1.000071E-05	+5.064987E-11
293	+1.000044E-05	+1.000071E-05	+5.048517E-11
294	+1.000186E-05	+1.000071E-05	+5.046469E-11
295	+1.000088E-05	+1.000071E-05	+5.029640E-11
296	+1.000019E-05	+1.000071E-05	+5.015703E-11
297	+9.998386E-06	+1.000070E-05	+5.059649E-11
298	+1.000169E-05	+1.000071E-05	+5.053524E-11
299	+9.999905E-06	+1.000070E-05	+5.043706E-11
300	+1.000133E-05	+1.000070E-05	+5.031193E-11
301	+1.000104E-05	+1.000071E-05	+5.015676E-11
302	+1.000074E-05	+1.000071E-05	+4.999052E-11
303	+1.000064E-05	+1.000071E-05	+4.982569E-11
304	+1.000126E-05	+1.000071E-05	+4.969495E-11
305	+1.000143E-05	+1.000071E-05	+4.958851E-11
306	+1.000112E-05	+1.000071E-05	+4.944412E-11
307	+9.999329E-06	+1.000071E-05	+4.948818E-11
308	+9.999424E-06	+1.000070E-05	+4.950288E-11
309	+1.000048E-05	+1.000070E-05	+4.934757E-11
310	+1.000117E-05	+1.000070E-05	+4.921153E-11
311	+1.000074E-05	+1.000070E-05	+4.905318E-11
312	+1.000147E-05	+1.000071E-05	+4.895715E-11
313	+1.000076E-05	+1.000071E-05	+4.880075E-11
314	+1.000023E-05	+1.000070E-05	+4.866886E-11
315	+9.999422E-06	+1.000070E-05	+4.868460E-11
316	+1.000218E-05	+1.000071E-05	+4.875516E-11
317	+1.000061E-05	+1.000071E-05	+4.860215E-11
318	+1.000101E-05	+1.000071E-05	+4.845887E-11
319	+1.000190E-05	+1.000071E-05	+4.845179E-11
320	+1.000155E-05	+1.000071E-05	+4.837166E-11
321	+1.000252E-05	+1.000072E-05	+4.854659E-11
322	+1.000244E-05	+1.000072E-05	+4.869100E-11
323	+1.000022E-05	+1.000072E-05	+4.856516E-11
324	+9.999760E-06	+1.000072E-05	+4.850597E-11
325	+1.000068E-05	+1.000072E-05	+4.835662E-11
326	+1.000151E-05	+1.000072E-05	+4.826834E-11
327	+1.000086E-05	+1.000072E-05	+4.812231E-11
328	+1.000203E-05	+1.000073E-05	+4.814092E-11
329	+9.999500E-06	+1.000072E-05	+4.813873E-11
330	+1.000099E-05	+1.000072E-05	+4.799945E-11
331	+1.000123E-05	+1.000072E-05	+4.787863E-11
332	+1.000010E-05	+1.000072E-05	+4.777181E-11
333	+9.999731E-06	+1.000072E-05	+4.772103E-11
334	+1.000001E-05	+1.000072E-05	+4.762549E-11
335	+1.000109E-05	+1.000072E-05	+4.749606E-11
336	+9.999201E-06	+1.000071E-05	+4.756926E-11
337	+9.999661E-06	+1.000071E-05	+4.753062E-11
338	+1.000118E-05	+1.000071E-05	+4.740970E-11
339	+1.000066E-05	+1.000071E-05	+4.726992E-11
340	+9.999468E-06	+1.000071E-05	+4.727259E-11
341	+1.000181E-05	+1.000071E-05	+4.724436E-11
342	+9.999798E-06	+1.000071E-05	+4.718176E-11
343	+9.999215E-06	+1.000070E-05	+4.724516E-11
344	+1.000181E-05	+1.000071E-05	+4.721614E-11
345	+9.999160E-06	+1.000070E-05	+4.729232E-11
346	+1.000090E-05	+1.000070E-05	+4.715883E-11
347	+9.999780E-06	+1.000070E-05	+4.709801E-11
348	+1.000011E-05	+1.000070E-05	+4.699318E-11
349	+1.000085E-05	+1.000070E-05	+4.686029E-11
350	+1.000015E-05	+1.000070E-05	+4.675214E-11
351	+1.000157E-05	+1.000070E-05	+4.668486E-11
352	+1.000019E-05	+1.000070E-05	+4.657509E-11
353	+1.000075E-05	+1.000070E-05	+4.644320E-11
354	+1.000211E-05	+1.000070E-05	+4.648323E-11
355	+1.000041E-05	+1.000070E-05	+4.635941E-11
356	+1.000200E-05	+1.000071E-05	+4.637189E-11
357	+1.000045E-05	+1.000071E-05	+4.624749E-11
358	+1.000060E-05	+1.000071E-05	+4.611907E-11
359	+1.000399E-05	+1.000071E-05	+4.688907E-11
360	+1.000025E-05	+1.000071E-05	+4.677643E-11
361	+1.000085E-05	+1.000071E-05	+4.664819E-11
362	+1.000046E-05	+1.000071E-05	+4.652457E-11
363	+1.000137E-05	+1.000071E-05	+4.643115E-11
364	+1.000011E-05	+1.000071E-05	+4.633306E-11
365	+1.000122E-05	+1.000071E-05	+4.622704E-11
366	+1.000068E-05	+1.000071E-05	+4.610067E-11
367	+1.000100E-05	+1.000071E-05	+4.598166E-11
368	+1.000159E-05	+1.000072E-05	+4.591886E-11
369	+9.999754E-06	+1.000071E-05	+4.586864E-11
370	+1.000075E-05	+1.000071E-05	+4.574458E-11
371	+1.000008E-05	+1.000071E-05	+4.565294E-11
372	+9.999367E-06	+1.000071E-05	+4.567351E-11
373	+1.000086E-05	+1.000071E-05	+4.555271E-11
374	+1.000070E-05	+1.000071E-05	+4.543075E-11
375	+1.000004E-05	+1.000071E-05	+4.534451E-11
376	+1.000062E-05	+1.000071E-05	+4.522441E-11
377	+1.000041E-05	+1.000071E-05	+4.511104E-11
378	+1.000101E-05	+1.000071E-05	+4.499879E-11
379	+1.000054E-05	+1.000071E-05	+4.488212E-11
380	+1.000223E-05	+1.000071E-05	+4.494194E-11
381	+1.000054E-05	+1.000071E-05	+4.482612E-11
382	+1.000155E-05	+1.000071E-05	+4.476270E-11
383	+1.000111E-05	+1.000071E-05	+4.465770E-11
384	+1.000149E-05	+1.000072E-05	+4.458705E-11
385	+1.000274E-05	+1.000072E-05	+4.477954E-11
386	+1.000219E-05	+1.000073E-05	+4.482595E-11
387	+1.000004E-05	+1.000072E-05	+4.474527E-11
388	+1.000074E-05	+1.000072E-05	+4.462982E-11
389	+1.000027E-05	+1.000072E-05	+4.453055E-11
390	+9.999476E-06	+1.000072E-05	+4.453100E-11
391	+1.000056E-05	+1.000072E-05	+4.441889E-11
392	+1.000061E-05	+1.000072E-05	+4.430622E-11
393	+1.000094E-05	+1.000072E-05	+4.419685E-11
394	+1.000236E-05	+1.000072E-05	+4.428053E-11
395	+1.000134E-05	+1.000072E-05	+4.419555E-11
396	+9.999769E-06	+1.000072E-05	+4.414985E-11
397	+1.000016E-05	+1.000072E-05	+4.406118E-11
398	+1.000020E-05	+1.000072E-05	+4.397010E-11
399	+1.000112E-05	+1.000072E-05	+4.387153E-11
400	+1.000184E-05	+1.000072E-05	+4.385050E-11
401	+1.000094E-05	+1.000072E-05	+4.374446E-11
402	+1.000143E-05	+1.000073E-05	+4.367034E-11
403	+1.000168E-05	+1.000073E-05	+4.362649E-11
404	+1.000132E-05	+1.000073E-05	+4.354271E-11
405	+1.000157E-05	+1.000073E-05	+4.348491E-11
406	+9.999999E-06	+1.000073E-05	+4.341521E-11
407	+9.999868E-06	+1.000073E-05	+4.336021E-11
408	+1.000093E-05	+1.000073E-05	+4.325650E-11
409	+1.000094E-05	+1.000073E-05	+4.315383E-11
410	+9.999976E-06	+1.000073E-05	+4.308755E-11
411	+1.000193E-05	+1.000073E-05	+4.308195E-11
412	+1.000080E-05	+1.000073E-05	+4.297763E-11
413	+1.000013E-05	+1.000073E-05	+4.289825E-11
414	+1.000165E-05	+1.000073E-05	+4.285204E-11
415	+1.000092E-05	+1.000073E-05	+4.275115E-11
416	+1.000190E-05	+1.000073E-05	+4.274071E-11
417	+1.000076E-05	+1.000073E-05	+4.263813E-11
418	+1.000037E-05	+1.000073E-05	+4.254492E-11
419	+1.000122E-05	+1.000073E-05	+4.245932E-11
420	+1.000075E-05	+1.000073E-05	+4.235813E-11
421	+9.999859E-06	+1.000073E-05	+4.230856E-11
422	+1.000183E-05	+1.000073E-05	+4.228789E-11
423	+1.000146E-05	+1.000074E-05	+4.222309E-11
424	+1.000080E-05	+1.000074E-05	+4.212369E-11
425	+9.998994E-06	+1.000073E-05	+4.222411E-11
426	+1.000056E-05	+1.000073E-05	+4.212689E-11
427	+1.000239E-05	+1.000074E-05	+4.220703E-11
428	+1.000096E-05	+1.000074E-05	+4.211148E-11
429	+1.000177E-05	+1.000074E-05	+4.208169E-11
430	+1.000055E-05	+1.000074E-05	+4.198595E-11
431	+1.000205E-05	+1.000074E-05	+4.199836E-11
432	+1.000216E-05	+1.000074E-05	+4.202945E-11
433	+1.000054E-05	+1.000074E-05	+4.193485E-11
434	+1.000028E-05	+1.000074E-05	+4.185195E-11
435	+9.999372E-06	+1.000074E-05	+4.187439E-11
436	+1.000047E-05	+1.000074E-05	+4.178293E-11
437	+1.000228E-05	+1.000074E-05	+4.183523E-11
438	+1.000167E-05	+1.000075E-05	+4.179336E-11
439	+1.000229E-05	+1.000075E-05	+4.184648E-11
440	+1.000251E-05	+1.000075E-05	+4.194324E-11
441	+9.999608E-06	+1.000075E-05	+4.192854E-11
442	+1.000013E-05	+1.000075E-05	+4.185719E-11
443	+9.999121E-06	+1.000075E-05	+4.192389E-11
444	+9.999071E-06	+1.000074E-05	+4.199892E-11
445	+9.999719E-06	+1.000074E-05	+4.196740E-11
