start date: 	2023-08-07
start time: 	20.46.20
stop date: 	2023-08-07
stop time: 	21.07.29
com rel. humid (%):	34.2
com temp (°C):	29.06
cn temp (°C):	31.06
nv temp (°C):	35.31
bvd averages: 	     20
remarks: 	CCC probe connected to GaAs probe, GaAs 8 V+=Red, V-=Wht, I+=Wht, I-=Blk, B = 11.56 T (84.4 A), Psample = 3.5e-3 mbar, Filled CCC
R1 Info: 	NIST-QHRGaAs13k-8
R2 Info: 	1214
data filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-07_CCC\230807_010_2046.txt
config filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-07_CCC\230807_010_2046_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	60
number of samples per half cycle: 	30
ignored first samples: 	14
ignored last samples: 	0
amplifier gain: 	1000000
delta N1/NA (mTurns): 	19.660662394
delta (I2*R2) (V): 	1.000030519
N1 (Turns):	2065
N2 (Turns):	16
NA (Turns):	1
R1 (Ohm): 	12906.404000
R2 (Ohm): 	100.000000

data(V)	phase	error
+1.650240E-07	1	0	
+1.549440E-07	1	0	
+1.439100E-07	1	0	
+1.362360E-07	1	0	
+1.453260E-07	1	0	
+1.530120E-07	1	0	
+1.336140E-07	1	0	
+1.390200E-07	1	0	
+1.471620E-07	1	0	
+1.178160E-07	1	0	
+1.154520E-07	1	0	
+1.367040E-07	1	0	
+1.130700E-07	1	0	
+1.424160E-07	1	0	
+1.356420E-07	1	0	
+1.166040E-07	1	0	
+1.415640E-07	1	0	
+1.161000E-07	1	0	
+1.053780E-07	1	0	
+1.328760E-07	1	0	
+1.271820E-07	1	0	
+1.277400E-07	1	0	
+1.200660E-07	1	0	
+1.427640E-07	1	0	
+1.480140E-07	1	0	
+1.453920E-07	1	0	
+1.404120E-07	1	0	
+1.519320E-07	1	0	
+2.954796E-06	4	0	
+3.666012E-06	4	8	
+1.593174E-06	4	0	
+1.209360E-07	2	0	
+1.329780E-07	2	0	
+1.341300E-07	2	0	
+1.375620E-07	2	0	
+1.366440E-07	2	0	
+1.298400E-07	2	0	
+1.401060E-07	2	0	
+1.333260E-07	2	0	
+1.254540E-07	2	0	
+1.019700E-07	2	0	
+1.197720E-07	2	0	
+1.323720E-07	2	0	
+1.334640E-07	2	0	
+1.239780E-07	2	0	
+1.367400E-07	2	0	
+1.101660E-07	2	0	
+1.228980E-07	2	0	
+1.278780E-07	2	0	
+1.024500E-07	2	0	
+1.223220E-07	2	0	
+1.171320E-07	2	0	
+1.182180E-07	2	0	
+1.247040E-07	2	0	
+1.091940E-07	2	0	
+1.254900E-07	2	0	
+1.332120E-07	2	0	
+1.256340E-07	2	0	
-2.831820E-06	3	0	
-3.617190E-06	3	8	
-1.391316E-06	3	0	
+1.457640E-07	1	0	
+1.299000E-07	1	0	
+1.529160E-07	1	0	
+1.291380E-07	1	0	
+1.270500E-07	1	0	
+1.228140E-07	1	0	
