start date: 	2023-08-07
start time: 	20.14.31
stop date: 	2023-08-07
stop time: 	20.35.40
com rel. humid (%):	34.4
com temp (°C):	28.94
cn temp (°C):	31.00
nv temp (°C):	35.19
bvd averages: 	     20
remarks: 	CCC probe connected to GaAs probe, GaAs 8 V+=Yel, V-=Wht, I+=Wht, I-=Blk, B = 11.56 T (84.4 A), Psample = 3.5e-3 mbar, Filled CCC
R1 Info: 	NIST-QHRGaAs13k-8
R2 Info: 	1214
data filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-07_CCC\230807_009_2014.txt
config filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-07_CCC\230807_009_2014_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	60
number of samples per half cycle: 	30
ignored first samples: 	14
ignored last samples: 	0
amplifier gain: 	1000000
delta N1/NA (mTurns): 	19.668291789
delta (I2*R2) (V): 	1.000030519
N1 (Turns):	2065
N2 (Turns):	16
NA (Turns):	1
R1 (Ohm): 	12906.404000
R2 (Ohm): 	100.000000

data(V)	phase	error
+1.824960E-07	1	0	
+1.697520E-07	1	0	
+1.610400E-07	1	0	
+1.473600E-07	1	0	
+1.483680E-07	1	0	
+1.609200E-07	1	0	
+1.619340E-07	1	0	
+1.598100E-07	1	0	
+1.477380E-07	1	0	
+1.505880E-07	1	0	
+1.543140E-07	1	0	
+1.512960E-07	1	0	
+1.457160E-07	1	0	
+1.449000E-07	1	0	
+1.496400E-07	1	0	
+1.425240E-07	1	0	
+1.521360E-07	1	0	
+1.532700E-07	1	0	
+1.435140E-07	1	0	
+1.472040E-07	1	0	
+1.499040E-07	1	0	
+1.450440E-07	1	0	
+1.475760E-07	1	0	
+1.487880E-07	1	0	
+1.387560E-07	1	0	
+1.406340E-07	1	0	
+1.442580E-07	1	0	
+1.679520E-07	1	0	
+2.921088E-06	4	0	
+3.666024E-06	4	8	
+1.520886E-06	4	0	
+1.251900E-07	2	0	
+1.510140E-07	2	0	
+1.499640E-07	2	0	
+1.623900E-07	2	0	
+1.627260E-07	2	0	
+1.583640E-07	2	0	
+1.581360E-07	2	0	
+1.605480E-07	2	0	
+1.519020E-07	2	0	
+1.629600E-07	2	0	
+1.587540E-07	2	0	
+1.553580E-07	2	0	
+1.576740E-07	2	0	
+1.594200E-07	2	0	
+1.587660E-07	2	0	
+1.634160E-07	2	0	
+1.487640E-07	2	0	
+1.636740E-07	2	0	
+1.422660E-07	2	0	
+1.609020E-07	2	0	
+1.738380E-07	2	0	
+1.569540E-07	2	0	
+1.477980E-07	2	0	
+1.615800E-07	2	0	
+1.557840E-07	2	0	
+1.523700E-07	2	0	
+1.476180E-07	2	0	
-2.788080E-06	3	0	
-3.617190E-06	3	8	
-1.279950E-06	3	0	
+1.899360E-07	1	0	
+1.732200E-07	1	0	
+1.581480E-07	1	0	
+1.647660E-07	1	0	
+1.522980E-07	1	0	
+1.522440E-07	1	0	
+1.580160E-07	1	0	
+1.543920E-07	1	0	
+1.538640E-07	1	0	
+1.667880E-07	1	0	
+1.564200E-07	1	0	
+1.547520E-07	1	0	
+1.541880E-07	1	0	
+1.445640E-07	1	0	
+1.500600E-07	1	0	
+1.530540E-07	1	0	
+1.461720E-07	1	0	
+1.511820E-07	1	0	
+1.515300E-07	1	0	
+1.386060E-07	1	0	
+1.421640E-07	1	0	
+1.501800E-07	1	0	
+1.479120E-07	1	0	
+1.486140E-07	1	0	
+1.575720E-07	1	0	
+1.425840E-07	1	0	
+1.422720E-07	1	0	
+2.915760E-06	4	0	
+3.666012E-06	4	8	
+1.516968E-06	4	0	
+1.165380E-07	2	0	
+1.373880E-07	2	0	
+1.486740E-07	2	0	
+1.594080E-07	2	0	
+1.473060E-07	2	0	
+1.530360E-07	2	0	
+1.596000E-07	2	0	
+1.512780E-07	2	0	
+1.468560E-07	2	0	
+1.532280E-07	2	0	
+1.593840E-07	2	0	
+1.470840E-07	2	0	
+1.491720E-07	2	0	
+1.593000E-07	2	0	
+1.482660E-07	2	0	
+1.501560E-07	2	0	
+1.617900E-07	2	0	
+1.546080E-07	2	0	
+1.473780E-07	2	0	
+1.550940E-07	2	0	
+1.522740E-07	2	0	
+1.393560E-07	2	0	
+1.452900E-07	2	0	
+1.488300E-07	2	0	
+1.481700E-07	2	0	
+1.498140E-07	2	0	
+1.473240E-07	2	0	
-2.786232E-06	3	0	
-3.617196E-06	3	8	
-1.286388E-06	3	0	
+1.873860E-07	1	0	
+1.540620E-07	1	0	
+1.575600E-07	1	0	
+1.544460E-07	1	0	
+1.498080E-07	1	0	
+1.559280E-07	1	0	
+1.497420E-07	1	0	
+1.517700E-07	1	0	
+1.494000E-07	1	0	
+1.443180E-07	1	0	
+1.551540E-07	1	0	
+1.542060E-07	1	0	
+1.620180E-07	1	0	
+1.525860E-07	1	0	
+1.593480E-07	1	0	
+1.414080E-07	1	0	
+1.492800E-07	1	0	
+1.460820E-07	1	0	
+1.467840E-07	1	0	
+1.418520E-07	1	0	
+1.527000E-07	1	0	
+1.478940E-07	1	0	
+1.493400E-07	1	0	
+1.508940E-07	1	0	
+1.515000E-07	1	0	
+1.493220E-07	1	0	
+1.429560E-07	1	0	
+2.922108E-06	4	0	
+3.666000E-06	4	8	
+1.514412E-06	4	0	
+1.095780E-07	2	0	
+1.477260E-07	2	0	
+1.545420E-07	2	0	
+1.574160E-07	2	0	
+1.464840E-07	2	0	
+1.548300E-07	2	0	
+1.514760E-07	2	0	
+1.522200E-07	2	0	
+1.520940E-07	2	0	
+1.485780E-07	2	0	
+1.536480E-07	2	0	
+1.599780E-07	2	0	
+1.575960E-07	2	0	
+1.473060E-07	2	0	
+1.613220E-07	2	0	
+1.569660E-07	2	0	
+1.590600E-07	2	0	
+1.522800E-07	2	0	
+1.388760E-07	2	0	
+1.446000E-07	2	0	
+1.394160E-07	2	0	
+1.555140E-07	2	0	
+1.462860E-07	2	0	
+1.431780E-07	2	0	
+1.454580E-07	2	0	
+1.515180E-07	2	0	
+1.415160E-07	2	0	
-2.785530E-06	3	0	
-3.617196E-06	3	8	
-1.279836E-06	3	0	
+1.878300E-07	1	0	
+1.444140E-07	1	0	
+1.494060E-07	1	0	
+1.526700E-07	1	0	
+1.341180E-07	1	0	
+1.546560E-07	1	0	
+1.411140E-07	1	0	
+1.395420E-07	1	0	
+1.303740E-07	1	0	
+1.449900E-07	1	0	
+1.364580E-07	1	0	
+1.439880E-07	1	0	
+1.399560E-07	1	0	
+1.476900E-07	1	0	
+1.423440E-07	1	0	
+1.492200E-07	1	0	
+1.482540E-07	1	0	
+1.396080E-07	1	0	
+1.427100E-07	1	0	
+1.411560E-07	1	0	
+1.373280E-07	1	0	
+1.533000E-07	1	0	
+1.479600E-07	1	0	
+1.479120E-07	1	0	
+1.457520E-07	1	0	
+1.553280E-07	1	0	
+1.423080E-07	1	0	
+2.916138E-06	4	0	
+3.666000E-06	4	8	
+1.513128E-06	4	0	
+1.125840E-07	2	0	
+1.364880E-07	2	0	
+1.429500E-07	2	0	
+1.454700E-07	2	0	
+1.424100E-07	2	0	
+1.533240E-07	2	0	
+1.475520E-07	2	0	
+1.532340E-07	2	0	
+1.495740E-07	2	0	
+1.469640E-07	2	0	
+1.517400E-07	2	0	
+1.542660E-07	2	0	
+1.633920E-07	2	0	
+1.652520E-07	2	0	
+1.561440E-07	2	0	
+1.546800E-07	2	0	
+1.696200E-07	2	0	
+1.585080E-07	2	0	
+1.597140E-07	2	0	
+1.518240E-07	2	0	
+1.542420E-07	2	0	
+1.495080E-07	2	0	
+1.538820E-07	2	0	
+1.480440E-07	2	0	
+1.478700E-07	2	0	
+1.511220E-07	2	0	
+1.545240E-07	2	0	
-2.785344E-06	3	0	
-3.617190E-06	3	8	
-1.286502E-06	3	0	
+1.821780E-07	1	0	
+1.600320E-07	1	0	
+1.511640E-07	1	0	
+1.464180E-07	1	0	
+1.424820E-07	1	0	
+1.590780E-07	1	0	
+1.494540E-07	1	0	
+1.496520E-07	1	0	
+1.414800E-07	1	0	
+1.562220E-07	1	0	
+1.517460E-07	1	0	
+1.419360E-07	1	0	
+1.484940E-07	1	0	
+1.486200E-07	1	0	
+1.460220E-07	1	0	
+1.499940E-07	1	0	
+1.569960E-07	1	0	
+1.459020E-07	1	0	
+1.550520E-07	1	0	
+1.592760E-07	1	0	
+1.421880E-07	1	0	
+1.488840E-07	1	0	
+1.528500E-07	1	0	
+1.528800E-07	1	0	
+1.541280E-07	1	0	
+1.531620E-07	1	0	
+1.536960E-07	1	0	
+2.927166E-06	4	0	
+3.666006E-06	4	8	
+1.526868E-06	4	0	
+1.203960E-07	2	0	
+1.382040E-07	2	0	
+1.454220E-07	2	0	
+1.590600E-07	2	0	
+1.500720E-07	2	0	
+1.436340E-07	2	0	
+1.619640E-07	2	0	
+1.533780E-07	2	0	
+1.473780E-07	2	0	
+1.435560E-07	2	0	
+1.515240E-07	2	0	
+1.455660E-07	2	0	
+1.626660E-07	2	0	
+1.511520E-07	2	0	
+1.589880E-07	2	0	
+1.524360E-07	2	0	
+1.492980E-07	2	0	
+1.582800E-07	2	0	
+1.503960E-07	2	0	
+1.480860E-07	2	0	
+1.536960E-07	2	0	
+1.540500E-07	2	0	
+1.350720E-07	2	0	
+1.424520E-07	2	0	
+1.489560E-07	2	0	
+1.416180E-07	2	0	
+1.414620E-07	2	0	
-2.788146E-06	3	0	
-3.617196E-06	3	8	
-1.292616E-06	3	0	
+1.738380E-07	1	0	
+1.560540E-07	1	0	
+1.500180E-07	1	0	
+1.504980E-07	1	0	
