start date: 	2023-08-07
start time: 	17.47.45
stop date: 	2023-08-07
stop time: 	18.08.54
com rel. humid (%):	34.4
com temp (°C):	29.10
cn temp (°C):	31.31
nv temp (°C):	35.53
bvd averages: 	     20
remarks: 	CCC probe connected to GaAs probe, GaAs 8 V+=Wht, V-=Yel, I+=Blk, I-=Wht, B = 11.56 T (84.4 A), Psample = 3.0e-3 mbar
R1 Info: 	NIST-QHRGaAs13k-8
R2 Info: 	1214
data filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-07_CCC\230807_006_1747.txt
config filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-07_CCC\230807_006_1747_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	60
number of samples per half cycle: 	30
ignored first samples: 	14
ignored last samples: 	0
amplifier gain: 	1000000
delta N1/NA (mTurns): 	19.752215128
delta (I2*R2) (V): 	1.000030519
N1 (Turns):	2065
N2 (Turns):	16
NA (Turns):	1
R1 (Ohm): 	12906.404000
R2 (Ohm): 	100.000000

data(V)	phase	error
+1.982280E-07	1	0	
+1.727820E-07	1	0	
+1.378620E-07	1	0	
+1.568640E-07	1	0	
+1.518180E-07	1	0	
+1.667400E-07	1	0	
+1.553520E-07	1	0	
+1.602180E-07	1	0	
+1.650360E-07	1	0	
+1.792920E-07	1	0	
+1.659540E-07	1	0	
+1.884840E-07	1	0	
+1.776180E-07	1	0	
+1.821240E-07	1	0	
+1.882320E-07	1	0	
+1.845780E-07	1	0	
+1.863720E-07	1	0	
+1.962180E-07	1	0	
+1.879800E-07	1	0	
+2.074500E-07	1	0	
+1.918140E-07	1	0	
+1.890420E-07	1	0	
+1.975560E-07	1	0	
+1.747860E-07	1	0	
+1.525200E-07	1	0	
+1.414440E-07	1	0	
+1.601040E-07	1	0	
+1.626960E-07	1	0	
+2.994252E-06	4	0	
+3.665910E-06	4	8	
+1.738032E-06	4	0	
+1.778100E-07	2	0	
+2.188140E-07	2	0	
+2.087220E-07	2	0	
+2.136480E-07	2	0	
+1.851000E-07	2	0	
+2.113860E-07	2	0	
+2.179260E-07	2	0	
+2.157300E-07	2	0	
+1.912560E-07	2	0	
+1.961700E-07	2	0	
+2.192700E-07	2	0	
+2.038500E-07	2	0	
+2.354880E-07	2	0	
+2.084220E-07	2	0	
+1.981140E-07	2	0	
+2.112000E-07	2	0	
+1.777980E-07	2	0	
+2.318880E-07	2	0	
+2.180280E-07	2	0	
+2.541120E-07	2	0	
+2.334720E-07	2	0	
+2.059080E-07	2	0	
+2.040300E-07	2	0	
+2.128680E-07	2	0	
+2.160720E-07	2	0	
+2.478540E-07	2	0	
+1.982640E-07	2	0	
-2.855940E-06	3	0	
-3.617046E-06	3	8	
-1.466274E-06	3	0	
+1.675620E-07	1	0	
+1.574820E-07	1	0	
+1.564080E-07	1	0	
+1.688820E-07	1	0	
+1.653240E-07	1	0	
+1.553100E-07	1	0	
+1.633500E-07	1	0	
+1.787280E-07	1	0	
+1.905000E-07	1	0	
+1.930680E-07	1	0	
+1.662000E-07	1	0	
+1.860480E-07	1	0	
+2.090100E-07	1	0	
+1.968240E-07	1	0	
+1.858380E-07	1	0	
+1.895640E-07	1	0	
+2.118720E-07	1	0	
+2.023740E-07	1	0	
+1.938180E-07	1	0	
+2.476920E-07	1	0	
+2.075160E-07	1	0	
+2.265120E-07	1	0	
+2.194500E-07	1	0	
+2.241420E-07	1	0	
+2.179440E-07	1	0	
+1.975920E-07	1	0	
+2.004660E-07	1	0	
+3.006132E-06	4	8	
+3.665934E-06	4	8	
+1.738932E-06	4	0	
+2.362140E-07	2	0	
+2.439960E-07	2	0	
+2.413440E-07	2	0	
+2.338140E-07	2	0	
+2.402400E-07	2	0	
+2.432940E-07	2	0	
+2.636040E-07	2	0	
+2.268720E-07	2	0	
+2.508480E-07	2	0	
+2.690460E-07	2	0	
+2.976240E-07	2	0	
+2.427120E-07	2	0	
+2.314920E-07	2	0	
+2.223120E-07	2	0	
+2.223840E-07	2	0	
+2.381760E-07	2	0	
+2.450640E-07	2	0	
+2.497320E-07	2	0	
+2.652960E-07	2	0	
+2.557080E-07	2	0	
+2.544480E-07	2	0	
+2.506140E-07	2	0	
+2.712660E-07	2	0	
+2.934660E-07	2	0	
+2.669280E-07	2	0	
+2.578020E-07	2	0	
+2.555400E-07	2	0	
-2.837784E-06	3	0	
-3.617070E-06	3	8	
-1.430406E-06	3	0	
+2.609640E-07	1	0	
+2.548740E-07	1	0	
+1.941360E-07	1	0	
+2.033400E-07	1	0	
+2.339340E-07	1	0	
+2.404260E-07	1	0	
+2.066760E-07	1	0	
+2.004480E-07	1	0	
+2.134200E-07	1	0	
+2.409900E-07	1	0	
+2.413620E-07	1	0	
+2.134680E-07	1	0	
+2.191980E-07	1	0	
+2.191620E-07	1	0	
+2.366640E-07	1	0	
+2.340900E-07	1	0	
+2.306220E-07	1	0	
+2.404620E-07	1	0	
+2.114640E-07	1	0	
+2.504280E-07	1	0	
+2.458680E-07	1	0	
+2.494920E-07	1	0	
+2.774040E-07	1	0	
+2.521320E-07	1	0	
+2.442180E-07	1	0	
+2.616720E-07	1	0	
+2.747400E-07	1	0	
+3.034848E-06	4	8	
+3.665946E-06	4	8	
+1.805994E-06	4	0	
+3.093360E-07	2	0	
+3.001620E-07	2	0	
+3.104400E-07	2	0	
+2.886540E-07	2	0	
+2.514660E-07	2	0	
+2.830920E-07	2	0	
+2.789280E-07	2	0	
+2.601000E-07	2	0	
+2.920020E-07	2	0	
+2.493960E-07	2	0	
+2.718060E-07	2	0	
+2.458560E-07	2	0	
+2.492160E-07	2	0	
+2.801340E-07	2	0	
+2.438340E-07	2	0	
+2.608380E-07	2	0	
+2.695620E-07	2	0	
+3.080700E-07	2	0	
+2.763840E-07	2	0	
+2.928420E-07	2	0	
+2.592180E-07	2	0	
+2.853900E-07	2	0	
+2.729160E-07	2	0	
+3.215040E-07	2	0	
+3.369600E-07	2	0	
+3.094020E-07	2	0	
+3.030300E-07	2	0	
-2.837640E-06	3	0	
-3.617082E-06	3	8	
-1.380870E-06	3	0	
+2.832900E-07	1	0	
+2.843340E-07	1	0	
+2.785800E-07	1	0	
+2.781300E-07	1	0	
