start date: 	2023-08-07
start time: 	19.45.03
stop date: 	2023-08-07
stop time: 	20.06.12
com rel. humid (%):	34.6
com temp (°C):	28.72
cn temp (°C):	31.06
nv temp (°C):	35.25
bvd averages: 	     20
remarks: 	CCC probe connected to GaAs probe, GaAs 8 V+=Wht, V-=Yel, I+=Blk, I-=Wht, B = 11.56 T (84.4 A), Psample = 3.0e-3 mbar, Filled CCC
R1 Info: 	NIST-QHRGaAs13k-8
R2 Info: 	1214
data filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-07_CCC\230807_008_1945.txt
config filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-07_CCC\230807_008_1945_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	60
number of samples per half cycle: 	30
ignored first samples: 	14
ignored last samples: 	0
amplifier gain: 	1000000
delta N1/NA (mTurns): 	19.645403605
delta (I2*R2) (V): 	1.000030519
N1 (Turns):	2065
N2 (Turns):	16
NA (Turns):	1
R1 (Ohm): 	12906.404000
R2 (Ohm): 	100.000000

data(V)	phase	error
+2.473260E-07	1	0	
+2.519520E-07	1	0	
+2.584800E-07	1	0	
+2.617920E-07	1	0	
+2.429040E-07	1	0	
+2.375340E-07	1	0	
+2.329680E-07	1	0	
+2.429940E-07	1	0	
+2.461080E-07	1	0	
+2.423700E-07	1	0	
+2.348400E-07	1	0	
+2.487060E-07	1	0	
+2.296680E-07	1	0	
+2.528220E-07	1	0	
+2.444460E-07	1	0	
+2.458020E-07	1	0	
+2.480580E-07	1	0	
+2.536620E-07	1	0	
+2.551920E-07	1	0	
+2.433600E-07	1	0	
+2.496480E-07	1	0	
+2.653320E-07	1	0	
+2.534160E-07	1	0	
+2.522340E-07	1	0	
+2.485740E-07	1	0	
+2.466600E-07	1	0	
+2.582820E-07	1	0	
+2.395680E-07	1	0	
+3.023490E-06	4	8	
+3.665982E-06	4	8	
+1.750278E-06	4	0	
+2.466240E-07	2	0	
+2.491980E-07	2	0	
+2.498400E-07	2	0	
+2.547240E-07	2	0	
+2.522760E-07	2	0	
+2.525100E-07	2	0	
+2.395860E-07	2	0	
+2.500080E-07	2	0	
+2.568480E-07	2	0	
+2.513820E-07	2	0	
+2.453160E-07	2	0	
+2.516460E-07	2	0	
+2.434380E-07	2	0	
+2.521140E-07	2	0	
+2.522460E-07	2	0	
