start date: 	2023-08-07
start time: 	21.17.00
stop date: 	2023-08-07
stop time: 	21.38.09
com rel. humid (%):	34.2
com temp (°C):	29.04
cn temp (°C):	31.09
nv temp (°C):	35.34
bvd averages: 	     20
remarks: 	CCC probe connected to GaAs probe, GaAs 8 V+=Wht, V-=Red, I+=Blk, I-=Wht, B = 11.56 T (84.4 A), Psample = 3.5e-3 mbar, Filled CCC
R1 Info: 	NIST-QHRGaAs13k-8
R2 Info: 	1214
data filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-07_CCC\230807_011_2117.txt
config filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-07_CCC\230807_011_2117_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	60
number of samples per half cycle: 	30
ignored first samples: 	14
ignored last samples: 	0
amplifier gain: 	1000000
delta N1/NA (mTurns): 	19.668291789
delta (I2*R2) (V): 	1.000030519
N1 (Turns):	2065
N2 (Turns):	16
NA (Turns):	1
R1 (Ohm): 	12906.404000
R2 (Ohm): 	100.000000

data(V)	phase	error
+2.721120E-07	1	0	
+2.538540E-07	1	0	
+2.427660E-07	1	0	
+2.433420E-07	1	0	
+2.470200E-07	1	0	
+2.581800E-07	1	0	
+2.511900E-07	1	0	
+2.328480E-07	1	0	
+2.287800E-07	1	0	
+2.301540E-07	1	0	
+2.455500E-07	1	0	
+2.458260E-07	1	0	
+2.374740E-07	1	0	
+2.638320E-07	1	0	
+2.219280E-07	1	0	
+2.326080E-07	1	0	
+2.354040E-07	1	0	
+2.548440E-07	1	0	
+2.209980E-07	1	0	
+2.174160E-07	1	0	
+2.253720E-07	1	0	
+2.325000E-07	1	0	
+2.576940E-07	1	0	
+2.501160E-07	1	0	
+2.467920E-07	1	0	
+2.590080E-07	1	0	
+2.250720E-07	1	0	
+2.690520E-07	1	0	
+2.984580E-06	4	0	
+3.665994E-06	4	8	
+1.685382E-06	4	0	
+2.466780E-07	2	0	
+2.627100E-07	2	0	
+2.744460E-07	2	0	
+2.672880E-07	2	0	
+2.600700E-07	2	0	
+2.504760E-07	2	0	
+2.619480E-07	2	0	
+2.652660E-07	2	0	
+2.429520E-07	2	0	
+2.506800E-07	2	0	
+2.509980E-07	2	0	
+2.575800E-07	2	0	
+2.490660E-07	2	0	
+2.336700E-07	2	0	
+2.330340E-07	2	0	
+2.519880E-07	2	0	
+2.460480E-07	2	0	
+2.499300E-07	2	0	
+2.485500E-07	2	0	
+2.562600E-07	2	0	
+2.427300E-07	2	0	
+2.515620E-07	2	0	
+2.529600E-07	2	0	
+2.331240E-07	2	0	
+2.599200E-07	2	0	
+2.669280E-07	2	0	
+2.550840E-07	2	0	
