start date: 	2023-08-07
start time: 	16.19.19
stop date: 	2023-08-07
stop time: 	16.40.28
com rel. humid (%):	34.7
com temp (°C):	29.09
cn temp (°C):	31.19
nv temp (°C):	35.47
bvd averages: 	     20
remarks: 	CCC probe connected to GaAs probe, GaAs Red  set, B = 11.56 T (84.4 A), Psample = 3.0e-3 mbar
R1 Info: 	NIST-QHRGaAs13k-8
R2 Info: 	1214
data filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-07_CCC\230807_003_1619.txt
config filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-07_CCC\230807_003_1619_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	60
number of samples per half cycle: 	30
ignored first samples: 	14
ignored last samples: 	0
amplifier gain: 	1000000
delta N1/NA (mTurns): 	19.653032999
delta (I2*R2) (V): 	1.000030519
N1 (Turns):	2065
N2 (Turns):	16
NA (Turns):	1
R1 (Ohm): 	12906.404000
R2 (Ohm): 	100.000000

data(V)	phase	error
+1.876560E-07	1	0	
+1.771260E-07	1	0	
+1.973100E-07	1	0	
+1.808640E-07	1	0	
+1.739940E-07	1	0	
+1.759620E-07	1	0	
+1.769640E-07	1	0	
+1.727100E-07	1	0	
+1.788600E-07	1	0	
+1.766220E-07	1	0	
+1.718400E-07	1	0	
+1.665060E-07	1	0	
+1.786260E-07	1	0	
+1.858680E-07	1	0	
+1.685160E-07	1	0	
+1.672560E-07	1	0	
+1.653180E-07	1	0	
+1.767480E-07	1	0	
+1.734480E-07	1	0	
+1.684080E-07	1	0	
+1.808580E-07	1	0	
+1.677000E-07	1	0	
+1.695240E-07	1	0	
+1.779540E-07	1	0	
+1.743900E-07	1	0	
+1.724760E-07	1	0	
+1.721700E-07	1	0	
+1.685280E-07	1	0	
+1.044048E-06	4	0	
+1.417590E-06	4	0	
+5.712240E-07	4	0	
+1.611720E-07	2	0	
+1.567320E-07	2	0	
+1.591740E-07	2	0	
+1.487220E-07	2	0	
+1.426980E-07	2	0	
+1.540860E-07	2	0	
+1.420500E-07	2	0	
+1.419300E-07	2	0	
+1.488600E-07	2	0	
+1.362060E-07	2	0	
+1.325100E-07	2	0	
+1.508400E-07	2	0	
