start date: 	2023-08-14
start time: 	16.22.05
stop date: 	2023-08-14
stop time: 	16.43.14
com rel. humid (%):	33.7
com temp (°C):	29.30
cn temp (°C):	31.19
nv temp (°C):	35.41
bvd averages: 	     20
remarks: 	CCC probe connected to GaAs probe, GaAs 8 V+=Yel, V-=Wht, I+=Wht, I-=Blk, B = 11.56 T (84.4 A), Psample = 3.0 - 4.0e-3 mbar, using 4G power supply
R1 Info: 	NIST-QHRGaAs13k-8
R2 Info: 	F005A
data filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-14_CCC\230814_004_1622.txt
config filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-08-14_CCC\230814_004_1622_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	60
number of samples per half cycle: 	30
ignored first samples: 	14
ignored last samples: 	0
amplifier gain: 	1000000
delta N1/NA (mTurns): 	26.084612589
delta (I2*R2) (V): 	1.400067141
N1 (Turns):	2065
N2 (Turns):	16
NA (Turns):	1
R1 (Ohm): 	12906.404000
R2 (Ohm): 	100.000000

data(V)	phase	error
+2.961480E-07	1	0	
+2.859780E-07	1	0	
+2.999580E-07	1	0	
+3.022500E-07	1	0	
+2.957160E-07	1	0	
+2.962140E-07	1	0	
+2.936880E-07	1	0	
+3.073200E-07	1	0	
+2.948640E-07	1	0	
+2.961540E-07	1	0	
+3.000120E-07	1	0	
+3.080280E-07	1	0	
+3.170700E-07	1	0	
+3.052440E-07	1	0	
+3.057480E-07	1	0	
+3.275520E-07	1	0	
+3.116340E-07	1	0	
+3.266400E-07	1	0	
+3.249300E-07	1	0	
+3.342600E-07	1	0	
+3.372960E-07	1	0	
+3.267720E-07	1	0	
+3.202260E-07	1	0	
+3.277440E-07	1	0	
+3.263400E-07	1	0	
+3.384900E-07	1	0	
+3.251940E-07	1	0	
+3.335340E-07	1	0	
-1.576656E-06	4	0	
-2.453124E-06	4	0	
-5.872140E-07	4	0	
+3.439680E-07	2	0	
+3.448080E-07	2	0	
+3.274020E-07	2	0	
+3.355380E-07	2	0	
+3.381600E-07	2	0	
+3.494460E-07	2	0	
+3.524580E-07	2	0	
+3.409380E-07	2	0	
+3.513180E-07	2	0	
+3.468300E-07	2	0	
+3.587880E-07	2	0	
+3.336900E-07	2	0	
+3.446400E-07	2	0	
+3.275940E-07	2	0	
+3.260040E-07	2	0	
+3.180780E-07	2	0	
+3.114180E-07	2	0	
+3.178380E-07	2	0	
+2.979780E-07	2	0	
+2.963400E-07	2	0	
+2.981100E-07	2	0	
+2.962020E-07	2	0	
+3.015180E-07	2	0	
