start date: 	2024-05-08
start time: 	11.00.06
stop date: 	2024-05-08
stop time: 	23.08.20
com rel. humid (%):	37.6
com temp (°C):	27.44
cn temp (°C):	31.37
nv temp (°C):	33.53
bvd averages: 	      1
remarks: 	I1 Source Stability: 0.3 uA Range, I1 = 50.0076 nA
R1 Info: 	F058A
R2 Info: 	short
data filepath: 	W:\68internal\Calibrations\MDSS Data\resist\MagniconData\CCCViewerData\CCC2019-01_Data\2024-05-08_CCC\240508_001_1100.txt
config filepath: 	W:\68internal\Calibrations\MDSS Data\resist\MagniconData\CCCViewerData\CCC2019-01_Data\2024-05-08_CCC\240508_001_1100_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	60
number of samples per half cycle: 	10922
ignored first samples: 	240
ignored last samples: 	0
amplifier gain: 	300000
delta N1/NA (mTurns): 	-0.000000000
delta (I2*R2) (V): 	0.000000000
N1 (Turns):	0
N2 (Turns):	0
NA (Turns):	0
R1 (Ohm): 	100.000000
R2 (Ohm): 	0.000000

data(V)	phase	error
+4.698080E-06	1	0	
+4.701220E-06	1	0	
+4.699700E-06	1	0	
+4.699960E-06	1	0	
+4.700700E-06	1	0	
+4.700920E-06	1	0	
+4.701740E-06	1	0	
+4.699800E-06	1	0	
+4.700860E-06	1	0	
+4.699820E-06	1	0	
+4.700380E-06	1	0	
+4.699620E-06	1	0	
+4.700520E-06	1	0	
+4.701280E-06	1	0	
+4.699460E-06	1	0	
+4.699380E-06	1	0	
+4.698840E-06	1	0	
+4.699620E-06	1	0	
+4.701200E-06	1	0	
+4.700420E-06	1	0	
+4.699620E-06	1	0	
+4.700040E-06	1	0	
+4.700740E-06	1	0	
+4.700960E-06	1	0	
+4.700560E-06	1	0	
+4.701140E-06	1	0	
+4.699760E-06	1	0	
+4.700540E-06	1	0	
+4.701000E-06	1	0	
+4.700960E-06	1	0	
+4.700640E-06	1	0	
+4.699540E-06	1	0	
+4.700600E-06	1	0	
+4.699740E-06	1	0	
+4.699420E-06	1	0	
+4.700120E-06	1	0	
+4.698400E-06	1	0	
+4.700400E-06	1	0	
+4.699760E-06	1	0	
+4.700460E-06	1	0	
+4.700580E-06	1	0	
+4.699900E-06	1	0	
+4.699740E-06	1	0	
+4.698980E-06	1	0	
+4.700380E-06	1	0	
+4.700240E-06	1	0	
+4.700360E-06	1	0	
+4.701160E-06	1	0	
+4.700920E-06	1	0	
+4.700560E-06	1	0	
+4.701260E-06	1	0	
+4.701940E-06	1	0	
+4.699460E-06	1	0	
+4.700540E-06	1	0	
+4.698880E-06	1	0	
+4.698980E-06	1	0	
+4.700040E-06	1	0	
+4.700840E-06	1	0	
+4.699900E-06	1	0	
+4.700000E-06	1	0	
+4.701900E-06	1	0	
+4.701680E-06	1	0	
+4.701480E-06	1	0	
+4.700060E-06	1	0	
+4.700880E-06	1	0	
+4.701060E-06	1	0	
+4.701360E-06	1	0	
+4.700860E-06	1	0	
+4.700120E-06	1	0	
+4.699780E-06	1	0	
+4.700100E-06	1	0	
+4.700600E-06	1	0	
+4.700460E-06	1	0	
+4.700200E-06	1	0	
+4.700780E-06	1	0	
+4.700540E-06	1	0	
+4.700680E-06	1	0	
+4.701880E-06	1	0	
+4.701660E-06	1	0	
+4.701300E-06	1	0	
+4.700040E-06	1	0	
+4.700900E-06	1	0	
+4.703680E-06	1	0	
+4.701700E-06	1	0	
+4.700460E-06	1	0	
+4.699800E-06	1	0	
+4.700280E-06	1	0	
+4.700840E-06	1	0	
+4.700420E-06	1	0	
+4.697660E-06	1	0	
+4.701020E-06	1	0	
+4.700720E-06	1	0	
+4.701500E-06	1	0	
+4.699820E-06	1	0	
+4.701960E-06	1	0	
+4.701780E-06	1	0	
+4.700500E-06	1	0	
+4.699480E-06	1	0	
+4.702740E-06	1	0	
+4.701020E-06	1	0	
+4.700180E-06	1	0	
+4.701800E-06	1	0	
+4.703060E-06	1	0	
+4.701300E-06	1	0	
+4.699860E-06	1	0	
+4.701520E-06	1	0	
+4.701700E-06	1	0	
+4.702220E-06	1	0	
+4.703240E-06	1	0	
+4.702800E-06	1	0	
+4.703240E-06	1	0	
+4.701360E-06	1	0	
+4.701640E-06	1	0	
+4.702860E-06	1	0	
+4.702380E-06	1	0	
+4.702360E-06	1	0	
+4.701600E-06	1	0	
+4.702440E-06	1	0	
+4.701340E-06	1	0	
+4.704400E-06	1	0	
+4.702240E-06	1	0	
+4.702660E-06	1	0	
+4.703860E-06	1	0	
+4.704400E-06	1	0	
+4.702700E-06	1	0	
+4.701660E-06	1	0	
+4.701920E-06	1	0	
+4.701880E-06	1	0	
+4.701280E-06	1	0	
+4.701820E-06	1	0	
+4.701840E-06	1	0	
+4.700740E-06	1	0	
+4.701680E-06	1	0	
+4.699980E-06	1	0	
+4.701720E-06	1	0	
+4.701260E-06	1	0	
+4.702160E-06	1	0	
+4.700940E-06	1	0	
+4.701220E-06	1	0	
+4.700340E-06	1	0	
+4.700400E-06	1	0	
+4.700640E-06	1	0	
+4.702800E-06	1	0	
+4.702460E-06	1	0	
+4.701640E-06	1	0	
+4.702620E-06	1	0	
+4.701720E-06	1	0	
+4.701140E-06	1	0	
+4.702020E-06	1	0	
+4.701700E-06	1	0	
+4.702840E-06	1	0	
+4.701580E-06	1	0	
+4.702540E-06	1	0	
+4.702820E-06	1	0	
+4.703220E-06	1	0	
+4.701680E-06	1	0	
+4.701840E-06	1	0	
+4.703680E-06	1	0	
+4.703480E-06	1	0	
+4.702040E-06	1	0	
+4.702320E-06	1	0	
+4.703560E-06	1	0	
+4.702760E-06	1	0	
+4.703800E-06	1	0	
+4.701520E-06	1	0	
+4.702620E-06	1	0	
+4.703120E-06	1	0	
+4.702820E-06	1	0	
+4.702740E-06	1	0	
+4.704480E-06	1	0	
+4.703100E-06	1	0	
+4.704120E-06	1	0	
+4.701960E-06	1	0	
+4.702220E-06	1	0	
+4.702760E-06	1	0	
+4.702080E-06	1	0	
+4.703360E-06	1	0	
+4.703800E-06	1	0	
+4.702540E-06	1	0	
+4.703300E-06	1	0	
+4.703400E-06	1	0	
+4.703160E-06	1	0	
+4.701800E-06	1	0	
+4.701620E-06	1	0	
+4.702100E-06	1	0	
+4.703160E-06	1	0	
+4.702260E-06	1	0	
+4.702620E-06	1	0	
+4.702700E-06	1	0	
+4.702680E-06	1	0	
+4.702800E-06	1	0	
+4.702680E-06	1	0	
+4.702540E-06	1	0	
+4.702020E-06	1	0	
+4.703620E-06	1	0	
+4.702280E-06	1	0	
+4.701840E-06	1	0	
+4.702160E-06	1	0	
+4.702740E-06	1	0	
+4.702560E-06	1	0	
+4.703420E-06	1	0	
+4.703000E-06	1	0	
+4.701720E-06	1	0	
+4.702560E-06	1	0	
+4.702980E-06	1	0	
+4.701820E-06	1	0	
+4.702220E-06	1	0	
+4.702860E-06	1	0	
+4.704560E-06	1	0	
+4.702680E-06	1	0	
+4.702080E-06	1	0	
+4.701580E-06	1	0	
+4.702140E-06	1	0	
+4.703520E-06	1	0	
+4.701840E-06	1	0	
+4.701680E-06	1	0	
+4.701900E-06	1	0	
+4.701840E-06	1	0	
+4.701560E-06	1	0	
+4.700880E-06	1	0	
+4.702980E-06	1	0	
+4.702560E-06	1	0	
+4.702540E-06	1	0	
+4.702240E-06	1	0	
+4.701720E-06	1	0	
+4.701280E-06	1	0	
+4.701840E-06	1	0	
+4.702780E-06	1	0	
+4.702680E-06	1	0	
+4.704080E-06	1	0	
+4.704100E-06	1	0	
+4.701980E-06	1	0	
+4.702000E-06	1	0	
+4.701400E-06	1	0	
+4.702300E-06	1	0	
+4.701520E-06	1	0	
+4.702660E-06	1	0	
+4.703860E-06	1	0	
+4.702760E-06	1	0	
+4.702400E-06	1	0	
+4.702920E-06	1	0	
+4.701440E-06	1	0	
+4.702420E-06	1	0	
+4.704540E-06	1	0	
+4.702920E-06	1	0	
+4.701560E-06	1	0	
+4.703540E-06	1	0	
+4.702940E-06	1	0	
+4.701840E-06	1	0	
+4.703780E-06	1	0	
+4.704600E-06	1	0	
+4.705060E-06	1	0	
+4.703220E-06	1	0	
+4.700840E-06	1	0	
+4.701280E-06	1	0	
+4.703180E-06	1	0	
+4.703440E-06	1	0	
+4.704260E-06	1	0	
+4.703620E-06	1	0	
+4.703080E-06	1	0	
+4.704640E-06	1	0	
+4.704380E-06	1	0	
+4.703280E-06	1	0	
+4.702560E-06	1	0	
+4.703100E-06	1	0	
+4.701060E-06	1	0	
+4.704560E-06	1	0	
+4.704240E-06	1	0	
+4.702540E-06	1	0	
