start date: 	2024-03-15
start time: 	13.54.52
stop date: 	2024-03-17
stop time: 	13.55.53
com rel. humid (%):	33.4
com temp (°C):	27.67
cn temp (°C):	31.59
nv temp (°C):	33.53
bvd averages: 	   2880
remarks: 	chopper voltage noise
R1 Info: 	0
R2 Info: 	0
data filepath: 	W:\68internal\Calibrations\MDSS Data\resist\MagniconData\CCCViewerData\CCC2019-01_Data\2024-03-15_CCC\240315_001_1354.txt
config filepath: 	W:\68internal\Calibrations\MDSS Data\resist\MagniconData\CCCViewerData\CCC2019-01_Data\2024-03-15_CCC\240315_001_1354_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	60
number of samples per half cycle: 	30
ignored first samples: 	14
ignored last samples: 	0
amplifier gain: 	1000000
delta N1/NA (mTurns): 	-0.000000000
delta (I2*R2) (V): 	-0.000000000
N1 (Turns):	0
N2 (Turns):	0
NA (Turns):	0
R1 (Ohm): 	0.000000
R2 (Ohm): 	0.000000

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
62	+3.957000E-09	-7.602218E-11	+5.109341E-10
63	-9.277500E-10	-8.954167E-11	+5.029404E-10
64	+1.759500E-09	-6.065039E-11	+4.958619E-10
65	+1.142250E-09	-4.214423E-11	+4.885243E-10
66	+9.150000E-11	-4.011932E-11	+4.810698E-10
67	+3.928875E-09	+1.911940E-11	+4.775239E-10
68	+6.826500E-09	+1.192279E-10	+4.809824E-10
69	-3.877125E-09	+6.130978E-11	+4.774861E-10
70	+5.300625E-09	+1.361571E-10	+4.765301E-10
71	+1.533750E-10	+1.363996E-10	+4.697706E-10
72	+4.725000E-09	+2.001302E-10	+4.675637E-10
73	-2.493750E-09	+1.632277E-10	+4.625885E-10
74	-5.282250E-09	+8.964020E-11	+4.621902E-10
75	-1.896375E-09	+6.316000E-11	+4.567543E-10
76	-4.094250E-09	+8.457237E-12	+4.540119E-10
77	-7.214250E-09	-8.534416E-11	+4.577898E-10
78	+8.162625E-09	+2.039904E-11	+4.640900E-10
79	+3.898875E-09	+6.949367E-11	+4.608006E-10
80	-4.624875E-09	+1.081406E-11	+4.587723E-10
81	+8.405250E-09	+1.144491E-10	+4.647746E-10
82	-3.496500E-09	+7.041311E-11	+4.611788E-10
83	-1.890000E-10	+6.728765E-11	+4.555993E-10
84	+9.738750E-09	+1.824241E-10	+4.646342E-10
85	-6.533625E-09	+1.034118E-10	+4.658844E-10
86	-1.306500E-09	+8.701744E-11	+4.607270E-10
87	+1.657125E-09	+1.050647E-10	+4.557580E-10
88	+5.077500E-09	+1.615696E-10	+4.540786E-10
89	-1.103250E-09	+1.473581E-10	+4.491725E-10
90	-6.486375E-09	+7.365000E-11	+4.502281E-10
91	-8.211750E-09	-1.739835E-11	+4.544668E-10
92	-1.489500E-09	-3.339946E-11	+4.497845E-10
93	-2.670750E-09	-6.175806E-11	+4.458247E-10
94	+4.300875E-09	-1.534707E-11	+4.434915E-10
95	+5.787375E-09	+4.573421E-11	+4.430292E-10
96	+2.727375E-09	+7.366797E-11	+4.392791E-10
97	-9.937500E-10	+6.266366E-11	+4.348661E-10
98	-7.099500E-09	-1.041964E-11	+4.365665E-10
99	-4.345500E-09	-5.420833E-11	+4.343472E-10
100	+6.038625E-09	+6.720000E-12	+4.342771E-10
101	-2.289750E-09	-1.601733E-11	+4.305566E-10
102	-1.744875E-09	-3.296691E-11	+4.266514E-10
103	-2.064000E-09	-5.268568E-11	+4.229487E-10
104	-4.964250E-09	-9.991226E-11	+4.215162E-10
105	-8.362500E-11	-9.975714E-11	+4.174825E-10
106	-4.337250E-09	-1.397335E-10	+4.154530E-10
107	+1.511250E-10	-1.370152E-10	+4.115609E-10
108	+5.011875E-09	-8.934028E-11	+4.105101E-10
109	-2.664000E-09	-1.129610E-10	+4.074119E-10
110	+1.265250E-09	-1.004318E-10	+4.038855E-10
111	-2.088000E-09	-1.183378E-10	+4.006307E-10
112	-6.588750E-10	-1.231641E-10	+3.970669E-10
113	+8.148750E-09	-4.996128E-11	+4.002877E-10
114	-3.371250E-10	-5.248026E-11	+3.967689E-10
115	-1.059525E-08	-1.441565E-10	+4.038468E-10
116	+2.923875E-09	-1.177080E-10	+4.012229E-10
117	-3.190125E-09	-1.439679E-10	+3.986448E-10
118	+5.032500E-09	-1.000996E-10	+3.976790E-10
119	-2.518875E-09	-1.204254E-10	+3.948465E-10
120	+1.031250E-09	-1.108281E-10	+3.916599E-10
121	+1.321875E-09	-9.898760E-11	+3.885900E-10
122	-4.221375E-09	-1.327777E-10	+3.868701E-10
123	+6.288750E-10	-1.265854E-10	+3.837619E-10
124	-3.205875E-09	-1.514183E-10	+3.814636E-10
125	+3.302625E-09	-1.237860E-10	+3.794072E-10
126	+5.925000E-10	-1.181012E-10	+3.764269E-10
127	-4.888500E-09	-1.556634E-10	+3.753354E-10
128	+1.599000E-09	-1.419551E-10	+3.726438E-10
129	-9.153750E-10	-1.479506E-10	+3.697924E-10
130	-3.251250E-09	-1.718221E-10	+3.677125E-10
131	+1.506750E-09	-1.590086E-10	+3.651196E-10
132	+9.150000E-10	-1.508722E-10	+3.624344E-10
133	-4.797375E-09	-1.858083E-10	+3.613916E-10
134	+2.726250E-09	-1.640765E-10	+3.593422E-10
135	-1.841250E-10	-1.642250E-10	+3.566705E-10
136	-2.163000E-09	-1.789219E-10	+3.543432E-10
137	-7.184625E-09	-2.300584E-10	+3.554449E-10
138	+7.650000E-11	-2.278370E-10	+3.528668E-10
139	-3.022500E-10	-2.283723E-10	+3.503194E-10
140	-9.612375E-09	-2.954009E-10	+3.542080E-10
141	+2.965125E-09	-2.722766E-10	+3.524463E-10
142	-4.410000E-09	-3.014155E-10	+3.511665E-10
143	-1.354875E-09	-3.087823E-10	+3.487800E-10
144	+2.870625E-09	-2.867031E-10	+3.470525E-10
145	-4.601250E-09	-3.164586E-10	+3.459328E-10
146	-2.491500E-09	-3.313562E-10	+3.438780E-10
147	+6.120750E-09	-2.874643E-10	+3.443396E-10
148	-3.779625E-09	-3.110600E-10	+3.428180E-10
149	+8.926500E-09	-2.490629E-10	+3.461074E-10
150	-4.336125E-09	-2.763100E-10	+3.448703E-10
151	+2.023875E-09	-2.610770E-10	+3.429173E-10
152	-1.445250E-09	-2.688676E-10	+3.407429E-10
153	-2.254500E-09	-2.818456E-10	+3.387571E-10
154	-6.055125E-09	-3.193344E-10	+3.386318E-10
155	+5.928750E-09	-2.790242E-10	+3.388462E-10
156	-1.048762E-08	-3.444639E-10	+3.429681E-10
157	+5.054250E-09	-3.100772E-10	+3.425071E-10
158	-1.101750E-09	-3.150878E-10	+3.403693E-10
159	-5.481750E-09	-3.475825E-10	+3.397792E-10
160	-3.326250E-09	-3.661992E-10	+3.381618E-10
161	+3.813750E-10	-3.615559E-10	+3.360869E-10
162	-1.743750E-09	-3.700880E-10	+3.341148E-10
163	-6.950625E-09	-4.104594E-10	+3.345038E-10
164	+4.500000E-10	-4.052127E-10	+3.324993E-10
165	-2.798625E-09	-4.197182E-10	+3.307962E-10
166	-3.592500E-10	-4.193539E-10	+3.287976E-10
167	-5.276250E-10	-4.200022E-10	+3.268235E-10
168	+9.804000E-09	-3.591451E-10	+3.305232E-10
169	+6.086250E-10	-3.534186E-10	+3.286116E-10
170	+9.948750E-10	-3.454875E-10	+3.267691E-10
171	-1.766250E-09	-3.537961E-10	+3.249588E-10
172	+1.156800E-08	-2.844833E-10	+3.304158E-10
173	+8.763750E-10	-2.777731E-10	+3.285688E-10
174	-1.924125E-09	-2.872349E-10	+3.268120E-10
175	-2.838750E-10	-2.872157E-10	+3.249392E-10
176	-1.360125E-09	-2.933118E-10	+3.231452E-10
177	-1.231875E-09	-2.986144E-10	+3.213580E-10
178	-8.411250E-10	-3.016622E-10	+3.195621E-10
179	-2.685375E-09	-3.149791E-10	+3.180507E-10
180	+1.942500E-10	-3.121500E-10	+3.162915E-10
181	-2.202000E-09	-3.225912E-10	+3.147124E-10
182	+2.968875E-09	-3.045062E-10	+3.135005E-10
183	-2.252625E-09	-3.151516E-10	+3.119644E-10
184	+2.002875E-09	-3.025537E-10	+3.105200E-10
185	+7.406250E-10	-2.969149E-10	+3.088884E-10
186	-2.621250E-09	-3.094113E-10	+3.074773E-10
187	-1.493625E-09	-3.157440E-10	+3.058941E-10
188	+2.035875E-09	-3.032354E-10	+3.045197E-10
189	-2.065875E-09	-3.125615E-10	+3.030477E-10
190	-7.367625E-09	-3.496934E-10	+3.037268E-10
191	-9.058500E-09	-3.952893E-10	+3.055536E-10
192	-4.195875E-09	-4.150840E-10	+3.046019E-10
193	-6.149625E-09	-4.447966E-10	+3.044728E-10
194	-1.131375E-09	-4.483357E-10	+3.029199E-10
195	+4.230375E-09	-4.243423E-10	+3.023161E-10
196	-9.562500E-11	-4.226652E-10	+3.007744E-10
197	+1.947000E-09	-4.106364E-10	+2.994854E-10
198	+2.004000E-09	-3.984413E-10	+2.982185E-10
199	-5.284500E-09	-4.229943E-10	+2.977302E-10
200	-1.338750E-10	-4.215487E-10	+2.962414E-10
201	+1.063237E-08	-3.665541E-10	+2.998502E-10
202	+2.495250E-09	-3.523868E-10	+2.986983E-10
203	-4.237500E-11	-3.508596E-10	+2.972271E-10
204	-1.092375E-09	-3.544945E-10	+2.957889E-10
205	+1.576500E-09	-3.450750E-10	+2.944931E-10
206	-3.225000E-09	-3.590552E-10	+2.933934E-10
207	+5.968125E-09	-3.284891E-10	+2.935681E-10
208	+2.737500E-09	-3.137488E-10	+2.925250E-10
209	-6.158250E-09	-3.417129E-10	+2.924619E-10
210	+4.423500E-09	-3.190214E-10	+2.919491E-10
211	-2.003250E-09	-3.270036E-10	+2.906718E-10
212	+1.759500E-09	-3.171616E-10	+2.894648E-10
213	+1.018875E-09	-3.108891E-10	+2.881709E-10
214	+4.039875E-09	-2.905584E-10	+2.875408E-10
215	-3.777375E-09	-3.067762E-10	+2.866594E-10
216	+7.474125E-09	-2.707535E-10	+2.875941E-10
217	+8.842125E-09	-2.287586E-10	+2.893296E-10
218	-1.823625E-09	-2.360745E-10	+2.880923E-10
219	+2.918625E-09	-2.216695E-10	+2.871353E-10
220	+4.215000E-10	-2.187460E-10	+2.858421E-10
221	-4.995750E-09	-2.403614E-10	+2.853656E-10
222	-7.549500E-09	-2.732855E-10	+2.859788E-10
223	-4.121625E-09	-2.905426E-10	+2.852161E-10
224	+1.026750E-09	-2.846618E-10	+2.840008E-10
225	-6.261000E-09	-3.112233E-10	+2.839807E-10
226	-6.987000E-09	-3.407622E-10	+2.842603E-10
227	-1.424625E-09	-3.455369E-10	+2.830455E-10
228	+9.243750E-10	-3.399671E-10	+2.818564E-10
229	-9.480000E-10	-3.426223E-10	+2.806355E-10
230	+4.987500E-11	-3.409158E-10	+2.794179E-10
231	+4.105875E-09	-3.216656E-10	+2.788708E-10
232	+9.585000E-10	-3.161476E-10	+2.777210E-10
233	+1.059187E-08	-2.693321E-10	+2.804614E-10
234	-6.248625E-09	-2.948846E-10	+2.804269E-10
235	-8.662500E-11	-2.939984E-10	+2.792325E-10
236	-2.641875E-09	-3.039470E-10	+2.782247E-10
237	+6.032250E-09	-2.772120E-10	+2.783352E-10
238	+2.952000E-09	-2.636439E-10	+2.774952E-10
239	-1.954500E-09	-2.707186E-10	+2.764222E-10
240	-2.118750E-09	-2.784187E-10	+2.753757E-10
241	+8.340000E-10	-2.738029E-10	+2.742696E-10
242	+8.238750E-10	-2.692670E-10	+2.731715E-10
243	+1.179750E-09	-2.633040E-10	+2.721104E-10
244	-2.171250E-10	-2.631148E-10	+2.709929E-10
245	+3.451500E-09	-2.479531E-10	+2.703101E-10
246	+2.287500E-11	-2.468521E-10	+2.692113E-10
247	+3.000000E-10	-2.446382E-10	+2.681283E-10
248	-6.626250E-10	-2.463236E-10	+2.670503E-10
249	+7.683750E-09	-2.144759E-10	+2.678755E-10
250	-2.250000E-09	-2.226180E-10	+2.669261E-10
251	+2.094750E-09	-2.133855E-10	+2.660208E-10
252	-2.329875E-09	-2.217842E-10	+2.650961E-10
253	+5.227500E-10	-2.188414E-10	+2.640626E-10
254	-1.640625E-09	-2.244390E-10	+2.630805E-10
255	-5.135625E-09	-2.436985E-10	+2.627536E-10
256	-5.969250E-09	-2.660640E-10	+2.626791E-10
257	-3.217125E-09	-2.775467E-10	+2.619068E-10
258	+1.455375E-09	-2.708299E-10	+2.609762E-10
259	-2.669625E-09	-2.800917E-10	+2.601315E-10
260	-1.098750E-10	-2.794370E-10	+2.591299E-10
261	+5.620875E-09	-2.568305E-10	+2.591232E-10
262	+8.268375E-09	-2.242915E-10	+2.601750E-10
263	-2.273625E-09	-2.320837E-10	+2.593010E-10
264	-5.069625E-09	-2.504077E-10	+2.589660E-10
265	+4.237875E-09	-2.334708E-10	+2.585423E-10
266	+2.730375E-09	-2.223285E-10	+2.578094E-10
267	+3.532500E-10	-2.201728E-10	+2.568510E-10
268	+3.025875E-09	-2.080606E-10	+2.561773E-10
269	+6.027750E-09	-1.848792E-10	+2.562738E-10
270	-4.692750E-09	-2.015750E-10	+2.558682E-10
271	+1.027500E-09	-1.970397E-10	+2.549626E-10
272	+6.888750E-10	-1.937826E-10	+2.540444E-10
273	+9.468750E-10	-1.896044E-10	+2.531466E-10
274	+1.491000E-09	-1.834708E-10	+2.522956E-10
275	-2.732625E-09	-1.927405E-10	+2.515473E-10
276	-5.259000E-09	-2.110965E-10	+2.513056E-10
277	+1.675875E-09	-2.042843E-10	+2.504893E-10
278	-6.594750E-09	-2.272716E-10	+2.506430E-10
279	+6.952500E-09	-2.015376E-10	+2.510654E-10
280	+1.310250E-09	-1.961384E-10	+2.502253E-10
281	-5.946375E-09	-2.166019E-10	+2.501716E-10
282	+1.458750E-10	-2.153165E-10	+2.492862E-10
283	+3.461625E-09	-2.023238E-10	+2.487433E-10
284	+2.662125E-09	-1.922377E-10	+2.480711E-10
285	+1.345125E-09	-1.868434E-10	+2.472580E-10
286	-1.291125E-09	-1.907045E-10	+2.464222E-10
287	-6.630000E-10	-1.923502E-10	+2.455676E-10
288	-3.115875E-09	-2.025013E-10	+2.449239E-10
289	-7.027125E-09	-2.261159E-10	+2.452146E-10
290	-4.123875E-09	-2.395565E-10	+2.447369E-10
291	-6.858000E-09	-2.623003E-10	+2.449526E-10
292	+2.902500E-09	-2.514619E-10	+2.443528E-10
293	-3.228375E-09	-2.616220E-10	+2.437292E-10
294	-1.059750E-09	-2.643367E-10	+2.429140E-10
295	+5.973750E-09	-2.431907E-10	+2.430109E-10
296	+6.388500E-09	-2.207863E-10	+2.432226E-10
297	+3.171750E-09	-2.093636E-10	+2.426713E-10
298	-2.215125E-09	-2.160944E-10	+2.419492E-10
299	+4.055625E-09	-2.018077E-10	+2.415615E-10
300	-7.199625E-09	-2.251337E-10	+2.418824E-10
301	-1.171875E-09	-2.282791E-10	+2.410979E-10
302	+3.959625E-09	-2.144118E-10	+2.406981E-10
303	+5.071500E-09	-1.969666E-10	+2.405358E-10
304	+1.096125E-09	-1.927130E-10	+2.397810E-10
305	-4.125000E-09	-2.056057E-10	+2.393411E-10
306	-1.563375E-09	-2.100429E-10	+2.385989E-10
307	-4.772625E-09	-2.249047E-10	+2.382843E-10
308	+2.477625E-09	-2.161303E-10	+2.376714E-10
309	+1.171125E-09	-2.116408E-10	+2.369436E-10
310	-6.695625E-09	-2.325569E-10	+2.371024E-10
311	-5.952375E-09	-2.509486E-10	+2.370533E-10
312	+2.647125E-09	-2.416599E-10	+2.364748E-10
313	-1.769625E-09	-2.465415E-10	+2.357686E-10
314	+2.055000E-10	-2.451019E-10	+2.350209E-10
315	+9.292500E-10	-2.413738E-10	+2.343033E-10
316	+3.862500E-10	-2.393877E-10	+2.335691E-10
317	-5.728875E-09	-2.567047E-10	+2.334742E-10
318	+4.991250E-10	-2.543278E-10	+2.327510E-10
319	-2.716500E-09	-2.620462E-10	+2.321486E-10
320	-8.007375E-09	-2.862504E-10	+2.326843E-10
321	-6.200625E-09	-3.046752E-10	+2.326889E-10
322	-1.965750E-09	-3.098339E-10	+2.320225E-10
323	-1.481250E-10	-3.093332E-10	+2.313036E-10
324	-1.370250E-09	-3.126076E-10	+2.306118E-10
325	-3.002625E-09	-3.208846E-10	+2.300501E-10
326	+3.420750E-09	-3.094072E-10	+2.296303E-10
327	-2.224500E-09	-3.152638E-10	+2.290019E-10
328	-4.333875E-09	-3.275156E-10	+2.286312E-10
329	+2.786250E-09	-3.180513E-10	+2.281316E-10
330	-7.065000E-10	-3.192284E-10	+2.274423E-10
331	-4.672500E-09	-3.323803E-10	+2.271352E-10
332	-3.863625E-09	-3.430166E-10	+2.266997E-10
333	+1.281375E-09	-3.381385E-10	+2.260705E-10
334	-9.671250E-10	-3.400217E-10	+2.254005E-10
335	-9.405000E-10	-3.418142E-10	+2.247338E-10
336	+2.304000E-09	-3.339397E-10	+2.242023E-10
337	-4.099125E-09	-3.451124E-10	+2.238151E-10
338	-4.271250E-10	-3.453550E-10	+2.231520E-10
339	+2.772375E-09	-3.361582E-10	+2.226828E-10
340	-2.494125E-09	-3.425051E-10	+2.221176E-10
341	-3.062250E-09	-3.504809E-10	+2.216088E-10
342	+6.547500E-10	-3.475417E-10	+2.209794E-10
343	+3.098250E-09	-3.374956E-10	+2.205631E-10
344	-2.213625E-09	-3.429495E-10	+2.199887E-10
345	+9.822000E-09	-3.134859E-10	+2.213200E-10
346	-4.439250E-09	-3.254100E-10	+2.210014E-10
347	+3.135000E-10	-3.235688E-10	+2.203713E-10
348	-1.437375E-09	-3.267694E-10	+2.197604E-10
349	-3.136500E-09	-3.348202E-10	+2.192777E-10
350	+2.659125E-09	-3.262661E-10	+2.188175E-10
351	+4.476375E-09	-3.125833E-10	+2.186218E-10
352	+6.588000E-09	-2.929794E-10	+2.188795E-10
353	-4.915875E-09	-3.060754E-10	+2.186511E-10
354	-2.189250E-09	-3.113951E-10	+2.180975E-10
355	+7.665000E-10	-3.083588E-10	+2.175035E-10
356	-2.486250E-09	-3.144765E-10	+2.169779E-10
357	+1.102500E-10	-3.132868E-10	+2.163725E-10
358	+1.746000E-09	-3.075346E-10	+2.158439E-10
359	+3.793125E-09	-2.961121E-10	+2.155447E-10
360	+2.775000E-09	-2.875812E-10	+2.151144E-10
361	-5.668875E-09	-3.024879E-10	+2.150350E-10
362	-6.227250E-09	-3.188546E-10	+2.150638E-10
363	-3.231000E-09	-3.268771E-10	+2.146205E-10
364	-3.378750E-09	-3.352613E-10	+2.141943E-10
365	+2.172375E-09	-3.283911E-10	+2.137171E-10
366	-4.726875E-09	-3.404088E-10	+2.134709E-10
367	+1.927500E-09	-3.342292E-10	+2.129781E-10
368	+2.835000E-09	-3.256172E-10	+2.125731E-10
369	-3.200250E-09	-3.334075E-10	+2.121393E-10
370	-5.730750E-09	-3.479949E-10	+2.120675E-10
371	-1.987125E-09	-3.524131E-10	+2.115413E-10
372	+2.546625E-09	-3.446200E-10	+2.111157E-10
373	-2.140125E-09	-3.494336E-10	+2.106040E-10
374	-3.629625E-09	-3.582042E-10	+2.102231E-10
375	+3.121125E-09	-3.489260E-10	+2.098670E-10
376	+1.745250E-09	-3.433564E-10	+2.093822E-10
377	+1.124625E-09	-3.394625E-10	+2.088624E-10
378	-1.920000E-10	-3.390724E-10	+2.083094E-10
379	-2.332500E-09	-3.443321E-10	+2.078257E-10
380	-1.226250E-10	-3.437487E-10	+2.072788E-10
381	+3.750000E-11	-3.427480E-10	+2.067365E-10
382	+5.756625E-09	-3.267811E-10	+2.068119E-10
383	+3.503625E-09	-3.167800E-10	+2.065135E-10
384	+4.599000E-09	-3.039785E-10	+2.063724E-10
385	-1.613625E-09	-3.073802E-10	+2.058638E-10
386	-5.139375E-09	-3.198983E-10	+2.057110E-10
387	-8.316000E-09	-3.405601E-10	+2.062165E-10
388	-1.096500E-09	-3.425084E-10	+2.056936E-10
389	+1.062375E-09	-3.388969E-10	+2.051959E-10
390	-5.988000E-09	-3.533817E-10	+2.051810E-10
391	-1.345125E-09	-3.559182E-10	+2.046713E-10
392	+2.367375E-09	-3.489710E-10	+2.042667E-10
393	-5.233500E-09	-3.613998E-10	+2.041250E-10
394	-2.047500E-09	-3.656793E-10	+2.036512E-10
395	-2.547375E-09	-3.712025E-10	+2.032100E-10
396	+4.918875E-09	-3.578437E-10	+2.031360E-10
397	-1.177500E-10	-3.572390E-10	+2.026246E-10
398	-2.478375E-09	-3.625685E-10	+2.021851E-10
399	-3.656625E-09	-3.708242E-10	+2.018466E-10
400	-4.210500E-09	-3.804234E-10	+2.015700E-10
401	-1.185000E-09	-3.824299E-10	+2.010768E-10
402	-1.587375E-09	-3.854272E-10	+2.005983E-10
403	-2.734875E-09	-3.912571E-10	+2.001849E-10
404	-3.097125E-09	-3.979548E-10	+1.998010E-10
405	+2.325000E-11	-3.969148E-10	+1.993098E-10
406	+2.064375E-09	-3.908525E-10	+1.989107E-10
407	-3.197625E-09	-3.977488E-10	+1.985412E-10
408	-1.459875E-09	-4.003520E-10	+1.980711E-10
409	-1.385625E-09	-4.027610E-10	+1.976009E-10
410	+3.000750E-09	-3.944598E-10	+1.972930E-10
411	-4.689750E-09	-4.049106E-10	+1.970897E-10
412	+4.542000E-09	-3.929035E-10	+1.969770E-10
413	-5.482125E-09	-4.052261E-10	+1.968855E-10
414	+8.232000E-09	-3.843632E-10	+1.975143E-10
415	-1.920375E-09	-3.880645E-10	+1.970726E-10
416	-1.601250E-09	-3.909808E-10	+1.966199E-10
417	-2.603625E-09	-3.962869E-10	+1.962196E-10
418	-4.257375E-09	-4.055239E-10	+1.959674E-10
419	+3.195000E-10	-4.037936E-10	+1.955068E-10
420	+5.130000E-09	-3.906179E-10	+1.954853E-10
421	-2.843625E-09	-3.964445E-10	+1.951074E-10
422	+9.832500E-10	-3.931751E-10	+1.946720E-10
423	-7.414125E-09	-4.097730E-10	+1.949192E-10
424	+7.162500E-11	-4.086377E-10	+1.944622E-10
425	+2.004000E-09	-4.029609E-10	+1.940872E-10
426	-5.811000E-09	-4.156558E-10	+1.940467E-10
427	-1.420875E-09	-4.180100E-10	+1.936061E-10
428	-3.307500E-09	-4.247611E-10	+1.932711E-10
429	-5.953875E-09	-4.376495E-10	+1.932504E-10
430	-1.828875E-09	-4.408849E-10	+1.928276E-10
431	-4.633125E-09	-4.506117E-10	+1.926254E-10
432	-8.244750E-09	-4.686536E-10	+1.930240E-10
433	+6.726750E-09	-4.520361E-10	+1.932934E-10
434	+4.280250E-09	-4.411322E-10	+1.931555E-10
435	-4.345125E-09	-4.501069E-10	+1.929198E-10
436	+5.535000E-09	-4.363796E-10	+1.929657E-10
437	+9.179625E-09	-4.143750E-10	+1.937771E-10
438	-8.913750E-10	-4.154640E-10	+1.933372E-10
439	+1.765875E-09	-4.104952E-10	+1.929603E-10
440	-6.838875E-09	-4.251051E-10	+1.930748E-10
441	+6.670500E-09	-4.090153E-10	+1.933073E-10
442	-2.656500E-09	-4.141001E-10	+1.929364E-10
443	-8.955750E-09	-4.333815E-10	+1.934637E-10
444	-2.304000E-09	-4.375946E-10	+1.930734E-10
445	+6.965250E-09	-4.209590E-10	+1.933560E-10
446	-6.479625E-09	-4.345434E-10	+1.933997E-10
447	-5.067375E-09	-4.449077E-10	+1.932447E-10
