start date: 	2024-03-15
start time: 	13.54.52
stop date: 	2024-03-17
stop time: 	13.55.53
com rel. humid (%):	33.4
com temp (°C):	27.67
cn temp (°C):	31.59
nv temp (°C):	33.53
bvd averages: 	   2880
remarks: 	chopper voltage noise
R1 Info: 	0
R2 Info: 	0
data filepath: 	W:\68internal\Calibrations\MDSS Data\resist\MagniconData\CCCViewerData\CCC2019-01_Data\2024-03-15_CCC\240315_001_1354.txt
config filepath: 	W:\68internal\Calibrations\MDSS Data\resist\MagniconData\CCCViewerData\CCC2019-01_Data\2024-03-15_CCC\240315_001_1354_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	60
number of samples per half cycle: 	30
ignored first samples: 	14
ignored last samples: 	0
amplifier gain: 	1000000
delta N1/NA (mTurns): 	-0.000000000
delta (I2*R2) (V): 	-0.000000000
N1 (Turns):	0
N2 (Turns):	0
NA (Turns):	0
R1 (Ohm): 	0.000000
R2 (Ohm): 	0.000000

data(V)	phase	error
+1.981620E-07	0	0	
+1.982040E-07	0	0	
+2.066640E-07	3	0	
+1.941480E-07	3	0	
+2.090160E-07	1	0	
+1.894080E-07	1	0	
+2.041260E-07	1	0	
+2.120340E-07	1	0	
+1.979160E-07	1	0	
+2.036040E-07	1	0	
+1.965840E-07	1	0	
+1.953600E-07	1	0	
+1.994580E-07	1	0	
+2.223780E-07	1	0	
+2.100000E-07	1	0	
+2.071980E-07	1	0	
+1.943160E-07	1	0	
+1.917060E-07	1	0	
+1.916940E-07	1	0	
+1.933920E-07	1	0	
+2.055240E-07	1	0	
+1.930080E-07	1	0	
+1.923360E-07	1	0	
+1.917780E-07	1	0	
+2.075340E-07	1	0	
+2.035860E-07	1	0	
+2.034420E-07	1	0	
+2.090580E-07	1	0	
+2.053980E-07	1	0	
+1.932060E-07	1	0	
+1.953420E-07	1	0	
+1.877280E-07	1	0	
+1.923360E-07	4	0	
+2.107080E-07	4	0	
+1.942200E-07	4	0	
+2.024400E-07	2	0	
+2.148420E-07	2	0	
+2.068920E-07	2	0	
+1.827000E-07	2	0	
+1.981080E-07	2	0	
+2.102880E-07	2	0	
+1.975200E-07	2	0	
+1.998000E-07	2	0	
+1.954620E-07	2	0	
+1.908360E-07	2	0	
+2.101920E-07	2	0	
+1.902600E-07	2	0	
+2.076060E-07	2	0	
+1.934880E-07	2	0	
+2.024460E-07	2	0	
+2.067300E-07	2	0	
+1.962480E-07	2	0	
+2.175540E-07	2	0	
+2.096640E-07	2	0	
+1.969560E-07	2	0	
+1.907100E-07	2	0	
+1.946460E-07	2	0	
+2.208060E-07	2	0	
+2.141880E-07	2	0	
+1.989600E-07	2	0	
+2.014620E-07	2	0	
+2.047500E-07	2	0	
+2.081460E-07	3	0	
+2.052180E-07	3	0	
+2.124600E-07	3	0	
+2.100420E-07	1	0	
+1.994040E-07	1	0	
+2.152740E-07	1	0	
+2.129160E-07	1	0	
+1.975920E-07	1	0	
+2.113140E-07	1	0	
+1.988520E-07	1	0	
+2.037960E-07	1	0	
+2.032080E-07	1	0	
+2.202240E-07	1	0	
+1.927740E-07	1	0	
+2.085780E-07	1	0	
+1.994040E-07	1	0	
+2.050800E-07	1	0	
+2.014560E-07	1	0	
+2.063640E-07	1	0	
+2.074800E-07	1	0	
+2.022300E-07	1	0	
+2.164560E-07	1	0	
+2.035500E-07	1	0	
+2.232480E-07	1	0	
+2.112300E-07	1	0	
+2.113440E-07	1	0	
+1.976880E-07	1	0	
+2.185320E-07	1	0	
+1.968000E-07	1	0	
+1.936680E-07	1	0	
+2.001900E-07	4	0	
+1.997220E-07	4	0	
+1.946700E-07	4	0	
+2.059260E-07	2	0	
+2.124240E-07	2	0	
+2.065080E-07	2	0	
+1.961880E-07	2	0	
+2.035440E-07	2	0	
+1.981860E-07	2	0	
+2.056740E-07	2	0	
+2.199120E-07	2	0	
+1.968600E-07	2	0	
+1.941060E-07	2	0	
+1.825260E-07	2	0	
+1.910520E-07	2	0	
+1.959480E-07	2	0	
+1.931880E-07	2	0	
+1.895580E-07	2	0	
+1.972320E-07	2	0	
+2.012700E-07	2	0	
+2.078400E-07	2	0	
+1.920660E-07	2	0	
+2.000280E-07	2	0	
+2.085960E-07	2	0	
+1.969680E-07	2	0	
+1.917840E-07	2	0	
+1.854660E-07	2	0	
+1.934640E-07	2	0	
+1.773900E-07	2	0	
+2.088900E-07	2	0	
+1.965180E-07	3	0	
+2.001300E-07	3	0	
+2.169360E-07	3	0	
+1.940460E-07	1	0	
+2.006160E-07	1	0	
+1.862580E-07	1	0	
+1.917540E-07	1	0	
+2.003460E-07	1	0	
+2.025720E-07	1	0	
+2.049180E-07	1	0	
+2.021940E-07	1	0	
+1.969560E-07	1	0	
+1.985580E-07	1	0	
+1.932660E-07	1	0	
+1.871700E-07	1	0	
+1.836540E-07	1	0	
+1.935600E-07	1	0	
+2.080440E-07	1	0	
+2.010180E-07	1	0	
+1.998000E-07	1	0	
+2.124720E-07	1	0	
+2.005020E-07	1	0	
+1.990500E-07	1	0	
+2.097660E-07	1	0	
+2.068860E-07	1	0	
+2.076720E-07	1	0	
+2.034840E-07	1	0	
+2.131500E-07	1	0	
+1.953000E-07	1	0	
+2.063280E-07	1	0	
+1.953360E-07	4	0	
+2.080500E-07	4	0	
+2.034780E-07	4	0	
+2.055900E-07	2	0	
+2.006220E-07	2	0	
+1.955580E-07	2	0	
+2.016960E-07	2	0	
+2.323560E-07	2	0	
+2.189340E-07	2	0	
+2.234160E-07	2	0	
+1.998420E-07	2	0	
+2.069640E-07	2	0	
+2.146920E-07	2	0	
+2.079180E-07	2	0	
+2.003040E-07	2	0	
+2.043180E-07	2	0	
+2.000880E-07	2	0	
+2.198520E-07	2	0	
+1.923720E-07	2	0	
+2.023740E-07	2	0	
+1.938180E-07	2	0	
+2.044740E-07	2	0	
+1.986720E-07	2	0	
+2.084220E-07	2	0	
+1.998540E-07	2	0	
+1.867620E-07	2	0	
+2.101620E-07	2	0	
+1.988340E-07	2	0	
+1.953900E-07	2	0	
+2.014740E-07	2	0	
+1.957800E-07	3	0	
+2.059260E-07	3	0	
+2.107860E-07	3	0	
+2.041140E-07	1	0	
+2.128140E-07	1	0	
+1.919820E-07	1	0	
+1.930680E-07	1	0	
+1.839720E-07	1	0	
+1.940040E-07	1	0	
+2.056860E-07	1	0	
+1.944960E-07	1	0	
+2.098800E-07	1	0	
+2.127780E-07	1	0	
+2.052960E-07	1	0	
+1.996500E-07	1	0	
+1.915620E-07	1	0	
+2.115960E-07	1	0	
+2.048220E-07	1	0	
+2.058060E-07	1	0	
+2.006160E-07	1	0	
+1.965240E-07	1	0	
+2.002380E-07	1	0	
+1.797840E-07	1	0	
+1.978920E-07	1	0	
+1.862940E-07	1	0	
+2.000400E-07	1	0	
+1.882680E-07	1	0	
+1.920000E-07	1	0	
+1.872540E-07	1	0	
+1.971960E-07	1	0	
+1.956960E-07	4	0	
+2.054340E-07	4	0	
+2.081640E-07	4	0	
+2.018820E-07	2	0	
+2.093400E-07	2	0	
+1.925280E-07	2	0	
+2.119200E-07	2	0	
+2.166780E-07	2	0	
+1.976160E-07	2	0	
+2.085120E-07	2	0	
+2.073900E-07	2	0	
+2.075400E-07	2	0	
+1.826940E-07	2	0	
+2.077260E-07	2	0	
+2.040180E-07	2	0	
+2.075100E-07	2	0	
+1.948440E-07	2	0	
+2.061480E-07	2	0	
+2.133120E-07	2	0	
+2.136000E-07	2	0	
+2.134740E-07	2	0	
+2.101860E-07	2	0	
+2.093340E-07	2	0	
+2.082120E-07	2	0	
+2.146140E-07	2	0	
+2.105880E-07	2	0	
+2.040420E-07	2	0	
+2.182500E-07	2	0	
+1.942740E-07	2	0	
+2.097000E-07	2	0	
+2.155440E-07	3	0	
+1.943040E-07	3	0	
+1.943400E-07	3	0	
+2.005020E-07	1	0	
+2.144220E-07	1	0	
+2.178600E-07	1	0	
+2.027100E-07	1	0	
+2.102340E-07	1	0	
+1.938120E-07	1	0	
+2.050920E-07	1	0	
+1.960980E-07	1	0	
+2.073360E-07	1	0	
+2.115300E-07	1	0	
+2.025420E-07	1	0	
+2.034600E-07	1	0	
+2.060340E-07	1	0	
+1.982820E-07	1	0	
+2.045280E-07	1	0	
+2.039580E-07	1	0	
+1.986360E-07	1	0	
+2.035500E-07	1	0	
+2.047740E-07	1	0	
+2.134380E-07	1	0	
+2.003160E-07	1	0	
+2.057160E-07	1	0	
+2.045580E-07	1	0	
+2.023020E-07	1	0	
+2.045460E-07	1	0	
+1.974840E-07	1	0	
+1.933980E-07	1	0	
+2.123340E-07	4	0	
+2.064540E-07	4	0	
+2.001780E-07	4	0	
+2.001660E-07	2	0	
+2.044800E-07	2	0	
+2.106240E-07	2	0	
+2.046960E-07	2	0	
+1.989360E-07	2	0	
+2.027220E-07	2	0	
+1.995840E-07	2	0	
+2.146260E-07	2	0	
+2.010840E-07	2	0	
+2.016900E-07	2	0	
+2.001240E-07	2	0	
+2.123760E-07	2	0	
+1.991940E-07	2	0	
+2.012880E-07	2	0	
+1.980540E-07	2	0	
+1.997280E-07	2	0	
+2.046000E-07	2	0	
+2.159040E-07	2	0	
+2.055840E-07	2	0	
+2.018820E-07	2	0	
+2.137140E-07	2	0	
+2.073900E-07	2	0	
+2.090100E-07	2	0	
+1.881120E-07	2	0	
+2.021580E-07	2	0	
+1.955100E-07	2	0	
+2.043120E-07	2	0	
+2.144880E-07	3	0	
+1.998180E-07	3	0	
+1.986840E-07	3	0	
+1.938240E-07	1	0	
+2.017560E-07	1	0	
+1.962660E-07	1	0	
+2.040840E-07	1	0	
+2.028300E-07	1	0	
+2.024280E-07	1	0	
+1.982820E-07	1	0	
+2.055420E-07	1	0	
+2.089080E-07	1	0	
+2.050680E-07	1	0	
+2.005980E-07	1	0	
+2.047140E-07	1	0	
+1.962240E-07	1	0	
+1.913460E-07	1	0	
+2.042760E-07	1	0	
+2.110020E-07	1	0	
+2.034240E-07	1	0	
+2.149320E-07	1	0	
+2.083740E-07	1	0	
+1.917900E-07	1	0	
+1.928220E-07	1	0	
+2.089740E-07	1	0	
+1.905720E-07	1	0	
+1.910460E-07	1	0	
+2.043540E-07	1	0	
+1.999260E-07	1	0	
+1.994880E-07	1	0	
+2.151420E-07	4	0	
+1.901580E-07	4	0	
+2.153640E-07	4	0	
+2.073660E-07	2	0	
+1.873440E-07	2	0	
+1.908600E-07	2	0	
+2.049840E-07	2	0	
+2.003040E-07	2	0	
+1.911720E-07	2	0	
+2.028120E-07	2	0	
+2.043120E-07	2	0	
+1.947120E-07	2	0	
+2.070360E-07	2	0	
+1.924260E-07	2	0	
+1.997940E-07	2	0	
+2.099280E-07	2	0	
+2.002380E-07	2	0	
+1.980960E-07	2	0	
+1.899060E-07	2	0	
+2.025360E-07	2	0	
+2.032080E-07	2	0	
+1.912440E-07	2	0	
+1.941240E-07	2	0	
+2.047080E-07	2	0	
+2.029200E-07	2	0	
+1.970820E-07	2	0	
+2.046120E-07	2	0	
+2.103660E-07	2	0	
+2.079600E-07	2	0	
+2.127600E-07	2	0	
+1.961760E-07	3	0	
+2.147160E-07	3	0	
+1.985040E-07	3	0	
+2.085840E-07	1	0	
+1.862100E-07	1	0	
+1.834500E-07	1	0	
+2.023140E-07	1	0	
+2.073900E-07	1	0	
+1.909320E-07	1	0	
+2.031180E-07	1	0	
+2.075520E-07	1	0	
+2.036460E-07	1	0	
+1.812480E-07	1	0	
+2.056380E-07	1	0	
+1.987860E-07	1	0	
+2.017500E-07	1	0	
+1.993140E-07	1	0	
+1.970940E-07	1	0	
+2.066580E-07	1	0	
+1.909320E-07	1	0	
+2.004600E-07	1	0	
+1.967940E-07	1	0	
+2.034480E-07	1	0	
+2.092800E-07	1	0	
+2.016120E-07	1	0	
+2.122380E-07	1	0	
+1.991760E-07	1	0	
+1.965900E-07	1	0	
+1.981080E-07	1	0	
+2.144820E-07	1	0	
+1.862340E-07	4	0	
+1.797120E-07	4	0	
+2.041020E-07	4	0	
+2.033820E-07	2	0	
+2.033820E-07	2	0	
+1.978380E-07	2	0	
+1.902900E-07	2	0	
+1.987080E-07	2	0	
+2.232000E-07	2	0	
+2.027640E-07	2	0	
+2.052000E-07	2	0	
+2.082600E-07	2	0	
+2.051640E-07	2	0	
+2.018280E-07	2	0	
+1.955160E-07	2	0	
+1.933260E-07	2	0	
+2.040840E-07	2	0	
+1.989840E-07	2	0	
+2.133660E-07	2	0	
+2.072160E-07	2	0	
+2.078520E-07	2	0	
+2.137080E-07	2	0	
+2.110920E-07	2	0	
+2.034060E-07	2	0	
+2.106660E-07	2	0	
+2.176020E-07	2	0	
+1.986480E-07	2	0	
+2.060100E-07	2	0	
