start date: 	2016-02-23
start time: 	16.40.55
stop date: 	2016-02-23
stop time: 	16.51.07
com rel. humid (%):	27.9
com temp (°C):	27.24
cn temp (°C):	28.62
nv temp (°C):	32.66
remarks: 	
R1 Info: 	SP036
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-23_CCC\160223_011_1640.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-23_CCC\160223_011_1640_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-48.339843750
delta (I2*R2) (V): 	3.0001

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	2.424000E-8	2.424000E-8	NaN
2	7.200000E-10	1.248000E-8	1.176000E-8
3	-4.320000E-9	6.880000E-9	8.801091E-9
4	3.840000E-9	6.120000E-9	6.269545E-9
5	-1.752000E-8	1.392000E-9	6.777780E-9
6	7.680000E-9	2.440000E-9	5.632392E-9
7	1.680000E-9	2.331429E-9	4.761478E-9
8	2.160000E-9	2.310000E-9	4.123617E-9
9	-2.352000E-8	-5.600000E-10	4.632753E-9
10	-7.440000E-9	-1.248000E-9	4.200389E-9
11	1.800000E-8	5.018182E-10	4.182973E-9
12	1.704000E-8	1.880000E-9	4.059610E-9
13	-1.704000E-8	4.246154E-10	4.007883E-9
14	-2.520000E-8	-1.405714E-9	4.137451E-9
15	-4.608000E-8	-4.384000E-9	4.868904E-9
16	1.440000E-9	-4.020000E-9	4.568965E-9
17	-2.256000E-8	-5.110588E-9	4.428192E-9
18	1.944000E-8	-3.746667E-9	4.392084E-9
19	1.080000E-8	-2.981053E-9	4.224453E-9
20	2.160000E-9	-2.724000E-9	4.015903E-9
21	-2.544000E-8	-3.805714E-9	3.970092E-9
22	-1.992000E-8	-4.538182E-9	3.855550E-9
23	-1.608000E-8	-5.040000E-9	3.718125E-9
24	-3.528000E-8	-6.300000E-9	3.776244E-9
25	-1.392000E-8	-6.604800E-9	3.634848E-9
26	-3.456000E-8	-7.680000E-9	3.654019E-9
27	-4.560000E-9	-7.564444E-9	3.517980E-9
28	-2.832000E-8	-8.305714E-9	3.470108E-9
29	-2.808000E-8	-8.987586E-9	3.417037E-9
30	2.400000E-8	-7.888000E-9	3.479486E-9
31	-1.560000E-8	-8.136774E-9	3.374556E-9
32	1.056000E-8	-7.552500E-9	3.319228E-9
33	-2.616000E-8	-8.116364E-9	3.266115E-9
34	-2.952000E-8	-8.745882E-9	3.230526E-9
35	1.392000E-8	-8.098286E-9	3.203017E-9
36	2.232000E-8	-7.253333E-9	3.225415E-9
37	-2.136000E-8	-7.634595E-9	3.160114E-9
38	-2.208000E-8	-8.014737E-9	3.099231E-9
39	-1.008000E-8	-8.067692E-9	3.019182E-9
40	-1.920000E-8	-8.346000E-9	2.955866E-9
41	-1.896000E-8	-8.604878E-9	2.894470E-9
42	-3.528000E-8	-9.240000E-9	2.895236E-9
43	-7.200000E-9	-9.192558E-9	2.827501E-9
44	-1.080000E-8	-9.229091E-9	2.762734E-9
45	2.400000E-9	-8.970667E-9	2.712978E-9
46	-2.352000E-8	-9.286957E-9	2.672130E-9
47	-8.400000E-9	-9.268085E-9	2.614726E-9
48	-1.176000E-8	-9.320000E-9	2.560199E-9
49	-3.888000E-8	-9.923265E-9	2.578956E-9
50	1.080000E-8	-9.508800E-9	2.560616E-9
51	-2.232000E-8	-9.760000E-9	2.522445E-9
52	8.400000E-9	-9.410769E-9	2.497993E-9
53	5.760000E-9	-9.124528E-9	2.467070E-9
54	-3.600000E-9	-9.022222E-9	2.423113E-9
55	-8.400000E-9	-9.010909E-9	2.378676E-9
56	-2.112000E-8	-9.227143E-9	2.345800E-9
57	4.800000E-9	-8.981053E-9	2.317382E-9
58	-8.160000E-9	-8.966897E-9	2.277121E-9
59	2.880000E-9	-8.766102E-9	2.247182E-9
60	-7.320000E-8	-9.840000E-9	2.456574E-9
