start date: 	2016-02-23
start time: 	09.22.23
stop date: 	2016-02-23
stop time: 	09.32.36
com rel. humid (%):	27.3
com temp (°C):	27.01
cn temp (°C):	28.94
nv temp (°C):	33.37
remarks: 	
R1 Info: 	SP036
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-23_CCC\160223_003_0922.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-23_CCC\160223_003_0922_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-48.339843750
delta (I2*R2) (V): 	3.0001

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	3.312000E-8	3.312000E-8	NaN
2	7.128000E-8	5.220000E-8	1.908000E-8
3	4.224000E-8	4.888000E-8	1.150527E-8
4	4.968000E-8	4.908000E-8	8.137911E-9
5	1.589400E-5	3.218064E-6	3.168990E-6
6	8.568000E-8	2.696000E-6	2.639612E-6
7	5.544000E-8	2.318777E-6	2.262547E-6
8	1.752000E-8	2.031120E-6	1.980426E-6
9	4.776000E-8	1.810747E-6	1.760419E-6
10	5.784000E-8	1.635456E-6	1.584294E-6
11	4.056000E-8	1.490465E-6	1.440364E-6
12	4.416000E-8	1.369940E-6	1.320379E-6
13	4.056000E-8	1.267680E-6	1.218869E-6
14	5.376000E-8	1.180971E-6	1.131780E-6
15	8.352000E-8	1.107808E-6	1.056167E-6
16	6.936000E-8	1.042905E-6	9.900832E-7
17	3.648000E-8	9.837035E-7	9.319035E-7
18	5.568000E-8	9.321467E-7	8.801185E-7
19	6.408000E-8	8.864589E-7	8.337614E-7
20	6.168000E-8	8.452200E-7	7.920499E-7
21	5.184000E-8	8.074400E-7	7.543364E-7
22	7.848000E-8	7.743055E-7	7.199944E-7
23	3.792000E-8	7.422887E-7	6.887230E-7
24	3.888000E-8	7.129800E-7	6.600531E-7
25	5.520000E-8	6.866688E-7	6.336472E-7
26	4.488000E-8	6.619846E-7	6.092888E-7
27	4.968000E-8	6.393067E-7	5.867268E-7
28	6.312000E-8	6.187286E-7	5.657585E-7
29	4.008000E-8	5.987752E-7	5.462656E-7
30	7.680000E-8	5.813760E-7	5.280295E-7
31	4.776000E-8	5.641626E-7	5.110023E-7
32	6.936000E-8	5.487000E-7	4.950174E-7
33	6.048000E-8	5.339055E-7	4.800105E-7
34	5.424000E-8	5.197976E-7	4.658922E-7
35	-6.619128E-5	-1.386233E-6	1.958981E-6
36	-6.240000E-9	-1.347900E-6	1.904173E-6
37	2.400000E-10	-1.311464E-6	1.852352E-6
38	2.400000E-10	-1.276945E-6	1.803278E-6
39	0.000000E+0	-1.244203E-6	1.756737E-6
40	0.000000E+0	-1.213098E-6	1.712537E-6
41	-9.600000E-10	-1.183534E-6	1.670508E-6
42	4.800000E-10	-1.155343E-6	1.630492E-6
43	-4.800000E-10	-1.128486E-6	1.592349E-6
44	4.800000E-10	-1.102827E-6	1.555950E-6
45	-1.680000E-9	-1.078357E-6	1.521177E-6
46	-4.800000E-10	-1.054925E-6	1.487925E-6
47	9.600000E-10	-1.032460E-6	1.456096E-6
48	0.000000E+0	-1.010950E-6	1.425600E-6
49	0.000000E+0	-9.903184E-7	1.396356E-6
50	-2.400000E-10	-9.705168E-7	1.368287E-6
51	4.800000E-10	-9.514776E-7	1.341325E-6
52	-1.200000E-9	-9.332031E-7	1.315404E-6
53	1.920000E-9	-9.155592E-7	1.290467E-6
54	-2.400000E-10	-8.986089E-7	1.266457E-6
55	-1.920000E-9	-8.823055E-7	1.243325E-6
56	-9.600000E-10	-8.665671E-7	1.221022E-6
57	-1.680000E-9	-8.513937E-7	1.199505E-6
58	-7.200000E-10	-8.367269E-7	1.178734E-6
59	-1.200000E-9	-8.225654E-7	1.158670E-6
60	2.400000E-10	-8.088520E-7	1.139277E-6
